task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.3048040866851807,0.100341796875,1.1423046624917501,1.3116541872446046,0.9754122392023377,0.003278605673764061,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
2,0.9030612244897959,0.34313881397247314,0.908935546875,1.4078127410319121,1.996959312481677,0.331393322984583,0.2641123924609808,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
3,0.9030612244897959,0.31399670243263245,0.910888671875,1.6039486658756719,2.598100620690913,0.2724590878743038,0.21664202275638886,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
4,0.9030612244897959,0.2502465844154358,0.92919921875,1.7770416858487257,3.1922069109420206,0.26096149652560774,0.19676945936855858,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
5,0.9005102040816326,0.2038649469614029,0.9423828125,1.9180027925661307,3.721357545986781,0.2430174013710578,0.15749963209285434,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
6,0.9017857142857143,0.1937098354101181,0.94482421875,2.0457990950804286,4.235503343976629,0.24852873322200494,0.13330508836719435,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
7,0.9005102040816326,0.17773732542991638,0.947509765625,2.1715739507449148,4.771251346804723,0.26679012398182644,0.12412035760516003,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
8,0.9017857142857143,0.17473343014717102,0.948486328125,2.2865386332403856,5.288108363753098,0.2556894861920066,0.11541557862204557,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
9,0.9030612244897959,0.2212299406528473,0.928955078125,2.3950862086423768,5.802473542256965,0.25001516125098283,0.11259619790450498,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
10,0.9043367346938775,0.1810017079114914,0.942138671875,2.4932487214986194,6.287612029316524,0.23799914121339336,0.10241946149075848,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
11,0.9017857142857143,0.17642726004123688,0.94189453125,2.5881885145809,6.77466440108345,0.2464303309244165,0.09424223671380741,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
12,0.9005102040816326,0.12710431218147278,0.96044921875,2.6893845892668504,7.310265267408283,0.2684524123530765,0.0987448490202389,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
13,0.9017857142857143,0.14152339100837708,0.955810546875,2.775612787955205,7.784794813556784,0.249618177633645,0.08092624935681762,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
14,0.9030612244897959,0.1308334916830063,0.960205078125,2.8631400955606368,8.281325041211533,0.2322055232473844,0.09761051974208688,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
15,0.9030612244897959,0.16346375644207,0.9462890625,2.946304987012792,8.768185441654937,0.2612709839865221,0.07529702123657608,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
16,0.9005102040816326,0.1718456894159317,0.947509765625,3.0192096823643784,9.20557873541588,0.23422793366844602,0.06948757394468398,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
17,0.9017857142857143,0.17455588281154633,0.943603515625,3.099913354587448,9.698224582754655,0.2712196940768383,0.06982657160688727,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
18,0.9017857142857143,0.15311305224895477,0.953857421875,3.16643324891378,10.115590929718934,0.25047900428357095,0.05281745508203414,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
19,0.9017857142857143,0.12835732102394104,0.961669921875,3.2369341295373544,10.567303858565316,0.24161252763361746,0.0669852867616309,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
20,0.9030612244897959,0.13682281970977783,0.9580078125,3.3082362564046766,11.031918233486872,0.2641438960302396,0.06057532339083256,K010_LR,0.1,leaky,0.1,1,0.00030436225274563066,0.23582846753854467,5.695409994018793e-05,0.2937352207351122,77.14602322814308,0.055356763713871604,0.3035973702096405,1.0,3.552713678800501e-15,0.017979679923014764,14.691245737479678,2.040752251358912,-1.101510546455949,0.28740234375,0.9625999927520752
21,0.9017857142857143,0.2002405971288681,0.9365234375,3.3752099386799097,11.480263246826446,0.2585821594199137,0.055320787935288,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
22,0.9005102040816326,0.1499338299036026,0.9521484375,3.440893841673129,11.927835763545122,0.27892238889034077,0.04724588017949691,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
23,0.9005102040816326,0.17440764605998993,0.941650390625,3.506755177704895,12.384235284679665,0.26013835492440207,0.054962833511544046,K010_LR,0.1,leaky,0.1,1,,,,,,,,,,,,,,,
