task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.291033983230591,0.13818359375,0.9941284324112638,0.9938985443116977,0.6512602513063527,0.011737656806171169,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
2,1.0,0.277309775352478,0.91796875,1.1874368823267296,1.419272369346079,0.222292511300966,0.21642362336755422,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
3,1.0,0.19714663922786713,0.941650390625,1.3366060181314992,1.7993903979495753,0.19028205998344686,0.18235706929869935,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
4,1.0,0.24575184285640717,0.918701171875,1.4343632348060424,2.0713107351762337,0.16549281015323353,0.09894667774128965,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
5,1.0,0.14845892786979675,0.955322265625,1.5251962590052193,2.342174584329776,0.17227764248034996,0.08241156459596329,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
6,1.0,0.14984486997127533,0.953125,1.6192302533264,2.639082479137146,0.19598386665626902,0.07461220697309831,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
7,1.0,0.17019836604595184,0.945068359375,1.6823430118714453,2.849639795428932,0.16348367194378344,0.034189772266118405,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
8,1.0,0.12939608097076416,0.959716796875,1.7509558732097004,3.085358286966281,0.17618045603078347,0.04094156900299113,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
9,1.0,0.12220025062561035,0.963134765625,1.810385424169113,3.2983247694664777,0.17215408496037823,0.027908647095591245,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
10,1.0,0.13926158845424652,0.959228515625,1.86171849584081,3.488755594141092,0.17788078240117217,0.005421110776818172,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
11,1.0,0.10463535040616989,0.966552734375,1.9181963546138254,3.701234208512238,0.18199841171663483,0.018668291957749137,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
12,1.0,0.09945885837078094,0.966552734375,1.9585408883326363,3.8586172203947706,0.16662378119209864,-0.006541138864470202,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
13,1.0,0.15492664277553558,0.951416015625,2.004668026489897,4.042040406999417,0.1606667180049274,0.013732207956165312,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
14,1.0,0.11584632843732834,0.965087890625,2.04664981867128,4.213016365398351,0.1732331332263222,-0.0011257207789644788,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
15,1.0,0.09521286189556122,0.967529296875,2.0855987323758853,4.37260302832275,0.17703768396262537,-0.009385265376554056,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
16,1.0,0.08614376187324524,0.973388671875,2.126817413575488,4.547012878615515,0.17827545648408816,-0.0020995590762115358,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
17,1.0,0.08892082422971725,0.973388671875,2.173090172042436,4.7468635870938325,0.17015062852450602,0.016887706921537002,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
18,1.0,0.08469007164239883,0.973388671875,2.2133272420784333,4.923464294366646,0.1619750643562982,0.0075766288250813385,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
19,1.0,0.11866090446710587,0.958984375,2.2531406676938524,5.1019553526324115,0.15566106408206964,0.01359151968603972,K000_SN06,0.0,snake,0.6,0,,,,,,,,,,,,,,,
20,1.0,0.0683446153998375,0.9794921875,2.2866426971348544,5.254510458935058,0.15646551605031422,-0.002172966283884557,K000_SN06,0.0,snake,0.6,0,0.00039014139906414836,0.9520758155642122,1.243194941095746e-05,0.4182788284305481,78.80347816988021,0.06994187436599739,1.0537005626576985,1.0,2.6645352591003757e-15,0.01484805468989349,10.537778807941379,1.3318112976695178,-0.41606624645770807,0.34037109375,0.96670001745224
