task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.3048040866851807,0.100341796875,1.1423046624917501,1.3116541872446046,0.9754122392023377,0.003278605673764061,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
2,0.0012755102040816326,3.8713924884796143,0.073486328125,1.5275877916908243,2.3540579912223785,1.1739744267040673,-0.05258988825938278,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
3,0.002551020408163265,4.226847171783447,0.088623046875,1.803232204567807,3.2864377196892316,1.136893055565797,-0.0627980379590095,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
4,0.002551020408163265,3.61702299118042,0.080078125,2.0021592651713784,4.057057706669595,0.9883861955627323,-0.06495101593421192,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
5,0.0012755102040816326,3.09626841545105,0.100341796875,2.1633196257931844,4.742485375771669,0.9242167484367846,-0.06657657630811188,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
6,0.003826530612244898,3.6306631565093994,0.105712890625,2.3140696682086523,5.428935257964274,0.8847183278762566,-0.05122611377284345,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
7,0.0012755102040816326,3.671381950378418,0.0986328125,2.442377528245886,6.050160166134009,0.8585415960843741,-0.058580474413327525,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
8,0.002551020408163265,3.198957920074463,0.123046875,2.556176238661052,6.628398741260801,0.860492769419255,-0.06709090203022096,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
9,0.0012755102040816326,3.256960868835449,0.080322265625,2.675103462323689,7.248213365680563,0.901669037363781,-0.06434209304331613,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
10,0.0,3.4959850311279297,0.1044921875,2.793007298795362,7.886641091977985,0.9048023344014468,-0.056446426249856074,K100_LR,1.0,leaky,0.1,1,,,,,,,,,,,,,,,
