task,f,shock_ce,shock_acc,N,N2,D2,cos,arm,k,act,param,seed,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,posfrac,acc
1,1.0,2.308525800704956,0.080810546875,0.9989001912603771,1.0017440318295838,0.6615990787554472,0.0077662987083717775,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
2,0.5038265306122449,0.849324107170105,0.719482421875,1.2643802432361957,1.6067564485082224,0.4565039145874296,0.10842132811469235,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
3,0.5,1.2682186365127563,0.5654296875,1.4640480761749286,2.1549851318841755,0.4348397208849126,0.06765652024384614,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
4,0.5,1.1550029516220093,0.606689453125,1.6247335082294188,2.654636487366281,0.43355667699622313,0.03402104354818463,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
5,0.5,1.027492642402649,0.644287109375,1.767143227979162,3.1394171379950135,0.47711015233726456,0.0023298426232906304,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
6,0.5038265306122449,1.1594654321670532,0.6162109375,1.8665629769492345,3.5027884970913044,0.3963726198902562,-0.01589453327430247,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
7,0.5,1.3124425411224365,0.6220703125,1.9655497891988494,3.8839590158680033,0.4004843493493809,-0.009328463394755338,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
8,0.5025510204081632,1.6349236965179443,0.492919921875,2.0567386499937355,4.2538079828329804,0.3923994208746018,-0.01143811304223773,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
9,0.5,1.626893162727356,0.5029296875,2.1339920682918434,4.580826395966962,0.3472883845756071,-0.011897801735203049,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
10,0.5012755102040817,0.9689534902572632,0.689453125,2.209673158345984,4.907874131439484,0.37269565164788915,-0.02074267965441629,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
11,0.5012755102040817,1.1943467855453491,0.584228515625,2.2789847774889864,5.219230588108259,0.3667816759180177,-0.022910700789306026,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
12,0.5012755102040817,1.875314474105835,0.4404296875,2.3452702720947376,5.525851942930064,0.40602527827614315,-0.03646874263540562,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
13,0.5,1.408612847328186,0.549072265625,2.4116105805982126,5.841699304837237,0.3910831942965268,-0.02851372303950013,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
14,0.5,1.4147859811782837,0.55615234375,2.469912966226856,6.12438382695646,0.3549088710673532,-0.028255864585505976,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
15,0.5012755102040817,1.3571319580078125,0.571044921875,2.527112650458165,6.410404372308384,0.3604791569653909,-0.027789927526029344,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
16,0.5012755102040817,1.1262131929397583,0.633056640625,2.58291458899504,6.695074814476414,0.3863435979741419,-0.03452284204854381,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
17,0.5025510204081632,1.7198119163513184,0.480712890625,2.6310821741899058,6.944723389959742,0.3701143647220971,-0.041637553031398815,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
18,0.5063775510204082,1.2907214164733887,0.56201171875,2.682098232275919,7.215765102322247,0.3483776850594168,-0.02670837974871471,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
19,0.5012755102040817,1.7167725563049316,0.502685546875,2.7264889188069152,7.454970065834394,0.36190016924992063,-0.04018563901749465,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
20,0.5038265306122449,1.126567006111145,0.6103515625,2.770019027875336,7.694663487764241,0.36122642311858677,-0.03871758341870231,K050_SN06,0.5,snake,0.6,2,0.003147300972081046,0.7518053250751197,9.630904220369536e-05,0.5510277476756157,78.88462143821098,0.11473050749656734,0.88663194675307,1.0,8.881784197001252e-15,0.020289048601865124,17.804009946793666,1.2431492966020994,-0.6165777064478261,0.2724609375,0.9429000020027161
21,0.5,1.6000335216522217,0.527099609375,2.806480720758432,7.898118810464779,0.333861878505693,-0.042865588245065867,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
22,0.5025510204081632,1.6669740676879883,0.5009765625,2.843606617289712,8.108042401750232,0.3517176650339486,-0.043080815621886315,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
23,0.5,1.5101521015167236,0.510986328125,2.885490148287471,8.348799366777849,0.371324429542764,-0.03938132343077489,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
24,0.5012755102040817,2.7683393955230713,0.35546875,2.9255203948282205,8.579644870288185,0.39461835080779634,-0.046109201003086506,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
25,0.5,1.1744451522827148,0.5791015625,2.9643357654068008,8.806866569980896,0.3899958157176073,-0.04612091222987452,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
26,0.5025510204081632,2.140742301940918,0.376953125,2.998017775448233,9.007017513969512,0.3611501936386361,-0.04644930175228798,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
27,0.5012755102040817,1.1733572483062744,0.603271484375,3.028350346165064,9.189017810651102,0.3649483712817804,-0.05276357315212898,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
28,0.5,1.5960025787353516,0.534912109375,3.0626902563252223,9.398556490471721,0.3676724327442249,-0.045288654058689044,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
29,0.5025510204081632,1.4233776330947876,0.59033203125,3.095798529503163,9.60201781854114,0.36762814059198573,-0.04560481489917256,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
30,0.5,1.211899757385254,0.59912109375,3.1261882231587332,9.790437578126948,0.37292975834259623,-0.05079232604625376,K050_SN06,0.5,snake,0.6,2,0.003571513212055479,0.8261447438282401,9.968600559177156e-05,0.5515654327191822,78.62576466397184,0.11763177978847554,0.9469325041051602,1.0,1.7763568394002505e-15,0.02169811651177908,17.187194941097626,1.273876183218689,-0.6022124820622876,0.28712890625,0.9417999982833862
31,0.5,1.6392747163772583,0.51904296875,3.1570962639203866,9.983880811337844,0.3646507981832115,-0.047416956810841814,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
32,0.5012755102040817,1.2188085317611694,0.590087890625,3.1846396934503627,10.15720803707764,0.36058576423232197,-0.05073634937942069,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
33,0.5012755102040817,1.7981221675872803,0.47314453125,3.2146321561580375,10.349813459572786,0.3810554007816851,-0.05040154905719259,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
34,0.5,1.404091477394104,0.598388671875,3.246672701396928,10.556962751405512,0.3900696341218623,-0.04758446920550328,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
35,0.5012755102040817,2.2482850551605225,0.386474609375,3.2810554674785344,10.78117390343486,0.4413898092700936,-0.05082423599162041,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
36,0.5,1.4169100522994995,0.537109375,3.310550889009822,10.975356737039828,0.38942196278972746,-0.04999057213417256,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
37,0.5,1.4402966499328613,0.529541015625,3.334440879453598,11.135038051574888,0.3587833240971763,-0.052139358878427605,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
38,0.5012755102040817,1.807460904121399,0.4814453125,3.3635224167651496,11.32984558352985,0.375081180747022,-0.04601441888366022,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
39,0.5,1.6599942445755005,0.461181640625,3.394150030966307,11.536460059114447,0.4014700697621841,-0.04722069833512081,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
40,0.5,2.777177572250366,0.294189453125,3.422935285562837,11.732962033927347,0.3856185263134367,-0.04748567440923925,K050_SN06,0.5,snake,0.6,2,0.004355431396829884,0.8559307821488433,0.0001121843075671719,0.5719375716988456,79.3070495713794,0.12264844587134828,0.9725971890967983,1.0,5.329070518200751e-15,0.022309638781908968,17.284839529815127,1.318550450543141,-0.6512460763868235,0.2822265625,0.9390000104904175
41,0.5,1.0575101375579834,0.653076171875,3.4440565755483488,11.87816519757279,0.33328147608456904,-0.05026941682048065,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
42,0.5012755102040817,1.1354888677597046,0.631591796875,3.469166709970318,12.052988266099367,0.3641706654407985,-0.04793678968177488,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
43,0.5,1.3124408721923828,0.533447265625,3.494820789549392,12.232851038569672,0.38867528356478104,-0.05033570827975731,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
44,0.5038265306122449,1.2758053541183472,0.56689453125,3.517710441536679,12.393312570034546,0.35944584154679105,-0.048530186844292375,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
45,0.5,1.124508261680603,0.617431640625,3.539823681572951,12.548189923021019,0.34616979184870755,-0.04699708208702162,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
46,0.5012755102040817,1.3501464128494263,0.591796875,3.561606767360601,12.703675786410672,0.35173736704289316,-0.04953893640714489,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
47,0.5,1.4348018169403076,0.54296875,3.583758143596525,12.861720934124364,0.37987297605205034,-0.052669870898503876,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
48,0.5012755102040817,1.5862277746200562,0.49609375,3.612204412529329,13.066469212857992,0.4048684766698549,-0.04600895772193685,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
49,0.5,1.1040072441101074,0.652099609375,3.634407334870362,13.22737620589992,0.3662598442090595,-0.04926483397607193,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
50,0.5,1.4889615774154663,0.550537109375,3.657022053294349,13.391628127857528,0.3858157150714872,-0.050655263628954526,K050_SN06,0.5,snake,0.6,2,0.004108823997282127,0.9278263887590471,0.00010039217568551512,0.5511392303606005,80.03678340327104,0.11922712212605709,1.0396682079900388,1.0,1.7763568394002505e-15,0.02140281376382909,18.02640154368481,1.3610553444892277,-0.5490040284869848,0.31689453125,0.9359999895095825
51,0.5012755102040817,1.6994976997375488,0.455322265625,3.680395625533192,13.563064454418555,0.4428868658908809,-0.05789346313961152,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
52,0.5012755102040817,1.1989272832870483,0.613525390625,3.7054856053187293,13.748193180697017,0.38064652108247804,-0.04514684435424008,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
53,0.5012755102040817,1.636923909187317,0.516845703125,3.7276637522536267,13.912522903460975,0.39942826938286713,-0.05265919475904658,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
54,0.5,1.3941593170166016,0.539794921875,3.7506115970629623,14.08426128724813,0.34658893004723046,-0.041365273732441595,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
55,0.5,1.4424591064453125,0.539306640625,3.771255226932957,14.24034870236877,0.3664184847833974,-0.047246047439312155,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
56,0.5,1.6973217725753784,0.458984375,3.791489933851241,14.3933464691707,0.3960994488449144,-0.052125253754258166,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
57,0.5,1.3541808128356934,0.59423828125,3.812443290040419,14.552896985398139,0.38559615612582177,-0.049645311580818606,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
58,0.5012755102040817,1.565981149673462,0.513916015625,3.8338998955807893,14.71707979653038,0.38583270346669396,-0.048181254149923275,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
59,0.5,1.778135061264038,0.46875,3.8561935969351784,14.888644770389563,0.3789798759946483,-0.04569286596570122,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
60,0.5,1.3182382583618164,0.567626953125,3.876108758880713,15.042010388460447,0.38856310468326455,-0.04965745929100766,K050_SN06,0.5,snake,0.6,2,0.004241528347680332,0.9637876250773089,9.921637233539536e-05,0.5586610363534348,79.39795225035766,0.11711504396413545,1.0637022842451704,1.0,1.865174681370263e-14,0.021240274770577817,18.29369482646736,1.4019439762091188,-0.6767501185799462,0.2961328125,0.9373000264167786
61,0.5,1.518159031867981,0.517578125,3.8985580899291006,15.21688830330159,0.3872775042342351,-0.045166547361126366,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
62,0.5,1.5458898544311523,0.511962890625,3.919731341902249,15.382409258874077,0.384539180742097,-0.046462495763843537,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
63,0.5012755102040817,1.3674345016479492,0.5625,3.933776899428302,15.492847883877994,0.3776752800139437,-0.05707135774379999,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
64,0.5012755102040817,1.308146357536316,0.575439453125,3.9498418646634716,15.61928525379646,0.3810957991127711,-0.05533253860754865,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
65,0.5012755102040817,1.482485294342041,0.507568359375,3.970673401563262,15.783899991646777,0.40464019644547555,-0.04987695148954396,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
66,0.5012755102040817,1.611800193786621,0.49072265625,3.9875388411302892,15.918506113338731,0.3574522226103653,-0.04809936421735026,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
67,0.5012755102040817,1.5669739246368408,0.5068359375,4.006987468273907,16.073870736024165,0.41274165849457634,-0.05186492254105816,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
68,0.5012755102040817,1.1598635911941528,0.60546875,4.030624006703273,16.264518034632708,0.36975973567082504,-0.03761273787244657,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
69,0.5025510204081632,1.0324208736419678,0.658935546875,4.042408581064396,16.36032913480777,0.3530720887644906,-0.05599235385187011,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
70,0.5,1.246739387512207,0.588134765625,4.061221750040377,16.51274852796948,0.38602380165484296,-0.04777142965532275,K050_SN06,0.5,snake,0.6,2,0.004210959983466605,0.9837241081652771,9.490149063012772e-05,0.570556360059248,79.05625087122584,0.11505633882145426,1.0856371838981096,1.0,2.6645352591003757e-15,0.020104891079895264,19.200492065379244,1.4411744202618109,-0.5991224980434062,0.31736328125,0.9350000023841858
71,0.5,1.2909042835235596,0.614990234375,4.07788699064828,16.648063596123844,0.35671725842274493,-0.04686938437563457,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
72,0.5,1.5315895080566406,0.509033203125,4.095474842512043,16.791865724234526,0.3904040136988853,-0.04904765111065212,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
73,0.5025510204081632,1.5674984455108643,0.530517578125,4.111485069269859,16.923347544137577,0.3876756890019449,-0.05110655609740416,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
74,0.5012755102040817,1.6998542547225952,0.51513671875,4.128138614769282,17.060164517009884,0.4007596369409947,-0.05271326945523187,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
75,0.5012755102040817,1.925225019454956,0.4169921875,4.14675538636351,17.21488372053761,0.38624297857622225,-0.04598994098566225,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
76,0.5012755102040817,1.678065299987793,0.475830078125,4.163889972971399,17.358105559008987,0.40641404208072446,-0.05102350389392798,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
77,0.5025510204081632,1.854655385017395,0.448486328125,4.179718342700452,17.490789647121595,0.38402150627772885,-0.04971686765962839,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
78,0.5012755102040817,1.9535799026489258,0.398193359375,4.196040183245345,17.62809842642268,0.39579708134597047,-0.051422509906003964,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
79,0.5012755102040817,1.3385951519012451,0.533203125,4.212595124430102,17.76800147372484,0.38537003989502594,-0.048019860802209095,K050_SN06,0.5,snake,0.6,2,,,,,,,,,,,,,,,
