arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNA,std,0,0,0.0001,1,1,5,0.7677083333,0.9095999599,0.736000061,0.9095999599,0,0,0.126413703,3.521531105,-3.212029934,1.030596614,37.50737315,0,0,0.6613702178,3.002879858,-5.863188267,1.086283684,35.5321789,0.6540966034,0.5963028669,0.6077868938,0.1782334894,0.05373836681,0.6499467492,0,1.200000048,0.2129801512,0.06402403861,0.4900500178,0,1.200000048
SNA,std,0,0,0.0001,2,0,1,0.9703525641,1,0.969999969,1,0,0,-1.001499891,2.784837246,-4.58178854,0.7290056348,34.44700493,0,0,-0.3874281943,2.35788393,-5.632321358,0.8624061346,30.87899476,0.6507709622,0.5945829153,0.6243507266,0.2137103826,0.06012922898,0.6904360056,0,1.200000048,0.2580184042,0.09857516736,0.638655901,0,1.200000048
SNA,std,0,0,0.0001,3,1,5,0.7166266026,0.871999979,0.682000041,0.871999979,0,0,-0.6470723748,4.018210888,-6.607802868,0.8620183468,38.63123861,0,0,-0.3188809454,3.701688051,-10.75589466,0.9433249831,38.87388444,0.7221744061,0.6038575768,0.6733793616,0.1528049111,0.03869590536,0.5052761436,0,1.200000048,0.1724486053,0.06846467406,0.4316567183,0,1.200000048
SNA,std,0,0,0.0001,4,0,1,0.9707532051,1,0.9899999499,1,0,0,-0.4068779349,3.823599815,-5.204644203,0.8641235232,34.53219367,0,0,-0.6021164656,3.414685488,-6.666548252,0.8522595763,31.36337686,0.736795187,0.6091927886,0.6973333359,0.1579984426,0.03089400381,0.6804963946,0,1.200000048,0.1772336215,0.04378658533,0.3791569471,0,1.200000048
SNA,std,0,0,0.0001,5,1,5,0.7639022436,0.8876000047,0.7500000596,0.8876000047,0,0,-1.66433084,4.740079403,-8.694617271,0.7648147345,41.6800492,0,0,-1.301681161,3.612894773,-10.25605869,0.823056221,43.44145133,0.7600950599,0.6063958406,0.7328923345,0.1346531659,0.04038027301,0.3709285855,0,1.200000048,0.1725609004,0.05815187097,0.4194554389,0,1.200000048
SNA,std,0,0,0.0001,6,0,1,0.9735176282,1,0.9899999499,1,0,0,-1.71049571,4.202202797,-6.513528824,0.72384727,32.68730895,0,0,-2.040761232,3.364296675,-9.574307442,0.6513724327,32.37295366,0.7612344623,0.6067085862,0.7340858579,0.1450027078,0.03754044324,0.4530136287,0,1.200000048,0.1794935018,0.0494084172,0.3939033449,0,1.200000048
SNA,std,0,0,0.0001,7,1,5,0.7526041667,0.8768000007,0.7400000095,0.8768000007,0,0,-0.3854241669,5.752939701,-2.651424646,0.9691459537,43.00214385,0,0,-1.947469473,4.484085083,-7.811170101,0.8526877761,45.72320109,0.8186384439,0.6148300767,0.7444614172,0.1054939404,0.02325090766,0.3580620289,0,1.200000048,0.1387978643,0.05863595754,0.2411705703,0,1.200000048
SNA,std,0,0,0.0001,8,0,1,0.9760817308,1,1,1,0,0,-2.884659529,4.784491539,-10.52497292,0.639955461,38.12469171,0,0,-3.038401604,3.288341045,-10.70190811,0.671682179,37.38762536,0.8294176459,0.6124972105,0.7470764518,0.1256782413,0.05422410741,0.444899857,0,1.200000048,0.1842017621,0.07885828614,0.337682873,0,1.200000048
SNA,std,0,0,0.0001,9,1,5,0.6127003205,0.7871999741,0.584000051,0.7871999741,0,0,-0.7164510489,5.380281925,-4.936640739,0.8840418458,46.12513573,0,0,-1.901845217,4.360939026,-10.15830803,0.758425355,47.48064509,0.8615714908,0.6174592376,0.7488601208,0.1133900061,0.0284324605,0.27526775,0,1.200000048,0.1445483714,0.04307655245,0.2672094405,0,1.200000048
SNA,std,0,0,0.0001,10,0,1,0.9616185897,1,0.9799999595,1,0,0,-1.265076756,5.626523972,-5.809348583,0.8587050438,41.92855188,0,0,-2.349993467,4.21488142,-7.919919491,0.7130779028,41.23320887,0.8740586638,0.613009274,0.7576153874,0.1081585065,0.02791294083,0.2875427008,0,1.200000048,0.1457942873,0.06116205826,0.3191178441,0,1.200000048
SNA,std,0,0,0.0001,11,1,5,0.6634615385,0.8068000078,0.65200001,0.8068000078,0,0,-0.8803861141,5.609930038,-5.650641441,0.8979130387,45.54939818,0,0,-2.119856596,4.008820534,-8.89424324,0.7388238311,46.83820967,0.8941129446,0.6197237372,0.7535546422,0.1070749089,0.04005269706,0.4033272862,0,1.200000048,0.1536332667,0.05075515807,0.3130610585,0,1.200000048
SNA,std,0,0,0.0001,12,0,1,0.9630608974,1,1,1,0,0,0.07790318877,5.200277328,-5.663911819,1.008821368,43.37813714,0,0,-1.729731679,4.364949703,-6.47916317,0.8001229763,40.17333145,0.9039402008,0.6252499819,0.7560806274,0.118165046,0.02664453723,0.2999184132,0,1.200000048,0.1408176124,0.04133499786,0.320120573,0,1.200000048
SNA,std,0,0,0.0001,13,1,5,0.7056891026,0.8403999805,0.6880000234,0.8403999805,0,0,-0.7782681584,6.149891853,-5.39624691,0.9196810126,45.33470797,0,0,-2.10365057,4.517968655,-10.35160446,0.7492168546,44.85046838,0.9239686131,0.626263082,0.739037931,0.09638421237,0.02442344464,0.2706637383,0,1.200000048,0.1390900463,0.03325910866,0.2993565202,0,1.200000048
SNA,std,0,0,0.0001,14,0,1,0.9739583333,1,0.9899999499,1,0,0,-1.514297962,5.848907471,-11.68014145,0.7584478259,44.62271878,0,0,-2.47872901,3.818015575,-10.0751915,0.649212122,38.93481887,0.9296300411,0.6264361143,0.7401881218,0.1017055511,0.04897130653,0.2179235369,0,1.200000048,0.1582529992,0.03738635778,0.3032062054,0,1.200000048
SNA,std,0,0,0.0001,15,1,5,0.6334935897,0.7680000067,0.6060000062,0.7680000067,0,0,-0.1547556818,6.128329754,-5.075570107,0.9703128934,42.50279078,0,0,-1.552358508,5.734142303,-9.363066673,0.8384339809,41.39412614,0.9719663858,0.6275792122,0.7453758717,0.09763261676,0.02718989179,0.2569096088,0,1.200000048,0.1091918871,0.03662795201,0.3001613319,0,1.200000048
SNA,std,0,0,0.0001,16,0,1,0.9657451923,1,0.9599999785,1,0,0,-0.06855302304,6.65950489,-4.090212822,0.9817877412,43.17450862,0,0,-2.057425976,5.640088081,-10.77520466,0.8269087076,38.54186677,0.9867349267,0.631500721,0.7474829555,0.09046048671,0.02347422764,0.292393744,0,1.200000048,0.1079353765,0.02861236781,0.2240786552,0,1.200000048
SNA,std,0,0,0.0001,17,1,5,0.7020833333,0.8391999602,0.6480000019,0.8391999602,0,0,-0.3721129298,6.586065292,-3.485238075,0.950448215,51.09568119,0,0,-2.260692358,5.093144417,-10.18297195,0.8062981963,50.8949938,1.018192768,0.6297097802,0.711440444,0.09373249859,0.0317305401,0.2274694443,0,1.200000048,0.1193542629,0.04104411229,0.2344571352,0,1.200000048
SNA,std,0,0,0.0001,18,0,1,0.9679086538,1,0.9899999499,1,0,0,-1.524097562,5.554165363,-8.298067093,0.7732583284,45.97618833,0,0,-2.472012281,4.254201412,-11.21404743,0.6722009778,40.90783967,1.013561368,0.6348997951,0.7056544423,0.1087905243,0.05008812621,0.2757968009,0,1.200000048,0.1446395963,0.05761092529,0.252886951,0,1.200000048
