task,step,phase,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,alpha_med,arm,iv,seed,intervention,acc
20,0,pre,-0.7354152926931619,0.8829020544732452,0.7123913181704947,-0.7065748288367417,0.8845170705732354,0.6098058974246184,-0.007000556352044271,3.1212668100016834,0.02662364809308201,-0.6904980263534626,0.1349790235158643,0.649100828217677,0.2609765625,0.5435597896575928,SNA,none,0,k0.7,
20,0,post,-0.7246831694725424,0.6672886064940866,0.6025671546456342,-0.7044948460496822,0.6721918227837816,0.5845247561433883,-0.007000556335700549,2.1848867670126397,0.02662364809308201,-0.690498024679247,0.1349790234029536,0.31805940575509284,0.21841796875,0.5435597896575928,SNA,none,0,k0.7,
21,20,train,-0.7533590382205972,0.749861009629546,0.7670068594825372,-0.7111341772095074,0.6706114410250712,0.5237465700446909,-0.007066293311293535,2.195935649169516,0.026722283641283866,-0.6971333410685265,0.13008036255665734,0.3219709607964096,0.2133984375,0.5809354782104492,SNA,none,0,k0.7,
21,100,train,-0.6606808713399269,0.9421680159137806,0.8402942254319403,-0.6696273458918336,0.6744802049331916,0.5481672547662275,-0.0066413659942418015,2.229756083434319,0.028801958214025945,-0.6515250419410756,0.12352015284253165,0.33392253210234957,0.2679296875,0.6521072387695312,SNA,none,0,k0.7,
21,300,train,-0.5880079759959793,1.0362476977621449,0.6996937186271434,-0.6508331412324422,0.6827294364692874,0.609284036627828,-0.006413906127204733,2.2557230775175174,0.029971417127526365,-0.6270550919642645,0.12550765644655879,0.34199821863493624,0.27490234375,0.6668143272399902,SNA,none,0,k0.7,
21,625,train,-0.518506376792929,1.091922399227371,0.5472163209525018,-0.6325057759390117,0.6811360364114069,0.5482239868122448,-0.006241099629282229,2.2808743457842233,0.03144749917206355,-0.607877090398825,0.11562607693446686,0.35008000168236125,0.31056640625,0.6182047724723816,SNA,none,0,k0.7,0.9319999814033508
22,20,train,-0.7010255034886348,0.7394826032369249,0.6497437756780081,-0.6524912188637748,0.681941115789657,0.5050999765815136,-0.006402845453728715,2.28949077689662,0.030264273930806666,-0.6256292039724969,0.11463503577386618,0.35396815922746133,0.224453125,0.6558161377906799,SNA,none,0,k0.7,
22,100,train,-0.7110808058109737,0.9545929915160094,0.8143672773765804,-0.6529067977117059,0.6906199718926491,0.513759613416433,-0.0064433384177322705,2.3235399574384044,0.030021245762472972,-0.6300202427687364,0.11806638207281757,0.3635131620510079,0.25240234375,0.669307291507721,SNA,none,0,k0.7,
22,300,train,-0.720383379558386,1.0488445743230368,0.7392676763945971,-0.6568921279855079,0.6941492840643425,0.48484857627982586,-0.0065049458506445425,2.3513802832252497,0.029064843194792047,-0.6372875759577387,0.11505167946040813,0.3715457798550706,0.24857421875,0.6505327820777893,SNA,none,0,k0.7,
22,625,train,-0.6403800777484873,1.115577203611189,0.575517713633169,-0.635923866316546,0.6988898497339707,0.5128200335300525,-0.006312358883189784,2.3746352157734947,0.029684926745831036,-0.616939304869518,0.11344155307637493,0.3789376330468016,0.27962890625,0.6237582564353943,SNA,none,0,k0.7,0.9280999898910522
