task,step,phase,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,arm,iv,seed,intervention,acc
20,0,pre,-1.7224245754987815,1.2163320610159034,1.9893445586800298,-1.8337053943866517,1.1861720619958496,1.644657095383146,-0.017491441476667566,3.7280336259527576,0.006164234146708623,-1.7856207568517124,0.5124648897458648,0.916154507451497,0.154921875,LR,none,2,k0.7,
20,0,post,-1.753569981314853,0.997263917467728,1.7829466563264285,-1.8314665544548012,0.9727537887638847,1.602342700323165,-0.017491441480491043,2.609623538923679,0.006164234146708623,-1.785620757243381,0.5124648906122162,0.44891570889296717,0.11708984375,LR,none,2,k0.7,
21,20,train,-1.5312762141838057,0.9764314225529804,1.283744062657142,-1.7405744025637204,0.9434703195547866,1.3554623171590376,-0.016673954936112036,2.6154497942964503,0.007752386941574514,-1.7002910716242843,0.4554065355300635,0.4507190398959604,0.1185546875,LR,none,2,k0.7,
21,100,train,-1.425788858964617,1.256840463782456,2.12708192013868,-1.6867931555336702,0.9528793042562306,1.5359738147779054,-0.016213156479845905,2.664752158517502,0.009914350032922813,-1.6509259229684836,0.4558442955806629,0.4686804076370929,0.19818359375,LR,none,2,k0.7,
21,300,train,-1.460313792949525,1.3722422013869624,2.1857653896164466,-1.7220600958413783,0.9660104749284409,1.553910010529497,-0.016529696422521164,2.696213499549542,0.008256865174043924,-1.685009066918616,0.46964497275987127,0.4798909677101662,0.20337890625,LR,none,2,k0.7,
21,625,train,-1.5400116141480793,1.4617133257880415,2.240731681660073,-1.760479569346179,0.9777982530322357,1.570569827386403,-0.01685345826323889,2.7260686310724522,0.00504931130562909,-1.7213820753111693,0.4833292718922062,0.489275067735919,0.19986328125,LR,none,2,k0.7,0.9104999899864197
22,20,train,-1.623260282871587,1.0007039864446141,1.2548547993768797,-1.7172199640774004,0.9644840999387194,1.4282582708284217,-0.016473387467111755,2.7339737219273115,0.0058408092334866525,-1.6816569566793893,0.45515926283367586,0.49203789437455453,0.11724609375,LR,none,2,k0.7,
22,100,train,-1.5093859330369375,1.2442151373221122,1.8175115929599095,-1.6787387097975575,0.9753470313648511,1.6435491061026364,-0.016164827070490672,2.773806933582369,0.007373820602660999,-1.6485156934563199,0.4640253243793733,0.5067011451831686,0.17240234375,LR,none,2,k0.7,
22,300,train,-1.5380500723334762,1.3873990337823519,1.7388929815889909,-1.7019647609310198,0.9840486088516871,1.6015949025856395,-0.016373193809504187,2.809543605926525,0.0064236690220423045,-1.6708104778441162,0.4666111148389196,0.5195129884837446,0.17751953125,LR,none,2,k0.7,
22,625,train,-1.534162721413889,1.4793409365351902,1.746533577102315,-1.7145982445146029,0.9922173655005523,1.6226342921832742,-0.01653039411104622,2.842497112015092,0.00560707358061336,-1.687730328197907,0.47282690963350066,0.5317297545785901,0.1904296875,LR,none,2,k0.7,0.9254999756813049
23,20,train,-1.7892969758043102,1.0619435376484958,1.5524502954474275,-1.754910154332826,0.9885285045545386,1.3765876862246629,-0.0169018331355716,2.8495926917380126,0.004912099247449077,-1.7264747034397074,0.46397648723216356,0.5336347804013181,0.10986328125,LR,none,2,k0.7,
23,100,train,-1.6792396920371362,1.289526534821693,2.063085520152342,-1.7144962592941317,0.9949775618092636,1.4779253387861533,-0.01655501691713037,2.887023561815759,0.00763388903636951,-1.6882258191190556,0.46060693668378533,0.548160489255181,0.15673828125,LR,none,2,k0.7,
23,300,train,-1.666192963312148,1.4222936538337978,2.21411633173101,-1.7001865070228817,1.0013228166402592,1.4962058725159364,-0.016438926840755923,2.9235282115863686,0.008907401985488832,-1.675060292768464,0.45822195610101984,0.5612286078680039,0.17712890625,LR,none,2,k0.7,
23,625,train,-1.6209412286146234,1.5069102115564261,1.953070032649818,-1.7225208991735863,1.008624248040158,1.416051302026871,-0.016672368640388634,2.9531339776819006,0.009313117565761786,-1.698567844337242,0.460534060467984,0.5737591349728877,0.18810546875,LR,none,2,k0.7,0.9186000227928162
24,20,train,-1.6259729077010312,1.048112725102258,1.2802435251826687,-1.6782867496373828,0.9940440472015142,1.2346430362047824,-0.016247266368656192,2.9608749612317267,0.010222508180886507,-1.6541119071927437,0.426482334638346,0.5765032204217672,0.12576171875,LR,none,2,k0.7,
24,100,train,-1.6738648541508736,1.2848052501831044,1.8005450681977675,-1.6819198447472294,1.010863834474672,1.3807880890325395,-0.01628957573615499,2.997964068308546,0.010506101692972152,-1.6581623927080564,0.4443298065213826,0.5909578088002728,0.16185546875,LR,none,2,k0.7,
24,300,train,-1.7229664371498308,1.4162019499621727,1.8065252297406398,-1.7185577426329446,1.0252079720881493,1.4409480824977603,-0.016601562168957484,3.0271843602949433,0.01072861355234636,-1.689899088352325,0.4605201853646871,0.6041956421307375,0.1609765625,LR,none,2,k0.7,
24,625,train,-1.7512289575387296,1.515231406150226,1.9846893244896782,-1.7286616645926816,1.0371003422350165,1.5451713392379751,-0.016700797466656626,3.056487767796429,0.010073713356214285,-1.7007194353031894,0.47399807713655134,0.6137642339035648,0.17724609375,LR,none,2,k0.7,0.9246000051498413
25,20,train,-1.688179340327236,1.0338811917194741,1.2428704384786244,-1.6991255341575182,1.0189639983179652,1.289564895769535,-0.016451420774984023,3.0609215662888865,0.010077691433834843,-1.675169854603861,0.43781484433718176,0.6143992688041068,0.10728515625,LR,none,2,k0.7,
25,100,train,-1.6838533087642034,1.292173572926414,1.8455857358602663,-1.7040157510850706,1.0341568964229302,1.4213828000403461,-0.016533470925418937,3.0972914410065977,0.011102992464002455,-1.6825495914463324,0.45589149452248173,0.6290162147359684,0.16111328125,LR,none,2,k0.7,
25,300,train,-1.6803268824903035,1.4245129355993773,1.950831442942627,-1.7124376699366228,1.0420599604682261,1.449249945738762,-0.016640088354166346,3.126366994030517,0.010112024546251631,-1.6944622154702014,0.46268291965989233,0.6410720699927138,0.1735546875,LR,none,2,k0.7,
25,625,train,-1.7807705505250369,1.5146033312263978,1.9462637856193825,-1.7706735570153718,1.0552497417455615,1.4130915816654634,-0.01717707436156249,3.154253900756731,0.007732989874639316,-1.7518489217343487,0.4800825755252117,0.6518860192378793,0.1676953125,LR,none,2,k0.7,0.9179999828338623
26,20,train,-1.7771722458123438,1.0981053815393402,1.4436325000256094,-1.778683580632292,1.047104322497507,1.1832668985821146,-0.017253655544141724,3.157221751578648,0.0070506200520321725,-1.7603761003293732,0.4595308906526438,0.652642918151909,0.1089453125,LR,none,2,k0.7,
26,100,train,-1.7373485736204868,1.3555261491576946,2.157770773853609,-1.758418624905612,1.057856439697346,1.3379355362850454,-0.017079672058821174,3.196951490480176,0.00847112552728504,-1.7411331073195853,0.46766615220661995,0.6671814549640029,0.16712890625,LR,none,2,k0.7,
26,300,train,-1.8682120170006307,1.4929367846661354,2.4115181436065374,-1.8442702889787932,1.0817551169029556,1.4393333438276548,-0.017860749610151497,3.224827701623795,0.007100968519225716,-1.8225151395722516,0.5069644532477028,0.6789711231106961,0.1696875,LR,none,2,k0.7,
26,625,train,-1.9824868750484694,1.590563884237609,2.5237869114062033,-1.898555740029515,1.0982319110805838,1.474979396686921,-0.018360103240824648,3.2493854851567723,0.006096328147687018,-1.8746724732100506,0.531917902435613,0.6899910281986305,0.16478515625,LR,none,2,k0.7,0.927299976348877
27,20,train,-1.7434873887830276,1.0995739935786166,1.4092288673703937,-1.899068513161431,1.0907046988694398,1.2716195867743008,-0.018389006696928917,3.2541536964985864,0.0062523543043062095,-1.877477253851699,0.5161627659679275,0.6922424000943961,0.1218359375,LR,none,2,k0.7,
27,100,train,-1.881179510134099,1.3507550886305624,1.8842320805907418,-1.95177880991925,1.107558931223548,1.3148832380653983,-0.01886550812465596,3.2866519309882443,0.00679253039896139,-1.9257488413575181,0.5414114648423091,0.7061189353240424,0.1462890625,LR,none,2,k0.7,
