task,step,phase,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,arm,iv,seed,intervention,acc
20,0,pre,-1.8668174403942726,1.1765949677337195,1.4778528829174835,-1.8746849766250415,1.1544963361683804,1.1668278673221464,-0.018033517403935873,3.7163948253020607,0.020195833096513526,-1.8271182297486468,0.4175569815386648,0.9172111694740697,0.1196875,LR,none,1,k0.7,
20,0,post,-1.8659393857410316,0.940145524764207,1.298225238134753,-1.871446659832458,0.9304063641834972,1.1441696633987672,-0.01803351741759279,2.601476378366428,0.020195833096513526,-1.8271182311476313,0.41755698208793324,0.44943347310625725,0.089140625,LR,none,1,k0.7,
21,20,train,-1.5020041441904133,0.9491356097086648,1.31605676914362,-1.737386046485853,0.9040951413091589,1.068506713373071,-0.016776216780477856,2.6063844063140573,0.023580918246880175,-1.694938019891712,0.3705481283678853,0.4509985157451785,0.13041015625,LR,none,1,k0.7,
21,100,train,-1.678844098906775,1.2149889379782477,1.655193469636079,-1.7885430896176124,0.9258144954527191,1.1985118225759084,-0.017224907098004,2.647886717479212,0.02414413223566953,-1.7403376602292564,0.39326627345064824,0.46442199419928554,0.14837890625,LR,none,1,k0.7,
21,300,train,-1.622746089178322,1.3447212489429052,1.8901036993970899,-1.793302060647129,0.9361500962459665,1.2420915491271771,-0.01725323623206247,2.6853431003213717,0.02406553495908156,-1.743318232010442,0.39690377368805274,0.4784520946386325,0.1779296875,LR,none,1,k0.7,
21,625,train,-1.58977678890001,1.4455679508653043,1.7974969764883582,-1.7934767716239337,0.9418988311464445,1.2262291168972619,-0.017244789975046564,2.720487991721484,0.02152581825557718,-1.7449927326269015,0.39723473578622154,0.489894316110839,0.18119140625,LR,none,1,k0.7,0.929099977016449
22,20,train,-1.369698576804935,0.9741525863349954,1.3338848445350595,-1.6169160963120839,0.9142763702606207,1.1846839938329525,-0.015617648117268911,2.7305471675996835,0.025294387601315974,-1.5745433117984329,0.34392758138514506,0.49312357641777743,0.15896484375,LR,none,1,k0.7,
22,100,train,-1.5296086318615278,1.229243761209146,2.0271732926466313,-1.6549217815909072,0.9356883162541899,1.3828124146598544,-0.015953533878062164,2.770465235225349,0.025192236811562907,-1.6090528649559235,0.3675838958504491,0.5040300177208309,0.18599609375,LR,none,1,k0.7,
22,300,train,-1.566339611445808,1.3423288064872607,1.9045515352975448,-1.7027383626609733,0.9474846141995806,1.3635927249754267,-0.016367353475242853,2.800978653735758,0.025930435993359424,-1.6507054398105867,0.3776283572251093,0.5141327746626753,0.1887109375,LR,none,1,k0.7,
22,625,train,-1.5056799758591877,1.4516301415452597,1.928967134645828,-1.686028929264041,0.9522898636313458,1.37779398065921,-0.01622031665992581,2.8350285615466517,0.02664451466727769,-1.6349292315139772,0.3735577355960291,0.5260291047190412,0.2069140625,LR,none,1,k0.7,0.9248999953269958
23,20,train,-1.545839481735529,0.9786088086436695,1.263275846654988,-1.6173273718543117,0.9358139444326582,1.2325923633259908,-0.015583053151558935,2.8401348042944363,0.028276468986878172,-1.5680173978244631,0.34198961462035576,0.5281127134428023,0.12517578125,LR,none,1,k0.7,
23,100,train,-1.7268881603045412,1.2425323610366803,1.809786834395197,-1.6752172215760663,0.9611885292033969,1.3834717838214035,-0.016181974774705822,2.878604757479741,0.03112599299143767,-1.62652009436562,0.37137041400484194,0.5437273610278229,0.1565234375,LR,none,1,k0.7,
23,300,train,-1.7246651062096077,1.3489424603947375,1.7722100084132675,-1.6811153802661596,0.9676407103661151,1.3231856121688952,-0.016196028356479472,2.91191076015853,0.03125126192695461,-1.627834443595672,0.36630686863067374,0.5566134667880562,0.15876953125,LR,none,1,k0.7,
23,625,train,-1.7112090672340263,1.4419678857473501,1.6262364597478793,-1.6870199780316883,0.9737893454049237,1.2916214323736375,-0.016258766382654624,2.939876383701842,0.03115106666344218,-1.6343613849804495,0.36536563605882677,0.5682515214452499,0.16845703125,LR,none,1,k0.7,0.919700026512146
24,20,train,-1.5688887063832941,1.0138034107513283,1.1085176548851197,-1.639428017877851,0.9618986073429551,1.1279457175454697,-0.015785158284042665,2.946995480605901,0.03300718664075248,-1.5839898877061795,0.3404382244972797,0.5703006900445767,0.11908203125,LR,none,1,k0.7,
24,100,train,-1.7473085676228783,1.3041305900922986,1.8665830310080032,-1.715891999596467,0.9910364976155392,1.3608765927452335,-0.016413290930008997,2.9869522918264004,0.03290640455852554,-1.6484352035936916,0.3794478150657332,0.5853760166731589,0.161796875,LR,none,1,k0.7,
24,300,train,-1.8001397245648354,1.4212553752590336,1.8543209282453819,-1.7518268238354693,1.0030447714979398,1.3551942014384395,-0.016783221065264455,3.014221090220847,0.032985853066202254,-1.686250588679514,0.39118310094196174,0.5966849304248388,0.1623046875,LR,none,1,k0.7,
24,625,train,-1.8353121164559258,1.502358566972129,2.043597497546406,-1.7683491639208002,1.0126917019865587,1.429604153085294,-0.0168498802276893,3.0409662441786818,0.031531656850711444,-1.6945332036336596,0.3992246407264396,0.6062966330336772,0.1705078125,LR,none,1,k0.7,0.929099977016449
25,20,train,-1.6554370437691779,1.0332269334077075,1.4548309919329026,-1.740865620574358,0.9968433972599895,1.1524091027161816,-0.016593734844462995,3.0449911440780113,0.03248745797434822,-1.6673384299364562,0.3692505108708151,0.6068973991175896,0.11796875,LR,none,1,k0.7,
25,100,train,-1.7397129414598296,1.2749514301953455,1.844184420754976,-1.7167663815334413,1.0047867501982644,1.2446469514013185,-0.01645922436543813,3.08342869417339,0.034549127218779174,-1.6514978015496207,0.37517311822815985,0.6207516146932187,0.147421875,LR,none,1,k0.7,
25,300,train,-1.801181355530661,1.4243100824449404,1.9249666870632174,-1.771118117192599,1.0228739778043816,1.3183807566054466,-0.017007900733381057,3.11632635641657,0.03566268138587475,-1.7065894539292277,0.39867728321547646,0.6341419403862645,0.15494140625,LR,none,1,k0.7,
25,625,train,-1.8116509006706953,1.5052974715868839,1.919101973016192,-1.7842170205155172,1.0298871025991507,1.363959191186945,-0.017140250566237178,3.1406428052149624,0.03423781204968691,-1.7215719505421083,0.40641733684118586,0.6425501499370324,0.16177734375,LR,none,1,k0.7,0.9304999709129333
26,20,train,-1.6167632057523071,1.0538299871376813,1.4401332428973475,-1.7462937255690685,1.0224592610696053,1.2758073055075116,-0.016791505773460027,3.143428417330151,0.03447117284405977,-1.685613936281039,0.38868432511254825,0.6450406707687161,0.1211328125,LR,none,1,k0.7,
26,100,train,-1.6516670211738884,1.3002853964323138,2.375504660012501,-1.7546656270928478,1.0416824326823126,1.4994007814101928,-0.016892695131636805,3.1764789318567375,0.035661128510255366,-1.6947895970491302,0.4100802739179214,0.6619320046585784,0.18345703125,LR,none,1,k0.7,
26,300,train,-1.7327351091698457,1.4264650574579927,2.227165654132042,-1.8066549352366448,1.0561496860948685,1.477422143597468,-0.017406305406010476,3.20223619873906,0.03652247404097579,-1.7465413641696983,0.425767932971202,0.6746137881634029,0.1790625,LR,none,1,k0.7,
26,625,train,-1.7033477162901403,1.53954269975912,2.399467417046468,-1.8069903933786073,1.0654876851220352,1.5571721749802778,-0.01739139633771388,3.2275545713932945,0.03617735403473489,-1.7453592318428912,0.4328966842903016,0.685707210990168,0.19,LR,none,1,k0.7,0.9157000184059143
27,20,train,-1.6086852117692514,1.0904952064607205,1.5635987125007302,-1.6952645070153716,1.0414840217841759,1.3759067005947387,-0.01634088577710493,3.2320057365142696,0.03829181121254806,-1.6356327715094028,0.38393849538830627,0.6875776568582013,0.1448046875,LR,none,1,k0.7,
27,100,train,-1.8147866243238213,1.3013241509732496,1.8679177740352428,-1.776100883043918,1.0615947372912804,1.4741752955044658,-0.017094448468333242,3.2584056403871218,0.037599218329996804,-1.713518677574311,0.4146649290377902,0.6978014080408917,0.14587890625,LR,none,1,k0.7,
27,300,train,-1.7338559338136554,1.4142509273950916,1.9305756971620227,-1.7471200722854252,1.0629494605069458,1.5141543769628425,-0.016852508015574932,3.283672669890933,0.0383680309355259,-1.6879660143898596,0.4092062630309792,0.7060046179118751,0.16541015625,LR,none,1,k0.7,
27,625,train,-1.7551059553074801,1.5245135012585065,2.054793915214878,-1.759379354773767,1.0707104402991996,1.5148353855185286,-0.016924316651602468,3.309559971211168,0.03657312947500031,-1.6971168353970865,0.41069636086299144,0.7174847715141839,0.178828125,LR,none,1,k0.7,0.9222999811172485
28,20,train,-1.69608817491044,1.0987108388348183,1.5275057643632255,-1.7623212282965455,1.0654168758667701,1.3218437033813353,-0.016924711060583294,3.3138238090569985,0.037034230155404656,-1.6966961371096525,0.39475432024109763,0.7185462222026322,0.12017578125,LR,none,1,k0.7,
28,100,train,-1.826057132078222,1.3297018492865689,1.6259996373623287,-1.800101784365226,1.0785794444249537,1.321107837291925,-0.017337403169833163,3.3472737125966407,0.0378166442026486,-1.7381889997023459,0.4096198142120368,0.7319483743255326,0.14328125,LR,none,1,k0.7,
28,300,train,-1.839592346619905,1.4573677372536797,1.768856626025311,-1.8324811508511483,1.0889258367687347,1.3225361093066608,-0.017663382644381533,3.3744771382702106,0.0372008075069607,-1.7721974604792712,0.4201546682996667,0.7428656866264813,0.157109375,LR,none,1,k0.7,
28,625,train,-1.8419945145180747,1.5385395227734637,1.8145023180763185,-1.8452739226700052,1.0962951716177824,1.325545726298591,-0.017873873777715564,3.3980280177051294,0.03497153373726178,-1.795988985361851,0.42698807230979924,0.7523393443728361,0.16412109375,LR,none,1,k0.7,0.9233999848365784
29,20,train,-1.736160688917197,1.1169989668097098,1.4220223260259337,-1.8011343305554357,1.0869544825291664,1.2020104716507665,-0.017482185679327127,3.4045656726313887,0.03620263951364905,-1.7546342078582766,0.4032519035159136,0.7543294657751605,0.12892578125,LR,none,1,k0.7,
29,100,train,-1.5821867870800377,1.3344840559174092,2.0089550952317206,-1.7236299911678872,1.0869745532083044,1.334307975158935,-0.016780551435572978,3.437183048866406,0.03818951289984398,-1.6807734578218239,0.3897153471712203,0.7685935527689114,0.184609375,LR,none,1,k0.7,
29,300,train,-1.6862123008250631,1.4762034786226197,1.9277626220183888,-1.7768005083138534,1.1013154105528886,1.345303919498229,-0.017281347805439107,3.462519182585537,0.03833003472769633,-1.7319334203062329,0.4077404515171992,0.7798781649179545,0.17802734375,LR,none,1,k0.7,
29,625,train,-1.8462022226141057,1.568969100504619,2.017927666298571,-1.8601598802582167,1.120934962012254,1.4094418639619186,-0.018050612962725823,3.484143809737071,0.0361654832950444,-1.812899811184937,0.43934548051452027,0.7883250508555131,0.173984375,LR,none,1,k0.7,0.9175999760627747
30,20,train,-1.7235423630857083,1.1495066377073246,1.7013300299811036,-1.8004826072335862,1.1101015736016744,1.3523890630538582,-0.017530034481678648,3.4881583028369705,0.037300061770074534,-1.7584383122144556,0.4148080415399759,0.789587774190561,0.14365234375,LR,none,1,k0.7,
30,100,train,-1.8852327953376722,1.3908573317572661,2.31330258091658,-1.8674297175138843,1.1282588051632692,1.4841125993873496,-0.018169132559650122,3.51308183913732,0.036921053514815866,-1.824285129135613,0.4497207939736878,0.7982635861827453,0.162734375,LR,none,1,k0.7,
30,300,train,-2.0003579292464684,1.5424039892674617,2.564915051025159,-1.9063219317559805,1.139703578215173,1.5714766770213044,-0.01854927309741299,3.5334501580158686,0.033740012566559015,-1.86640693496835,0.4695178222972072,0.8056443509378609,0.1720703125,LR,none,1,k0.7,
30,625,train,-1.9183909366724574,1.623570184181785,2.2588789369642486,-1.8964446165422009,1.139712651829337,1.4996581161787808,-0.01848293868944935,3.5541656031418762,0.03343314274679869,-1.859918653185851,0.4616284706768114,0.8162378997182763,0.1812890625,LR,none,1,k0.7,0.9222999811172485
31,20,train,-1.8219787585104052,1.1425401844368743,1.7765548504404287,-1.8679446878187804,1.136021670113566,1.5228526629487107,-0.01819899838914732,3.556083741142495,0.03341254949802533,-1.8308530233752263,0.45231913437310367,0.8164708587897916,0.123125,LR,none,1,k0.7,
31,100,train,-1.9128509559306146,1.3931813934410169,2.3855804601423,-1.9184470324122724,1.1518968712085005,1.6157300821567206,-0.018703649772912175,3.583298212550012,0.033743094018427656,-1.882217862355528,0.47797508033128144,0.8270663539956666,0.158828125,LR,none,1,k0.7,
