task,step,phase,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,alpha_med,arm,iv,seed,intervention,acc
20,0,pre,-0.1970366167492497,0.3793447831308819,0.5207362919020903,-0.16038422255233137,0.36328976215173575,0.52713050107796,-0.0017968244020720157,1.0557881093695283,0.03237199880881235,-0.15169076122082736,0.05229078074663468,0.07821211301075566,0.355,0.7676465511322021,SNA,l2,2,k0.7,
20,0,post,-0.18468473387771042,0.31407382725015465,0.5067279964317606,-0.15902805834996697,0.3027347126973442,0.5186082864971046,-0.0017968243967748665,0.7390516764714526,0.03237199880881235,-0.151690760678199,0.05229078057358544,0.03832393536622143,0.353203125,0.7676465511322021,SNA,l2,2,k0.7,
21,20,train,-0.3108420220609497,0.46752516351438456,0.5434535830729589,-0.19252683974808257,0.30063972658275623,0.4581405638331935,-0.0021528947763446837,0.7702412144314801,0.03198151488220901,-0.188556315153068,0.04833864596699288,0.041372108105174166,0.32388671875,0.8348367810249329,SNA,l2,2,k0.7,
21,100,train,-0.24308799943974532,0.7295070251876357,0.7906742279123329,-0.15401806028878767,0.3249190640349062,0.5480833216759791,-0.001826244915637249,0.8408547243982276,0.03374515023897402,-0.15333138282383565,0.05569007965646293,0.04936079169976184,0.3661328125,0.9248947501182556,SNA,l2,2,k0.7,
21,300,train,-0.19471193081281438,0.7945982631688178,0.6199050983950741,-0.13350010469189377,0.3173159259878633,0.4863690843755567,-0.0016139367872000515,0.8553531117661777,0.0339330352388788,-0.13139511770853685,0.04880704380621989,0.05118205151465212,0.3929296875,0.8410487174987793,SNA,l2,2,k0.7,
21,625,train,-0.22256463086046527,0.8493101214613228,0.6970015915477564,-0.1339100366107931,0.30994797909095706,0.4576018498032573,-0.0015885952515407504,0.8433493048283612,0.033297496066661554,-0.12943472541885848,0.04540441887307933,0.04970872128870415,0.37560546875,0.8064332604408264,SNA,l2,2,k0.7,0.9253000020980835
22,20,train,-0.34235577741403866,0.5230639713952632,0.7571240504854224,-0.21627827011938236,0.3295929183082971,0.5033319492524927,-0.0023964570288809777,0.8744731733771554,0.03196935337560717,-0.2135184608591107,0.05368994362228735,0.05379059872758631,0.297734375,0.8777559399604797,SNA,l2,2,k0.7,
22,100,train,-0.27022933355515805,0.7358179539597562,0.8168575657236328,-0.19445643224556708,0.3390191827715266,0.5026467988304859,-0.0022093775462616195,0.928354644223385,0.03308718989756017,-0.19323661149531962,0.05277974604927545,0.06110434298353491,0.36599609375,0.9197421669960022,SNA,l2,2,k0.7,
22,300,train,-0.23915065525921783,0.8399741790634688,0.8057010395178552,-0.17605708400296854,0.33734775157411834,0.4894956385970584,-0.002025761821511647,0.9386877599281626,0.033281070318771526,-0.17423353800919344,0.05144721388629812,0.06190107348725946,0.39783203125,0.8803655505180359,SNA,l2,2,k0.7,
22,625,train,-0.22848657880522308,0.8846234629949533,0.8622404354517655,-0.14947072259618208,0.327084922728975,0.46380801342432515,-0.0017971029060379101,0.9178342016622381,0.03291654323169496,-0.151174746134803,0.04760336966029965,0.059749768515850094,0.400234375,0.8124353289604187,SNA,l2,2,k0.7,0.921500027179718
23,20,train,-0.37009615668896595,0.5084809404096389,0.6474501888837915,-0.23739247405494726,0.3441192286061909,0.49810979804066846,-0.0026106061613379527,0.9412946190982073,0.03180597040045541,-0.23561881237305227,0.054869288342642195,0.06297112317824177,0.28970703125,0.8771534562110901,SNA,l2,2,k0.7,
23,100,train,-0.25987078729939433,0.7498269005467693,0.8849822140652002,-0.19681193628440968,0.361070214390718,0.563347327698883,-0.002226867357700711,0.9957348086962401,0.033416226585395635,-0.194699192821,0.058847536143003504,0.0709434352465203,0.40046875,0.9366495013237,SNA,l2,2,k0.7,
23,300,train,-0.24458273015699433,0.8512477542904245,0.8335421136200436,-0.18186318374574598,0.3588501920397508,0.5463718250702392,-0.0020683676688010998,1.0052678097663383,0.03327480389620177,-0.17860425420017403,0.0565130638623472,0.0721647695589483,0.3925390625,0.8900909423828125,SNA,l2,2,k0.7,
23,625,train,-0.2514846946400771,0.9129863770653903,0.794112620348606,-0.18834336061145465,0.3466177521127556,0.4993134695159976,-0.0020980095146189317,0.972505190105363,0.03244460165471537,-0.1824709022664787,0.05212509838772404,0.0678991003684965,0.38982421875,0.7535304427146912,SNA,l2,2,k0.7,0.9318000078201294
24,20,train,-0.32287951094301787,0.5241936290176283,0.5574584447034926,-0.25007527982183775,0.3513733169487864,0.4833051589352011,-0.002661531777116973,0.9939648560339669,0.031210177257162287,-0.2414313141639386,0.05345380756102875,0.07037164685179008,0.3074609375,0.8141407370567322,SNA,l2,2,k0.7,
24,100,train,-0.2523822589968503,0.7447089658735729,0.7709442023647683,-0.21166436887962514,0.3673671758318814,0.5581489053647221,-0.002292067245625206,1.034133410284192,0.03254640590137569,-0.20224794735696833,0.05896273484114697,0.07649278683606898,0.36251953125,0.9219022989273071,SNA,l2,2,k0.7,
