task,step,phase,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,alpha_med,arm,iv,seed,intervention,acc
20,0,pre,-0.7993498237077117,0.9119510916388772,1.0041037987429098,-0.7805752403772537,0.882377075123359,0.8541063385998687,-0.007164120958400826,3.129870818796464,0.013189806123264133,-0.7206870686947981,0.14246531134322546,0.6389243989314858,0.2539453125,0.5208049416542053,SNA,none,2,k0.7,
20,0,post,-0.7807423490193441,0.6981452240213133,0.9042249486665235,-0.767600140147621,0.6734819824375865,0.8345854211583584,-0.007164120960749077,2.190909572605331,0.013189806123264133,-0.7206870689353478,0.14246531081053482,0.3130729552120095,0.20962890625,0.5208049416542053,SNA,none,2,k0.7,
21,20,train,-0.7505678089450158,0.739009332445286,0.7556133034026898,-0.7441580165474226,0.6653829458533927,0.7360482941756071,-0.0069885049375711114,2.1988871090243354,0.01396174430497922,-0.7019254096132193,0.1288856759705579,0.3152637887102487,0.216953125,0.5642255544662476,SNA,none,2,k0.7,
21,100,train,-0.5895557604737088,0.917093567371658,0.8979100159970679,-0.6770389766523575,0.6663500888834105,0.7554308859393061,-0.0063722100021513664,2.231994803041519,0.01595668614609167,-0.6367985631325458,0.12138562026390862,0.3250093960869496,0.2906640625,0.6353152990341187,SNA,none,2,k0.7,
21,300,train,-0.5567934078196392,1.0159787989514808,0.7821999747322687,-0.6661852518213892,0.6712102230765685,0.7499166973760096,-0.006245197274074698,2.2589201703187896,0.01634436405831366,-0.62339997927886,0.12001468037815664,0.332908140545895,0.30173828125,0.6523993015289307,SNA,none,2,k0.7,
21,625,train,-0.6047110769311231,1.1033235445335772,0.8778970698069584,-0.6938751399033969,0.6844125087884781,0.8202994372682637,-0.006446045778555022,2.2841176161813093,0.014994719928945415,-0.6453241047208392,0.13035002172784674,0.34035833452544145,0.2915234375,0.6063276529312134,SNA,none,2,k0.7,0.923799991607666
22,20,train,-0.8876691896927298,0.7925724794324996,1.2342973156830814,-0.7836578957484774,0.6995874510241293,0.833658165626829,-0.007310408463332103,2.296720063180406,0.013427703395136633,-0.7354345433293011,0.14484856766095894,0.3449923551711477,0.20830078125,0.6481063961982727,SNA,none,2,k0.7,
22,100,train,-0.7775991209049954,0.9619717322382433,1.1497313357310186,-0.7405486382451315,0.6993203375907096,0.8057005626160698,-0.006910049300730681,2.327690821005075,0.014968943791463971,-0.6928813863613849,0.13445995801303823,0.3548779278582781,0.24892578125,0.6865472793579102,SNA,none,2,k0.7,
22,300,train,-0.7306975155289321,1.0605398515206776,0.9323711450693578,-0.7181968932382097,0.699224418852344,0.7562662576214576,-0.00669417905903278,2.354207031808963,0.015706372350105084,-0.670030682599356,0.12727927533085956,0.36221988677932887,0.2612890625,0.6809418797492981,SNA,none,2,k0.7,
22,625,train,-0.7323103357774818,1.1438334557579282,0.9182181077681867,-0.7282179906973221,0.7079199731748428,0.7904876964858188,-0.006834731676510544,2.3798326325259613,0.015976877896173393,-0.6841580796377109,0.13237286643410426,0.3696289058210316,0.26318359375,0.6220967173576355,SNA,none,2,k0.7,0.9243000149726868
23,20,train,-0.7870662553011535,0.7951708585690166,0.9487025794485234,-0.754149816826774,0.7103595994012001,0.7427412548987631,-0.007089324130857463,2.38879386402659,0.015605500377714633,-0.7106093510933712,0.13108902513392917,0.37251370640327086,0.2080859375,0.6530153751373291,SNA,none,2,k0.7,
23,100,train,-0.7528145900655692,0.9646651395573996,1.1656439651621937,-0.7283156390189387,0.7189629643267033,0.8227141182413371,-0.006794298681378339,2.416793461852163,0.01652190730092116,-0.6794711826850178,0.13452528153019488,0.3826145776728407,0.253828125,0.6649664044380188,SNA,none,2,k0.7,
23,300,train,-0.7137669011436109,1.0717140621759658,1.3660322891089884,-0.71047932480366,0.7284885947436177,0.8873284569092035,-0.006621092894811919,2.445196852450641,0.01707763969316147,-0.6611726285168951,0.1371546276275103,0.39325342932916135,0.28052734375,0.6565374732017517,SNA,none,2,k0.7,
23,625,train,-0.7065852620544049,1.1422159828834368,1.2202523369950131,-0.7311169171792777,0.7349158929393552,0.87574465960401,-0.006804206881028302,2.465767383096581,0.016895185626344754,-0.6801128786511239,0.13903681853865077,0.40040575413521046,0.2734375,0.6079371571540833,SNA,none,2,k0.7,0.9276000261306763
24,20,train,-0.8826443419736276,0.8282978662010063,1.084172277890844,-0.7834263085768924,0.7399522166112638,0.8269164287249311,-0.007300370478266565,2.4739517748566855,0.015969351578969507,-0.7318646259199566,0.14230768097420027,0.4036334563755604,0.201953125,0.6400073766708374,SNA,none,2,k0.7,
24,100,train,-0.8234729014672837,0.9880925971668968,1.1734534027280952,-0.7514198903327263,0.7466904161224134,0.8878923504810836,-0.006993750512367347,2.4988146016683883,0.017471087844023715,-0.6989534112782048,0.14386838117808823,0.4127400289964924,0.2321875,0.6575850248336792,SNA,none,2,k0.7,
24,300,train,-0.7211032993846428,1.0845929118756499,1.1240930544480785,-0.7081040460547747,0.7476776879759526,0.8897389776265956,-0.006594799025213049,2.5224753129718223,0.017486496755154804,-0.6580702849880846,0.13768197791899442,0.42198552534280404,0.26642578125,0.6439788341522217,SNA,none,2,k0.7,
24,625,train,-0.746579271794121,1.1785621011431082,1.2856959325084865,-0.7137025579328529,0.7587924429635245,0.993616701452899,-0.006673097468822179,2.545786612508036,0.017269495169166475,-0.6663080078087706,0.14951524273390285,0.42815602017941,0.27150390625,0.6020913124084473,SNA,none,2,k0.7,0.9271000027656555
25,20,train,-0.7856333714285404,0.834108609435389,1.2967645203876363,-0.7346574523695151,0.7602204930072229,0.9663994108444531,-0.006883073527321122,2.552597836727326,0.016906507318490183,-0.6881804836332814,0.14865234365644603,0.4302274842223616,0.23236328125,0.6333809494972229,SNA,none,2,k0.7,
25,100,train,-0.8025200972914844,0.9959434082432979,1.4588617180857337,-0.7518571076649704,0.7694269804293185,0.9981232582184346,-0.007059399429531666,2.5760089697594744,0.016829783594585025,-0.7063196469523767,0.15523008033803065,0.4379258201621958,0.249296875,0.6502761244773865,SNA,none,2,k0.7,
25,300,train,-0.7437813795037838,1.0873687207981086,1.1858883730086278,-0.7175257241256732,0.7662330960549134,0.9160367453605532,-0.0068044958345428175,2.5973784422662844,0.01757202780165244,-0.6794656362415702,0.14360486358312138,0.4458175115967552,0.25666015625,0.6466138958930969,SNA,none,2,k0.7,
25,625,train,-0.7872992106559985,1.1748063099038428,1.1960625502999849,-0.7412032951582865,0.7773503039109799,0.9766554004497979,-0.0070059074013607316,2.618073454215317,0.016328967983135954,-0.7013408562464963,0.15434934646880674,0.45237397217794095,0.2547265625,0.6012488007545471,SNA,none,2,k0.7,0.916700005531311
26,20,train,-0.9529517332361783,0.8412727318156453,1.1333738809896854,-0.8097259841575635,0.7827284963468668,0.9291918040142817,-0.007637953866915121,2.6245532871167354,0.014490417880006134,-0.767924863269493,0.15709268876164947,0.4551456008020934,0.184609375,0.6229876279830933,SNA,none,2,k0.7,
