task,step,phase,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,arm,iv,seed,intervention,acc
20,0,pre,-0.08716610267817503,0.3461757361228944,0.2997325913504732,-0.07741092230436789,0.3401335779704298,0.28965509798731803,-0.0011077901073073611,1.0034021908055788,0.03897774988319725,-0.07450184470010884,0.037664644515967544,0.07480723144182361,0.34048828125,LR,l2,0,k0.7,
20,0,post,-0.08380089534836817,0.2817415595780766,0.2873217174093425,-0.07697226952042532,0.27671911794206755,0.2838075607312273,-0.0011077901087950025,0.7023815333876889,0.03897774988319725,-0.07450184485249958,0.037664644437458,0.03665554339021584,0.32556640625,LR,l2,0,k0.7,
21,20,train,-0.19233402691106466,0.4320677167218463,0.3608309151079733,-0.11905256024457866,0.2785621870961379,0.2555457454492659,-0.0015051294809247516,0.7278537461122008,0.03816840695275459,-0.11601376362636323,0.035700558359205666,0.03980752791931163,0.28517578125,LR,l2,0,k0.7,
21,100,train,-0.09097271439131144,0.6956623921868152,0.5481709607844943,-0.07927024026430501,0.30303914887339956,0.32159609169571574,-0.0010888136255871898,0.7973557916479004,0.04020898050610413,-0.07132670481314758,0.04078856554134326,0.048546045433761814,0.3426953125,LR,l2,0,k0.7,
21,300,train,-0.1110843970612931,0.7878993187067941,0.5186362111559578,-0.09898319608629197,0.3088506233736969,0.33503636859366615,-0.001236271583487011,0.8147657734999473,0.039608503391064004,-0.0870324524755362,0.04259730136059943,0.050985033825368085,0.34193359375,LR,l2,0,k0.7,
21,625,train,-0.09522419990450418,0.8505275165113882,0.4910146890347857,-0.07964257273691602,0.2985539739646252,0.2941043477492155,-0.001063868370210536,0.8037858540507855,0.03872541248754715,-0.07025493545484326,0.03650556450549446,0.05070106543508107,0.3634765625,LR,l2,0,k0.7,0.9366000294685364
22,20,train,-0.31392225886881603,0.4319496560692481,0.3514727358579416,-0.17678973533244005,0.30463350054146876,0.26538368533885864,-0.002006459699620898,0.8316615235301876,0.03622933653532527,-0.16930800466206042,0.036737340224679615,0.05458222159860053,0.24759765625,LR,l2,0,k0.7,
22,100,train,-0.2795385575414137,0.7414410960709727,0.6898116480201029,-0.16508821317882244,0.3419201013815686,0.39404941703539204,-0.001947424618479744,0.8994066389604493,0.036768593954620885,-0.16272132270818923,0.05327867932500027,0.06290289565626268,0.30087890625,LR,l2,0,k0.7,
22,300,train,-0.19574748498520994,0.8121642558605158,0.6679065881171375,-0.12222927767839387,0.3369888304706168,0.3713119933496216,-0.0015165147301558477,0.8982630640060607,0.03725655429647304,-0.1180918963012622,0.04875765511994471,0.06374552454856969,0.3198828125,LR,l2,0,k0.7,
22,625,train,-0.13351870708356223,0.856951684440281,0.45892372288322464,-0.07959784702149342,0.31298805053360584,0.2905213402196515,-0.0011279365348196022,0.8612724622444545,0.03720395504613407,-0.07833939548815085,0.03786697209307719,0.0595990457909277,0.32205078125,LR,l2,0,k0.7,0.9272000193595886
23,20,train,-0.2847514194008053,0.45335665885476084,0.37687304142967953,-0.14298589772407105,0.31172917931851707,0.24771774782216863,-0.0017334679014447529,0.8807039111066356,0.03573691505007446,-0.14183574368874025,0.035397325370001204,0.06149714955062238,0.26546875,LR,l2,0,k0.7,
23,100,train,-0.17745010936734565,0.7407322808373807,0.6151750536460352,-0.10245124729102421,0.3337461998031773,0.32384206143253136,-0.001358210464170321,0.9451094853721713,0.03769438031420577,-0.10143772766921401,0.043397448461158755,0.06849666783862816,0.33271484375,LR,l2,0,k0.7,
23,300,train,-0.17869069370401403,0.8263252933075462,0.513696456768891,-0.09825207939357376,0.327795063302308,0.29740073562767166,-0.0013116258672466003,0.9399456598068915,0.037677497895128906,-0.09668258591344076,0.03985038184457824,0.06771041713973401,0.31158203125,LR,l2,0,k0.7,
23,625,train,-0.13412380541586064,0.8840058425969332,0.40703510415343097,-0.06708057435779306,0.31293341420994897,0.25389184074517035,-0.0009891839127350122,0.9070909221843134,0.03814278922684025,-0.06318704631244096,0.034194822056602216,0.06365757914260232,0.34271484375,LR,l2,0,k0.7,0.9312000274658203
24,20,train,-0.3585772921844971,0.5064894108660681,0.48431953344115897,-0.1809873834670458,0.32348971301335266,0.24283108242155405,-0.0020657358338532234,0.9389458389883572,0.0359763380192453,-0.17563312066391576,0.03669999694258563,0.06736325366244827,0.2550390625,LR,l2,0,k0.7,
24,100,train,-0.3583642528385402,0.7630475025018276,0.6672698689496517,-0.18052550354734456,0.33860360470991796,0.2728171150552652,-0.002067483288271046,0.998910833597559,0.03713864983001258,-0.17464981426002044,0.03961524328261409,0.07446033100272186,0.28759765625,LR,l2,0,k0.7,
24,300,train,-0.2601602824782422,0.8397336267426945,0.6565225208907937,-0.1329955229594606,0.33202364896079334,0.2583786850339739,-0.0016287758239218178,0.9858276094081161,0.037589718973613344,-0.12925851242556413,0.03648525599499744,0.07338028427583633,0.3153125,LR,l2,0,k0.7,
