task,step,phase,zbar_cur,sigma_cur,between_cur,zbar_inv,sigma_inv,between_inv,rowmean,cnorm,bias,star,var_off,var_wid,pos_frac,alpha_med,arm,iv,seed,intervention,acc
20,0,pre,-0.14339003784234708,0.3764242428524535,0.5155208438843565,-0.15810145645118703,0.3710396571998086,0.496870281769105,-0.0017945640628276751,1.0388670380677372,0.032254327246919276,-0.15157688857648818,0.0582547568289501,0.0748311403734831,0.39453125,0.7569113969802856,SNA,l2,0,k0.7,
20,0,post,-0.14654926593581444,0.3169932373481486,0.49948941609608793,-0.15684725841218,0.31325897676431463,0.4907178540121657,-0.001794564066042692,0.7272069263538862,0.032254327246919276,-0.15157688890582743,0.0582547568026842,0.036667258764338524,0.366953125,0.7569113969802856,SNA,l2,0,k0.7,
21,20,train,-0.23635514298659424,0.4841738145568884,0.5999916234034247,-0.1796548882361586,0.3179314869527997,0.4794379046191905,-0.0019950074846497843,0.7587756322058705,0.03157048790089902,-0.1727937134539928,0.057768586251623406,0.040181514630583434,0.35376953125,0.8187881708145142,SNA,l2,0,k0.7,
21,100,train,-0.1499429400282849,0.6922060281124935,0.7947921431035748,-0.1344630825631824,0.3360987336695611,0.5324266287132534,-0.0015338522216613454,0.8281145788286234,0.03329574766510632,-0.12382871762544606,0.06124578139762799,0.048312946157758156,0.40287109375,0.9250145554542542,SNA,l2,0,k0.7,
21,300,train,-0.21197366186922106,0.7962529356417241,0.7567322383993715,-0.17933805677604236,0.34209947996158707,0.5333051260893449,-0.0019132229366264786,0.8560206525569796,0.03320116687216796,-0.16278520433995233,0.06283904151737305,0.05149420219085062,0.3992578125,0.8483664393424988,SNA,l2,0,k0.7,
21,625,train,-0.14370020983287057,0.8409819435100331,0.7328507061352435,-0.14471892964874292,0.3259326059660057,0.4605091621291683,-0.001564867671861896,0.8491568481143408,0.03315556096029468,-0.12714605918239136,0.05313188530119859,0.0507684498654563,0.42806640625,0.7695217132568359,SNA,l2,0,k0.7,0.9344000220298767
22,20,train,-0.29111570841870277,0.48757725578638955,0.5316885481239245,-0.19410183067238268,0.3310605192883591,0.4310593884168776,-0.00204435273026691,0.8777588485486134,0.031929101151472426,-0.17748991918971269,0.05213056821625999,0.055195561572286014,0.30875,0.8346752524375916,SNA,l2,0,k0.7,
22,100,train,-0.23815970419824345,0.7344999769535742,0.8600069993303029,-0.17360357911157742,0.3566143369077096,0.5327309628684589,-0.0018892812645974406,0.9384812333526213,0.032436925510992295,-0.16109691320640707,0.0632707413640729,0.06221041122749111,0.3787890625,0.941192090511322,SNA,l2,0,k0.7,
22,300,train,-0.2685877978126002,0.8135957988076563,0.879481420727375,-0.18211638132902488,0.3594812828071117,0.5364361526585298,-0.001969032627004025,0.9491563604010121,0.03130191599324462,-0.17040147778126133,0.06388838397415691,0.06334737314363494,0.36423828125,0.8773835897445679,SNA,l2,0,k0.7,
22,625,train,-0.250969139162954,0.8735695018333642,0.9024169317269372,-0.1558476740742466,0.3485888868010209,0.5145716770570514,-0.0017659451624465236,0.9300474274927006,0.03144622587773483,-0.14945333241303135,0.05990227024722948,0.06023977162052272,0.380078125,0.7639170289039612,SNA,l2,0,k0.7,0.920199990272522
23,20,train,-0.3262178022714161,0.5180129955467666,0.7357071042393702,-0.21309591368167397,0.36008468313639136,0.5367304296341681,-0.0023035538379814566,0.9532683493769758,0.030338647076277994,-0.20563236756867054,0.0657438335508164,0.06277572627459538,0.31537109375,0.8305314779281616,SNA,l2,0,k0.7,
23,100,train,-0.23938137522535716,0.747862699136501,0.776209430269177,-0.18062672913546327,0.3628245071051423,0.5285249110202094,-0.0019893410103486247,1.0022315916841695,0.031074616788537242,-0.172709123338031,0.0629186814150627,0.06827582309763047,0.38185546875,0.9269776940345764,SNA,l2,0,k0.7,
23,300,train,-0.1716296802286563,0.8160079820026338,0.7782404316889473,-0.14709390709820572,0.3563631773224755,0.5062567590137771,-0.001697632361193961,0.9982224045066078,0.03207026722287992,-0.14183147718612715,0.059483405336032344,0.06747042891854317,0.418046875,0.8859604001045227,SNA,l2,0,k0.7,
23,625,train,-0.16087946301084974,0.8701008711480901,0.7471160191593614,-0.13657959465577732,0.34471436889432006,0.4670476441589274,-0.0015933983650603242,0.9672773826429524,0.032368382253334854,-0.1308558596712047,0.054577439804997366,0.0637151125198427,0.41830078125,0.7694577574729919,SNA,l2,0,k0.7,0.9383999705314636
24,20,train,-0.5335099165840367,0.539885972764338,0.7486599604967921,-0.2956631115545484,0.3648843630085142,0.46929159525631303,-0.0031221171953060064,0.9925561013593945,0.028762240326032043,-0.29106061350506207,0.06506086801290897,0.0671570612869624,0.2290234375,0.8305966258049011,SNA,l2,0,k0.7,
24,100,train,-0.357550945563877,0.7395688015484174,0.8325078410659104,-0.20746303995106213,0.36814166501068424,0.49734081817551784,-0.00230616066243246,1.0368762204405724,0.030252403810300164,-0.20598564822729012,0.06191439068113674,0.07321021771218697,0.33841796875,0.9254593253135681,SNA,l2,0,k0.7,
24,300,train,-0.26036324854196147,0.8123734587448702,0.8129485433409765,-0.159566297383465,0.356864814623436,0.4577191020300306,-0.001863889071799581,1.0289763218981742,0.030193971027329097,-0.16073874702174606,0.055628116862384155,0.07213399147739809,0.371484375,1.011794090270996,SNA,l2,0,k0.7,
24,625,train,-0.3162072835677943,0.8743467271629732,0.9391127239923753,-0.17371351869089444,0.3508773073154499,0.46539157262196407,-0.0020223320337581802,0.9873398431859997,0.029532133805332705,-0.17763113457005203,0.058001785643416015,0.06640019428248872,0.363203125,0.8505024313926697,SNA,l2,0,k0.7,0.9077000021934509
25,20,train,-0.2951701054816376,0.5060198482260706,0.6560045141858655,-0.20597414465541447,0.35743676637297556,0.4605615480813197,-0.0023532592830715357,1.0089919591840621,0.028705373620177853,-0.21235735805690337,0.058563151317461426,0.07017168812438684,0.325078125,0.921023964881897,SNA,l2,0,k0.7,
25,100,train,-0.2167337152922509,0.7506351848541789,0.9950238443046948,-0.17384550572085314,0.37873363566058194,0.5557240805466358,-0.0020378801362692677,1.0587011497464922,0.02980304548254935,-0.17895293649251406,0.06897888267739641,0.07674030472072682,0.3945703125,0.9768728613853455,SNA,l2,0,k0.7,
25,300,train,-0.24119133524868824,0.8250481477812885,0.9096091870900976,-0.1858904319281295,0.3740799590407575,0.5415388191744115,-0.0021353478622379842,1.0462776884734704,0.028987118426884992,-0.18975324412255548,0.06760605137570132,0.0748214875764515,0.3884765625,0.924140214920044,SNA,l2,0,k0.7,
25,625,train,-0.2302958976386908,0.9052829279035044,1.0566912861447855,-0.16758710920144837,0.3676946778863242,0.5523308631403094,-0.0019637304795200768,1.011993991330701,0.028890324400708777,-0.17226992898742766,0.06668617306903805,0.06978889587874235,0.3983203125,0.8565483093261719,SNA,l2,0,k0.7,0.9277999997138977
26,20,train,-0.4125998334662462,0.5125837331455306,0.6548712321294329,-0.25178505323925343,0.37240516062235385,0.5269505579158111,-0.002737193174322551,1.0307335096943604,0.027031650362769142,-0.25336042902969835,0.06836903766226833,0.07232569444624797,0.277421875,0.9251890778541565,SNA,l2,0,k0.7,
26,100,train,-0.28490167790503135,0.7444718152405531,0.9431238287201015,-0.2034900559309403,0.38837834507727786,0.5974664482881576,-0.0022793590579147593,1.0730484636550828,0.02824515657091979,-0.20524739774576792,0.07439255393432971,0.07799986332860659,0.36234375,1.007468581199646,SNA,l2,0,k0.7,
26,300,train,-0.23875470505248247,0.8245897514500204,0.8764092357429638,-0.18542468645584237,0.38160137305649056,0.5661543703046346,-0.002098855067975278,1.0652384131589994,0.027977182419854217,-0.18702493813696763,0.06950124215959304,0.0772133613395158,0.37271484375,0.9023021459579468,SNA,l2,0,k0.7,
26,625,train,-0.19456007121525662,0.8831291198545491,1.0216049386064465,-0.15393954339615734,0.3712809550342876,0.5631472968735818,-0.0018029928312058325,1.019827652363824,0.027666394083644262,-0.15702824632902476,0.06707792950589682,0.07081233688747061,0.39744140625,0.8008731007575989,SNA,l2,0,k0.7,0.9258000254631042
27,20,train,-0.2673733815313241,0.5278829752489245,0.6620023236647894,-0.17985490975380153,0.37161592166674484,0.533747567395076,-0.002010108392166605,1.039364438781932,0.026902370130410417,-0.1790087351474764,0.06398593794075098,0.07375014811695958,0.34474609375,0.8550393581390381,SNA,l2,0,k0.7,
27,100,train,-0.23992803597484866,0.7553979517442911,0.9961758586858884,-0.17013614483379094,0.3949703742428953,0.6401756554374969,-0.0018911881139199928,1.076571186570236,0.02795717864530161,-0.1657719935442305,0.07665052438455187,0.07924279590746691,0.37951171875,0.904355525970459,SNA,l2,0,k0.7,
27,300,train,-0.15140344020057975,0.8140801232307778,0.9628442572134283,-0.14145317796395895,0.38551430077455945,0.6042742899924797,-0.0016263677787259957,1.0700209389257034,0.02782807152310852,-0.13877348499536937,0.0703146359462504,0.07789391130430515,0.43015625,0.8715606331825256,SNA,l2,0,k0.7,
27,625,train,-0.2115340325111894,0.8791393568473944,1.0302378907861571,-0.14174629915369402,0.37260935073024687,0.5747579841045237,-0.0016879359730477194,1.022671391582787,0.0267394653413794,-0.14616900228306395,0.06844065900933705,0.07121621793805057,0.40263671875,0.7643152475357056,SNA,l2,0,k0.7,0.9355999827384949
28,20,train,-0.37210156645899345,0.546047379400568,0.8578310026393055,-0.21769932092306946,0.387398425571396,0.6139998627396597,-0.002380919704904604,1.0441792382256727,0.024866496066970285,-0.21902970869757993,0.07659446209600766,0.07434233245377893,0.29951171875,0.8315464854240417,SNA,l2,0,k0.7,
