step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,sign_match_mean,sign_clone_frac,eval_loss
0,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.76053,4.5467,0.466667,0,0.964042
0,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.7197,4.51521,0.52381,0,3.45014
0,B_w5_K100_c0.0_lr0.01_s2,0,0,0,4.75358,4.38917,0.485714,0,0.443059
0,B_w5_K100_c0.0_lr0.01_s3,0,0,0,4.76311,4.55122,0.504762,0,4.83315
0,B_w5_K100_c0.0_lr0.01_s4,0,0,0,4.7829,4.50655,0.466667,0,1.82045
0,B_w5_K100_c2.0_lr0.01_s0,0,0,0,4.40661,3.90571,0.542857,0,0.941759
0,B_w5_K100_c2.0_lr0.01_s1,0,0,0,4.49844,3.61197,0.514286,0,1.84289
0,B_w5_K100_c2.0_lr0.01_s2,0,0,0,4.47217,3.61773,0.580952,0,1.38711
0,B_w5_K100_c2.0_lr0.01_s3,0,0,0,4.49367,3.84197,0.504762,0,2.40749
0,B_w5_K100_c2.0_lr0.01_s4,0,0,0,4.68576,3.94834,0.476191,0,2.43286
0,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.6885,4.39229,0.552381,0,1.61847
0,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.76476,4.49245,0.457143,0,2.63321
0,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.76206,4.42081,0.495238,0,1.81895
0,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.72302,4.13534,0.495238,0,1.82997
0,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.74207,4.52572,0.457143,0,1.76644
0,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.01768,3.10711,0.514286,0,4.10701
0,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,4.66823,4.51397,0.552381,0,1.83988
0,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.3698,3.82288,0.514286,0,0.610489
0,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.542,4.1833,0.457143,0,1.052
0,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.6096,4.06687,0.466667,0,5.40144
1000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.74126,4.34386,0.485714,0,0.226193
1000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.77854,4.54861,0.495238,0,0.25958
1000,B_w5_K100_c0.0_lr0.01_s2,0,0,0,4.77368,4.29682,0.485714,0,0.281079
1000,B_w5_K100_c0.0_lr0.01_s3,0,0,0,4.77309,4.46998,0.504762,0,1.01141
1000,B_w5_K100_c0.0_lr0.01_s4,0,0,0,4.77332,4.47722,0.485714,0,0.732219
1000,B_w5_K100_c2.0_lr0.01_s0,0,0,0,4.31133,3.63982,0.504762,0,0.47568
1000,B_w5_K100_c2.0_lr0.01_s1,0,0,0,4.6677,4.11109,0.533333,0,0.864052
1000,B_w5_K100_c2.0_lr0.01_s2,0,0,0,4.17427,3.18662,0.533333,0,0.50102
1000,B_w5_K100_c2.0_lr0.01_s3,0,0,0,4.34887,3.4559,0.514286,0,0.533331
1000,B_w5_K100_c2.0_lr0.01_s4,0,0,0,4.23397,3.22188,0.447619,0,0.467251
1000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.73781,4.3422,0.514286,0,0.286389
1000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.7232,4.00522,0.447619,0,0.281398
1000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.68758,4.37363,0.514286,0,0.147686
1000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.68926,4.02481,0.504762,0,0.198691
1000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.75647,4.39333,0.47619,0,0.158192
1000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.30062,2.88162,0.514286,0,0.0632501
1000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,4.34446,3.17628,0.495238,0,0.212703
1000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.37903,3.92453,0.552381,0,0.0777332
1000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.49704,3.89129,0.438095,0,0.110945
1000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.15422,2.71797,0.47619,0,0.0965447
2000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.80869,4.66753,0.47619,0,0.637453
2000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.79291,4.49908,0.457143,0,0.367009
2000,B_w5_K100_c0.0_lr0.01_s2,0,0,0,4.82259,4.58542,0.495238,0,0.748162
2000,B_w5_K100_c0.0_lr0.01_s3,0,0,0,4.77048,4.56124,0.495238,0,0.0803306
2000,B_w5_K100_c0.0_lr0.01_s4,0,0,0,4.83195,4.66084,0.47619,0,0.585481
2000,B_w5_K100_c2.0_lr0.01_s0,0,0,0,4.51453,3.79293,0.47619,0,0.468279
2000,B_w5_K100_c2.0_lr0.01_s1,0,0,0,4.61047,3.62283,0.561905,0,0.718358
2000,B_w5_K100_c2.0_lr0.01_s2,0,0,0,4.44369,3.57074,0.485714,0,1.1701
2000,B_w5_K100_c2.0_lr0.01_s3,0,0,0,4.24841,3.06715,0.466667,0,0.313429
2000,B_w5_K100_c2.0_lr0.01_s4,0,0,0,4.52681,3.28822,0.447619,0,0.610194
2000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.68698,3.99307,0.52381,0,0.266507
2000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.68955,3.89001,0.466667,0,0.209718
2000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.67969,4.46612,0.504762,0,0.12783
2000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.68509,3.95733,0.485714,0,0.135047
2000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.67475,4.06012,0.47619,0,0.078781
2000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.31425,2.76348,0.504762,0,0.042364
2000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,4.25243,2.89784,0.504762,0,0.192435
2000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.32584,3.5842,0.580952,0,0.0355964
2000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.44319,3.73963,0.447619,0,0.0908501
2000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.12446,2.645,0.485714,0,0.0877378
3000,B_w5_K100_c0.0_lr0.01_s0,0,0,0,4.81296,4.72817,0.514286,0,0.885975
3000,B_w5_K100_c0.0_lr0.01_s1,0,0,0,4.81442,4.50943,0.438095,0,0.252908
3000,B_w5_K100_c0.0_lr0.01_s2,0,0,0,4.8295,4.63612,0.457143,0,0.12909
3000,B_w5_K100_c0.0_lr0.01_s3,0,0,0,4.73527,4.45723,0.504762,0,0.428454
3000,B_w5_K100_c0.0_lr0.01_s4,0,0,0,4.84284,4.58058,0.485714,0,0.502922
3000,B_w5_K100_c2.0_lr0.01_s0,0,0,0,4.59779,4.09511,0.52381,0,0.329082
3000,B_w5_K100_c2.0_lr0.01_s1,0,0,0,4.27233,2.89779,0.533333,0,0.397565
3000,B_w5_K100_c2.0_lr0.01_s2,0,0,0,4.32447,3.2625,0.485714,0,0.238158
3000,B_w5_K100_c2.0_lr0.01_s3,0,0,0,4.1211,3.03396,0.485714,0,0.215019
3000,B_w5_K100_c2.0_lr0.01_s4,0,0,0,4.39109,3.22463,0.47619,0,0.719159
3000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.68594,3.78856,0.495238,0,0.242116
3000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.70846,4.05685,0.485714,0,0.163425
3000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.65473,4.3785,0.514286,0,0.106338
3000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.71996,4.08693,0.485714,0,0.109938
3000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.66408,4.06658,0.47619,0,0.0520949
3000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.25526,2.50588,0.504762,0,0.0112473
3000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,4.26692,2.90034,0.485714,0,0.0963565
3000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.29534,3.37158,0.571429,0,0.0123763
3000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.40771,3.73733,0.447619,0,0.0932829
3000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.01146,2.46439,0.485714,0,0.0850314
