step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,sign_match_mean,sign_clone_frac,eval_loss
0,B_w100_K100_c0.0_lr0.01_s0,0,0,0,70.7212,26.5801,0.502145,0,2.14745
0,B_w100_K100_c0.0_lr0.01_s1,0,0,0,70.8696,27.382,0.498624,0,3.05962
0,B_w100_K100_c0.0_lr0.01_s2,0,0,0,71.0187,27.915,0.499153,0,7.48169
0,B_w100_K100_c0.0_lr0.01_s3,0,0,0,71.1138,27.4456,0.499654,0,1.48553
0,B_w100_K100_c0.0_lr0.01_s4,0,0,0,71.1656,27.5498,0.498807,0,2.01513
0,B_w100_K100_c2.0_lr0.01_s0,0,0,0,65.6729,23.2634,0.503367,0,1.12195
0,B_w100_K100_c2.0_lr0.01_s1,0,0,0,66.205,23.6514,0.497739,0,10.4529
0,B_w100_K100_c2.0_lr0.01_s2,0,0,0,66.4465,24.2238,0.498057,0,1.86665
0,B_w100_K100_c2.0_lr0.01_s3,0,0,0,65.8389,24.5699,0.5,0,1.98882
0,B_w100_K100_c2.0_lr0.01_s4,0,0,0,67.3126,25.0561,0.5,0,5.62783
0,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,70.8082,26.9229,0.500673,0,2.61637
0,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,70.8553,27.3308,0.498942,0,2.84521
0,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,71.051,27.4669,0.499663,0,2.34002
0,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,70.5037,27.3914,0.503848,0,3.76939
0,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,70.7024,26.9549,0.496681,0,1.84131
0,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,66.0232,24.1615,0.499461,0,3.48022
0,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,66.3191,24.4718,0.499163,0,1.75747
0,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,63.9882,23.7391,0.499269,0,7.35005
0,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,66.1394,24.6101,0.497836,0,2.1295
0,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,68.6625,25.8098,0.500048,0,1.48656
1000,B_w100_K100_c0.0_lr0.01_s0,0,0,0,76.488,30.8026,0.500471,0,0.429483
1000,B_w100_K100_c0.0_lr0.01_s1,0,0,0,75.9192,30.4693,0.500269,0,1.57394
1000,B_w100_K100_c0.0_lr0.01_s2,0,0,0,77.907,31.5001,0.505099,0,0.445301
1000,B_w100_K100_c0.0_lr0.01_s3,0,0,0,77.0958,30.3172,0.505897,0,0.68611
1000,B_w100_K100_c0.0_lr0.01_s4,0,0,0.01,75.57,31.1135,0.499365,0,0.488625
1000,B_w100_K100_c2.0_lr0.01_s0,0,0,0,79.6463,32.3209,0.517431,0,0.535814
