step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,sign_match_mean,sign_clone_frac,eval_loss
0,A_w100_T100_std_lr0.01_s0,0.23,0.0165657,0.18,8.1784,5.03109,0.501636,0,7.56569
0,A_w100_T100_std_lr0.01_s1,0.23,0.019596,0.2,7.31748,4.89978,0.497899,0,9.17796
0,A_w100_T100_std_lr0.01_s2,0.3,0.019798,0.29,6.9288,4.77562,0.50099,0,1.8783
0,A_w100_T100_std_lr0.01_s3,0.3,0.00545455,0.26,8.7124,5.6714,0.498778,0,1.39635
0,A_w100_T100_std_lr0.01_s4,0.32,0.00424242,0.29,9.42859,5.17795,0.499697,0,3.89206
0,A_w100_T100_centered_lr0.01_s0,0.24,0.0143434,0.21,8.42804,5.00616,0.499061,0,2.29207
0,A_w100_T100_centered_lr0.01_s1,0.24,0.0252525,0.2,6.74241,5.16695,0.497535,0,5.39548
0,A_w100_T100_centered_lr0.01_s2,0.24,0.0292929,0.24,6.64943,4.92234,0.498333,0,0.628982
0,A_w100_T100_centered_lr0.01_s3,0.26,0.0161616,0.19,7.39577,4.94336,0.498566,0.00020202,2.21214
0,A_w100_T100_centered_lr0.01_s4,0.24,0.0149495,0.21,8.6559,4.99182,0.497748,0,2.88121
0,A_w100_T1000_std_lr0.01_s0,0.28,0.00868687,0.27,8.80202,5.3402,0.497788,0,5.63043
0,A_w100_T1000_std_lr0.01_s1,0.25,0.00646465,0.2,9.13366,5.14967,0.501414,0,1.93654
0,A_w100_T1000_std_lr0.01_s2,0.25,0.0315152,0.22,6.69576,5.09202,0.50204,0.00020202,1.79109
0,A_w100_T1000_std_lr0.01_s3,0.3,0.0137374,0.29,7.49736,4.88319,0.500152,0,11.416
0,A_w100_T1000_std_lr0.01_s4,0.27,0.0171717,0.2,7.88742,5.41409,0.498162,0,5.6101
0,A_w100_T1000_centered_lr0.01_s0,0.22,0.0123232,0.21,8.62196,5.11708,0.497404,0,1.69921
0,A_w100_T1000_centered_lr0.01_s1,0.23,0.00969697,0.23,8.98102,5.36757,0.498646,0,2.86162
0,A_w100_T1000_centered_lr0.01_s2,0.33,0.00787879,0.31,8.02956,5.16463,0.499303,0,6.6015
0,A_w100_T1000_centered_lr0.01_s3,0.21,0.00666667,0.17,10.0052,5.07481,0.498222,0,3.11049
0,A_w100_T1000_centered_lr0.01_s4,0.29,0.00949495,0.27,8.537,5.16186,0.498313,0,0.708238
0,A_w100_T10000_std_lr0.01_s0,0.26,0.0224242,0.24,7.16469,5.15078,0.499192,0,3.93056
0,A_w100_T10000_std_lr0.01_s1,0.31,0.0115152,0.29,8.44394,5.08642,0.501323,0,0.435958
0,A_w100_T10000_std_lr0.01_s2,0.24,0.0145455,0.22,8.3584,4.63394,0.498455,0,1.52153
