step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,sign_match_mean,sign_clone_frac,eval_loss
0,A_w5_T100_std_lr0.01_s0,0.2,0,0.2,2.1384,2.17941,0.5,0,2.64172
0,A_w5_T100_std_lr0.01_s1,0.8,0,0.8,1,1,0.5,0,0.895575
0,A_w5_T100_std_lr0.01_s2,0.6,0,0.4,2.45218,1.55358,0.47,0,2.44253
0,A_w5_T100_std_lr0.01_s3,0.6,0,0.4,2.05254,1.5095,0.57,0,2.61011
0,A_w5_T100_std_lr0.01_s4,0.4,0,0.2,2.09444,1.70646,0.56,0,3.14371
0,A_w5_T100_centered_lr0.01_s0,0.2,0,0.2,2.1106,2.28387,0.46,0,3.29511
0,A_w5_T100_centered_lr0.01_s1,0.4,0,0.4,2.40621,2.4272,0.48,0,2.30081
0,A_w5_T100_centered_lr0.01_s2,0.2,0,0.2,2.40571,1.64184,0.52,0,2.94615
0,A_w5_T100_centered_lr0.01_s3,0.2,0.1,0.2,2.7777,2.22617,0.51,0,2.79432
0,A_w5_T100_centered_lr0.01_s4,0.4,0,0.4,2.20531,1.70075,0.47,0,2.49384
0,A_w5_T1000_std_lr0.01_s0,0.4,0,0.4,1.9547,2.14893,0.58,0,2.60569
0,A_w5_T1000_std_lr0.01_s1,0.2,0.3,0.2,2.0351,1.40414,0.5,0,1.10173
0,A_w5_T1000_std_lr0.01_s2,0.2,0,0.2,2.86185,2.46325,0.52,0,1.22747
0,A_w5_T1000_std_lr0.01_s3,0.4,0,0.2,1.5947,1.59057,0.47,0,2.82795
0,A_w5_T1000_std_lr0.01_s4,0.6,0,0.6,1.72939,1.27364,0.44,0,1.19561
0,A_w5_T1000_centered_lr0.01_s0,0,0,0,2.3821,1.94731,0.46,0,2.50249
0,A_w5_T1000_centered_lr0.01_s1,0.4,0,0.4,1.99856,2.11079,0.53,0,2.26745
0,A_w5_T1000_centered_lr0.01_s2,0.2,0,0.2,2.73177,2.83606,0.55,0,4.46164
0,A_w5_T1000_centered_lr0.01_s3,0.2,0,0.2,1.87189,1.54927,0.47,0,5.60042
0,A_w5_T1000_centered_lr0.01_s4,0.4,0,0.2,2.6011,2.20018,0.54,0,10.3746
0,A_w5_T10000_std_lr0.01_s0,0.2,0,0.2,2.24447,2.16539,0.5,0,1.47722
0,A_w5_T10000_std_lr0.01_s1,0.2,0,0.2,2.39694,1.96965,0.52,0,6.30357
0,A_w5_T10000_std_lr0.01_s2,0.2,0,0,2.83388,2.89958,0.53,0,1.75334
0,A_w5_T10000_std_lr0.01_s3,0.8,0,0.8,1,1,0.57,0,2.7547
0,A_w5_T10000_std_lr0.01_s4,0,0.1,0,2.39683,2.51676,0.49,0,7.00542
0,A_w5_T10000_centered_lr0.01_s0,0.2,0,0.2,2.20897,2.03348,0.44,0,3.60151
0,A_w5_T10000_centered_lr0.01_s1,0.2,0,0.2,2.3718,1.76335,0.48,0,1.18892
0,A_w5_T10000_centered_lr0.01_s2,0.4,0,0.4,1.75935,2.38406,0.49,0,5.81997
0,A_w5_T10000_centered_lr0.01_s3,0.2,0,0.2,2.60828,2.43441,0.54,0,2.42171
0,A_w5_T10000_centered_lr0.01_s4,0.4,0,0.4,1.82974,1.99062,0.48,0,6.17744
0,A_w5_T100000_std_lr0.01_s0,0,0.1,0,2.05456,2.50625,0.46,0,3.95231
0,A_w5_T100000_std_lr0.01_s1,0.2,0,0.2,3.44844,2.88586,0.48,0,3.26031
0,A_w5_T100000_std_lr0.01_s2,0,0.2,0,2.73432,2.90532,0.51,0,5.65752
0,A_w5_T100000_std_lr0.01_s3,0.2,0,0.2,2.14303,2.46071,0.55,0,1.29557
0,A_w5_T100000_std_lr0.01_s4,0.6,0,0.6,1.91203,1.71897,0.54,0,5.05905
0,A_w5_T100000_centered_lr0.01_s0,0,0,0,2.92646,3.10718,0.52,0,4.0906
