task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,SNA,1,0.6646720170974731,0.8782396137294769,0.7788,0.6209051653862,0.752,0.680597900390625,62500,500,0.6641280055046082,0.7788,0.752,33.691799462016206,35.8454138530069,"[0.4840799868106842, 0.6035199761390686, 0.7044000029563904, 0.7539199590682983, 0.7774399518966675]"
2,SNA,1,0.6787840127944946,0.8124556429977416,0.7676,0.5974237487792968,0.724,0.7265247802734375,62500,500,0.6783679723739624,0.7676,0.724,31.70500718499534,33.18146184796933,"[0.5559200048446655, 0.6660000085830688, 0.7015999555587769, 0.7239199876785278, 0.7464799880981445]"
3,SNA,1,0.6791999936103821,0.8531142664451599,0.8052,0.5547108558654785,0.736,0.8122654724121093,62500,500,0.678879976272583,0.8052,0.736,31.711542762001045,33.17166133294813,"[0.5353599786758423, 0.6675999760627747, 0.7126399874687195, 0.7300800085067749, 0.7503199577331543]"
4,SNA,1,0.772816002368927,0.6131390393314361,0.8672,0.372994437789917,0.812,0.5978842468261719,62500,500,0.7724480032920837,0.8672,0.812,31.716507764009293,33.181659872003365,"[0.6820799708366394, 0.759440004825592, 0.7953599691390991, 0.8043999671936035, 0.8227999806404114]"
5,SNA,1,0.7541279792785645,0.6602972625503539,0.8576,0.40260139122009275,0.768,0.6949948425292969,62500,500,0.7536640167236328,0.8576,0.768,31.730577534006443,33.291803284024354,"[0.6546399593353271, 0.7407199740409851, 0.7714399695396423, 0.7953599691390991, 0.8084799647331238]"
6,SNA,1,0.7191519737243652,0.7154988626022338,0.8188,0.4793021369934082,0.7,0.8938780212402344,62500,500,0.7188000082969666,0.8188,0.7,31.724783411016688,33.19064614700619,"[0.6020799875259399, 0.7115199565887451, 0.7377600073814392, 0.7572000026702881, 0.7871999740600586]"
7,SNA,1,0.8146079778671265,0.5137791594047546,0.8712,0.3559898468017578,0.784,0.6064396057128906,62500,500,0.8141599893569946,0.8712,0.784,31.74137725296896,33.19894471496809,"[0.7303999662399292, 0.8014400005340576, 0.8339200019836426, 0.8455999493598938, 0.8616799712181091]"
8,SNA,1,0.706384003162384,0.7743127329425812,0.8588,0.41152818374633787,0.74,0.7239433288574219,62500,500,0.7059839963912964,0.8588,0.74,31.728484339953866,33.185435834981035,"[0.5726400017738342, 0.6918399930000305, 0.7306399941444397, 0.7591999769210815, 0.7775999903678894]"
9,SNA,1,0.6423680186271667,0.8724978583068848,0.7316,0.651246907043457,0.62,0.97721923828125,62500,500,0.6419519782066345,0.7316,0.62,31.732228551001754,33.20047609502217,"[0.5505599975585938, 0.6223999857902527, 0.6565600037574768, 0.6804800033569336, 0.7018399834632874]"
10,SNA,1,0.7332320213317871,0.698987372516632,0.8748,0.37471796951293945,0.708,0.8459696350097656,62500,500,0.7328000068664551,0.8748,0.708,31.733288750983775,33.19519077701261,"[0.5984799861907959, 0.7158399820327759, 0.7591999769210815, 0.7894399762153625, 0.8032000064849854]"
11,SNA,1,0.8605120182037354,0.38820105145168304,0.944,0.15131391258239746,0.868,0.42091615295410156,62500,500,0.8600159883499146,0.944,0.868,31.726030252990313,33.278027414984535,"[0.7578399777412415, 0.8527199625968933, 0.8739999532699585, 0.9024800062179565, 0.9155199527740479]"
12,SNA,1,0.8170239925384521,0.49907779402351377,0.9148,0.2431017002105713,0.816,0.5768700866699219,62500,500,0.8165599703788757,0.9148,0.816,31.720496464986354,33.170403330994304,"[0.6988799571990967, 0.8077600002288818, 0.8395199775695801, 0.8598399758338928, 0.8791199922561646]"
13,SNA,1,0.8001919984817505,0.5372783918743134,0.892,0.2999810907363892,0.716,0.785803955078125,62500,500,0.7997599840164185,0.892,0.716,31.726172611990478,33.197803077986464,"[0.6887999773025513, 0.7913599610328674, 0.8223999738693237, 0.8371999859809875, 0.8611999750137329]"
14,SNA,1,0.8835999965667725,0.33773982727146146,0.9572,0.13001809301376344,0.848,0.5602333984375,62500,500,0.8832319974899292,0.9572,0.848,31.711677638988476,33.17801719997078,"[0.7888000011444092, 0.877519965171814, 0.9019999504089355, 0.9192000031471252, 0.9304800033569336]"
15,SNA,1,0.8266239762306213,0.46971606770229335,0.898,0.2860757264137268,0.812,0.5939372863769531,62500,500,0.8262239694595337,0.898,0.812,31.707788400992285,33.20384539995575,"[0.7214399576187134, 0.8260799646377563, 0.8464799523353577, 0.8612799644470215, 0.877839982509613]"
16,SNA,1,0.8471199870109558,0.4236974361591339,0.9228,0.20645875434875488,0.856,0.4529965667724609,62500,500,0.8467519879341125,0.9228,0.856,31.7165985039901,33.17732817301294,"[0.7427200078964233, 0.8411200046539307, 0.8700799942016602, 0.8850399851799011, 0.8966400027275085]"
