run_id,n_reset,expected,rho,width,steps
B_w20_K100_c0.0_lr0.01_cbp1e-4_s0,2000,2000.00,0.0001,20,1000000
B_w20_K100_c0.0_lr0.01_cbp1e-4_s1,2000,2000.00,0.0001,20,1000000
B_w20_K100_c0.0_lr0.01_cbp1e-4_s2,2000,2000.00,0.0001,20,1000000
B_w20_K100_c0.0_lr0.01_cbp1e-4_s3,2000,2000.00,0.0001,20,1000000
B_w20_K100_c0.0_lr0.01_cbp1e-4_s4,2000,2000.00,0.0001,20,1000000
