arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA3u,2,0.001,1,none,0.9645125,1,1,0,0,-0.5183528066,0.3593496978,-0.8352445364,0.002786944853,0.02264483087,5.456056317,0,0,-1.173801064,1.515251875,-2.185171366,0.163942948,0.3281539381,14.42662755,0,0,-2.713700056,5.357130527,-20.57930565,0.3012632132,74.17950391,0,0,2.910209894,3.539532185,-3.928319931,0.833740592,47.38494107,0.6119816899,2.396349192,3.244541645,1.394226909,1.647819042,6.802378178,3.535108566,58.2473526,0,3,1.845978141,1.417450786,2.629936934,0,3,0.5756188035,0.2402394265,0.9642812014,0,3,0.8784153461,0.6297463179,1.605011344,0,3
SWA3u,2,0.001,2,none,0.3475041667,0.5699999928,0.5699999928,0,0,6.506121635,3.201899529,-0.2387744635,1.018692493,1.015825033,1.377953344,0,0,-7382.728516,2706.423584,-10453.22461,-0.01712156087,-0.009808839299,1.968342888,0,0,-11940.5918,2683.383789,-51699.23438,-0.0007362410543,16.76127218,0,0,-18.98704338,143.6414795,-55.53628922,0.4418688118,19.65385171,2.224536657,14.09516907,6.28098917,2.49241209,1.503607988,0.7250074148,0.1276588142,30.36961365,0,3,0.0009492653189,0.0006778986426,0.01283307932,0,3,0.001133057522,0.0002243354102,0.002331309952,0,3,0.02101093158,0.01046268083,0.05010731518,0,3
SWA3u,2,0.001,3,none,0.2078770833,0.1675000042,0.1675000042,0,0,599.1419067,271.4442444,-1.596733212,1.019055009,1.01587534,1.029956013,0,0,2327.559326,1684.3396,-6520.253418,0.9880403876,1.01221931,1.212518559,0,0,-232131088,56370728,-901576064,-0.000782621908,3.726702134,0,0,-29210.48047,209453.5625,-805017.9375,0.4331356883,14.13287646,154.0345154,13.24427509,17.17424202,2.522823572,0.6408070326,0.01117276587,0.01058692113,9.003295898,0,3,0.001481336192,2.085129609e-06,0.003108819015,0,3,5.528443836e-08,1.372966807e-08,5.489171144e-07,0,3,1.350280672e-05,5.527593885e-07,4.297479245e-05,0,3
SWA3u,2,0.001,4,none,0.1359958333,0.1333333403,0.1333333403,0,0,1161.239624,524.7521362,-1.577061653,1.019184351,1.015985727,1.017180536,0,0,-1479.003418,1692.832397,-8583.274414,-0.02489624172,-0.01233001705,1.132648477,0,0,-2250761472,543634944,-2767729152,-7.009437104e-05,2.973325303,0,0,-25707.49023,439795.375,-100991.7656,0.4947018623,19.45112299,297.7252197,17.11318779,23.50206947,2.543097734,0.4691568017,0.005759799853,0.00559710199,67.45274353,0,3,0.0007461907226,5.597065638e-07,0.004379183054,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,5.316904068,8.053227248e-06,1.918421731e-06,1.976605381e-05,0,3
SWA3u,2,0.001,5,none,0.1313291667,0.1116666719,0.1116666719,0,0,1259.29834,569.0834351,-4.336111546,1.019126058,1.015931249,1.015924101,0,0,30400.83984,13124.44238,-10425.48145,1.016795993,1.011403441,1.12205951,0,0,-3115015168,765734848,-3737045504,-1.043650082e-05,2.735142339,0,0,-5101.857422,99031.07812,-66933.25781,0.4949932396,3.9320251,322.8642883,20.40722466,26.67812538,2.53178072,0.8540773988,0.005321612116,0.005182615481,10.43980312,0,3,0.0002321442007,4.743443185e-07,0.001397105167,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,7.41528368,3.179314081e-05,2.521012902e-06,0.0001869838452,0,3
SWA3u,2,0.001,6,none,0.1293854167,0.1433333308,0.1433333308,0,0,1298.654663,586.8270264,-3.090532064,1.019289374,1.016086817,1.015618878,0,0,85994.60156,37050.48438,-37692.84766,1.017453671,1.012268901,1.119651746,0,0,-3704962048,914357056,-4751564800,-3.239834996e-06,2.714641934,0,0,-1396.735718,43246.25391,-25412.98438,0.4964306653,2.66449168,332.9278259,21.22866821,27.87663078,2.690481663,1.211568475,0.005141637754,0.005015891977,24.72268867,0,3,7.179098611e-05,4.425452858e-07,0.0004574026389,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,8.919509888,6.81653255e-05,5.196412985e-06,0.0007071854197,0,3
SWA3u,2,0.001,7,none,0.1367083333,0.1458333433,0.1458333433,0,0,1320.955444,596.989624,-5.377854824,1.019236326,1.016034722,1.015275285,0,0,163695.4062,70436.15625,-29666.40039,1.017524004,1.012508631,1.117374306,0,0,-4180346624,1037101056,-5287455232,-1.364792297e-06,2.787109388,0,0,-1151.710205,33984.23047,-13463.33105,0.4967534542,2.573891038,338.6888733,21.82883072,29.58663177,2.859795094,1.571273565,0.005058498122,0.004941502586,10.8087616,0,3,3.72047507e-05,4.268042346e-07,0.0002799243375,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,10.11232281,9.852154471e-05,1.147131843e-05,0.001219778089,0,3
SWA3u,2,0.001,8,none,0.13200625,0.1491666734,0.1491666734,0,0,1331.723145,601.8060913,-6.454953671,1.019178987,1.01597929,1.01512471,0,0,214104.5312,92085.09375,-71444.67969,1.017471075,1.012466192,1.115212093,0,0,-4407680512,1104641664,-5622461952,-8.932485684e-07,2.57490929,0,0,-803.4931641,30089.68164,-6180.24707,0.4970528185,2.156155117,341.4277344,22.42463112,30.08739281,3.026365519,1.78532505,0.005025325343,0.004911783151,9.882238388,0,3,2.808188947e-05,4.203254491e-07,0.0001572226756,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,10.72240162,0.0001124340852,2.042004417e-05,0.001595777925,0,3
SWA3u,2,0.001,9,none,0.127925,0.1416666657,0.1416666657,0,0,1342.567017,606.6472778,-8.374156952,1.01913476,1.01593411,1.014960355,0,0,272974,117369.1094,-92863.46875,1.017438769,1.012410164,1.118476004,0,0,-4772160512,1179883520,-6004152320,-4.824996154e-07,2.16541202,0,0,-395.3025208,15664.37793,-3532.535889,0.4979355931,1.804724998,344.1630554,23.32179832,31.09353447,3.056634426,2.131976366,0.004991380032,0.00487914402,5.427884579,0,3,2.251667502e-05,4.142781904e-07,7.600708341e-05,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,11.37636185,0.0001828890381,3.063448457e-05,0.001958931563,0,3
SWA3u,2,0.001,10,none,0.1111708333,0.1208333373,0.1208333373,0,0,1347.858521,609.0005493,-7.204761028,1.019145727,1.0159446,1.014898044,0,0,313462.5,134780.25,-81344.49219,1.017476559,1.012455821,1.11962493,0,0,-5066455552,1257222400,-6452956160,-2.86802134e-07,2.12536669,0,0,-72.66239929,8124.114746,-2289.92041,0.4988408387,1.87407063,345.5002441,24.04402351,32.53866959,3.157209158,2.286228418,0.004970273003,0.004859152716,10.15135002,0,3,1.963270188e-05,4.103297329e-07,7.639742398e-05,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,12.18207645,0.0003658556379,4.464374069e-05,0.005322571844,0,3
SWA3u,2,0.001,11,none,0.1179166667,0.1241666675,0.1241666675,0,0,1352.9198,611.2628784,-5.842939377,1.019047618,1.015849829,1.014905994,0,0,330976.875,142317.0469,-75912.11719,1.017543197,1.012503266,1.117914965,0,0,-5245614080,1298279808,-6688350208,-2.172172486e-07,1.927102224,0,0,-127.8437653,6626.946289,-1929.859253,0.4986602366,1.770974077,346.7937317,24.47841835,32.97512054,3.15824604,2.62054348,0.004965002649,0.004854138009,12.4614563,0,3,1.812728078e-05,4.082413625e-07,8.473108028e-05,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,12.44442463,0.0005090416525,6.257448695e-05,0.003739578417,0,3
SWA3u,2,0.001,12,none,0.12086875,0.1241666675,0.1241666675,0,0,1358.631714,613.8389282,-9.808145523,1.019209027,1.016004205,1.014783448,0,0,405319.9688,174233.1094,-122684.0547,1.016684532,1.011758804,1.119846841,0,0,-5417887232,1353795840,-7041601536,-1.438951216e-07,1.666169904,0,0,-110.6581421,6633.842773,-2275.334961,0.4986782074,1.687780295,348.2529602,26.04065895,33.99777222,3.200186729,3.028304815,0.004922640976,0.004814645275,93.25675201,0,3,1.54861591e-05,4.025891371e-07,6.165482773e-05,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,13.22360992,0.0004375285353,4.786176578e-05,0.004241111688,0,3
SWA3u,2,0.001,13,none,0.1155770833,0.1291666627,0.1291666627,0,0,1367.380249,617.7432861,-10.94322777,1.019181728,1.015977383,1.014638538,0,0,441769.75,189938.9062,-61116.05469,1.017518282,1.012508035,1.119354798,0,0,-5779138560,1422367488,-7256763392,-8.68348593e-08,1.776490955,0,0,-89.98543549,6028.705566,-1138.842529,0.4982221723,1.529372325,350.4593506,26.4566555,35.44198608,3.271162033,3.153331041,0.004895158578,0.004789374303,7.577906609,0,3,1.394787796e-05,3.98121017e-07,0.0001027808757,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,13.80675697,0.0004991194,8.66721457e-05,0.0112535581,0,3
SWA3u,2,0.001,14,none,0.1261104167,0.1366666704,0.1366666704,0,0,1367.475098,617.7977295,-6.882614136,1.019316792,1.016108394,1.01471215,0,0,433293.5,186327.4531,-56103.45312,1.017661929,1.012641668,1.119528701,0,0,-5818842112,1428873600,-7374349312,-7.697759941e-08,1.858431264,0,0,-110.1457214,6773.254395,-1075.388306,0.4988848865,1.514947541,350.4942932,26.11441422,35.09780121,3.38266778,3.296433926,0.004876664374,0.004771863576,1.629495382,0,3,1.377113585e-05,3.963215818e-07,0.0001183713102,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,13.97456741,0.000490250939,9.708447033e-05,0.01161244325,0,3
SWA3u,2,0.001,15,none,0.1157375,0.1258333325,0.1258333325,0,0,1370.651611,619.1730957,-6.690541267,1.01915288,1.015950084,1.014643283,0,0,434143.8438,186632.7031,-60773.32812,1.017461896,1.012448311,1.118882315,0,0,-5952750592,1476116352,-7602351104,-6.587806212e-08,1.896933272,0,0,-92.795578,5543.008789,-990.6591797,0.4990958869,1.707292831,351.2760315,26.15322304,35.86749268,3.469134092,3.477272987,0.0048868265,0.004783224314,4.437273979,0,3,1.361545583e-05,3.963872928e-07,0.0001155351201,0,3,9.999999939e-09,9.999999939e-09,9.999999939e-09,1,14.30659103,0.000540566165,9.770973702e-05,0.00464482978,0,3
