act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2
LR,cap2,0,0.001,1,1,0.9085625,0.9900000095,0.9900000095,0,0,-0.3578878343,0.5217918158,-1.475743055,0.3144999743,81.15901251,0,0,0.2248231024,0.2668301463,0.0373486802,0.8170000315,45.66204374,1.16873455,1.189302921,7.789242744,0,1.127811924,1.152311669,1.173435529,1.206271097,1.999999981,0.004919144046,0.04445455968,0,0,0.8,2650644,1385.189563,1.066280486,1.141168028,1.201220727,1.264500192,1.999999949,0.03082438814,0.1107775792,0,0,0.78,2372071,415.5739107
LR,cap2,0,0.001,1,2,0.899525,0.9366666675,0.9366666675,0,0,-0.5721164942,0.5328763127,-1.477562666,0.219999969,75.99440448,0,0,0.1398494393,0.2223587632,-0.132007435,0.7532500029,52.98424306,1.173927188,1.174394965,11.8055315,0,1.127839037,1.152626967,1.174304482,1.205823704,1.999999982,0.007373689281,0.02814564668,0.19,0,0.93,2616175,1052.177242,1.066312471,1.141242321,1.201314891,1.265538565,1.99999977,0.02982858404,0.161657773,0.16,0,0.53,2296202,231.7709689
LR,cap2,0,0.001,1,3,0.9007875,0.9958333373,0.9958333373,0,0,-0.5253047943,0.5005381107,-1.650782347,0.2364999652,74.91825066,0,0,0.1239584461,0.2223631144,-0.1540205479,0.7359999418,54.95131482,1.176982284,1.186055183,14.6012907,0,1.127839043,1.152107922,1.173444796,1.206271147,1.999999805,0.008051987557,0.009630241897,0.15,0,0.7,2522334,1041.949807,1.066384703,1.141701808,1.200099857,1.265319888,1.999999863,0.03323020158,0.161147587,0.18,0,0.71,2065829,192.687861
LR,cap2,0,0.001,1,4,0.8933895833,0.9916666746,0.9916666746,0,0,-0.6009206772,0.5147916079,-1.618810177,0.2117499858,75.33162277,0,0,0.06603768468,0.2323083133,-0.5563940406,0.6294999719,59.41036464,1.176437736,1.196838617,16.90258217,0,1.127849789,1.152626929,1.17430465,1.20627102,1.999999965,0.007877039034,-0.006549010519,0.2,0,0.92,2533132,1050.36491,1.067053176,1.141209176,1.201573923,1.265538544,1.99979083,0.03627043788,0.1591268405,0.17,0,0.5,1995322,173.2021984
LR,cap2,0,0.001,1,5,0.90708125,1,1,0,0,-0.4632283449,0.5402488112,-1.42107439,0.2664999664,82.05727304,0,0,0.1758274287,0.2688758671,-0.08066320419,0.7622500062,55.51466351,1.175230145,1.19539535,19.0654335,0,1.127881524,1.152626879,1.174304528,1.206271041,1.999999959,0.006699451741,0.02692565322,0.2,0,0.99,2467493,902.4048408,1.06726747,1.141763636,1.201663226,1.265538525,2.000000019,0.03600681107,0.1309531927,0.22,0,1,1897748,154.7687042
LR,cap2,0,0.001,1,6,0.8960645833,0.9716666937,0.9716666937,0,0,-0.633546114,0.5262022614,-1.731077909,0.1862499863,77.79573208,0,0,-0.0174128022,0.2436794043,-0.6529329419,0.4824999869,63.09361592,1.173980117,1.234116435,20.70632172,0,1.12785616,1.152626922,1.174304468,1.206271071,1.999999904,0.007575143086,-0.01114490151,0.17,0,0.78,2517062,1101.520817,1.06260864,1.141426424,1.196361208,1.265538534,1.999785764,0.04290620937,0.09804575145,0.16,0,0.49,1978344,149.5531214
LR,cap2,0,0.001,1,7,0.9175083333,1,1,0,0,-0.4824442565,0.5413739085,-1.440933347,0.2649999857,76.2149212,0,0,0.1923238337,0.260386616,-0.01481017936,0.7944999933,53.60266462,1.17172873,1.215738654,22.50569916,0,1.127881486,1.152614233,1.174304636,1.206271058,1.999999931,0.006671418412,-0.01774387585,0.2,0,0.99,2477170,760.5460442,1.067267559,1.141758084,1.201663299,1.265538602,2.000000023,0.04000807439,0.09543020278,0.22,0,0.99,2039960,128.9435769
LR,cap2,0,0.001,1,8,0.9188854167,1,1,0,0,-0.4079806507,0.5245701671,-1.700371504,0.2867499888,62.37389923,0,0,0.2955279648,0.2678569853,0.01003794186,0.8972500563,39.20213829,1.173187494,1.287508965,23.62657547,0,1.127770582,1.152624923,1.174179069,1.206270489,1.999999926,0.006110526871,-0.06766045466,0.2,0,0.95,2409558,757.2730738,1.067267416,1.141763687,1.20166318,1.265538638,1.999999969,0.05996050686,0.08216778934,0.22,0,1,2089663,107.7489219
LR,cap2,0,0.001,1,9,0.893875,1,1,0,0,-0.5032440424,0.5354713798,-1.61407578,0.2492499501,78.90870068,0,0,0.0215384122,0.2729305923,-0.3893912137,0.5717499852,63.73177557,1.174804807,1.254221678,24.85471153,0,1.127839202,1.152626874,1.174304511,1.206270985,1.999999879,0.006832327677,-0.066935407,0.18,0,0.87,2413203,1147.973734,1.066238783,1.14170187,1.201663105,1.265538661,1.999999954,0.05191175201,0.07319898158,0.21,0,0.88,1672047,145.3781631
LR,cap2,0,0.001,1,10,0.9117729167,1,1,0,0,-0.3978143036,0.4884814918,-2.037777424,0.2784999609,73.22003351,0,0,0.2060276568,0.245153904,0.005275843199,0.8222500682,48.58091755,1.168615341,1.267013907,26.087183,0,1.127862251,1.152618203,1.174296813,1.206271177,1.999999907,0.005351526715,-0.0721841976,0.2,0,0.99,2482208,698.7661434,1.067267251,1.141755576,1.201663354,1.265538536,2.000000022,0.05516867285,0.08335502073,0.22,0,0.99,2109580,107.4925774
