step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
0,A_w100_T10000_std_lr0.01_s0,0.32,0.0137374,0.31,7.73441,5.13301,0.180493,0.502697,0,14.3952,41.8899,0.343644,19.4198,0.102031,9.80093,8.88704,0.32,2.69777,-0.000269589,0,0.00340554,-0.00732787,1.30844,-1.09152,-7.91491,0,0.450015,0,nan,0.31,nan
0,A_w100_T10000_std_lr0.01_s1,0.17,0.0165657,0.15,8.31079,4.95125,0.181946,0.499313,0.00020202,1.19179,22.9539,0.051921,19.4856,0.10134,9.8678,9.4969,0.17,1.14115,6.8267e-06,0,0.0011268,-0.00256384,1.11476,-1.05774,-10.5272,0,0.552955,0,nan,0.15,nan
0,A_w100_T10000_std_lr0.01_s2,0.22,0.00545455,0.2,9.65024,5.11162,0.177061,0.500747,0,15.0293,37.7457,0.398173,19.4813,0.0900652,11.1031,10.2483,0.22,2.77118,-3.73622e-06,0,0.000917203,-0.00197291,0.988287,-0.669513,-6.26273,0,0.54471,0,nan,0.2,nan
0,A_w100_T10000_std_lr0.01_s3,0.21,0.0286869,0.21,7.10431,4.94503,0.180117,0.499081,0,0.147643,9.38533,0.0157313,19.4481,0.0925456,10.8055,9.93919,0.21,0.492002,-0.000802761,-0.000525786,0.00542854,-0.0121944,1.53386,-1.26735,-9.01654,0,0.551845,0,nan,0.21,nan
0,A_w100_T10000_std_lr0.01_s4,0.32,0.0218182,0.26,6.82241,5.06691,0.180277,0.49902,0,66.1945,36.0858,1.83437,19.4671,0.0931105,10.7399,9.60792,0.32,4.53351,0.000265716,0,0.00382941,-0.00907444,1.8525,-0.553491,-10.0216,0,0.543015,0,nan,0.26,nan
1000,A_w100_T10000_std_lr0.01_s0,0.34,0.0010101,0.34,15.661,6.07647,0.182142,0.504818,0,0.803131,27.2576,0.0294645,19.3734,0.104637,9.55684,8.41022,0.34,0.403012,-0.0436878,-0.000719091,0.0491331,-0.195881,-0.0259412,-1.08297,-7.91491,0,0.317835,0,0.96875,0.34,1
1000,A_w100_T10000_std_lr0.01_s1,0.21,0.00383838,0.17,13.6099,5.40498,0.183524,0.498889,0,0.961436,13.9901,0.0687227,19.461,0.105003,9.52352,8.98734,0.21,0.301351,-0.0377296,-0.00396642,0.0410149,-0.136033,0.345906,-0.929092,-10.5272,0,0.4643,0,1,0.17,1
1000,A_w100_T10000_std_lr0.01_s2,0.22,0.00222222,0.2,15.8942,6.12078,0.178477,0.500212,0,2.11305,28.9173,0.0730722,19.3991,0.0907324,11.0214,10.1045,0.22,0.675878,-0.032273,0.000836532,0.0418429,-0.214114,0.149561,-0.707641,-6.26273,0,0.42629,0,1,0.2,1
1000,A_w100_T10000_std_lr0.01_s3,0.23,0.00525253,0.22,10.9174,5.23531,0.179393,0.498384,0,0.0581102,6.08665,0.00954716,19.4502,0.0940636,10.6311,9.53674,0.23,0.156532,-0.0325427,-0.00284331,0.041039,-0.146195,0.76699,-0.752642,-9.01654,0,0.50237,0,1,0.22,1
1000,A_w100_T10000_std_lr0.01_s4,0.32,0.00323232,0.31,13.5212,5.65772,0.180648,0.499556,0,0.365359,12.0983,0.0301993,19.4626,0.0939152,10.6479,9.61984,0.32,0.251228,-0.0442035,-0.00123337,0.0430109,-0.155121,0.447265,-0.707761,-10.0216,0,0.41953,0,0.9375,0.31,1
2000,A_w100_T10000_std_lr0.01_s0,0.35,0.0020202,0.34,16.7118,6.41424,0.182453,0.504737,0,3.6369,23.6782,0.153597,19.3501,0.108354,9.22899,7.83697,0.35,0.229416,-0.0482879,-0.000799463,0.0536044,-0.188196,-0.117042,-1.01115,-7.91491,0,0.298575,0,1,0.34,1
2000,A_w100_T10000_std_lr0.01_s1,0.21,0.00444444,0.17,14.5471,5.42241,0.183958,0.49903,0,0.910591,11.7306,0.077625,19.4513,0.107448,9.30681,8.76455,0.21,0.164344,-0.0434407,-0.0033077,0.0466838,-0.163426,0.203176,-0.954568,-10.5272,0,0.441795,0,1,0.17,1
2000,A_w100_T10000_std_lr0.01_s2,0.22,0.0030303,0.2,16.4136,6.04337,0.179463,0.499889,0,10.0218,37.5159,0.267134,19.3591,0.0915781,10.9196,9.71815,0.22,0.416907,-0.0340796,-0.000621424,0.0467568,-0.243868,0.0555655,-0.661129,-6.26273,0,0.40084,0,0.954545,0.2,1
2000,A_w100_T10000_std_lr0.01_s3,0.23,0.00343434,0.22,12.2232,5.35271,0.179599,0.498424,0,0.166002,4.67118,0.0355376,19.4433,0.0951415,10.5107,9.6231,0.23,0.085287,-0.0384588,-0.00341211,0.0503114,-0.176738,0.613318,-0.793767,-9.01654,0,0.490225,0,1,0.22,1
2000,A_w100_T10000_std_lr0.01_s4,0.31,0.00262626,0.31,14.8347,5.82115,0.180856,0.500182,0,1.2804,13.1588,0.097304,19.4589,0.0962239,10.3924,9.27993,0.31,0.163175,-0.0511353,-0.00136095,0.0488924,-0.18316,0.197619,-1.02398,-10.0216,0,0.380045,0,0.96875,0.31,1
3000,A_w100_T10000_std_lr0.01_s0,0.36,0.00262626,0.34,16.8541,6.44182,0.183137,0.505434,0,1.31414,13.0805,0.100466,19.3281,0.113698,8.79522,7.29089,0.36,0.096138,-0.0500566,-0.00201658,0.0544955,-0.182073,-0.117893,-0.890382,-7.91491,0,0.288095,0,1,0.34,1
3000,A_w100_T10000_std_lr0.01_s1,0.22,0.00444444,0.17,15.2997,5.64983,0.18403,0.499202,0.00020202,5.9541,14.76,0.403393,19.4475,0.108763,9.1943,8.30234,0.22,0.178807,-0.0445502,-0.00733419,0.0493984,-0.177431,0.172233,-0.929342,-10.5272,0,0.429005,0,0.952381,0.17,1
3000,A_w100_T10000_std_lr0.01_s2,0.21,0.00343434,0.2,16.7917,6.03284,0.180224,0.499929,0,3.01756,19.7047,0.153139,19.3287,0.0954424,10.4775,9.28847,0.21,0.141006,-0.035135,0.000177222,0.0484866,-0.244614,0.020512,-0.675948,-6.26273,0,0.394705,0,0.954545,0.2,1
3000,A_w100_T10000_std_lr0.01_s3,0.23,0.00282828,0.23,12.8869,5.41227,0.179791,0.498525,0,0.500126,3.97554,0.125801,19.4399,0.0957278,10.4463,9.7163,0.23,0.0628377,-0.0406826,-0.00344435,0.0538172,-0.189543,0.551465,-0.717688,-9.01654,0,0.487745,0,1,0.23,1
3000,A_w100_T10000_std_lr0.01_s4,0.31,0.00242424,0.31,15.3029,5.98955,0.181053,0.500192,0,0.654627,6.42828,0.101836,19.4532,0.0970204,10.3071,9.13792,0.31,0.0750694,-0.0539413,-0.00136095,0.0518092,-0.20178,0.128872,-1.07406,-10.0216,0,0.36108,0,1,0.31,1
4000,A_w100_T10000_std_lr0.01_s0,0.36,0.00282828,0.34,17.0431,6.58844,0.183324,0.505182,0,1.08808,6.11725,0.177871,19.3154,0.116155,8.60917,7.12902,0.36,0.0386146,-0.0498823,-0.00203383,0.0554798,-0.196095,-0.102228,-0.821406,-7.91491,0,0.28841,0,1,0.34,1
4000,A_w100_T10000_std_lr0.01_s1,0.22,0.00464646,0.17,15.3603,5.61965,0.184018,0.499162,0.00020202,1.95756,7.23143,0.270702,19.4436,0.109825,9.10538,8.36025,0.22,0.0661721,-0.0455782,-0.00692204,0.0504756,-0.184205,0.149258,-0.92736,-10.5272,0,0.427685,0,0.909091,0.17,1
4000,A_w100_T10000_std_lr0.01_s2,0.22,0.0040404,0.2,16.9283,6.06528,0.180592,0.500141,0,2.1687,8.48275,0.25566,19.3074,0.0975693,10.2491,8.97849,0.22,0.0540903,-0.0361341,-0.00159904,0.0477872,-0.242331,0.0260624,-0.674087,-6.26273,0,0.38005,0,1,0.2,1
4000,A_w100_T10000_std_lr0.01_s3,0.23,0.00242424,0.23,13.1537,5.4588,0.179827,0.498505,0,0.282054,3.22621,0.0874257,19.4369,0.0964151,10.3718,9.79669,0.23,0.0369256,-0.0412422,-0.00344435,0.0558083,-0.195358,0.536217,-0.805378,-9.01654,0,0.49431,0,1,0.23,1
4000,A_w100_T10000_std_lr0.01_s4,0.33,0.0020202,0.31,15.5835,6.0414,0.181171,0.500303,0,0.237408,2.65906,0.0892824,19.4494,0.0963284,10.3812,9.11259,0.33,0.0243273,-0.0556709,-0.0014943,0.0520636,-0.194086,0.1749,-0.984379,-10.0216,0,0.36279,0,1,0.31,1
5000,A_w100_T10000_std_lr0.01_s0,0.35,0.00242424,0.34,17.1773,6.63651,0.183517,0.505182,0,0.405826,4.54438,0.0893028,19.3059,0.117412,8.517,7.14856,0.35,0.0234757,-0.0503932,-0.000759459,0.0559366,-0.195225,-0.127792,-0.924717,-7.91491,0,0.29095,0,0.972222,0.34,1
5000,A_w100_T10000_std_lr0.01_s1,0.22,0.00464646,0.17,15.4865,5.68919,0.184074,0.499556,0.00020202,2.42871,5.63801,0.430775,19.4392,0.110797,9.0255,8.51034,0.22,0.0562442,-0.0456508,-0.00652323,0.0511555,-0.189758,0.146301,-0.945998,-10.5272,0,0.420545,0,0.954545,0.17,1
5000,A_w100_T10000_std_lr0.01_s2,0.21,0.00383838,0.2,16.9685,6.07977,0.18104,0.500091,0,0.137616,1.81399,0.0758637,19.2904,0.0991468,10.0861,8.9249,0.21,0.00984229,-0.0359257,-0.000265721,0.0482077,-0.238447,0.0128961,-0.738475,-6.26273,0,0.380245,0,0.954545,0.2,1
5000,A_w100_T10000_std_lr0.01_s3,0.23,0.00262626,0.23,13.4001,5.45154,0.179842,0.498576,0,0.217053,2.01265,0.107845,19.4347,0.0967965,10.3309,9.83893,0.23,0.0203119,-0.0416023,-0.00344435,0.0566673,-0.200307,0.514935,-0.850788,-9.01654,0,0.487585,0,1,0.23,1
