act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,none,0,0.001,0,1,0.8852666667,1,1,0.2300000042,0.2300000042,-0.3871427774,1.204798818,-3.212735176,0.3808333278,56.97039842,0.03999999911,0.03999999911,1.638678432,1.156950116,-1.536432862,0.9399999976,32.59822335,2.80847311,1.686667323,2.789432287,0,0.9983410382,0.8687091737,0.5509013087
