part,model,window,mean_meas,med_meas,mean_self,med_self,mean_up,med_up,mean_cross,med_cross,mean_bias,med_bias,mean_stretch,med_stretch,mean_rot,med_rot,mean_beta,med_beta,mean_meas1,med_meas1,mean_self1,med_self1,mean_up1,med_up1,mean_cross1,med_cross1,mean_bias1,med_bias1,med_d_d,sh_d_W_med,sh_d_W_absmed,sh_d_W_share,sh_d_mu_med,sh_d_mu_absmed,sh_d_mu_share,sh_d_S_med,sh_d_S_absmed,sh_d_S_share,med_d_rho,sh_rho_W_med,sh_rho_W_absmed,sh_rho_W_share,sh_rho_mu_med,sh_rho_mu_absmed,sh_rho_mu_share,sh_rho_S_med,sh_rho_S_absmed,sh_rho_S_share,sh_sig_W_med,sh_sig_S_med,med_absSb_minus_absSmu
chimera,RL_ELU1>LR_s0,t10-t20,-1.7848731416488948,-1.8459916816739637,0.4694655681904601,0.5759108448156194,6.02500090695042,5.402132583845461,-8.210840376358949,-7.871720866494746,-0.06849924043082865,-0.07132430374622345,8.782766435792425,7.818556745858974,-2.7577655288420044,-2.1109714901807313,0.0,0.0,-8.622473707176994,-7.616676300901833,-8.395931033156828,-7.410896751418111,0.0,0.0,0.0,0.0,-0.2265426740201656,-0.23822325561195612,-0.2428158716079567,0.2680123208074976,0.8923288248159023,0.09463784055889855,4.407862959766942,4.407862959766942,0.4362403257451711,-4.944602413358836,4.944602413358836,0.4863457434037224,0.03839738780516576,0.26107165462332854,0.42425294506307,0.12977890892689042,-1.52008654949483,1.52008654949483,0.4786056460351735,1.3199744437586793,1.3360301358607587,0.42680599265514185,0.8524468403739798,-0.6483140568579714,-2.592319338792297
chimera,RL_ELU1>LR_s0,t20-t50,-4.051754888514819,-4.163012974864871,-4.903616753730784,-5.262058328618968,0.41323895510179204,0.37260375061519735,0.5897786283252561,0.39234564743551026,-0.15115571821108462,-0.1589638814330101,-0.678295870668247,-0.6901691634975213,1.0915348257700388,0.9595230813235718,0.0,0.0,-14.159598411241548,-13.954387594817806,-13.476687149624576,-13.1611158839067,0.0,0.0,0.0,0.0,-0.6829112616169732,-0.7498787716031075,0.19499379264992828,-0.6393092750914506,0.8062327392171209,0.45533672028227556,0.34166623060485524,0.4408559695325378,0.24546058322882938,0.47852577401370455,0.47852577401370455,0.2635486172199639,-0.01692037682076876,0.07451696694334742,0.10404651646022868,0.5066437205701498,-0.05060111065315244,0.0603905693114274,0.32007280482149636,-0.015022647477151763,0.03475958304394655,0.16684154279505659,1.4890269958659919,1.542478867094169,-3.8473760589975012
chimera,RL_ELU1>LR_s0,t0-t10,-5.247032473768752,-5.767261205437847,2.772105211373796,2.5094297338945424,7.169755051893194,7.4218578547899465,-15.081661680579813,-14.164346279983446,-0.10723105645593023,-0.0992116349079879,11.81414776142895,11.76766928856194,-4.644392709535756,-4.557891512799752,0.0,0.0,-7.415514707718839,-7.6413041845925695,-7.36238860613711,-7.580916410523745,0.0,0.0,0.0,0.0,-0.053126101581729014,-0.05687551401206292,-1.5375686748298676,-0.5379960690960705,1.0776193904846139,0.29113930964644397,0.8837735659451609,1.449260805945824,0.3337011127692971,-1.8818584949878754,1.8818584949878754,0.4335808698540282,0.10585155584004095,0.25266633214009837,0.34384311189764116,0.22744981700567773,0.28762943754911297,0.5758511397024413,0.43056441150777447,-0.6524647377584873,0.716730754253419,0.44176754518997263,3.4325081834603774,0.31052629100978846,-5.405267740650046
chimera,RL_ELU1>LR_s0,t0-t20,-7.031905615417646,-7.203782876256563,3.2415707795642565,3.449222535515361,13.194755958843619,12.814523425057793,-23.292502056938762,-23.227195055621515,-0.17573029688675887,-0.16937200166285038,20.596914197221373,20.461295437327458,-7.402158238377762,-7.1155540356057,0.0,0.0,-16.037988414895832,-15.943585516996867,-15.758319639293939,-15.73630279916166,0.0,0.0,0.0,0.0,-0.27966877560189457,-0.28676475677639246,-1.7024935983052427,-0.06354990375544167,1.2854909354031028,0.09654582670843799,5.348638358651343,5.348638358651343,0.3939508203701717,-6.7012106338730115,6.7012106338730115,0.5279490458377616,0.12381178899763222,0.4961729455710261,0.6103322771882869,0.1790723719721538,-1.3137919999012357,1.515835170844165,0.47035880918355966,0.9510342225723497,1.4816652509235728,0.41878335821551427,4.342493479939726,-0.29749408286092194,-6.728721155601276
chimera,RL_ELU1>LR_s0,t0-t50,-11.083660503932466,-11.131846938538944,-1.6620459741665277,-1.3902154597156784,13.607994913945408,13.005028639034151,-22.7027234286135,-22.46817865484433,-0.3268860150978435,-0.3239946709945798,19.91861832655313,20.403809868783533,-6.310623412607722,-5.722812014421368,0.0,0.0,-30.197586826137385,-31.198747172670814,-29.23500678891852,-30.31103101635845,0.0,0.0,0.0,0.0,-0.9625800372188678,-0.9832685984438285,-1.5734359130184952,-0.6080179013924476,1.2695407276392223,0.09483100418704203,5.634002011386224,5.634002011386224,0.4211209386938578,-6.168327595713358,6.168327595713358,0.5140212682259216,0.10322841692912338,0.573454972171324,0.6168468976724897,0.18813074660082885,-1.3472498069412846,1.5023373868187804,0.47747949119147126,0.8652622569732307,1.4645932362720022,0.40265069162577916,5.782867010318846,0.9587794060052512,-10.450532796571657
chimera,RL_LR>ELU1_s0,t22+6000-t50,-70.483803360892,-70.36530177234533,-1.1386970052665948,0.0,-69.47894834171599,-71.1943405714297,0.13792726097879301,0.0,-0.004085274888202548,0.0,-71.69459815940719,-68.7793316819292,2.215649817691197,3.39651648314411,0.0,0.0,-7.677417328928182,-2.219298817757098,-7.326890755069957,-2.01013932153953,0.0,0.0,0.0,0.0,-0.35052657385822383,-0.25145066529512405,-0.15811582400191138,0.0,0.028225035537953247,0.010440926803338045,-1.651781088865905,1.651781088865905,0.5230632378142703,1.4287830569730053,1.4287830569730053,0.4581245663418807,0.019098710035284683,0.0,0.015498400398146511,0.03339261258995204,-0.062184337463838,0.24155858878122025,0.489383217165154,0.12127579294737312,0.20032310638147535,0.4793204997337749,0.0,19.494126045014546,-70.36530177234539
chimera,RL_LR>ELU1_s0,t0-t5,-0.25456162798590715,-0.20822459288498152,2.9875118989316234,3.1740986539179574,1.6554758956722104,1.664175223336548,-5.037963893906358,-5.068471591562236,0.140414471316617,0.14002085523679852,3.2893453267086312,3.2581562148993592,-1.633869431036421,-1.5881086476213047,0.0,0.0,-3.6761117318861523,-3.762064460448517,-3.6532781242126244,-3.706949977878943,0.0,0.0,0.0,0.0,-0.022833607673528603,-0.0313967689871788,-0.033479162352414105,1.0253137125639644,1.1447559549945097,0.2982897931712535,-1.4674359932955547,1.5372531104888925,0.44765313909990484,0.5118979534460755,0.7918978170172405,0.2223041944825559,0.00011011767088504529,-0.41191468290124933,0.41322902714851995,0.3517805120593055,0.5492397337152446,0.5492397337152446,0.49171041966649764,-0.1862604568429706,0.21442212201766842,0.17677870688384828,1.3787230210794792,0.27987932415761513,-0.36358007845642226
chimera,RL_LR>ELU1_s0,t5-t10,-21.04765646229494,-20.38513240338778,-4.194462193059825,-4.368223425253903,-7.654452677774422,-7.848545163900368,-9.157872993774632,-8.935643984254927,-0.04086859768605791,-0.04641963914036751,-8.179760700990627,-8.396471632152018,0.525308023216205,0.91698954743845,0.0,0.0,-3.193845777323358,-3.2937972479824866,-3.17515403355871,-3.184222880523359,0.0,0.0,0.0,0.0,-0.01869174376464798,-0.014526684302836657,-1.5421467437617558,-0.9421840483201506,0.9746699358069222,0.1814588983715804,-2.4975297858081227,2.4975297858081227,0.46151985272128415,1.9153167389120758,1.9153167389120758,0.34576962590306515,0.4777543632597736,0.24035656909530037,0.33777481959561456,0.3212030263220479,0.10481140691757712,0.44680630111656205,0.3872734934850366,0.12109498504944355,0.1857305631752256,0.18761572319283176,4.3067480861394625,6.691548091389648,-20.174853550672502
chimera,RL_LR>ELU1_s0,t10-t20,-68.72353247893695,-69.04127787759572,-2.2047516798634206,-5.497579554818058,-61.109559367373805,-57.22783517281532,-5.3878887604549766,-5.144538779248588,-0.021332671244745142,-0.0326236727705691,-68.22540610476412,-63.26296693112124,7.115846737390318,7.103809081195159,0.0,0.0,-8.057426608300064,-5.751784688171313,-7.895154228506924,-5.687898715053244,0.0,0.0,0.0,0.0,-0.1622723797931394,-0.14043368119746447,-1.1842957885177476,-0.017819602662361156,0.20395237688816123,0.039251554355655194,-3.044304066292913,3.044304066292913,0.5908110975406293,1.841692484061374,1.841692484061374,0.36007504711313265,0.35076007935054904,0.014143108443449917,0.129096198573705,0.14694236763702556,-0.16406956200750467,0.21052982316857843,0.27401403927699547,0.5117195487772166,0.5117195487772166,0.5630222319041409,2.7048872977422582,15.21004522144748,-68.86515558099418
chimera,RL_LR>ELU1_s0,t20-t50,-77.75213507709282,-79.4786230928527,-1.756328104560809,0.0,-76.07466666278215,-78.24750560575598,0.08314851943974082,0.0,-0.004288829189608805,0.0,-78.09538121142268,-74.31655682218226,2.0207145486405396,1.4844195109482978,0.0,0.0,-7.911276747613463,-2.1075527661726494,-7.545019276497203,-1.9038653032169353,0.0,0.0,0.0,0.0,-0.36625747111625967,-0.29281221330165863,-0.2568770655657344,0.0,0.04986500489659579,0.015622704491896127,-1.8401918988893944,1.8401918988893944,0.5282448603484308,1.5749295968780925,1.5749295968780925,0.4491643180601837,0.04932729809036901,0.0,0.0294456429607661,0.048566636487029455,-0.04276908711364133,0.25501841309341944,0.49518450378972256,0.09983415533271528,0.2415790349594899,0.45807289805639295,0.0,20.553135798313114,-79.4786230928527
chimera,RL_LR>ELU1_s0,t0-t10,-21.30221809028085,-20.57467367898711,-1.206950294128202,-1.3216318787153591,-5.998976782102212,-5.75435969730165,-14.195836887680992,-14.071318280163709,0.09954587363055907,0.10070330649614334,-4.890415374281996,-5.045055563967969,-1.108561407820216,-0.986583369714361,0.0,0.0,-6.8699575092095095,-6.972786142660976,-6.828432157771333,-6.9140392180774,0.0,0.0,0.0,0.0,-0.04152535143817659,-0.03096467675641179,-1.6664031522361236,0.14938665610073304,0.8683986319795957,0.10729746804464876,-4.12314278377103,4.12314278377103,0.5519986725961294,2.381189874064605,2.381189874064605,0.31715308824245086,0.46099889147595297,-0.14662202007691127,0.33938110550832945,0.27824920627283256,0.7211551617111964,0.7657450224360502,0.5481186768826138,-0.056804816998751104,0.2506622176386774,0.14993142788502728,5.632288561840598,6.936456468358425,-20.437633883469193
chimera,RL_LR>ELU1_s0,t0-t20,-90.02575056921782,-88.74251404686152,-3.411701973991622,-8.048119762978102,-67.10853614947602,-63.57138834655736,-19.583725648135967,-19.838363441479345,0.07821320238581393,0.052470953203737736,-73.11582147904612,-69.77360538326407,6.007285329570106,6.619887476070806,0.0,0.0,-14.927384117509575,-12.31837751490545,-14.723586386278257,-12.031946464046056,0.0,0.0,0.0,0.0,-0.203797731231316,-0.2120423164742533,-2.8661315659179096,0.11505057737673813,0.9412193084245786,0.07463921700259715,-7.053424804527014,7.053424804527014,0.5795316247067378,4.219796882170386,4.219796882170386,0.3417980543014879,0.8454215494784492,-0.15776120321121145,0.4023208453474858,0.25775621995565257,0.505375067995655,0.6440404382377101,0.3921816090132201,0.464669869845605,0.464669869845605,0.3036218689036168,8.90529234327425,22.305716895923638,-88.71944278015074
chimera,RL_LR>ELU1_s0,t0-t50,-167.7778856463106,-168.31085642440587,-5.168030078552431,-9.932879161141377,-143.18320281225814,-140.08102041647504,-19.50057712869623,-19.58011022824387,0.07392437319620512,0.026652991771697998,-151.2112026904688,-139.23680399743813,8.027999878210647,9.162573061383775,0.0,0.0,-22.838660865123032,-13.750666939544061,-22.268605662775457,-13.289343908319747,0.0,0.0,0.0,0.0,-0.5700552023475757,-0.48498764052055776,-3.07971923223458,0.17797615309497916,1.0127000820486223,0.060296497845076236,-8.869431203158026,8.869431203158026,0.5721034259005158,5.725905930570799,5.725905930570799,0.3621804621193333,0.8884915581296163,-0.17360975477384705,0.42443274901437744,0.24011915714463997,0.5102344921521638,0.8034717898802327,0.381800561680399,0.555556798982182,0.5604304595345189,0.33660640340665815,9.328702287242777,43.783247414117895,-168.2042740240169
chimera,RL_LR>LR_s0,t0-t5,-1.853446301509657,-2.107381666288661,1.173503685526552,1.2089276537747569,-0.33589607596698445,-0.327534375427944,-2.707911051281312,-2.740505508482575,0.016857140212086962,0.009938426315784454,1.6186136378576532,1.7138712931614237,-1.9545097138246381,-1.977068250079835,0.0,0.0,-4.411338938293564,-4.515704207466133,-4.357188582758325,-4.442068464870987,0.0,0.0,0.0,0.0,-0.05415035553523921,-0.03933465853333473,-0.8514254434313131,1.057024937702904,1.177590967900526,0.23118215453593932,-2.639872750196898,2.774386573848881,0.5026463613889133,0.23216892900310143,1.3342367044242525,0.23968479212294613,0.1342932165497261,-0.09571276876467132,0.17100686401828397,0.33210895729364326,0.29271793373339206,0.30908931449336663,0.4835453422530398,-0.043974127876399476,0.09909411924398229,0.16485278591622501,1.7650050093439669,0.03678450396018526,-2.0975893756607054
chimera,RL_LR>LR_s0,t5-t10,-2.14108994146361,-2.391379268312769,-0.019556764258801693,-0.20143101190240087,0.6824617689960474,0.7354451275788921,-2.7465809516799533,-2.7134251319486102,-0.057413994520902636,-0.0635988200083375,-0.09876030031643795,-0.08023371780628241,0.7812220693124854,0.8437312226287084,0.0,0.0,-2.0792605252136185,-2.0201678176652065,-1.992256005469105,-1.9727249088078151,0.0,0.0,0.0,0.0,-0.08700451974451426,-0.09755470347590744,-0.8335576427163638,-0.3042353909418252,0.9341053631171388,0.47749324892817285,-0.0860249255652975,0.5190695363392659,0.30129485999323535,-0.3462932023568941,0.3720891143893647,0.19792500577206562,0.27396183823582976,0.06832303239390708,0.29430046035511137,0.29265931846810295,-0.16743976479038086,0.23611852524446103,0.31719795536124495,0.2901031393072367,0.2901031393072367,0.3532485311237934,0.5389631054045747,-0.1474613678574811,-2.437984589858324
chimera,RL_LR>LR_s0,t10-t20,-1.2592648799133896,-1.1421478056578231,1.4513254539782678,0.9941548001585444,-0.02170649188192862,-0.15540764604989443,-2.6706828055820933,-2.4623832106892776,-0.018201036427635698,-0.011592285707592964,0.12736322044332946,-0.13207738450676149,-0.14906971232525826,-0.2735719497765452,0.0,0.0,-1.0410174662982452,-1.4103479821999878,-0.9122296620895495,-1.3097846139707463,0.0,0.0,0.0,0.0,-0.1287878042086959,-0.13251976668834686,-0.09901842080408696,0.0751704527012036,0.5445305635625994,0.4658110074890621,-0.2395892062176932,0.4073705066511435,0.314225468458601,-0.0829638108739276,0.27160525418013937,0.19545283990355933,-0.013154020955002982,-0.012255062841573293,0.21067351470348808,0.40095962055338974,-0.04210438864137076,0.1478575920474068,0.2863426587806569,0.07362521082141532,0.12302383100499106,0.2507466322870894,0.3111642164794579,0.2586855805068068,-2.1621694798276785
chimera,RL_LR>LR_s0,t20-t50,-2.153531918659397,-1.8758542025093496,-0.874367736509919,-0.4854347822287085,-1.777790091377922,-1.678504093374581,0.6374856826708265,0.480253021730896,-0.13885977344238198,-0.14482484571635723,-2.105151283439475,-2.1303424699393827,0.3273611920615529,0.465554052392205,0.0,0.0,-3.043588200792217,-2.9006026984217272,-2.568772977686965,-2.4109216082526004,0.0,0.0,0.0,0.0,-0.4748152231052518,-0.4748195633292198,-0.19720690309740307,-0.07626568109860465,0.46191084651803327,0.3771049086515503,-0.35739326297490037,0.47935452149097146,0.39833631336189784,0.23370744297323595,0.25660998624752374,0.2034203242580172,-0.004435693110970751,-0.04899395586812207,0.18013416012543443,0.44651817112203307,-0.04538468653075203,0.14334671905345234,0.3361234872088369,0.039270781545700836,0.0752032920652189,0.18541216729415633,0.26779678719502154,0.419810794888476,-2.3481819017230934
chimera,RL_LR>LR_s0,t0-t10,-3.994536242973267,-4.64183924913624,1.1539469212677502,0.6260593116060069,0.346565693029063,0.2728432014571918,-5.454492002961263,-5.476704895564277,-0.04055685430881567,-0.05273063853383064,1.5198533375412153,1.390212323361024,-1.1732876445121523,-1.2347356181094369,0.0,0.0,-6.4905994635071815,-6.595157182179122,-6.349444588227429,-6.444996973623814,0.0,0.0,0.0,0.0,-0.14115487527975346,-0.13382038939744234,-1.9065786564552638,0.8287847996374835,1.113058117449632,0.23876198208231264,-2.7199593377998053,2.791752217742589,0.5234573777764937,-0.11158801127699333,1.3007473527231581,0.2514594623227665,0.3859277558853085,-0.009209390317456524,0.23829396521972954,0.3177384360972997,0.1586025722655616,0.26938309091349805,0.3373208589877885,0.2487009256113284,0.25115700313563827,0.3148428224390655,2.318000248183668,-0.13784764973589897,-4.520080542859555
chimera,RL_LR>LR_s0,t0-t20,-5.2538011228866575,-5.530430567870473,2.6052723752460185,2.4418518602911896,0.32485920114713435,0.045405425693713475,-8.125174808543356,-8.483600075163949,-0.05875789073645137,-0.048178717494010925,1.6472165579845452,1.5980149870166254,-1.3223573568374107,-1.483895768786764,0.0,0.0,-7.531616929805429,-7.816793147633199,-7.261674250316978,-7.466922223202589,0.0,0.0,0.0,0.0,-0.26994267948844936,-0.26613812055438757,-1.838571486692976,0.8713676784535054,1.252999893421579,0.23684709424823663,-2.9344902074755375,3.0601057742453497,0.5119403167959269,-0.23783200642565977,1.310783293627692,0.23603244027727593,0.35959337561204296,-0.09527651492039521,0.22006299903888352,0.2976749113871876,0.09161908749313229,0.26831788516061134,0.30833330697142636,0.2846301386246923,0.2846301386246923,0.38678550387480765,2.598547582584797,0.042667687489792994,-5.375135762464327
chimera,RL_LR>LR_s0,t0-t50,-7.407333041546054,-7.328788408238619,1.7309046387360991,1.5865655571082957,-1.452930890230788,-1.2097275543780968,-7.4876891258725315,-7.475627699577631,-0.19761766417883336,-0.223711944418028,-0.4579347254549303,-0.47956231037412184,-0.9949961647758581,-0.9418464751118296,0.0,0.0,-10.575205130597645,-10.507860526817435,-9.830447228003942,-9.906021776894919,0.0,0.0,0.0,0.0,-0.7447579025937011,-0.7259697960689664,-2.02083534602075,0.7621991031739175,1.0925627246493042,0.2236072138990758,-3.21621275569962,3.414578978196386,0.5456224062330925,0.037687698291651694,1.353399566830232,0.21358398054066094,0.3649979355978695,-0.09921467743806581,0.25137384284283226,0.2917701131940219,0.07463970434571812,0.21852365054394285,0.2724523994050625,0.3732817233645104,0.3732817233645104,0.4479731359594018,2.7346693991676116,0.5567726614369216,-6.963636580418971
