part,model,window,mean_meas,med_meas,mean_self,med_self,mean_up,med_up,mean_cross,med_cross,mean_bias,med_bias,mean_stretch,med_stretch,mean_rot,med_rot,mean_beta,med_beta,mean_meas1,med_meas1,mean_self1,med_self1,mean_up1,med_up1,mean_cross1,med_cross1,mean_bias1,med_bias1,med_d_d,sh_d_W_med,sh_d_W_absmed,sh_d_W_share,sh_d_mu_med,sh_d_mu_absmed,sh_d_mu_share,sh_d_S_med,sh_d_S_absmed,sh_d_S_share,med_d_rho,sh_rho_W_med,sh_rho_W_absmed,sh_rho_W_share,sh_rho_mu_med,sh_rho_mu_absmed,sh_rho_mu_share,sh_rho_S_med,sh_rho_S_absmed,sh_rho_S_share,sh_sig_W_med,sh_sig_S_med,med_absSb_minus_absSmu
chimera,RL_ELU1>ELU1_s0,t17+375-t50,-63.578055434222875,-63.185506916447494,-3.556160431423243,-0.0006640998601109838,-59.29551633872119,-57.977777811519076,-0.7174374022358773,0.0,-0.008941261842555831,-8.42660665512085e-06,-64.81132836874323,-63.45615057854937,5.515812030022049,6.2844832560301125,0.0,0.0,3.1942033723165157,1.1071212265673531,3.3592951008281324,1.3713927457182464,0.0,0.0,0.0,0.0,-0.16509172851161566,-0.25952854519709945,0.02666548422444004,0.0,0.00789456506371855,0.003075211073883246,-1.6527301602908446,1.6527301602908446,0.49422319776120294,1.7119745195721725,1.7119745195721725,0.4943102465125532,-0.06426228071205642,0.0,0.004440813514644801,0.012666193827240463,-0.09855908958330038,0.21238894605050485,0.5167447181283888,0.01029457444988996,0.16853896222586626,0.4188284123181948,0.00021602048172919552,17.059147727406337,-63.184119141503174
chimera,RL_ELU1>ELU1_s0,t0-t5,-4.952418289436812,-5.0134726533951355,-0.15937782678545592,0.04359095688344827,3.4563380877121808,3.4115097380796464,-8.207967076969862,-7.720689012147901,-0.04141147339367308,-0.041429925709962845,3.2496972493163416,3.362553489703158,0.2066408383958384,0.14488210916050098,0.0,0.0,-2.603021051692579,-2.693858149109536,-2.628254401377438,-2.7423989036664826,0.0,0.0,0.0,0.0,0.025233349684858696,0.0276234689517878,-1.1252594155832214,-1.9379411454735216,2.013927835593814,0.36450242734690985,-1.3353925173257277,1.6870494719669347,0.2691462137177838,2.1379482721031304,2.1379482721031304,0.36858499318907195,0.05272233946779742,0.09067313431940435,0.24956453546133792,0.4225720878072228,0.14787298955335149,0.18627488235111694,0.3344120395195379,-0.17018707197894162,0.18003277002493384,0.33208662067042294,2.7467749866715225,2.1370943526794552,-4.933854463911255
chimera,RL_ELU1>ELU1_s0,t5-t10,-35.013299986472994,-34.780994570892624,-8.20453622625119,-8.60421846521653,-17.978626152542063,-17.795308475269888,-8.750393859905698,-8.73933513638141,-0.07974374777404591,-0.0795476883649826,-23.469773664422014,-22.565068441268934,5.491147511879956,6.471833966181585,0.0,0.0,-0.1597212244499084,-0.7732666944825086,-0.21134086206251076,-0.8284445335978221,0.0,0.0,0.0,0.0,0.05161963761260267,0.05795365711674094,-1.422511646646281,-0.760700647135171,0.8743609266600778,0.15509879825100187,-2.6931233048026764,2.6931233048026764,0.4862628466844511,1.8483488104908865,1.8483488104908865,0.3423135103335282,0.46512215773773985,0.23902854553462155,0.3288479442516357,0.3219970256763185,-0.17596303447889078,0.268861794134501,0.275933307606263,0.4112147082487484,0.4112147082487484,0.4207627880201784,4.106835680812697,7.7857806712643205,-34.384340328968094
chimera,RL_ELU1>ELU1_s0,t10-t20,-66.65286156549872,-65.95607943575226,-5.030556179516218,-3.23664562773613,-58.813211298903134,-58.74645756760344,-2.7866953771431557,-2.9460667622306715,-0.022398709936242087,-0.013070594519376755,-59.46409651389178,-58.126871250254766,0.6508852149886566,0.5281014150025312,0.0,0.0,-2.921834852423316,-5.513072398611184,-2.778731655557902,-5.253831637211913,0.0,0.0,0.0,0.0,-0.14310319686541334,-0.19106271723285317,-1.0083643807482712,-0.01669031840359439,0.14346126276721427,0.035881698227199,-2.616789840670039,2.616789840670039,0.5859078629299743,1.6670489643622344,1.6670489643622344,0.3666784097944139,0.4362785361129017,0.015165571381907723,0.06981465690715519,0.09654518512238812,-0.0053004860013149,0.13185295715987477,0.22102177521745947,0.4204464420232849,0.4204464420232849,0.6376797778816108,1.3910914297950177,12.794607362408321,-65.8415796600594
chimera,RL_ELU1>ELU1_s0,t20-t50,-49.12765199898113,-47.40738101587502,-2.744258197088036,0.0,-45.84616547947302,-45.555826111341986,-0.5303257298639187,0.0,-0.006902592556143645,0.0,-52.05862249118952,-52.51628357385803,6.212457011716472,5.500554048687514,0.0,0.0,3.606297910172357,2.63897285317066,3.72682656489625,2.927151288656635,0.0,0.0,0.0,0.0,-0.12052865472389385,-0.20671825483441353,0.11484102776077498,0.0,0.007875796896323228,0.004146925332883128,-1.248316652051554,1.248316652051554,0.480378158127664,1.3434180538506735,1.3434180538506735,0.5066843547667523,-0.07417755525875774,0.0,0.004441544099089763,0.007439680570847464,-0.08109999578297433,0.19070865657004818,0.5153048226654469,-0.002556073537579834,0.175101244807168,0.4555638903034507,0.0,14.373997580881332,-47.40738101587502
chimera,RL_ELU1>ELU1_s0,t0-t10,-39.9657182759098,-39.383841772731174,-8.363914053036645,-8.60669835479629,-14.522288064829882,-12.859701584524334,-16.95836093687556,-17.018518658619772,-0.12115522116771898,-0.13162087835371494,-20.220076415105677,-19.640352709003576,5.697788350275793,6.769450529826889,0.0,0.0,-2.762742276142488,-4.138248612270069,-2.8395952634399486,-4.243483592404573,0.0,0.0,0.0,0.0,0.07685298729746137,0.08171105198562145,-2.3277077034831413,-2.6227595433658113,2.6227595433658113,0.2385518189350916,-3.6917089267093157,3.6917089267093157,0.37204659997954465,4.241769616767253,4.241769616767253,0.3768758068517969,0.532638999854091,0.3474921519862163,0.5005200520765902,0.4217241646995441,1.688237839396218e-05,0.3659348178202235,0.2900030770343741,0.20600600804253563,0.2873237338259213,0.24339166066933965,6.931693777259493,9.871669038616785,-38.94991974815359
chimera,RL_ELU1>ELU1_s0,t0-t20,-106.61857984140852,-105.60549993536931,-13.394470232552864,-16.294506139375542,-73.33549936373299,-70.90158314025471,-19.745056314018715,-19.37732630439401,-0.14355393110396109,-0.13843544898554683,-79.68417292899744,-76.91817495168083,6.348673565264452,5.7359729171460385,0.0,0.0,-5.684577128565803,-11.64784768978782,-5.61832691899785,-11.531250227917376,0.0,0.0,0.0,0.0,-0.06625020956795197,-0.09985386114567518,-3.497350974531626,-2.7132846544893754,2.7132846544893754,0.18101872433696653,-6.581817015121327,6.581817015121327,0.4379079380029557,5.821096204113816,5.821096204113816,0.37551768233063754,0.9944814780110341,0.3956529457420699,0.46289038138548766,0.2782762038340941,-0.01728376194494141,0.30529950431053055,0.19916295471520135,0.629746282376709,0.6374702802999921,0.4303368780327737,8.66161292033679,21.998640948180636,-105.23345369103862
chimera,RL_ELU1>ELU1_s0,t0-t50,-155.74623184038967,-155.76279153195782,-16.138728429640896,-17.94647473242064,-119.18166484320602,-117.22248879543021,-20.275382043882637,-19.581987339232093,-0.15045652366010473,-0.14107292797416449,-131.74279542018698,-127.80734878095046,12.561130576980922,13.792499003181723,0.0,0.0,-2.078279218393446,-7.873261366981059,-1.8915003541015998,-7.352254057833905,0.0,0.0,0.0,0.0,-0.18677886429184581,-0.3095845077186823,-3.4509210947702265,-2.705072008783938,2.705072008783938,0.15897748066930434,-7.5501857904249725,7.5501857904249725,0.4400794500070103,7.0560606339774825,7.0560606339774825,0.3979433713684752,0.9323597149322405,0.38011107128565763,0.49701282414292675,0.2829817863705526,-0.09888163792078346,0.35502384890630023,0.22961707256439687,0.620541668486826,0.620541668486826,0.41826970185609014,9.145790996069437,36.54853828850143,-155.0828984741645
chimera,RL_ELU1>LR_s0,t0-t5,-2.9632708069357783,-3.282361518699937,1.5075193419809165,1.1320632710413765,2.3841602156650317,2.5184836056219564,-6.810855114859713,-7.1394047180496685,-0.04409524972201325,-0.03689563344232738,4.839841922615648,5.319911101810093,-2.4556817069506165,-2.3869263490052646,0.0,0.0,-3.6640600242378967,-3.610437583378789,-3.674879133543054,-3.6285425980284822,0.0,0.0,0.0,0.0,0.010819109305157327,0.009070824511582032,-1.0860772111449308,-0.16827230093773166,0.9021492302745107,0.27917966379253667,-0.9991148991155301,1.4933493184212199,0.380881411852691,0.2376499730177164,0.8972799301608827,0.27187699045853597,0.029300042834515264,0.13395404528351237,0.2272175575458752,0.2886755910730917,0.24239336508895631,0.28633447027708625,0.3270961356553146,-0.33441109355768717,0.35907701580475904,0.43136458211175266,2.402612700586143,0.6375118409931363,-3.2291367480899775
chimera,RL_ELU1>LR_s0,t5-t10,-2.2837616668329743,-2.247396986820143,1.2645858693928795,1.2335130705069413,4.785594836228162,4.192977112646554,-8.270806565720099,-7.565602411270574,-0.06313580673391699,-0.06609877198934555,6.974305838813301,6.195363511584295,-2.188711002585139,-2.0026520500160667,0.0,0.0,-3.751454683480942,-3.8897934739046223,-3.687509472594056,-3.833999426481347,0.0,0.0,0.0,0.0,-0.06394521088688634,-0.06682942807674408,-0.4974501359055513,-0.24439704275571283,1.0402827088005957,0.22558222382921497,1.8258919978572772,1.8258919978572772,0.3647171957927661,-2.0410936854744444,2.0410936854744444,0.4264891474539251,0.05607970194134053,0.25433753456779334,0.3513617851758377,0.3153211423546047,0.08966474592184523,0.4135876095031884,0.3936068414889874,-0.23373246997745578,0.42051652443406784,0.37238313485809393,0.8561299316449607,-0.32354967110541405,-3.0466488751815426
