env,pair,arm,seed,late_acc,floor_thr,at_floor,first_floor,d2_late,c2_late,c2_none_late,d2_none_late,rho_t50,k2_t50,c2_t50,pmin_t50,cos1_t50,r2_t50,hbar_t50,zbar_t50,gate_t50,absorbed_t50,h2pos_zero_t50,h2pos_min_t50,beta_med_t50,gamma_med_t50,betain_med_t50,Wbeta_med_t50,led_meas,led_self,led_up,led_cross,led_bias,led_beta,absSb_minus_absSmu
RL,ELU1>ELU1,none,0,0.10226249800000001,0.12276671928110718,True,13,-3.3904290914535524,3.3808976151283603,3.3808976151283603,-3.3904290914535524,0.9649279117584229,2.1376342272737965,3.361072105007231,76.2979576234886,0.2904684772811401,209.60846619562128,-155.7276611328125,-155.7276611328125,8.351947326445952e-05,0.97,0.9933333333333334,0.0,0.0,1.0,0.0,0.0,-155.74623184038967,-16.138728429640896,-119.18166484320602,-20.275382043882637,-0.15045652366010473,0.0,-155.0828984741645
RL,ELU1>ELU1,inLN,0,0.27104269000000003,0.12276671928110718,False,,-2.843167614936829,7.087774401649639,3.3808976151283603,-3.3904290914535524,0.13937386870384216,5.906746578866587,8.425131949209822,2.6675023449422266,-1.990539862372106e-17,8.923995308907726,-21.98601531982422,-21.98601531982422,0.032496947795152664,0.25,0.0,0.01,0.0,1.0,0.0,0.0,-23.023403550155628,-12.115522681160265,4.118403875938506,-14.789535503440929,-0.23674924149294385,0.0,-21.383737657319227
RL,ELU1>ELU1,inLN_a,0,0.110257297,0.12276671928110718,True,21,-9.250045013427734,22.134000653069585,3.3808976151283603,-3.3904290914535524,0.1850595325231552,7.162206033745525,18.243335453372072,26.83209072155543,-0.060140820479141884,44.174814083630224,-63.87798309326172,-63.87798309326172,0.001632274710573256,0.87,0.8808333333333334,0.0,0.0,1.0,-0.4726925492286682,-21.01706314086914,-65.1495657600529,-8.164011805788181,-39.616696668451844,-17.06406437297646,-0.3047929128364194,-20.80284854032163,-63.61668290514808
RL,ELU1>ELU1,preLN,0,0.48132396,0.12276671928110718,False,,0.5007106810808182,4.8443211068736,3.3808976151283603,-3.3904290914535524,0.01096409186720848,3.3858166343339313,4.617243778845504,1.0055088631560491,0.4404031222582648,3.7701617701652443,0.050546783953905106,1.7213048934936523,0.7728135585784912,0.0,0.0,0.39,0.0,1.0,0.0,0.0,1.3159705153394317,4.114711535090384,-0.6451336145497553,-2.4039097252761867,0.25030232007498854,0.0,-1.3891291322716235
RL,ELU1>ELU1,preLN_a,0,0.72476042,0.12276671928110718,False,,1.8702067971229552,3.3876247801728745,3.3808976151283603,-3.3904290914535524,0.4785498380661011,2.721140306729243,3.4235418362870083,1.7081669860082798,-0.05668069576159175,8.32569533788678,-4.128452301025391,22.037837982177734,0.3260687589645386,0.08,0.0,0.09,-3.729583501815796,5.560258388519287,0.0,0.0,22.54577385045281,20.676127967168473,-16.62431278760372,17.94260043625832,0.5513582346297334,0.0,-21.048214018626773
RL,ELU1>LR,none,0,0.33031042,0.12276671928110718,False,,-1.6365150451660155,5.070084055270854,5.070084055270854,-1.6365150451660155,0.14512620866298676,2.7884531601640394,4.040766190582939,3.302649491343141,-0.6893786208680631,10.656468534469616,-11.134918212890625,-11.134918212890625,0.1316799819469452,0.0,0.47000000000000003,0.0,0.0,1.0,0.0,0.0,-11.083660503932466,-1.6620459741665277,13.607994913945408,-22.7027234286135,-0.3268860150978435,0.0,-10.450532796571657
RL,ELU1>LR,inLN,0,0.21147603999999998,0.12276671928110718,False,,-3.123699951171875,7.3574315619941855,5.070084055270854,-1.6365150451660155,0.161952942609787,6.914390415482325,8.373622614989879,1.6221914612647166,4.770667297245549e-18,9.308744085056349,-5.140436172485352,-5.140436172485352,0.11384500563144684,0.0,0.8200000000000001,0.0,0.0,1.0,0.0,0.0,-5.268118329849459,-0.8468771935936812,4.699003483300853,-8.78785015723335,-0.3323944623232819,0.0,-4.480980599044162
RL,ELU1>LR,inLN_a,0,0.24163228,0.12276671928110718,False,,-2.291651964187622,6.316458063626707,5.070084055270854,-1.6365150451660155,0.10170464217662811,6.3903531738932555,7.720748476125694,0.5103788855542084,-0.4823492753650226,2.961906883072356,-5.746423721313477,-5.746423721313477,0.11846500635147095,0.0,0.8408333333333334,0.0,0.0,1.0,0.2137516438961029,6.493634223937988,-5.583194949632716,-0.4005144701867577,10.990970932976342,-15.677821215859844,-0.49583019656245597,2.3512028989791194,-4.713086341870095
RL,ELU1>LR,preLN,0,0.45513229000000005,0.12276671928110718,False,,1.400533127784729,4.078094605594732,5.070084055270854,-1.6365150451660155,0.08417882770299911,3.283597699448353,4.331348730287538,0.8435718972220846,0.4754456359761583,3.487282721175326,-0.3982756733894348,4.3259992599487305,0.4414224624633789,0.0,0.0,0.28,0.0,1.0,0.0,0.0,7.046393273108833,13.107667970133809,-5.888879156358878,-0.7058932835497245,0.5334977428836283,0.0,-3.9565310102852824
RL,ELU1>LR,preLN_a,0,0.67212394,0.12276671928110718,False,,2.0677029967308043,4.127177520672988,5.070084055270854,-1.6365150451660155,0.22588106989860535,5.9240086599187896,4.39432370461832,-2.2461224266493596,-0.6217315456214942,6.452432567045381,-2.4813857078552246,16.306156158447266,0.2563375234603882,0.01,0.0,0.1,-2.7175161838531494,3.1056504249572754,0.0,0.0,16.36530345529998,21.871686503309217,-12.83948265446461,6.6912917576180355,0.6418078488373431,0.0,-15.142776568259158
RL,LR>ELU1,none,0,0.102280212,0.12276671928110718,True,16,-3.1289146661758425,3.2520853788933466,3.2520853788933466,-3.1289146661758425,0.9284218549728394,2.155615629523129,3.252634053600535,65.23853358909444,0.11984423237684064,193.43073124529232,-168.34979248046875,-168.34979248046875,8.333334335475229e-06,0.99,0.9991666666666668,0.0,0.0,1.0,0.0,0.0,-167.7778856463106,-5.168030078552431,-143.18320281225814,-19.50057712869623,0.07392437319620512,0.0,-168.2042740240169
