seed,env,act1,act2,task,floor_acc,online_acc,online_ce,finite,train_acc,train_ce,a1_rms,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1,lowgate_l1,nearzero_l1
1,PM,ELU1,LR,15,0.1141667,0.9906666,0.03903416,True,1,3.143152e-05,1.730661,5.86352,2.445084,2.552088,5.812453,0.3809833,0.2043667
1,PM,LR,ELU1,15,0.1141667,0.990875,0.03709282,True,1,3.738165e-05,1.268013,5.264235,2.651674,2.416323,5.208337,0,0.1818417
1,PM,LR,LR,15,0.1141667,0.9904375,0.03686971,True,1,2.98655e-05,1.181254,5.449039,2.619036,3.132114,5.388013,0,0.1844333
2,RL,ELU1,ELU1,15,0.1125,0.1251875,2.231586,True,0.1933333,2.116121,11.24228,12.10714,4.39412,4.148479,12.01372,0.6809167,0.05268334
2,RL,ELU1,LR,15,0.1125,0.4639167,1.544553,True,0.7958333,0.6190345,1.404999,15.09868,3.977926,4.917328,15.03718,0.8843417,0.02805833
2,RL,LR,ELU1,15,0.1125,0.1523438,2.164313,True,0.2525,1.915175,3.180076,14.25541,5.104597,4.750673,14.00544,0,0.036625
2,RL,LR,LR,15,0.1125,0.5291354,1.460629,True,0.8566667,0.5203635,0.9895387,12.52285,3.675356,6.371116,12.45161,0,0.04257501
2,PM,ELU1,ELU1,15,0.1158333,0.9918021,0.0325355,True,1,2.402147e-05,1.932969,6.11374,2.933548,2.309892,6.066497,0.3255583,0.21165
2,PM,ELU1,LR,15,0.1158333,0.9912395,0.03295941,True,1,1.793226e-05,1.910466,5.927709,2.394825,2.59359,5.871926,0.32795,0.2176083
2,PM,LR,ELU1,15,0.1158333,0.9906354,0.03665883,True,1,3.898541e-05,1.247466,5.411719,2.613547,2.443854,5.354009,0,0.1821333
2,PM,LR,LR,15,0.1158333,0.9909583,0.03711197,True,1,3.505548e-05,1.287047,5.468249,2.61773,3.276023,5.409954,0,0.1919667
0,RL,ELU1,ELU1,16,0.1166667,0.1081146,2.300699,True,0.125,2.249061,12.46385,11.71596,4.121125,3.840405,11.5784,0.7007833,0.04500833
0,RL,ELU1,LR,16,0.1166667,0.5313542,1.396895,True,0.8758333,0.4046255,1.50316,15.17039,3.959049,4.702336,15.11131,0.8455417,0.03813333
0,RL,LR,ELU1,16,0.1166667,0.121625,2.265482,True,0.15,2.178269,7.924374,12.92942,4.899437,4.527528,12.63186,0,0.04015834
0,RL,LR,LR,16,0.1166667,0.4830729,1.570811,True,0.79,0.6794373,0.9005263,13.65829,3.61024,6.466451,13.57276,0,0.03225834
0,PM,ELU1,ELU1,16,0.1191667,0.9918229,0.03631657,True,1,4.115661e-05,2.217033,6.053918,2.953333,2.310874,5.988154,0.3041084,0.2153167
0,PM,ELU1,LR,16,0.1191667,0.9919583,0.03324684,True,1,2.872229e-05,1.947881,6.05865,2.455524,2.652234,6.01098,0.3015417,0.2223833
0,PM,LR,ELU1,16,0.1191667,0.9917604,0.03398798,True,1,4.12337e-05,1.472533,5.459142,2.800846,2.401287,5.409164,0,0.1774917
0,PM,LR,LR,16,0.1191667,0.9913333,0.03466301,True,1,3.003558e-05,1.09439,5.531385,2.652879,3.303043,5.475773,0,0.186975
1,RL,ELU1,ELU1,16,0.1133333,0.1068437,2.307324,True,0.1125,2.28727,12.18943,11.35787,3.936879,3.85588,11.23302,0.6228167,0.052225
1,RL,ELU1,LR,16,0.1133333,0.4653542,1.534416,True,0.805,0.5933788,1.372578,15.28472,3.930215,4.736546,15.23158,0.8738334,0.03214167
1,RL,LR,ELU1,16,0.1133333,0.1293958,2.234799,True,0.1775,2.118592,6.607068,13.19894,4.814674,4.55743,12.90547,0,0.04613334
1,RL,LR,LR,16,0.1133333,0.511625,1.490691,True,0.8566667,0.5334939,0.998271,13.02011,3.620521,6.472172,12.9463,0,0.03660833
1,PM,ELU1,ELU1,16,0.1141667,0.9912604,0.03730397,True,1,3.894568e-05,2.121238,6.237368,3.00947,2.301341,6.163695,0.355075,0.1857917
1,PM,ELU1,LR,16,0.1141667,0.9906875,0.04105159,True,1,4.008293e-05,1.726463,6.060685,2.490071,2.570493,6.004794,0.3610333,0.212325
1,PM,LR,ELU1,16,0.1141667,0.9919792,0.03717403,True,1,5.562544e-05,1.343065,5.454858,2.746637,2.468364,5.389307,0,0.1727167
1,PM,LR,LR,16,0.1141667,0.9903646,0.04198651,True,1,3.484567e-05,1.27702,5.633624,2.684366,3.175898,5.566251,0,0.167325
2,RL,ELU1,ELU1,16,0.1066667,0.1111146,2.276842,True,0.1333333,2.204455,11.86938,12.26164,4.416531,4.144541,12.17332,0.6757083,0.05309167
2,RL,ELU1,LR,16,0.1066667,0.4523333,1.538989,True,0.7758334,0.6537395,1.368522,15.66185,4.003469,4.860256,15.60936,0.88545,0.02899167
2,RL,LR,ELU1,16,0.1066667,0.1294479,2.227957,True,0.1783333,2.086258,3.478901,14.60068,5.146101,4.747621,14.29861,0,0.0302
2,RL,LR,LR,16,0.1066667,0.5162084,1.468042,True,0.8583333,0.4913429,1.013257,12.87074,3.66808,6.289499,12.79418,0,0.04129166
2,PM,ELU1,ELU1,16,0.1158333,0.9918021,0.03428081,True,1,2.17851e-05,1.940734,6.299949,3.025777,2.318501,6.248372,0.3117167,0.21115
2,PM,ELU1,LR,16,0.1158333,0.991625,0.03018767,True,1,1.582623e-05,1.847488,6.129345,2.445304,2.603753,6.079643,0.3481583,0.2117417
2,PM,LR,ELU1,16,0.1158333,0.9911875,0.03476973,True,1,3.697316e-05,1.368114,5.614824,2.709548,2.465379,5.552479,0,0.1817833
2,PM,LR,LR,16,0.1158333,0.9911875,0.03483174,True,1,3.193696e-05,1.329452,5.647191,2.680468,3.314585,5.588252,0,0.1861083
0,RL,ELU1,ELU1,17,0.11,0.1105729,2.293363,True,0.125,2.271658,12.67899,11.85512,4.135422,3.838816,11.72142,0.6832333,0.04846667
0,RL,ELU1,LR,17,0.11,0.5181667,1.414891,True,0.8733333,0.4281372,1.514273,15.76161,3.997764,4.664559,15.70576,0.8498001,0.03801667
0,RL,LR,ELU1,17,0.11,0.1157083,2.274791,True,0.15,2.189849,8.820674,13.10969,4.92695,4.52224,12.79525,0,0.03845
0,RL,LR,LR,17,0.11,0.5096771,1.493901,True,0.8241667,0.608922,0.9217722,14.08199,3.617888,6.430728,13.9927,0,0.0346
0,PM,ELU1,ELU1,17,0.1191667,0.9915,0.03528114,True,1,3.345808e-05,2.015949,6.255296,3.043996,2.335897,6.191616,0.3182833,0.215025
0,PM,ELU1,LR,17,0.1191667,0.9919583,0.03209444,True,1,2.697547e-05,1.877082,6.248324,2.505362,2.665059,6.194142,0.3454417,0.2137917
0,PM,LR,ELU1,17,0.1191667,0.9920104,0.03486305,True,1,4.219532e-05,1.74405,5.654043,2.885519,2.439684,5.601662,0,0.1854333
0,PM,LR,LR,17,0.1191667,0.9913333,0.03545167,True,1,2.466202e-05,1.053788,5.692527,2.666696,3.272399,5.641503,0,0.1982917
1,RL,ELU1,ELU1,17,0.1133333,0.1056458,2.304953,True,0.12,2.272529,12.57836,11.43593,3.943674,3.851789,11.30828,0.6283833,0.05410833
1,RL,ELU1,LR,17,0.1133333,0.4713125,1.532702,True,0.8,0.5987598,1.350517,15.87563,3.947923,4.640501,15.82419,0.8804834,0.03106667
1,RL,LR,ELU1,17,0.1133333,0.1208333,2.265461,True,0.1483333,2.190188,7.159733,13.40227,4.840427,4.553259,13.05946,0,0.03381667
1,RL,LR,LR,17,0.1133333,0.4936979,1.542557,True,0.815,0.6502527,0.9849729,13.48305,3.635003,6.40247,13.39454,0,0.03444166
1,PM,ELU1,ELU1,17,0.1141667,0.9914583,0.03444263,True,1,2.93986e-05,1.820266,6.425898,3.09915,2.329573,6.350793,0.3473334,0.2130583
1,PM,ELU1,LR,17,0.1141667,0.9907396,0.03693674,True,1,2.798796e-05,1.722557,6.245863,2.530494,2.579381,6.186821,0.3614,0.213725
1,PM,LR,ELU1,17,0.1141667,0.9912292,0.03597311,True,1,4.567464e-05,1.143819,5.628464,2.832926,2.472531,5.558147,0,0.1747916
1,PM,LR,LR,17,0.1141667,0.990625,0.03516208,True,1,3.537099e-05,1.315824,5.813582,2.76373,3.236635,5.742218,0,0.1704167
2,RL,ELU1,ELU1,17,0.1158333,0.1137292,2.290021,True,0.1283333,2.235577,12.65559,12.35582,4.430942,4.138177,12.25948,0.7155583,0.046225
2,RL,ELU1,LR,17,0.1158333,0.4242708,1.643862,True,0.7208334,0.7939693,1.308761,16.25689,4.010935,4.714746,16.20351,0.9069584,0.02389167
2,RL,LR,ELU1,17,0.1158333,0.1338333,2.229162,True,0.1958333,2.05761,3.871626,14.92931,5.196045,4.745263,14.59066,0,0.0288
2,RL,LR,LR,17,0.1158333,0.5278021,1.446279,True,0.8508334,0.5225614,1.10864,13.16115,3.690116,6.265342,13.0768,0,0.03986667
2,PM,ELU1,ELU1,17,0.1158333,0.9912708,0.03600108,True,1,2.903144e-05,2.063287,6.479863,3.106225,2.348305,6.425686,0.3011167,0.220025
2,PM,ELU1,LR,17,0.1158333,0.9915729,0.03166229,True,1,1.941045e-05,1.862079,6.309593,2.499234,2.641751,6.260195,0.3312834,0.2150167
2,PM,LR,ELU1,17,0.1158333,0.9908229,0.0370472,True,1,4.08713e-05,1.216308,5.801867,2.812516,2.504328,5.736849,0,0.1800084
2,PM,LR,LR,17,0.1158333,0.9898646,0.04121372,True,1,4.423301e-05,1.239137,5.817708,2.739452,3.349513,5.754793,0,0.1779333
0,RL,ELU1,ELU1,18,0.11,0.1034896,2.306584,True,0.1025,2.281719,13.32643,11.97219,4.141955,3.83388,11.82445,0.7109084,0.04208333
0,RL,ELU1,LR,18,0.11,0.4981875,1.464994,True,0.8166667,0.5715799,1.536513,16.37758,4.019958,4.598844,16.32111,0.8667166,0.03095
0,RL,LR,ELU1,18,0.11,0.1104687,2.288105,True,0.1166667,2.254203,9.63576,13.30255,4.943558,4.514439,12.96214,0,0.04115
0,RL,LR,LR,18,0.11,0.5230208,1.449458,True,0.8541667,0.4956355,0.9133711,14.42044,3.604881,6.389711,14.32637,0,0.04066666
0,PM,ELU1,ELU1,18,0.1191667,0.990875,0.03969779,True,1,3.079971e-05,2.262853,6.451344,3.120124,2.367434,6.376995,0.3162333,0.2136417
0,PM,ELU1,LR,18,0.1191667,0.9916979,0.03270448,True,1,2.692699e-05,1.823971,6.449949,2.545259,2.669601,6.389423,0.380525,0.200225
0,PM,LR,ELU1,18,0.1191667,0.9914687,0.03652158,True,1,3.742297e-05,1.376463,5.845387,3.007126,2.471122,5.783962,0,0.1673
0,PM,LR,LR,18,0.1191667,0.9903854,0.03987082,True,1,4.88329e-05,1.511469,5.898124,2.749372,3.327338,5.828577,0,0.1586417
1,RL,ELU1,ELU1,18,0.1083333,0.1054375,2.303777,True,0.1208333,2.272397,13.01759,11.54918,3.958475,3.849406,11.42142,0.620925,0.05373333
1,RL,ELU1,LR,18,0.1083333,0.4184271,1.651303,True,0.7358333,0.7734643,1.310893,16.37109,3.953928,4.525773,16.31838,0.8992833,0.02651667
1,RL,LR,ELU1,18,0.1083333,0.1106146,2.288239,True,0.1333333,2.210227,7.893775,13.56289,4.852734,4.549666,13.18344,0,0.03331667
1,RL,LR,LR,18,0.1083333,0.4894167,1.553779,True,0.8083333,0.6676473,1.018375,13.96747,3.637398,6.350879,13.87839,0,0.03103333
1,PM,ELU1,ELU1,18,0.1141667,0.9919896,0.03239796,True,1,1.994133e-05,2.087288,6.617803,3.173177,2.368381,6.552083,0.3282583,0.2132333
1,PM,ELU1,LR,18,0.1141667,0.9923021,0.02980447,True,1,2.523661e-05,1.873541,6.421655,2.574558,2.612571,6.365814,0.3483,0.2133083
1,PM,LR,ELU1,18,0.1141667,0.9913542,0.03525434,True,1,3.608624e-05,1.405897,5.798542,2.940032,2.513702,5.731011,0,0.1788917
1,PM,LR,LR,18,0.1141667,0.9900625,0.04127935,True,1,4.178961e-05,1.274288,5.983785,2.827045,3.285506,5.912724,0,0.1669083
2,RL,ELU1,ELU1,18,0.1166667,0.1163333,2.283529,True,0.1316667,2.234662,13.19472,12.4481,4.43697,4.133591,12.34619,0.7124584,0.04591667
2,RL,ELU1,LR,18,0.1166667,0.4367083,1.592574,True,0.735,0.7887977,1.299337,16.81796,4.034446,4.667909,16.75415,0.9079499,0.02443334
2,RL,LR,ELU1,18,0.1166667,0.1237396,2.265445,True,0.14,2.192697,4.101402,15.11819,5.231913,4.738573,14.72155,0,0.02668333
2,RL,LR,LR,18,0.1166667,0.5209375,1.492026,True,0.8408334,0.5676265,1.107577,13.73366,3.706954,6.240062,13.64587,0,0.03709167
2,PM,ELU1,ELU1,18,0.1158333,0.9913958,0.03519548,True,1,2.718051e-05,2.061037,6.682,3.179429,2.387397,6.630975,0.3308667,0.2055417
2,PM,ELU1,LR,18,0.1158333,0.9913229,0.03375218,True,1,2.160946e-05,1.781182,6.474241,2.53742,2.651089,6.426195,0.365825,0.203025
2,PM,LR,ELU1,18,0.1158333,0.9893438,0.04211356,True,1,5.15453e-05,1.446779,6.012033,2.907297,2.553536,5.935604,0,0.154825
2,PM,LR,LR,18,0.1158333,0.9881875,0.05330557,True,1,6.153027e-05,1.448597,6.027717,2.799793,3.373841,5.951488,0,0.1731667
0,RL,ELU1,ELU1,19,0.1083333,0.0978125,2.320047,True,0.1133333,2.306983,14.07736,11.99657,4.141376,3.828864,11.83216,0.7471167,0.03296667
0,RL,ELU1,LR,19,0.1083333,0.4476354,1.603706,True,0.7491667,0.7328749,1.475391,16.9135,4.018141,4.504591,16.84427,0.8822,0.02795833
0,RL,LR,ELU1,19,0.1083333,0.1246875,2.238832,True,0.1566667,2.128655,10.05241,13.51591,4.970459,4.513947,13.17128,0,0.041975
0,RL,LR,LR,19,0.1083333,0.5152083,1.458584,True,0.8441667,0.5329913,0.9416531,14.83319,3.642396,6.370859,14.72788,0,0.03754167
0,PM,ELU1,ELU1,19,0.1191667,0.9917917,0.0358741,True,1,2.514124e-05,2.138477,6.646328,3.208371,2.378769,6.576896,0.3319167,0.2150166
0,PM,ELU1,LR,19,0.1191667,0.9923437,0.03056835,True,1,2.512137e-05,1.930539,6.624219,2.575791,2.677649,6.565535,0.357525,0.2039
0,PM,LR,ELU1,19,0.1191667,0.9907917,0.04019,True,1,4.184246e-05,1.735488,6.028244,3.113895,2.493674,5.961386,0,0.1798667
0,PM,LR,LR,19,0.1191667,0.9920208,0.03418161,True,1,2.111912e-05,1.258867,6.056732,2.797581,3.369411,5.995679,0,0.1791583
1,RL,ELU1,ELU1,19,0.1158333,0.1083542,2.306371,True,0.1275,2.270094,13.65977,11.64679,3.965797,3.842675,11.50983,0.6331083,0.05079167
1,RL,ELU1,LR,19,0.1158333,0.4269167,1.605356,True,0.7316667,0.7601619,1.33773,16.96365,3.981681,4.430084,16.91315,0.8990418,0.02661667
1,RL,LR,ELU1,19,0.1158333,0.11325,2.293574,True,0.1475,2.223417,8.312768,13.77638,4.873709,4.546857,13.35352,0,0.03320833
1,RL,LR,LR,19,0.1158333,0.50325,1.51086,True,0.83,0.5752195,1.012411,14.31389,3.640114,6.268028,14.21985,0,0.03749167
1,PM,ELU1,ELU1,19,0.1141667,0.9920833,0.03350635,True,1,2.713204e-05,2.206737,6.82911,3.250283,2.396789,6.765944,0.3495084,0.1837917
1,PM,ELU1,LR,19,0.1141667,0.9917083,0.03448273,True,1,3.630638e-05,1.970411,6.603623,2.62616,2.659585,6.54471,0.3671917,0.20765
1,PM,LR,ELU1,19,0.1141667,0.9920208,0.03427958,True,1,4.829327e-05,1.387812,5.96692,3.00954,2.51486,5.891813,0,0.1821583
1,PM,LR,LR,19,0.1141667,0.9910938,0.03552911,True,1,3.921231e-05,1.261243,6.15947,2.877202,3.359271,6.085902,0,0.1710333
2,RL,ELU1,ELU1,19,0.1091667,0.1083646,2.293997,True,0.125,2.258512,13.85748,12.57266,4.451159,4.128182,12.46312,0.7101583,0.0451
2,RL,ELU1,LR,19,0.1091667,0.4094687,1.640873,True,0.6991667,0.8398979,1.315407,17.406,4.046048,4.552461,17.34127,0.9114584,0.023275
2,RL,LR,ELU1,19,0.1091667,0.1184167,2.26485,True,0.16,2.168144,4.569499,15.38025,5.24865,4.737443,14.96011,0,0.02779167
2,RL,LR,LR,19,0.1091667,0.5282292,1.448768,True,0.84,0.5574235,1.058998,14.12484,3.724815,6.231411,14.0318,0,0.03906667
2,PM,ELU1,ELU1,19,0.1158333,0.9904166,0.0402484,True,1,3.445625e-05,1.86487,6.863176,3.25524,2.427258,6.813254,0.3478334,0.2038917
2,PM,ELU1,LR,19,0.1158333,0.9898958,0.04225688,True,1,2.776941e-05,2.001005,6.670489,2.574859,2.664845,6.619184,0.3828249,0.1908417
2,PM,LR,ELU1,19,0.1158333,0.9895208,0.04445041,True,1,4.700423e-05,1.261705,6.178524,2.991504,2.559835,6.104503,0,0.1673333
2,PM,LR,LR,19,0.1158333,0.9894271,0.04485136,True,1,4.999161e-05,1.515536,6.178306,2.826295,3.35573,6.102496,0,0.1803083
0,RL,ELU1,ELU1,20,0.1116667,0.1005,2.321259,True,0.1125,2.306012,14.59301,11.9973,4.137618,3.825762,11.82404,0.7644917,0.029675
0,RL,ELU1,LR,20,0.1116667,0.4603437,1.553631,True,0.7591667,0.7189767,1.496452,17.42194,4.042274,4.43001,17.33872,0.8870917,0.02684167
0,RL,LR,ELU1,20,0.1116667,0.1066979,2.302311,True,0.1241667,2.262925,10.83475,13.63896,4.989445,4.505493,13.25553,0,0.038775
0,RL,LR,LR,20,0.1116667,0.5299792,1.441804,True,0.8433334,0.5287029,0.9723153,15.1909,3.684827,6.346464,15.08372,0,0.03824167
0,PM,ELU1,ELU1,20,0.1191667,0.9924271,0.0317045,True,1,2.589862e-05,2.291162,6.831153,3.282247,2.409549,6.763078,0.3633333,0.1911083
0,PM,ELU1,LR,20,0.1191667,0.9919167,0.03217346,True,1,2.235731e-05,1.854057,6.809501,2.623992,2.676808,6.749854,0.337825,0.2175333
0,PM,LR,ELU1,20,0.1191667,0.9927396,0.03282871,True,1,4.235029e-05,1.469453,6.177976,3.220286,2.523207,6.114387,0,0.1822583
0,PM,LR,LR,20,0.1191667,0.9910521,0.03816427,True,1,3.693581e-05,1.297592,6.21765,2.868584,3.405667,6.154848,0,0.169375
1,RL,ELU1,ELU1,20,0.1091667,0.1054062,2.295933,True,0.1216667,2.222968,13.94067,11.79362,3.976401,3.83738,11.65754,0.6242667,0.05175834
1,RL,ELU1,LR,20,0.1091667,0.4344375,1.594799,True,0.7208334,0.7825735,1.340997,17.52013,4.014824,4.384547,17.46715,0.9051417,0.024375
1,RL,LR,ELU1,20,0.1091667,0.1159687,2.267079,True,0.1408333,2.180057,8.462681,14.17252,4.895061,4.545632,13.7149,0,0.03355833
1,RL,LR,LR,20,0.1091667,0.5157709,1.471131,True,0.855,0.5514411,1.033534,14.6491,3.663494,6.230568,14.54663,0,0.03801667
1,PM,ELU1,ELU1,20,0.1141667,0.9920312,0.0318725,True,1,5.754948e-05,2.233054,7.02334,3.311154,2.444151,6.951792,0.4022666,0.1634583
1,PM,ELU1,LR,20,0.1141667,0.991677,0.03653915,True,1,4.183054e-05,1.966669,6.80834,2.664748,2.700434,6.741851,0.4082583,0.1822167
1,PM,LR,ELU1,20,0.1141667,0.9917188,0.03467827,True,1,4.817486e-05,1.307774,6.158001,3.097808,2.567053,6.069968,0,0.1641667
1,PM,LR,LR,20,0.1141667,0.9906875,0.03643225,True,1,4.560391e-05,1.325335,6.371278,2.960851,3.433107,6.283532,0,0.1540833
2,RL,ELU1,ELU1,20,0.1108333,0.1026771,2.312244,True,0.1141667,2.286628,15.00366,12.62503,4.452874,4.123157,12.49694,0.7365333,0.039375
2,RL,ELU1,LR,20,0.1108333,0.3643437,1.765498,True,0.6183333,1.021682,1.244315,17.91108,4.034996,4.436141,17.83615,0.925575,0.02016667
2,RL,LR,ELU1,20,0.1108333,0.1215521,2.251024,True,0.1591667,2.138569,4.69502,15.70217,5.27795,4.736385,15.23903,0,0.02646667
2,RL,LR,LR,20,0.1108333,0.5294583,1.443741,True,0.8591667,0.5462853,1.060152,14.47326,3.747573,6.227273,14.36823,0,0.03805833
2,PM,ELU1,ELU1,20,0.1158333,0.9910208,0.03969411,True,1,4.496177e-05,2.160859,7.082625,3.339514,2.477757,7.028137,0.3503083,0.1878667
2,PM,ELU1,LR,20,0.1158333,0.9885625,0.04813635,True,1,3.589551e-05,2.123733,6.879402,2.624745,2.71015,6.825997,0.40415,0.17635
2,PM,LR,ELU1,20,0.1158333,0.9903958,0.03790798,True,1,4.149357e-05,1.32084,6.366859,3.085632,2.616945,6.29235,0,0.1530917
2,PM,LR,LR,20,0.1158333,0.9907708,0.03664993,True,1,4.467328e-05,1.615166,6.359587,2.902795,3.417673,6.278628,0,0.165775
0,RL,ELU1,ELU1,21,0.1183333,0.1030938,2.318788,True,0.1108333,2.299038,14.61785,12.00602,4.136807,3.824827,11.83071,0.7730167,0.0268
0,RL,ELU1,LR,21,0.1183333,0.4165312,1.653833,True,0.6891667,0.8637968,1.334044,17.82568,4.048726,4.329797,17.76868,0.9062417,0.023075
0,RL,LR,ELU1,21,0.1183333,0.1190521,2.274186,True,0.1458333,2.202788,10.92803,13.79198,5.004356,4.5014,13.42796,0,0.04060001
0,RL,LR,LR,21,0.1183333,0.5066041,1.502898,True,0.8341667,0.5780288,0.9751623,15.59592,3.71551,6.3054,15.47612,0,0.03223334
0,PM,ELU1,ELU1,21,0.1191667,0.9910625,0.04752115,True,1,4.771789e-05,2.405796,7.037851,3.354024,2.423171,6.955954,0.3250167,0.1967917
0,PM,ELU1,LR,21,0.1191667,0.9907187,0.04685578,True,1,4.009406e-05,1.839893,6.98511,2.663257,2.70923,6.912737,0.4087583,0.1801083
0,PM,LR,ELU1,21,0.1191667,0.9908229,0.04359051,True,1,5.35957e-05,1.41312,6.334609,3.308827,2.541881,6.265505,0,0.1694833
0,PM,LR,LR,21,0.1191667,0.9884479,0.05657347,True,1,5.409638e-05,1.529481,6.411447,2.926603,3.409671,6.33216,0,0.1590583
1,RL,ELU1,ELU1,21,0.1191667,0.1138958,2.295611,True,0.1366667,2.271038,14.51138,11.88991,3.982563,3.833426,11.74592,0.6300583,0.049275
1,RL,ELU1,LR,21,0.1191667,0.4144896,1.640768,True,0.6866667,0.8487473,1.349439,18.0497,4.034726,4.290575,17.98753,0.9118,0.02266667
1,RL,LR,ELU1,21,0.1191667,0.1116354,2.297286,True,0.1358333,2.256947,8.923386,14.38309,4.903491,4.541004,13.90723,0,0.03025
1,RL,LR,LR,21,0.1191667,0.502875,1.518832,True,0.7916667,0.6222689,1.027097,15.01084,3.660385,6.159183,14.90104,0,0.03375
1,PM,ELU1,ELU1,21,0.1141667,0.9905833,0.04786709,True,1,3.806194e-05,2.252282,7.214751,3.381639,2.463985,7.141316,0.36055,0.1857166
1,PM,ELU1,LR,21,0.1141667,0.9903333,0.04500135,True,1,4.0857e-05,1.810663,6.984402,2.686069,2.694292,6.910424,0.4383167,0.170425
1,PM,LR,ELU1,21,0.1141667,0.9906458,0.04600379,True,1,6.00934e-05,1.493715,6.370237,3.185161,2.592442,6.275436,0,0.15125
1,PM,LR,LR,21,0.1141667,0.9891875,0.04479856,True,1,3.838897e-05,1.190718,6.541953,3.016789,3.444054,6.450181,0,0.1539417
2,RL,ELU1,ELU1,21,0.1116667,0.1033646,2.314479,True,0.1158333,2.290236,15.49264,12.67781,4.453346,4.118624,12.5389,0.73445,0.03685834
2,RL,ELU1,LR,21,0.1116667,0.3838437,1.695409,True,0.6433334,0.9701895,1.277707,18.51524,4.051558,4.376254,18.4406,0.9272917,0.01915834
2,RL,LR,ELU1,21,0.1116667,0.1222188,2.251894,True,0.155,2.139614,4.952148,15.92928,5.297226,4.733156,15.42412,0,0.02578334
2,RL,LR,LR,21,0.1116667,0.509,1.488735,True,0.8208333,0.6372347,1.148887,14.99888,3.77719,6.174254,14.88666,0,0.03398333
2,PM,ELU1,ELU1,21,0.1158333,0.9926354,0.03094887,True,1,3.295422e-05,1.988797,7.237471,3.415058,2.504432,7.185002,0.3571834,0.1956584
2,PM,ELU1,LR,21,0.1158333,0.9916979,0.03311447,True,1,2.590497e-05,1.975981,7.041067,2.67115,2.722366,6.990881,0.3643166,0.1989166
2,PM,LR,ELU1,21,0.1158333,0.9905625,0.03928928,True,1,4.778544e-05,1.493721,6.520755,3.175458,2.64434,6.447056,0,0.1614083
2,PM,LR,LR,21,0.1158333,0.9909271,0.03693661,True,1,3.338377e-05,1.386645,6.492755,2.955356,3.452887,6.415335,0,0.17875
0,RL,ELU1,ELU1,22,0.1116667,0.1265104,2.231417,True,0.1933333,2.085962,14.16243,12.47204,4.173038,3.830177,12.32117,0.6835,0.04649167
0,RL,ELU1,LR,22,0.1116667,0.4269688,1.592584,True,0.7108334,0.8209275,1.352769,18.3267,4.085068,4.289823,18.25831,0.9041252,0.02401667
0,RL,LR,ELU1,22,0.1116667,0.1051042,2.305757,True,0.1116667,2.272418,11.57036,13.84528,5.006473,4.492669,13.45283,0,0.03534167
0,RL,LR,LR,22,0.1116667,0.5180938,1.477032,True,0.8216667,0.5957198,0.9651579,16.01371,3.720206,6.289116,15.89287,0,0.034425
0,PM,ELU1,ELU1,22,0.1191667,0.9911979,0.04034694,True,1,3.781557e-05,2.235723,7.226046,3.416677,2.460797,7.147352,0.3750333,0.1893417
0,PM,ELU1,LR,22,0.1191667,0.9922187,0.03394052,True,1,2.972365e-05,1.837701,7.142654,2.69608,2.710254,7.07673,0.3541,0.2123084
0,PM,LR,ELU1,22,0.1191667,0.991,0.03987662,True,1,5.058845e-05,1.457783,6.501106,3.398355,2.578967,6.428425,0,0.1709834
0,PM,LR,LR,22,0.1191667,0.9902083,0.04640083,True,1,3.894727e-05,1.330432,6.574167,2.965051,3.406155,6.50473,0,0.184275
1,RL,ELU1,ELU1,22,0.115,0.1085313,2.302804,True,0.1258333,2.273637,14.98792,11.96543,3.995449,3.831553,11.81248,0.6345251,0.048475
1,RL,ELU1,LR,22,0.115,0.4014896,1.662782,True,0.6733333,0.88831,1.339798,18.526,4.05349,4.214403,18.46753,0.917375,0.020275
1,RL,LR,ELU1,22,0.115,0.1121042,2.292112,True,0.1383333,2.243927,9.488317,14.47628,4.910834,4.536485,13.9932,0,0.03173333
1,RL,LR,LR,22,0.115,0.5117604,1.487933,True,0.8341667,0.5565782,1.056224,15.30888,3.679384,6.130342,15.20216,0,0.03770833
1,PM,ELU1,ELU1,22,0.1141667,0.9908854,0.0412732,True,1,5.237421e-05,2.352032,7.412484,3.442703,2.492854,7.339529,0.383725,0.1684667
1,PM,ELU1,LR,22,0.1141667,0.9922396,0.03325919,True,1,2.701601e-05,2.019579,7.14314,2.730591,2.691591,7.079243,0.3826667,0.1917667
1,PM,LR,ELU1,22,0.1141667,0.9907604,0.04244581,True,1,5.070051e-05,1.506633,6.499929,3.256157,2.608271,6.415834,0,0.171825
1,PM,LR,LR,22,0.1141667,0.9909583,0.03719531,True,1,3.452539e-05,1.194897,6.670062,3.04599,3.442355,6.576373,0,0.1694417
2,RL,ELU1,ELU1,22,0.1058333,0.09880208,2.313655,True,0.1125,2.300923,15.48839,12.73124,4.45873,4.117566,12.59619,0.7431334,0.036825
2,RL,ELU1,LR,22,0.1058333,0.3680417,1.74659,True,0.635,0.9813377,1.290768,19.04559,4.053047,4.252533,18.96647,0.9294584,0.01773333
2,RL,LR,ELU1,22,0.1058333,0.1106458,2.287932,True,0.1375,2.238783,4.92477,16.09642,5.310509,4.727464,15.53862,0,0.02399167
2,RL,LR,LR,22,0.1058333,0.5222812,1.458243,True,0.8183333,0.6453107,1.196195,15.42607,3.809954,6.142922,15.30449,0,0.0289
