seed,env,act1,act2,arm,eps,task,floor_acc,online_acc,online_ce,finite,train_acc,train_ce,a1_rms,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1,lowgate_l1,nearzero_l1
1,PM,ELU1,ELU1,none,1e-08,12,0.1141667,0.9919479,0.0332554,True,1,2.468745e-05,1.916589,5.27376,2.637034,2.153674,5.210838,0.2761167,0.239625
1,PM,ELU1,ELU1,inLN,1e-08,12,0.1141667,0.9906458,0.04095055,True,1,5.076091e-05,3.754568,4.122287,2.178905,2.230383,3.668489,0.507475,0.09138333
1,PM,ELU1,ELU1,inLN_a,1e-08,12,0.1141667,0.9913646,0.04130054,True,1,4.443566e-05,4.303091,4.16069,2.09371,2.059171,3.691397,0.46765,0.08648333
1,PM,ELU1,ELU1,preLN,1e-08,12,0.1141667,0.986625,0.06205136,True,1,0.0001581399,0.7976522,5.610322,2.217752,3.970211,5.575403,0.001166667,0.6704752
1,PM,ELU1,ELU1,preLN_a,1e-08,12,0.1141667,0.9878646,0.05002443,True,1,6.602843e-05,1.083958,5.208804,2.153055,2.765313,5.171029,0.05570833,0.5276167
1,PM,ELU1,LR,none,1e-08,12,0.1141667,0.9923437,0.03082083,True,1,3.104131e-05,1.829417,5.206445,2.308206,2.497047,5.163694,0.2978,0.231175
1,PM,ELU1,LR,inLN,1e-08,12,0.1141667,0.9894688,0.04446586,True,1,4.856189e-05,3.938684,4.273583,2.270579,3.179736,3.736794,0.51465,0.08403334
1,PM,ELU1,LR,inLN_a,1e-08,12,0.1141667,0.9895521,0.0464022,True,1,4.373312e-05,4.125432,4.186662,2.09034,2.699248,3.705105,0.4585417,0.09495834
1,PM,ELU1,LR,preLN,1e-08,12,0.1141667,0.9877396,0.05212976,True,1,9.735426e-05,0.8068239,5.518499,2.22004,5.458504,5.48196,0.000775,0.6781583
1,PM,ELU1,LR,preLN_a,1e-08,12,0.1141667,0.988375,0.04494674,True,1,3.863335e-05,1.056907,5.154894,2.085942,3.580518,5.108227,0.05018334,0.5329
1,PM,LR,ELU1,none,1e-08,12,0.1141667,0.9928542,0.02953081,True,1,3.948132e-05,1.05126,4.646245,2.323968,2.302272,4.602365,0,0.2279417
1,PM,LR,ELU1,inLN,1e-08,12,0.1141667,0.9911146,0.0409819,True,1,5.519549e-05,3.686942,3.921362,2.170478,2.301401,3.557208,0,0.09750833
1,PM,LR,ELU1,inLN_a,1e-08,12,0.1141667,0.9903333,0.04777407,True,1,5.280813e-05,3.721466,3.917179,2.099183,2.181782,3.555925,0,0.08499166
1,PM,LR,ELU1,preLN,1e-08,12,0.1141667,0.990375,0.0430632,True,1,8.076111e-05,0.7554891,4.837024,2.548501,3.347886,4.775586,0,0.6842167
1,PM,LR,ELU1,preLN_a,1e-08,12,0.1141667,0.9897292,0.0404973,True,1,3.159602e-05,0.7437072,4.776931,2.392284,2.715789,4.706441,0,0.5942833
1,PM,LR,LR,none,1e-08,12,0.1141667,0.9913125,0.03141927,True,1,2.442519e-05,1.215323,4.844742,2.416509,3.000301,4.79385,0,0.21875
1,PM,LR,LR,inLN,1e-08,12,0.1141667,0.9859791,0.06412649,True,1,7.285993e-05,4.220107,4.175737,2.355805,3.176687,3.686774,0,0.07418334
1,PM,LR,LR,inLN_a,1e-08,12,0.1141667,0.9886354,0.05317883,True,1,5.806844e-05,4.738631,4.075436,2.117435,2.785624,3.597254,0,0.07455
1,PM,LR,LR,preLN,1e-08,12,0.1141667,0.9901979,0.04155597,True,1,4.683256e-05,0.7629063,4.923184,2.448147,4.668106,4.859054,0,0.6879002
1,PM,LR,LR,preLN_a,1e-08,12,0.1141667,0.9905937,0.04078354,True,1,2.452135e-05,0.7475528,4.764276,2.320393,3.291235,4.684344,0,0.5993584
2,RL,ELU1,ELU1,none,1e-08,12,0.1108333,0.1424896,2.202847,True,0.2116667,1.991643,8.447664,11.36697,4.27168,4.15844,11.29858,0.6015083,0.06929167
2,RL,ELU1,ELU1,inLN,1e-08,12,0.1108333,0.6828854,0.9261403,True,1,0.02047514,2.585985,7.06062,4.361315,4.349804,6.824142,0.8486668,0.02795
2,RL,ELU1,ELU1,inLN_a,1e-08,12,0.1108333,0.4403646,1.583219,True,0.7575,0.729256,2.27141,7.254979,3.688347,3.284199,6.87364,0.885225,0.01694167
2,RL,ELU1,ELU1,preLN,1e-08,12,0.1108333,0.6292188,1.069016,True,0.9925,0.04188591,0.7817817,10.86739,2.817107,4.345697,10.80197,0.002916667,0.6898335
2,RL,ELU1,ELU1,preLN_a,1e-08,12,0.1108333,0.8020833,0.5785131,True,1,0.0009137841,1.103263,9.302311,2.270272,3.334093,9.14071,0.166225,0.399575
2,RL,ELU1,LR,none,1e-08,12,0.1108333,0.5527396,1.319902,True,0.9166667,0.2865953,1.326478,13.00137,3.832747,5.079897,12.95896,0.83095,0.04660833
2,RL,ELU1,LR,inLN,1e-08,12,0.1108333,0.4569375,1.545596,True,0.7816667,0.686428,2.189557,7.209658,3.800162,4.790357,6.789621,0.9124166,0.01106667
2,RL,ELU1,LR,inLN_a,1e-08,12,0.1108333,0.5153542,1.412745,True,0.9125,0.3074577,2.443172,7.517454,3.664251,4.08513,7.139851,0.8530083,0.02449167
2,RL,ELU1,LR,preLN,1e-08,12,0.1108333,0.6458333,1.038052,True,0.9808334,0.07636982,0.7761852,10.33494,2.640392,8.237638,10.27249,0.003675,0.6995667
2,RL,ELU1,LR,preLN_a,1e-08,12,0.1108333,0.6983438,0.8743255,True,1,0.001046774,1.049438,9.772275,2.598616,4.899263,9.564898,0.2061417,0.4065916
2,RL,LR,ELU1,none,1e-08,12,0.1108333,0.2902708,1.827842,True,0.5375,1.169651,2.190212,13.00489,4.824713,4.69911,12.87776,0,0.05026666
2,RL,LR,ELU1,inLN,1e-08,12,0.1108333,0.6776979,0.935525,True,0.9991667,0.01450694,3.552625,6.44447,4.653163,4.749496,6.338547,0,0.05663333
2,RL,LR,ELU1,inLN_a,1e-08,12,0.1108333,0.2554167,1.89267,True,0.525,1.192021,6.131833,6.625859,4.01413,3.895133,6.441215,0,0.03889167
2,RL,LR,ELU1,preLN,1e-08,12,0.1108333,0.7763438,0.6733653,True,1,0.001830024,0.7698303,9.395606,4.15313,3.491753,9.237222,0,0.718275
2,RL,LR,ELU1,preLN_a,1e-08,12,0.1108333,0.7945208,0.6107164,True,1,0.001327561,0.2126236,9.204707,2.884742,2.969324,8.991457,0,0.79725
2,RL,LR,LR,none,1e-08,12,0.1108333,0.5298437,1.451129,True,0.8583333,0.5010693,1.004603,11.3395,3.63681,6.515535,11.28215,0,0.03795
2,RL,LR,LR,inLN,1e-08,12,0.1108333,0.5846875,1.234435,True,0.9958333,0.0623619,3.065856,6.797369,4.084671,5.422939,6.642822,0,0.03790833
2,RL,LR,LR,inLN_a,1e-08,12,0.1108333,0.5242187,1.405885,True,0.9258333,0.2672531,3.459736,6.920637,3.594563,4.288877,6.741184,0,0.02938334
2,RL,LR,LR,preLN,1e-08,12,0.1108333,0.8005833,0.6172638,True,1,0.001242512,0.7653487,9.086437,3.746926,6.20935,8.922905,0,0.6820333
2,RL,LR,LR,preLN_a,1e-08,12,0.1108333,0.7194687,0.8147434,True,1,0.001149327,0.1725559,9.313422,3.030303,5.30708,9.038598,0,0.7875334
2,PM,ELU1,ELU1,none,1e-08,12,0.1158333,0.9905729,0.03538544,True,1,2.637227e-05,1.96795,5.443291,2.64552,2.1949,5.391722,0.2990167,0.2322333
2,PM,ELU1,ELU1,inLN,1e-08,12,0.1158333,0.9903437,0.04653648,True,1,6.435633e-05,3.848249,4.06616,2.143941,2.201145,3.689863,0.4858584,0.09284166
2,PM,ELU1,ELU1,inLN_a,1e-08,12,0.1158333,0.9900417,0.04548871,True,1,5.019983e-05,3.87958,4.056731,2.063751,2.071669,3.690858,0.4974334,0.09076666
2,PM,ELU1,ELU1,preLN,1e-08,12,0.1158333,0.9863437,0.06362515,True,1,0.0001950947,0.8063196,5.567354,2.243237,3.818521,5.542397,0.0008250001,0.6734167
2,PM,ELU1,ELU1,preLN_a,1e-08,12,0.1158333,0.9875833,0.05101703,True,1,7.173618e-05,1.08643,5.179335,2.143852,2.738873,5.137854,0.0517,0.502675
2,PM,ELU1,LR,none,1e-08,12,0.1158333,0.9909688,0.03503447,True,1,2.43036e-05,1.790827,5.31975,2.264115,2.552018,5.268574,0.2999417,0.244875
2,PM,ELU1,LR,inLN,1e-08,12,0.1158333,0.98925,0.04876101,True,1,7.029693e-05,3.7494,4.221068,2.267206,3.08013,3.703192,0.530975,0.083625
2,PM,ELU1,LR,inLN_a,1e-08,12,0.1158333,0.9880937,0.05419676,True,1,6.704728e-05,4.157371,4.249534,2.164245,2.748412,3.74387,0.551475,0.070575
2,PM,ELU1,LR,preLN,1e-08,12,0.1158333,0.9880313,0.05132797,True,1,0.0001255961,0.8085932,5.501534,2.206635,5.368968,5.468258,0.0004333333,0.6685168
2,PM,ELU1,LR,preLN_a,1e-08,12,0.1158333,0.98725,0.05224664,True,1,5.435189e-05,1.025327,5.133964,2.047468,3.642522,5.081464,0.04883333,0.53635
2,PM,LR,ELU1,none,1e-08,12,0.1158333,0.9922292,0.03046351,True,1,3.812552e-05,1.083407,4.801378,2.320989,2.374603,4.757482,0,0.2301083
2,PM,LR,ELU1,inLN,1e-08,12,0.1158333,0.9889792,0.05208801,True,1,8.083105e-05,4.284664,3.877824,2.228166,2.307171,3.621781,0,0.09598333
2,PM,LR,ELU1,inLN_a,1e-08,12,0.1158333,0.9901771,0.04304059,True,1,4.919768e-05,4.001008,3.923546,2.093316,2.163054,3.587524,0,0.08621667
2,PM,LR,ELU1,preLN,1e-08,12,0.1158333,0.9903854,0.03979351,True,1,6.754001e-05,0.7443635,4.817003,2.488674,3.389394,4.770856,0,0.6781
2,PM,LR,ELU1,preLN_a,1e-08,12,0.1158333,0.9899896,0.04180105,True,1,5.270799e-05,0.664787,4.883754,2.369674,2.660896,4.77012,0,0.6224083
2,PM,LR,LR,none,1e-08,12,0.1158333,0.9917708,0.03206832,True,1,2.418439e-05,1.301583,4.915454,2.435455,3.158578,4.865405,0,0.197325
2,PM,LR,LR,inLN,1e-08,12,0.1158333,0.9862812,0.06334604,True,1,8.725882e-05,4.657361,4.083509,2.341741,3.288318,3.675083,0,0.06896666
2,PM,LR,LR,inLN_a,1e-08,12,0.1158333,0.9872292,0.06222747,True,1,6.888787e-05,4.641012,4.085351,2.166533,2.863533,3.673599,0,0.07724167
2,PM,LR,LR,preLN,1e-08,12,0.1158333,0.9887916,0.04281845,True,1,4.910469e-05,0.7438841,5.025702,2.560705,4.798055,4.931737,0,0.662775
2,PM,LR,LR,preLN_a,1e-08,12,0.1158333,0.9894062,0.04014243,True,1,3.280322e-05,0.6902184,4.784289,2.304517,3.430759,4.67355,0,0.6020417
0,RL,ELU1,ELU1,eps1e-6,1e-06,12,0.1141667,0.1316146,2.233706,True,0.1758333,2.082297,8.746764,10.60637,4.065772,3.848242,10.51452,0.5964417,0.06671666
0,RL,ELU1,ELU1,eps1e-30,1e-30,12,0.1141667,0.1279583,2.247436,True,0.1758333,2.09983,9.369057,11.1019,3.945683,3.80123,11.02944,0.5352499,0.07173334
0,RL,LR,ELU1,eps1e-6,1e-06,12,0.1141667,0.2094583,2.022826,True,0.345,1.666931,4.641156,11.54487,4.702461,4.664854,11.40377,0,0.05575
0,RL,LR,ELU1,eps1e-30,1e-30,12,0.1141667,0.2129688,2.016282,True,0.37,1.542962,3.594517,12.37807,4.700992,4.612438,12.23051,0,0.04762501
1,RL,ELU1,ELU1,eps1e-6,1e-06,12,0.1166667,0.1243958,2.244118,True,0.1675,2.129289,8.452973,10.71016,4.011589,3.940239,10.63684,0.6259416,0.06151666
1,RL,ELU1,ELU1,eps1e-30,1e-30,12,0.1166667,0.1517188,2.174525,True,0.2266667,1.967879,8.661348,11.04091,4.094421,3.912356,10.95883,0.588525,0.07339167
1,RL,LR,ELU1,eps1e-6,1e-06,12,0.1166667,0.2060417,2.040772,True,0.3558334,1.615315,4.348917,11.90941,4.590789,4.635138,11.73051,0,0.04800833
1,RL,LR,ELU1,eps1e-30,1e-30,12,0.1166667,0.1937812,2.059523,True,0.3275,1.693172,4.021022,12.04203,4.694384,4.656658,11.88473,0,0.05339167
2,RL,ELU1,ELU1,eps1e-6,1e-06,12,0.1108333,0.1191354,2.263621,True,0.1466667,2.184955,9.639696,10.59379,3.991342,3.966867,10.51392,0.58725,0.06305834
2,RL,ELU1,ELU1,eps1e-30,1e-30,12,0.1108333,0.1272083,2.230731,True,0.175,2.124964,8.572789,11.28526,4.124688,4.057231,11.20645,0.657675,0.05774167
2,RL,LR,ELU1,eps1e-6,1e-06,12,0.1108333,0.1863333,2.087132,True,0.3141667,1.754985,6.438195,11.13311,4.653531,4.530212,11.0385,0,0.06211668
2,RL,LR,ELU1,eps1e-30,1e-30,12,0.1108333,0.2055625,2.033735,True,0.3533334,1.641911,4.736502,11.88278,4.696378,4.667562,11.76636,0,0.04675833
0,RL,ELU1,ELU1,none,1e-08,13,0.1125,0.1201771,2.253545,True,0.1433333,2.13179,9.823671,11.42969,4.092941,3.851501,11.32158,0.6296584,0.06321667
0,RL,ELU1,ELU1,inLN,1e-08,13,0.1125,0.6348333,1.078983,True,0.98,0.1217988,2.582882,7.268339,4.324394,4.173885,6.884316,0.8702917,0.019125
0,RL,ELU1,ELU1,inLN_a,1e-08,13,0.1125,0.2690208,1.860039,True,0.5316667,1.188468,5.548157,7.335907,4.125604,3.816515,7.081547,0.7587584,0.0244
0,RL,ELU1,ELU1,preLN,1e-08,13,0.1125,0.628,1.084198,True,0.9991667,0.01847787,0.7787493,11.14778,2.983321,3.969714,11.09658,0.002966667,0.6840333
0,RL,ELU1,ELU1,preLN_a,1e-08,13,0.1125,0.8145833,0.5482545,True,1,0.0008877623,1.086989,9.774481,2.462417,3.172362,9.602179,0.1899417,0.402125
0,RL,ELU1,LR,none,1e-08,13,0.1125,0.5969791,1.244627,True,0.9416667,0.2252768,1.551652,13.19015,3.851734,4.866186,13.1391,0.7982835,0.05239166
0,RL,ELU1,LR,inLN,1e-08,13,0.1125,0.5002916,1.431563,True,0.8508334,0.4806789,2.251339,7.457849,4.015463,4.757905,7.068492,0.8918167,0.01728333
0,RL,ELU1,LR,inLN_a,1e-08,13,0.1125,0.5188125,1.405409,True,0.9075,0.3343278,2.645038,7.859519,3.720041,3.970339,7.450303,0.8430416,0.02413333
0,RL,ELU1,LR,preLN,1e-08,13,0.1125,0.7072604,0.8584531,True,1,0.00320577,0.7863623,10.44656,2.643171,10.38519,10.36776,0.00325,0.6932917
0,RL,ELU1,LR,preLN_a,1e-08,13,0.1125,0.7418646,0.7488267,True,1,0.0007976806,1.09331,10.03589,2.722128,5.234765,9.782358,0.2067167,0.4043667
0,RL,LR,ELU1,none,1e-08,13,0.1125,0.1693229,2.11999,True,0.2775,1.838629,5.598203,12.21903,4.772385,4.540451,12.02524,0,0.05054167
0,RL,LR,ELU1,inLN,1e-08,13,0.1125,0.6238229,1.064215,True,0.9983333,0.01712514,3.653373,6.653794,4.793565,4.654788,6.550589,0,0.058
0,RL,LR,ELU1,inLN_a,1e-08,13,0.1125,0.1898125,2.075366,True,0.3983333,1.558907,6.200496,6.79633,4.006133,3.76651,6.56563,0,0.03200833
0,RL,LR,ELU1,preLN,1e-08,13,0.1125,0.7674167,0.703056,True,1,0.001757318,0.800226,9.647455,4.345279,3.575361,9.472221,0,0.753275
0,RL,LR,ELU1,preLN_a,1e-08,13,0.1125,0.7970729,0.6020228,True,1,0.001208324,0.1971181,9.620814,3.032226,3.131623,9.409599,0,0.7381584
0,RL,LR,LR,none,1e-08,13,0.1125,0.5118125,1.47389,True,0.8416667,0.5631494,0.8731319,12.42305,3.58777,6.724361,12.35389,0,0.04211667
0,RL,LR,LR,inLN,1e-08,13,0.1125,0.5701354,1.264865,True,0.9683334,0.1467208,3.209639,7.082834,4.335003,5.592843,6.90874,0,0.03895
0,RL,LR,LR,inLN_a,1e-08,13,0.1125,0.5218854,1.420518,True,0.9033334,0.3296607,3.765289,7.317832,3.710129,4.322179,7.130282,0,0.03045
0,RL,LR,LR,preLN,1e-08,13,0.1125,0.7663958,0.7064453,True,1,0.001363735,0.740342,9.321995,3.944689,6.49,9.188869,0,0.6735499
0,RL,LR,LR,preLN_a,1e-08,13,0.1125,0.7539271,0.7158864,True,1,0.0008483573,0.195292,9.561035,3.024436,5.308986,9.333612,0,0.7374918
0,PM,ELU1,ELU1,none,1e-08,13,0.1191667,0.9929479,0.02917654,True,1,2.307177e-05,1.836072,5.371748,2.69654,2.21563,5.320905,0.2538583,0.2523583
0,PM,ELU1,ELU1,inLN,1e-08,13,0.1191667,0.9918541,0.04034554,True,1,5.279621e-05,3.494029,4.330054,2.186357,2.249444,3.832001,0.5196417,0.09526668
0,PM,ELU1,ELU1,inLN_a,1e-08,13,0.1191667,0.9926562,0.03549048,True,1,4.042904e-05,3.798402,4.137465,2.080219,2.061924,3.766193,0.4634334,0.1003
0,PM,ELU1,ELU1,preLN,1e-08,13,0.1191667,0.9895416,0.0408071,True,1,0.0001054939,0.7988896,5.725529,2.308851,3.878901,5.693625,0.001133333,0.6713666
0,PM,ELU1,ELU1,preLN_a,1e-08,13,0.1191667,0.991,0.03634072,True,1,5.205075e-05,1.088749,5.267228,2.185153,2.776524,5.228404,0.0516,0.5228167
0,PM,ELU1,LR,none,1e-08,13,0.1191667,0.9924583,0.03225811,True,1,2.510627e-05,1.738011,5.444936,2.29436,2.603802,5.401083,0.262675,0.259025
0,PM,ELU1,LR,inLN,1e-08,13,0.1191667,0.9910833,0.04357731,True,1,5.369187e-05,4.198207,4.420269,2.229164,2.982488,3.880235,0.449025,0.09813333
0,PM,ELU1,LR,inLN_a,1e-08,13,0.1191667,0.9882187,0.05965205,True,1,7.065217e-05,4.797659,4.462492,2.148123,2.717907,3.89841,0.4784666,0.07565
0,PM,ELU1,LR,preLN,1e-08,13,0.1191667,0.9895521,0.04189871,True,1,7.952611e-05,0.8068957,5.60618,2.329365,5.492256,5.580237,0.001316667,0.6729751
0,PM,ELU1,LR,preLN_a,1e-08,13,0.1191667,0.9909167,0.03705189,True,1,4.247904e-05,1.058848,5.138858,2.134252,3.666937,5.101237,0.04095833,0.5158584
0,PM,LR,ELU1,none,1e-08,13,0.1191667,0.9928437,0.02800575,True,1,2.931992e-05,1.081283,4.895941,2.473289,2.33108,4.856975,0,0.216975
0,PM,LR,ELU1,inLN,1e-08,13,0.1191667,0.9912812,0.04305297,True,1,6.40742e-05,4.454541,4.048373,2.240424,2.358206,3.693142,0,0.106025
0,PM,LR,ELU1,inLN_a,1e-08,13,0.1191667,0.9911458,0.04172217,True,1,5.428235e-05,4.131558,3.997222,2.144954,2.203883,3.676423,0,0.09653334
0,PM,LR,ELU1,preLN,1e-08,13,0.1191667,0.9915208,0.03535414,True,1,6.397168e-05,0.7365914,5.043036,2.59917,3.496274,4.984453,0,0.6637667
0,PM,LR,ELU1,preLN_a,1e-08,13,0.1191667,0.9918438,0.03309513,True,1,3.899495e-05,0.6737723,4.879643,2.435291,2.631242,4.781941,0,0.6081917
0,PM,LR,LR,none,1e-08,13,0.1191667,0.9929792,0.02720863,True,1,2.255042e-05,1.063417,5.03055,2.46817,3.186753,4.971617,0,0.18915
0,PM,LR,LR,inLN,1e-08,13,0.1191667,0.9901979,0.05075889,True,1,6.848176e-05,4.447213,4.200051,2.322391,3.245119,3.761741,0,0.08978334
0,PM,LR,LR,inLN_a,1e-08,13,0.1191667,0.9895729,0.05333419,True,1,6.147226e-05,4.506388,4.265811,2.187862,2.875119,3.768998,0,0.08728334
0,PM,LR,LR,preLN,1e-08,13,0.1191667,0.9916875,0.03416032,True,1,4.489502e-05,0.7545422,5.035017,2.611338,4.659061,4.960181,0,0.68445
0,PM,LR,LR,preLN_a,1e-08,13,0.1191667,0.99125,0.03223206,True,1,2.368887e-05,0.7097555,4.887336,2.411409,3.433594,4.769135,0,0.59105
1,RL,ELU1,ELU1,none,1e-08,13,0.1108333,0.09883333,2.314768,True,0.1033333,2.282391,10.30073,10.81368,3.900074,3.865937,10.69359,0.674625,0.04355
1,RL,ELU1,ELU1,inLN,1e-08,13,0.1108333,0.5781771,1.226738,True,0.94,0.2434608,2.226958,7.475431,4.300369,4.19952,7.054213,0.89155,0.01864167
1,RL,ELU1,ELU1,inLN_a,1e-08,13,0.1108333,0.2894792,1.788043,True,0.6441667,0.9367485,5.287538,7.316564,4.127323,3.929068,7.059165,0.762425,0.024725
1,RL,ELU1,ELU1,preLN,1e-08,13,0.1108333,0.6481354,1.054586,True,0.9966667,0.02103614,0.78018,11.25092,2.944517,4.091963,11.19832,0.002933333,0.6860167
1,RL,ELU1,ELU1,preLN_a,1e-08,13,0.1108333,0.8132396,0.5510815,True,1,0.0009092935,1.174983,9.742359,2.411341,3.281104,9.552659,0.1865833,0.3773417
1,RL,ELU1,LR,none,1e-08,13,0.1108333,0.5415104,1.350679,True,0.895,0.3483858,1.479212,13.41686,3.839803,4.967465,13.37035,0.8281084,0.04105
1,RL,ELU1,LR,inLN,1e-08,13,0.1108333,0.431625,1.611581,True,0.7525,0.7562244,2.093821,7.44527,3.708397,4.554837,6.931715,0.9129167,0.010175
1,RL,ELU1,LR,inLN_a,1e-08,13,0.1108333,0.4856458,1.490407,True,0.8341667,0.5269334,2.273751,7.55329,3.434929,3.6232,7.056014,0.8841667,0.017275
1,RL,ELU1,LR,preLN,1e-08,13,0.1108333,0.6273021,1.076597,True,0.9983333,0.02337967,0.7812002,10.68138,2.747977,9.244749,10.61025,0.002866667,0.691425
1,RL,ELU1,LR,preLN_a,1e-08,13,0.1108333,0.7381354,0.7686834,True,1,0.001228062,1.113206,10.23188,2.668877,5.128385,9.965302,0.2089167,0.3950833
1,RL,LR,ELU1,none,1e-08,13,0.1108333,0.1608542,2.147712,True,0.2516667,1.900781,5.015188,12.36952,4.695359,4.5589,12.15828,0,0.048475
1,RL,LR,ELU1,inLN,1e-08,13,0.1108333,0.7119687,0.8416113,True,1,0.007377245,3.874921,6.60932,4.798488,4.705544,6.500107,0,0.05720833
1,RL,LR,ELU1,inLN_a,1e-08,13,0.1108333,0.1874062,2.072852,True,0.3875,1.546198,6.501357,6.798155,4.02567,3.752885,6.568475,0,0.02918333
1,RL,LR,ELU1,preLN,1e-08,13,0.1108333,0.7754062,0.6989072,True,1,0.002327343,0.8032202,9.674253,4.391926,3.644755,9.484369,0,0.756425
1,RL,LR,ELU1,preLN_a,1e-08,13,0.1108333,0.8042188,0.5849183,True,1,0.001275562,0.2453198,9.696177,3.015344,3.237366,9.440893,0,0.7202584
1,RL,LR,LR,none,1e-08,13,0.1108333,0.5275729,1.455793,True,0.8508334,0.5332419,0.9379462,11.92645,3.582222,6.630565,11.87564,0,0.040325
1,RL,LR,LR,inLN,1e-08,13,0.1108333,0.5727604,1.271456,True,0.95,0.1947419,3.29613,7.132759,4.246681,5.408521,6.970795,0,0.03254167
1,RL,LR,LR,inLN_a,1e-08,13,0.1108333,0.5552396,1.325774,True,0.9408333,0.2309294,3.645478,7.22008,3.713219,4.289803,7.034283,0,0.03176667
1,RL,LR,LR,preLN,1e-08,13,0.1108333,0.7919375,0.6392606,True,1,0.001376548,0.7417335,9.267975,4.015932,6.721715,9.098305,0,0.6770833
1,RL,LR,LR,preLN_a,1e-08,13,0.1108333,0.7262396,0.7993171,True,1,0.001399123,0.2019495,9.760938,3.072874,5.396175,9.513264,0,0.6827083
1,PM,ELU1,ELU1,none,1e-08,13,0.1141667,0.992625,0.03187839,True,1,2.283335e-05,1.817036,5.476195,2.744288,2.17351,5.410355,0.2811417,0.2439667
1,PM,ELU1,ELU1,inLN,1e-08,13,0.1141667,0.9922292,0.03534086,True,1,5.737861e-05,3.881757,4.315239,2.236654,2.25484,3.820709,0.4888499,0.09165001
1,PM,ELU1,ELU1,inLN_a,1e-08,13,0.1141667,0.9913854,0.03648622,True,1,4.527092e-05,4.067179,4.383462,2.164777,2.134766,3.846248,0.5353501,0.0767
1,PM,ELU1,ELU1,preLN,1e-08,13,0.1141667,0.9875,0.04970887,True,1,0.0001283328,0.8110541,5.875672,2.31278,4.092004,5.83541,0.001275,0.6847583
1,PM,ELU1,ELU1,preLN_a,1e-08,13,0.1141667,0.9886459,0.04333891,True,1,5.651951e-05,1.063954,5.442013,2.245314,2.834343,5.395438,0.05585,0.51565
1,PM,ELU1,LR,none,1e-08,13,0.1141667,0.9912812,0.03573736,True,1,2.371947e-05,1.630963,5.408988,2.340834,2.509171,5.366976,0.3074833,0.2346917
1,PM,ELU1,LR,inLN,1e-08,13,0.1141667,0.9892604,0.04463664,True,1,4.109462e-05,4.181156,4.498408,2.328896,3.212114,3.903913,0.5241083,0.07541667
1,PM,ELU1,LR,inLN_a,1e-08,13,0.1141667,0.9889896,0.04797254,True,1,4.803817e-05,4.205272,4.420806,2.148541,2.750331,3.866902,0.52675,0.0767
1,PM,ELU1,LR,preLN,1e-08,13,0.1141667,0.9879792,0.04845459,True,1,0.0001037387,0.8037134,5.772937,2.302821,5.62859,5.731497,0.00105,0.6725749
1,PM,ELU1,LR,preLN_a,1e-08,13,0.1141667,0.9889687,0.04140375,True,1,3.439546e-05,1.071403,5.379584,2.168915,3.709559,5.330652,0.06096667,0.5279417
1,PM,LR,ELU1,none,1e-08,13,0.1141667,0.9920312,0.03232494,True,1,3.233115e-05,1.10867,4.852845,2.443543,2.337061,4.803082,0,0.2022583
1,PM,LR,ELU1,inLN,1e-08,13,0.1141667,0.9907396,0.04372904,True,1,7.031679e-05,3.993287,4.111991,2.237825,2.333675,3.714989,0,0.09940001
1,PM,LR,ELU1,inLN_a,1e-08,13,0.1141667,0.9915833,0.03824818,True,1,4.773458e-05,3.743502,4.11062,2.161361,2.219485,3.704414,0,0.09040833
1,PM,LR,ELU1,preLN,1e-08,13,0.1141667,0.9905521,0.03825113,True,1,6.088813e-05,0.7433742,5.053069,2.696772,3.437395,4.984749,0,0.6769916
1,PM,LR,ELU1,preLN_a,1e-08,13,0.1141667,0.9894271,0.04214527,True,1,3.583272e-05,0.7321118,5.006721,2.512903,2.742905,4.919128,0,0.5895917
1,PM,LR,LR,none,1e-08,13,0.1141667,0.991375,0.03093589,True,1,2.351523e-05,1.10899,5.060035,2.49735,3.052627,5.000377,0,0.2155167
1,PM,LR,LR,inLN,1e-08,13,0.1141667,0.9890625,0.05023556,True,1,6.542365e-05,4.238677,4.377704,2.405046,3.228011,3.831569,0,0.07889166
1,PM,LR,LR,inLN_a,1e-08,13,0.1141667,0.9897813,0.04657002,True,1,5.29778e-05,4.397512,4.265503,2.187194,2.851382,3.750083,0,0.084025
1,PM,LR,LR,preLN,1e-08,13,0.1141667,0.9901667,0.04078535,True,1,4.808704e-05,0.763919,5.153993,2.58192,4.816714,5.080765,0,0.6890417
1,PM,LR,LR,preLN_a,1e-08,13,0.1141667,0.990375,0.03623234,True,1,2.294342e-05,0.7309652,4.975562,2.417234,3.371986,4.884744,0,0.5652167
2,RL,ELU1,ELU1,none,1e-08,13,0.115,0.1409688,2.213351,True,0.18,2.078932,9.230662,11.58155,4.331719,4.155069,11.50495,0.6259916,0.06509167
2,RL,ELU1,ELU1,inLN,1e-08,13,0.115,0.6141562,1.128077,True,0.9758334,0.1310788,2.615248,7.470423,4.551123,4.4829,7.183293,0.8653834,0.02225833
2,RL,ELU1,ELU1,inLN_a,1e-08,13,0.115,0.4508021,1.54931,True,0.7775,0.6762355,2.345895,7.554554,3.786574,3.333663,7.111437,0.8972666,0.014525
2,RL,ELU1,ELU1,preLN,1e-08,13,0.115,0.6301666,1.073002,True,0.8533334,0.3976547,0.7746412,11.28344,2.937773,4.44511,11.21092,0.003441666,0.6932166
