seed,env,act,task,floor_acc,online_acc,online_ce,finite,train_acc,train_ce,zmean_l1,gate_mean_l1,lowgate_l1,tinygate_l1,neggate_l1,zmed_l1,zmean_l2,gate_mean_l2,lowgate_l2,tinygate_l2,neggate_l2,zmed_l2,wnorm_l1,wnorm_l2,wnorm_l3,cnorm_l1
0,RL,LR,1,0.1166667,0.8567396,0.4328807,True,1,0.003140997,-0.3634099,0.4725775,0,0,0,-0.2916917,0.8998147,0.8074,0,0,0,0.956233,3.022515,1.650563,2.462571,3.014975
0,RL,ELU1,1,0.1166667,0.7906354,0.6097195,True,1,0.008020378,-0.6805965,0.586346,0.04721667,0,0,-0.6835297,0.2252614,0.7774797,0.009491666,0,0,0.2279108,3.46952,1.613421,2.430487,3.462552
0,RL,R,1,0.1166667,0.8619479,0.4157385,True,1,0.001563243,-0.3148754,0.3730417,0.6269584,0.6269584,0,-0.4055053,1.442954,0.8869001,0.1131,0.1131,0,1.589277,2.260042,1.603713,2.710978,2.25088
0,RL,GELU,1,0.1166667,0.8679583,0.3884047,True,1,0.001218608,-0.0842915,0.5143332,0.1215417,0.000925,0.2915417,-0.06750285,1.600899,0.9414888,0.013,2.5e-05,0.02699167,1.583071,2.975735,1.634312,2.220731,2.967904
0,RL,SILU,1,0.1166667,0.8331146,0.4839001,True,1,0.002976532,-0.05770493,0.5141441,0.08512499,0,0.1971083,-0.1144579,1.690064,0.9062945,0.01253333,0,0.01754167,1.691247,3.35517,1.722089,2.263604,3.347243
0,PM,LR,1,0.1191667,0.9883021,0.04333531,True,1,5.462984e-05,0.9964697,0.79312,0,0,0,1.126856,3.010074,0.8674301,0,0,0,2.867125,1.608235,1.075464,1.370513,1.589615
0,PM,ELU1,1,0.1191667,0.9897604,0.03957858,True,1,4.956246e-05,0.8265517,0.8881114,0.003633333,0,0,0.8162358,1.86617,0.8010666,0.0581,0,0,1.900391,1.517451,1.130471,1.429259,1.50559
0,PM,R,1,0.1191667,0.9883229,0.04540274,True,1,3.976514e-05,1.137324,0.7201751,0.279825,0.279825,0,1.227418,2.526862,0.7371,0.2629,0.2629,0,3.113943,1.557532,1.058601,1.422235,1.537086
0,PM,GELU,1,0.1191667,0.9889792,0.04127524,True,1,5.591432e-05,1.498485,0.894765,0.023725,0.0001666667,0.055925,1.450099,3.136671,0.8672308,0.04123333,0.003225,0.08344167,3.063692,1.594779,1.032287,1.33768,1.576444
0,PM,SILU,1,0.1191667,0.9880937,0.04436573,True,1,5.468468e-05,1.912552,0.9268866,0.01283334,0,0.02356667,1.96986,3.718577,0.8823094,0.03245,0,0.06545833,3.68638,1.665737,1.04309,1.331164,1.640806
1,RL,LR,1,0.1241667,0.8613333,0.4136801,True,1,0.001649264,-0.07435566,0.544375,0,0,0,-0.08506502,1.325367,0.8851299,0,0,0,1.310852,2.778154,1.599712,2.449395,2.771496
1,RL,ELU1,1,0.1241667,0.800052,0.5881906,True,1,0.005554294,-0.5599329,0.6190147,0.03724167,0,0,-0.5417952,0.2657018,0.7831277,0.009625,0,0,0.2609884,3.343224,1.612986,2.46771,3.33772
1,RL,R,1,0.1241667,0.8583333,0.4255594,True,1,0.002151165,-0.3791671,0.3535,0.6465,0.6465,0,-0.5151116,1.182441,0.8360251,0.163975,0.163975,0,1.337181,2.331663,1.558095,2.642432,2.324229
1,RL,GELU,1,0.1241667,0.8687187,0.3848799,True,0.7516667,0.7883538,-0.8369862,0.285414,0.2186666,0.001908334,0.4897667,-0.8349878,0.3545026,0.6448184,0.05445,8.333333e-06,0.1187167,0.3494493,2.886229,1.676064,2.174854,2.877969
1,RL,SILU,1,0.1241667,0.8362604,0.4757622,True,1,0.0021853,-0.04864339,0.5094574,0.08891668,0,0.1991667,-0.1146087,1.837609,0.925493,0.010975,0,0.016725,1.878288,3.277984,1.724831,2.242741,3.2693
1,PM,LR,1,0.1141667,0.9876041,0.04334859,True,1,6.228149e-05,1.202567,0.8110225,0,0,0,1.246356,3.205174,0.857605,0,0,0,3.314679,1.614876,1.091702,1.376304,1.598308
1,PM,ELU1,1,0.1141667,0.9887396,0.04018169,True,1,5.719582e-05,0.8644854,0.8747785,0.008141667,0,0,0.7909794,2.142281,0.8097171,0.0556,0,0,2.040301,1.548439,1.123096,1.436904,1.534448
1,PM,R,1,0.1141667,0.9871354,0.04547161,True,1,5.925974e-05,1.251546,0.77395,0.22605,0.22605,0,1.27253,3.04443,0.7801917,0.2198083,0.2198083,0,3.514096,1.627942,1.056887,1.345524,1.609297
1,PM,GELU,1,0.1141667,0.987625,0.04183136,True,1,6.713351e-05,1.520877,0.8756706,0.02989167,0.0003583333,0.06414166,1.432468,3.561711,0.887814,0.02708333,0.0001166667,0.06380834,3.528441,1.613053,1.032845,1.313659,1.591779
1,PM,SILU,1,0.1141667,0.9864583,0.04514992,True,1,6.692529e-05,1.898633,0.9073149,0.016325,0,0.028775,1.816937,4.159694,0.8985605,0.02206666,0,0.05125833,4.124337,1.694873,1.039941,1.317051,1.66847
2,RL,LR,1,0.1083333,0.8529062,0.4427381,True,1,0.003700872,-0.4860848,0.454165,0,0,0,-0.292713,1.021405,0.83908,0,0,0,1.032568,2.966312,1.643492,2.4739,2.959337
2,RL,ELU1,1,0.1083333,0.7901354,0.613493,True,0.965,0.1021999,-0.6299576,0.599938,0.043875,0,0,-0.6167946,0.4023932,0.8129104,0.005141667,0,0,0.3928078,3.359058,1.600348,2.458695,3.352214
2,RL,R,1,0.1083333,0.8475416,0.4599395,True,1,0.003256402,-0.3316884,0.3583333,0.6416667,0.6416667,0,-0.2904343,1.239986,0.8435334,0.1564667,0.1564667,0,1.378449,2.41191,1.553321,2.634815,2.404702
2,RL,GELU,1,0.1083333,0.8599687,0.4130801,True,1,0.002966034,-0.1037327,0.4888503,0.1225333,0.0006583333,0.3032333,-0.1511164,1.529664,0.9200685,0.016125,0,0.03483333,1.553341,3.058748,1.619872,2.21352,3.05179
2,RL,SILU,1,0.1083333,0.8254479,0.5053018,True,0.9991667,0.004353485,-0.03587993,0.5049044,0.08978334,0,0.1949583,-0.1132612,1.778886,0.9101902,0.01208333,0,0.01605833,1.797676,3.429596,1.719868,2.266623,3.4219
2,PM,LR,1,0.1158333,0.9872916,0.04475292,True,1,6.36816e-05,1.156036,0.8154025,0,0,0,1.103306,3.216709,0.8708276,0,0,0,3.143631,1.634898,1.072652,1.380396,1.619327
2,PM,ELU1,1,0.1158333,0.9891354,0.04022153,True,1,5.514542e-05,0.83075,0.8786166,0.004833333,0,0,0.7718477,1.992226,0.7994766,0.05563334,0,0,1.984778,1.538643,1.135413,1.452752,1.525734
2,PM,R,1,0.1158333,0.9868229,0.04710991,True,1,6.185929e-05,1.13391,0.7265669,0.2734334,0.2734334,0,1.15454,2.749318,0.74735,0.25265,0.25265,0,3.285328,1.590963,1.036793,1.413707,1.57587
2,PM,GELU,1,0.1158333,0.9873229,0.043017,True,1,6.696344e-05,1.555472,0.8927689,0.02421667,0.00025,0.0533,1.605822,3.32558,0.8635676,0.03578334,0.0008750001,0.08465,3.445266,1.648538,1.021921,1.333859,1.629859
2,PM,SILU,1,0.1158333,0.9865208,0.04588837,True,1,6.848296e-05,1.962195,0.9251931,0.01186667,0,0.019225,2.012155,3.910694,0.8790896,0.02996667,0,0.06514167,4.106822,1.721852,1.032706,1.324258,1.698218
0,RL,LR,2,0.1108333,0.7877917,0.6255155,True,1,0.001952457,-2.017858,0.231865,0,0,0,-1.909242,0.5167822,0.7104324,0,0,0,0.531055,4.150035,2.154079,4.187498,4.131255
0,RL,ELU1,2,0.1108333,0.7601146,0.7170394,True,1,0.004009939,-1.720014,0.3821205,0.25495,0,0,-1.742276,0.1589373,0.7199082,0.03273334,0,0,0.2403572,4.462159,1.931425,2.621977,4.44889
0,RL,R,2,0.1108333,0.6542917,0.9587391,True,0.9191667,0.2440199,-2.676133,0.053475,0.946525,0.946525,0,-2.699328,0.3494067,0.6389,0.3611,0.3611,0,0.3385488,2.939014,2.369447,5.110234,2.909246
0,RL,GELU,2,0.1108333,0.8578229,0.4485847,True,1,0.002078063,-2.806705,0.06703791,0.5974167,0.07530833,0.8306916,-2.822997,1.143162,0.9297602,0.01568333,1.666667e-05,0.03604167,1.122969,3.908669,2.702924,4.03373,3.878923
0,RL,SILU,2,0.1108333,0.8584479,0.4427972,True,1,0.000729692,-2.548038,0.1042753,0.3213916,0,0.6962583,-2.519125,1.120889,0.8466673,0.01385833,0,0.01874167,1.146874,4.293486,2.435937,3.630582,4.265413
0,PM,LR,2,0.1191667,0.9928125,0.02934623,True,1,5.161246e-05,-0.6457319,0.4244649,0,0,0,-0.5064439,1.625166,0.755515,0,0,0,1.604342,2.138757,1.306398,1.75476,2.117319
0,PM,ELU1,2,0.1191667,0.99225,0.03309713,True,1,5.960226e-05,-0.2862424,0.6435381,0.04545834,0,0,-0.2765587,0.5431353,0.6766793,0.117675,1.666667e-05,0,0.5862888,2.015637,1.289886,1.605128,2.001749
0,PM,R,2,0.1191667,0.9935521,0.02635652,True,1,4.354954e-05,-0.4461545,0.3802084,0.6197917,0.6197917,0,-0.5090768,1.621686,0.7231333,0.2768667,0.2768667,0,1.917454,1.994989,1.309478,1.894731,1.970734
0,PM,GELU,2,0.1191667,0.993875,0.02499742,True,1,3.502091e-05,-0.2687888,0.4138955,0.19205,0.002908333,0.423475,-0.1629744,1.711654,0.7709615,0.07283334,0.006441666,0.145875,1.85698,2.047118,1.308658,1.733943,2.03075
0,PM,SILU,2,0.1191667,0.9929062,0.02864937,True,1,3.676573e-05,0.1225852,0.5215816,0.100675,0,0.2431417,0.3592515,1.894806,0.7577875,0.06620833,0,0.1357583,2.035481,2.148168,1.285121,1.677472,2.127146
1,RL,LR,2,0.1125,0.7792292,0.6569654,True,1,0.002783441,-2.335338,0.20032,0,0,0,-2.190779,0.5688982,0.7393076,0,0,0,0.5676861,4.176773,2.123732,4.188658,4.160698
1,RL,ELU1,2,0.1125,0.7596667,0.7157069,True,1,0.002443998,-1.452305,0.4325971,0.2280417,0,0,-1.458003,0.2468429,0.7194394,0.05678334,0,0,0.3703885,4.249387,1.940175,2.687366,4.23948
1,RL,R,2,0.1125,0.6319063,1.036292,True,0.9133334,0.2732311,-2.670121,0.0501,0.9498999,0.9498999,0,-2.796572,0.3320793,0.6482833,0.3517166,0.3517166,0,0.3501531,2.90028,2.243948,5.108583,2.875121
1,RL,GELU,2,0.1125,0.865052,0.4228272,True,1,0.001963022,-2.609264,0.06038674,0.5663917,0.05454167,0.8248583,-2.606098,1.182046,0.9626105,0.011175,1.666667e-05,0.02485833,1.191241,3.822001,2.876931,4.103227,3.802309
1,RL,SILU,2,0.1125,0.8546458,0.4553553,True,1,0.0009080184,-2.699849,0.09557151,0.3358167,0,0.7153084,-2.682025,0.9989246,0.8225831,0.01613333,0,0.02133333,1.002029,4.213008,2.472597,3.657271,4.186686
1,PM,LR,2,0.1141667,0.9926771,0.02870583,True,1,5.102595e-05,-1.187413,0.34222,0,0,0,-1.187901,1.475781,0.7366375,0,0,0,1.598894,2.130785,1.37502,1.825263,2.108811
1,PM,ELU1,2,0.1141667,0.992625,0.03091892,True,1,5.445083e-05,-0.6162265,0.561525,0.08138334,0,0,-0.5902854,0.8854663,0.7153143,0.090625,0,0,0.8604313,2.055064,1.293655,1.630967,2.042863
1,PM,R,2,0.1141667,0.9928437,0.02859392,True,1,5.23758e-05,-1.141827,0.2797,0.7203001,0.7203001,0,-1.11319,1.463341,0.6851584,0.3148417,0.3148417,0,1.968864,2.089774,1.312339,1.817433,2.067194
1,PM,GELU,2,0.1141667,0.9930625,0.02496704,True,1,3.468593e-05,-0.6409565,0.3721087,0.2685,0.01701667,0.4864668,-0.3112963,1.91242,0.7904957,0.058725,0.001716667,0.1274917,1.894338,2.105543,1.305301,1.722031,2.084728
1,PM,SILU,2,0.1141667,0.9930313,0.02544203,True,1,3.024181e-05,-0.3871033,0.4229893,0.1415333,0,0.3506417,-0.1483371,2.089577,0.7831009,0.05232501,0,0.111325,2.13236,2.192117,1.319727,1.690497,2.171238
2,RL,LR,2,0.1158333,0.7795729,0.654523,True,1,0.002900534,-2.149884,0.2263225,0,0,0,-2.199698,0.4614966,0.6880375,0,0,0,0.5242549,4.130853,2.155262,4.178713,4.11321
2,RL,ELU1,2,0.1158333,0.7655833,0.7084671,True,0.9483334,0.1595486,-1.863986,0.3656048,0.2958917,0,0,-1.901361,-0.5671659,0.56978,0.1025583,0,0,-0.5493019,4.539826,1.927011,2.61,4.528284
2,RL,R,2,0.1158333,0.7176354,0.8135746,True,0.9641667,0.1282333,-2.402082,0.06274167,0.9372584,0.9372584,0,-2.398659,0.4359971,0.6658251,0.334175,0.334175,0,0.4273796,2.990298,2.231247,5.001827,2.968024
2,RL,GELU,2,0.1158333,0.8512396,0.479902,True,1,0.001643152,-2.695732,0.04729802,0.5731417,0.05689168,0.8377584,-2.621244,0.6046469,0.7955693,0.026975,4.166666e-05,0.059775,0.621347,4.004723,2.858759,4.449254,3.984944
2,RL,SILU,2,0.1158333,0.8417813,0.4935772,True,1,0.001584955,-2.961697,0.07385923,0.3716666,0,0.752925,-3.082724,1.035006,0.8384895,0.01460833,0,0.02014167,1.010357,4.603028,2.488877,3.598016,4.57588
2,PM,LR,2,0.1158333,0.9906875,0.03708378,True,1,6.491582e-05,-1.382122,0.2931025,0,0,0,-1.770135,1.542845,0.7368324,0,0,0,1.564449,2.233353,1.346068,1.846078,2.21484
2,PM,ELU1,2,0.1158333,0.991125,0.03958352,True,1,6.869475e-05,-0.7457192,0.5528057,0.1145083,0,0,-0.4629439,0.5941648,0.6790047,0.1126167,0,0,0.5817513,2.113262,1.302663,1.640118,2.099238
2,PM,R,2,0.1158333,0.9918646,0.03186458,True,1,5.699396e-05,-1.118896,0.2608584,0.7391417,0.7391417,0,-1.270625,1.595996,0.7455417,0.2544583,0.2544583,0,1.824199,2.044082,1.309753,1.959171,2.024028
2,PM,GELU,2,0.1158333,0.9926979,0.02823343,True,1,4.344543e-05,-0.9288318,0.3031774,0.3053667,0.0169,0.567325,-0.9482478,1.811372,0.779456,0.05858333,0.001825,0.1319917,1.765019,2.133047,1.299226,1.817584,2.112386
2,PM,SILU,2,0.1158333,0.9919271,0.03103939,True,1,3.740112e-05,-0.5438787,0.3723607,0.1483917,0,0.3929083,-0.6405788,1.954564,0.7644649,0.05548334,0,0.1185417,2.007574,2.245647,1.3031,1.732139,2.228096
0,RL,LR,3,0.115,0.7896771,0.6503487,True,1,0.006139982,-2.90124,0.1928125,0,0,0,-2.887205,-0.3814871,0.462385,0,0,0,-0.2598794,5.155732,2.483417,5.137869,5.133384
0,RL,ELU1,3,0.115,0.7791042,0.6564972,True,1,0.001725183,-2.193556,0.348818,0.3561,0,0,-2.217683,-0.2176964,0.6243823,0.136175,0,0,0.07009166,5.246062,2.202505,2.815982,5.230484
0,RL,R,3,0.115,0.2492708,1.96507,True,0.34,1.711181,-4.397287,0.005783333,0.9942167,0.9942167,0,-4.967066,-0.0144449,0.5540251,0.445975,0.445975,0,0.1336688,3.089531,2.511438,5.737788,3.032983
0,RL,GELU,3,0.115,0.8104063,0.6516175,True,0.9533334,0.1858858,-4.897131,0.001075623,0.8265333,0.2889,0.95315,-4.654745,0.5139604,0.8262542,0.01315833,8.333333e-06,0.029575,0.5204475,4.999687,4.595261,6.520744,4.941526
0,RL,SILU,3,0.115,0.806,0.6464217,True,1,0.004523465,-2.901668,0.1757108,0.42425,0,0.697625,-3.415522,-3.022025,0.1727597,0.4339584,7.5e-05,0.6957417,-3.624683,5.746847,3.020095,5.403091,5.706471
0,PM,LR,3,0.1191667,0.9933958,0.02875618,True,1,3.705978e-05,-1.170481,0.3544599,0,0,0,-1.046231,1.099827,0.6886825,0,0,0,1.081501,2.544677,1.478938,1.98125,2.520549
0,PM,ELU1,3,0.1191667,0.9928229,0.03231286,True,1,5.121708e-05,-0.3034204,0.6279712,0.06999167,0,0,-0.2739317,0.3257197,0.6382721,0.1762,0.00055,0,0.3781189,2.435599,1.428871,1.673567,2.420494
0,PM,R,3,0.1191667,0.9936875,0.02687767,True,1,3.713588e-05,-1.077793,0.27675,0.7232502,0.7232502,0,-1.193679,1.301851,0.7110249,0.288975,0.288975,0,1.525573,2.286815,1.481218,2.294773,2.253132
0,PM,GELU,3,0.1191667,0.9949167,0.02090424,True,1,2.700965e-05,-0.837916,0.3185721,0.29185,0.007975,0.5362333,-0.6589862,1.43905,0.743695,0.08345833,0.004758334,0.1660917,1.575856,2.388938,1.513651,2.044322,2.36593
0,PM,SILU,3,0.1191667,0.9943021,0.02428617,True,1,2.729734e-05,-0.5725573,0.3870684,0.1537417,0,0.3862333,-0.4857876,1.226947,0.6835678,0.08953334,8.333333e-06,0.175975,1.281137,2.518524,1.49248,1.940927,2.496148
1,RL,LR,3,0.1208333,0.7632917,0.7116797,True,1,0.007057182,-3.069095,0.1872175,0,0,0,-2.999071,-0.1891671,0.51106,0,0,0,-0.04741024,5.223997,2.454228,5.146391,5.203361
1,RL,ELU1,3,0.1208333,0.7886146,0.6436585,True,1,0.003455509,-2.286127,0.3375882,0.3742251,8.333333e-06,0,-2.348648,-0.8552272,0.5212312,0.1959333,0,0,-0.7496248,5.336785,2.237329,2.836884,5.320692
1,RL,R,3,0.1208333,0.2306979,2.047821,True,0.3308333,1.776222,-4.264975,0.005058333,0.9949417,0.9949417,0,-4.773962,0.03358977,0.6174334,0.3825667,0.3825667,0,0.1785948,3.031605,2.332764,5.613471,2.983043
1,RL,GELU,3,0.1208333,0.8173125,0.6161754,True,0.9875,0.06048598,-4.564827,0.004849066,0.8027334,0.245825,0.9411501,-4.467301,0.5127798,0.8158938,0.01545833,3.333333e-05,0.03353333,0.5166267,4.877631,4.709268,6.596935,4.832814
1,RL,SILU,3,0.1208333,0.7867396,0.7134535,True,0.9983333,0.01808298,-2.949317,0.1808676,0.4295,1.666667e-05,0.6959251,-3.816914,-3.457204,0.1206607,0.4592833,0.0002916667,0.7409167,-3.473134,5.778231,3.0312,6.175298,5.740705
1,PM,LR,3,0.1141667,0.9930208,0.02853019,True,1,3.646136e-05,-1.450231,0.3222175,0,0,0,-1.434683,0.9266362,0.6674275,0,0,0,1.008808,2.535461,1.536461,2.09236,2.50679
1,PM,ELU1,3,0.1141667,0.9921563,0.03264787,True,1,4.859209e-05,-0.690303,0.5465125,0.1189833,0,0,-0.50144,0.2905821,0.6448209,0.1609833,0.00085,0,0.361853,2.482332,1.445871,1.695199,2.468202
1,PM,R,3,0.1141667,0.9923542,0.03105368,True,1,4.421314e-05,-1.74505,0.1760083,0.8239915,0.8239915,0,-2.134676,1.186492,0.6906,0.3094,0.3094,0,1.361098,2.366201,1.498081,2.329493,2.326866
1,PM,GELU,3,0.1141667,0.9943646,0.0227034,True,1,2.67299e-05,-0.965483,0.3274553,0.3239917,0.01493333,0.541775,-0.9045721,1.473359,0.7566086,0.07519166,0.005325,0.1562333,1.542296,2.446662,1.514704,1.956741,2.419077
1,PM,SILU,3,0.1141667,0.9934062,0.02479674,True,1,2.445579e-05,-0.7710362,0.3666365,0.1741667,0,0.415775,-0.5956851,1.418215,0.7188566,0.07815,0,0.1551,1.54085,2.572185,1.517911,1.93574,2.545238
2,RL,LR,3,0.1058333,0.7913333,0.6336532,True,1,0.001983008,-2.539529,0.227065,0,0,0,-2.614783,0.03516734,0.5628325,0,0,0,0.1738964,4.98385,2.453158,4.921731,4.961554
2,RL,ELU1,3,0.1058333,0.7607083,0.6980724,True,0.9958333,0.03968528,-2.306757,0.3431494,0.3851917,0.0001333333,0,-2.198405,-1.793931,0.389586,0.3422917,8.333333e-06,0,-1.701994,5.565506,2.334068,2.944172,5.550648
2,RL,R,3,0.1058333,0.2464062,1.977817,True,0.3583333,1.703244,-4.266883,0.005225,0.9947749,0.9947749,0,-4.966615,0.08280397,0.6720417,0.3279583,0.3279583,0,0.2087767,3.132013,2.379175,5.566968,3.084795
2,RL,GELU,3,0.1058333,0.7779791,0.7366988,True,0.9758334,0.09977558,-4.813378,-0.0002092117,0.835625,0.2702084,0.9553002,-4.518895,0.5563818,0.8514548,0.01200833,3.333333e-05,0.02649167,0.5485293,5.177092,4.961436,6.339081,5.134763
2,RL,SILU,3,0.1058333,0.8367083,0.5460368,True,1,0.004031372,-4.675231,-0.0005255862,0.5846417,8.333333e-05,0.8986083,-4.571521,1.055565,0.8869942,0.004775,0,0.007108333,1.02589,5.686298,3.566162,5.454288,5.641763
2,PM,LR,3,0.1158333,0.9923542,0.03281117,True,1,3.899892e-05,-1.451992,0.3203875,0,0,0,-1.422185,1.031482,0.6765325,0,0,0,0.998755,2.655738,1.507695,2.075599,2.628868
2,PM,ELU1,3,0.1158333,0.9911667,0.03823463,True,1,5.398194e-05,-0.505442,0.5769557,0.134725,0,0,-0.4324247,0.7323628,0.6642473,0.1662583,0,0,0.8392607,2.571529,1.436372,1.705567,2.554586
2,PM,R,3,0.1158333,0.9925312,0.03089422,True,1,5.148729e-05,-1.567498,0.1967333,0.8032667,0.8032667,0,-2.111738,1.311452,0.7294668,0.2705334,0.2705334,0,1.478127,2.338187,1.48783,2.318837,2.302221
2,PM,GELU,3,0.1158333,0.9931458,0.02622556,True,1,3.583074e-05,-1.199914,0.2602518,0.3614584,0.01460833,0.6149167,-1.634037,1.496972,0.7804279,0.06195834,0.002741667,0.1281833,1.438527,2.501101,1.554034,2.127133,2.474449
2,PM,SILU,3,0.1158333,0.9928437,0.02700039,True,1,3.035466e-05,-0.8854982,0.3407904,0.179625,0,0.4532667,-1.006552,1.62034,0.7308977,0.06565834,0,0.137775,1.694719,2.668127,1.488676,1.979382,2.64495
0,RL,LR,4,0.1141667,0.7155833,0.8543891,True,0.9258333,0.2472461,-3.937605,0.157345,0,0,0,-3.934292,-1.274733,0.327655,0,0,0,-1.062279,6.24767,2.802323,5.975422,6.223036
0,RL,ELU1,4,0.1141667,0.7946354,0.6339921,True,1,0.00376176,-2.90385,0.3188051,0.4562083,0.0003166667,0,-2.922305,-2.143822,0.3748717,0.4032751,5.833333e-05,0,-1.961121,6.324594,2.544426,3.071416,6.307671
0,RL,R,4,0.1141667,0.1434375,2.227741,True,0.17,2.163182,-5.362782,0.001016667,0.9989833,0.9989833,0,-6.249641,-0.1080075,0.5466667,0.4533333,0.4533333,0,0.1277332,3.123953,2.528815,5.887179,3.047054
0,RL,GELU,4,0.1141667,0.659125,1.010465,True,0.8933334,0.3130822,-6.262174,-0.004600193,0.91465,0.455725,0.9664501,-6.057697,0.5381274,0.8635561,0.004816667,4.166666e-05,0.01045,0.5402304,5.866024,6.239818,7.34564,5.788148
0,RL,SILU,4,0.1141667,0.6801771,1.036155,True,0.9783334,0.1602703,-2.901592,0.2234997,0.4386667,0.000175,0.6620917,-3.690162,-6.184083,0.02022133,0.7115251,0.004191667,0.8988917,-5.781575,7.118869,3.742164,10.55825,7.074345
0,PM,LR,4,0.1191667,0.9934062,0.02554193,True,1,2.881845e-05,-1.539843,0.3166525,0,0,0,-1.388964,0.727923,0.632965,0,0,0,0.8105931,2.914907,1.625302,2.201566,2.885046
0,PM,ELU1,4,0.1191667,0.992125,0.03044474,True,1,3.741264e-05,-0.3179421,0.6417738,0.148725,0,0,0.1908941,-0.4831739,0.5310065,0.3047917,0.002133333,0,-0.2944987,2.86195,1.581935,1.742185,2.834172
0,PM,R,4,0.1191667,0.9928958,0.02848532,True,1,4.844447e-05,-1.519735,0.1918167,0.8081833,0.8081833,0,-2.105194,1.070057,0.6951584,0.3048417,0.3048417,0,1.213787,2.501681,1.641172,2.739221,2.45805
0,PM,GELU,4,0.1191667,0.9940625,0.02258802,True,1,3.154486e-05,-1.402343,0.2352354,0.4089834,0.01959167,0.646925,-2.045105,0.9874602,0.6931904,0.1143417,0.01355833,0.2095833,1.270766,2.723794,1.77951,2.366889,2.694707
0,PM,SILU,4,0.1191667,0.9929271,0.02644523,True,1,2.72582e-05,-1.043996,0.3658273,0.2210667,0,0.47075,-0.8542165,-0.2249405,0.533334,0.224375,5.833333e-05,0.342975,0.9938665,2.938365,1.693339,2.165004,2.905534
1,RL,LR,4,0.1125,0.7197188,0.8528375,True,1,0.00844667,-3.567914,0.182185,0,0,0,-3.789033,-0.7687704,0.4047174,0,0,0,-0.6090667,6.129574,2.732257,5.844396,6.106916
1,RL,ELU1,4,0.1125,0.7473333,0.7500994,True,1,0.007808156,-2.75299,0.3319905,0.4624167,0.000325,0,-2.942817,-3.56616,0.2829456,0.5412083,0.001241667,0,-3.212749,6.39407,2.596645,3.176058,6.376502
1,RL,R,4,0.1125,0.1435417,2.223906,True,0.1741667,2.160532,-5.073383,0.0008083333,0.9991916,0.9991916,0,-5.907425,-0.05973288,0.625,0.375,0.375,0,0.1428464,3.06564,2.346571,5.871835,3.001863
1,RL,GELU,4,0.1125,0.6539688,1.015241,True,0.8883334,0.350215,-6.14965,-0.005267257,0.9161584,0.4402417,0.9721917,-6.077945,0.516609,0.853613,0.003408333,6.666667e-05,0.007491667,0.5218725,5.718716,6.356091,7.490955,5.648936
1,RL,SILU,4,0.1125,0.5503542,1.343892,True,0.97,0.2213826,-3.154595,0.2267227,0.44955,0.0007,0.6646917,-3.703845,-5.833904,-0.008776672,0.7008417,0.001825,0.9296333,-5.205829,7.240016,3.679487,12.07309,7.192537
1,PM,LR,4,0.1141667,0.9927812,0.02625895,True,1,3.384908e-05,-1.522419,0.341665,0,0,0,-1.127845,0.3412974,0.578185,0,0,0,0.4511532,2.907873,1.675612,2.313342,2.874686
1,PM,ELU1,4,0.1141667,0.9907917,0.03324154,True,1,4.551331e-05,-0.721422,0.558963,0.1664667,0,0,-0.2147889,-0.6147453,0.5355315,0.2807584,0.001758333,0,-0.6086291,2.861806,1.592964,1.765748,2.841967
1,PM,R,4,0.1141667,0.9924687,0.02900923,True,1,5.435407e-05,-1.777071,0.136425,0.863575,0.863575,0,-2.087185,0.9843036,0.6765917,0.3234084,0.3234084,0,1.170609,2.566334,1.679937,2.799899,2.516631
1,PM,GELU,4,0.1141667,0.9942083,0.02082898,True,1,2.401948e-05,-1.334702,0.2773729,0.39705,0.02679167,0.6114584,-1.567616,1.12363,0.6918133,0.1023583,0.005308333,0.20535,1.333873,2.755828,1.718835,2.223939,2.716413
1,PM,SILU,4,0.1141667,0.9938437,0.02180998,True,1,2.092123e-05,-1.111666,0.3343188,0.214075,0,0.4539333,-0.7456565,0.7570927,0.6195275,0.110625,0,0.2297833,0.959794,2.905655,1.69279,2.146949,2.874198
2,RL,LR,4,0.11,0.7650312,0.7203791,True,1,0.0040217,-3.285719,0.2000575,0,0,0,-3.370583,-0.6850746,0.4363601,0,0,0,-0.4575215,5.894006,2.757077,5.502964,5.872027
2,RL,ELU1,4,0.11,0.7416562,0.7529685,True,1,0.003896343,-2.667623,0.3340272,0.4443417,0.0001666667,0,-2.605613,-2.623504,0.3471099,0.4596584,0.001158333,0,-2.424204,6.393294,2.654275,3.297457,6.373171
2,RL,R,4,0.11,0.1366667,2.210848,True,0.17,2.1336,-5.141425,0.001166667,0.9988333,0.9988333,0,-5.982665,0.02284623,0.6723334,0.3276667,0.3276667,0,0.2074167,3.1626,2.369826,5.738651,3.099934
2,RL,GELU,4,0.11,0.6437812,1.036713,True,0.905,0.288375,-6.209667,-0.005088125,0.91835,0.450725,0.9686249,-6.04038,0.5932319,0.8967924,0.002091666,0,0.004833333,0.5888878,5.873852,6.54255,7.065195,5.812085
2,RL,SILU,4,0.11,0.7767604,0.7462459,True,0.9975,0.02535146,-6.494925,-0.01289626,0.7543916,0.002666666,0.9578583,-6.09963,0.9520172,0.8733592,0.002666666,0,0.004625,0.9408412,6.793863,4.522852,6.641294,6.720053
