arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,steps,stop_step,tc,hit99,hit999,correct_at_hit_plus_500,hit_plus_500_observed,min_correct_after_hit
LR,std,0,0,0.001,1,none,1,1,1,0,0,-12.12894249,52.37099457,-26.81267548,0.454750061,80.03961576,0,0,-63.8233757,65.24868011,-118.187439,0.2169999778,74.83812798,20.52726746,2.340530157,1.126083374,600,600,1440600,100,100,1200,1,1200
LR,std,1,1,0.001,1,none,1,1,1,0,0,-14.60377312,56.35827637,-38.31320572,0.4510001242,79.63380594,0,0,-66.71354675,68.302948,-143.108017,0.1952499747,78.70054958,20.90623093,2.421452284,1.166587591,600,600,1440600,100,100,1200,1,1200
LR,std,2,2,0.001,1,none,1,1,1,0,0,-16.53579712,54.08463287,-34.02343369,0.4375001192,76.48527224,0,0,-66.89141846,60.83638,-127.7655487,0.1952499747,76.55574109,20.72967911,2.334215879,1.114779592,600,600,1440600,100,100,1200,1,1200
LR,std,3,3,0.001,1,none,1,1,1,0,0,-13.96469784,53.53472137,-32.92980576,0.4555000961,77.81799153,0,0,-66.45946503,70.94643402,-132.0520325,0.2147499919,71.72530764,20.92151833,2.472749949,1.272033572,600,600,1440600,100,100,1200,1,1200
LR,std,4,4,0.001,1,none,1,1,1,0,0,-12.18312359,52.65459824,-23.2232933,0.4577501118,78.56845971,0,0,-63.58356857,63.89131546,-133.458313,0.1959999651,77.103293,20.34742165,2.352906466,1.103352904,600,600,1440600,100,100,1200,1,1200
LR,std,5,5,0.001,1,none,1,1,1,0,0,-12.33004379,52.02151489,-28.28587341,0.4495001435,78.03688525,0,0,-68.15996552,66.76457977,-127.2787781,0.2057499588,79.181157,20.80989075,2.321506977,1.248056173,600,600,1440600,100,100,1200,1,1200
LR,std,6,6,0.001,1,none,1,1,1,0,0,-11.70965195,55.33070374,-27.32294655,0.4645001292,79.08341363,0,0,-73.26086426,67.65570068,-162.0264435,0.1967499703,72.30705248,20.8748436,2.318354845,1.199362397,600,600,1440600,100,100,1200,1,1200
LR,std,7,7,0.001,1,none,1,1,1,0,0,-14.10970402,56.35787964,-30.52709007,0.4487501085,78.98258065,0,0,-70.18914032,67.79762268,-134.4792328,0.1884999573,77.77516778,21.26012611,2.365377665,1.26218605,600,600,1440600,100,100,1200,1,1200
LR,std,8,8,0.001,1,none,1,1,1,0,0,-12.15479183,53.04123688,-25.96592903,0.4562501013,80.44834099,0,0,-67.4030304,67.37507629,-140.4928894,0.2087499797,78.43241277,21.1654129,2.362118483,1.225607038,600,600,1440600,100,100,1200,1,1200
LR,std,9,9,0.001,1,none,1,1,1,0,0,-11.65982437,53.12457657,-27.33959961,0.4570001364,79.18845788,0,0,-71.21602631,68.87294006,-131.7495117,0.1944999546,74.00520929,20.84844208,2.414885521,1.260808229,600,600,1440600,100,100,1200,1,1200
