arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,pool
SN3_avg,2,0.001,1,none,0.96221875,1,1,0,0,-0.06573989987,0.1496618092,-0.1597632319,0.7698592544,0.9419683218,12.59943116,0,0,-0.1279640049,0.2007918209,-0.1919363737,0.6309053898,0.9706112146,15.08170069,0,0,8.388678543e-05,0.4371600747,-0.6029135585,0.9570280313,74.72375194,0,0,0.2456416339,0.9634206891,-0.9143558145,0.9856783152,40.75780405,0.640404582,1.230055809,2.367902994,1.418368101,2.435822964,avg
SN3_avg,2,0.001,2,none,0.9524645833,1,1,0,0,-0.05658084899,0.1226010919,-0.1946853399,0.7752648592,0.999315083,13.2031157,0,0,-0.1363068223,0.1890777498,-0.2434550524,0.5963239074,0.9637168646,15.21190102,0,0,-0.1492796689,0.4114159346,-1.40792191,0.9069423676,59.13359041,0,0,0.2336870432,0.9604372382,-3.359227896,0.9871883392,31.79042551,0.6620464921,1.45818305,2.991158247,1.625214934,2.462258816,avg
SN3_avg,2,0.001,3,none,0.95408125,1,1,0,0,-0.03937307,0.1158335656,-0.1320489943,0.8256593943,1.010418892,13.44444168,0,0,-0.1289987415,0.1793298125,-0.1987402439,0.5556771755,0.9832770228,15.18054862,0,0,-0.2077202946,0.4208378196,-2.120671034,0.8950904608,54.62486935,0,0,0.2886888385,1.076445699,-5.17275095,0.9951589108,29.70815791,0.7025029063,1.580245972,3.440704346,1.830776334,2.493062735,avg
SN3_avg,2,0.001,4,none,0.9503208333,1,1,0,0,-0.06735531241,0.121640943,-0.166190967,0.7094888687,0.962221086,13.86749297,0,0,-0.1289826781,0.185185492,-0.257795006,0.5864979029,0.9448313713,15.41950995,0,0,-0.2398049533,0.4447560608,-2.67288208,0.9361226559,53.47531095,0,0,0.212598592,1.220288157,-5.24933672,0.9924188256,25.71131675,0.7126876712,1.761448979,3.890095949,1.956858873,2.258489847,avg
SN3_avg,2,0.001,5,none,0.9378,1,1,0,0,-0.07905376703,0.1219358817,-0.1767809391,0.6431179047,0.8372364044,14.11816016,0,0,-0.1507248729,0.2052854598,-0.2401429266,0.603074789,0.9952769279,15.49695542,0,0,-0.2211721092,0.5174469948,-3.506541014,0.9405745864,52.82386785,0,0,0.3231859207,1.628307223,-9.907752991,0.9949409962,25.24497494,0.7549796104,1.947719336,4.334542751,2.088871717,1.995040655,avg
SN3_avg,2,0.001,6,none,0.9405041667,1,1,0,0,-0.08173190057,0.1337639838,-0.1932712048,0.6295436025,0.8316024542,13.7820678,0,0,-0.1590979993,0.2229863405,-0.197976172,0.5964736342,0.9845351577,15.41933254,0,0,-0.2378768474,0.5674418211,-2.891185522,0.9684014916,57.58115387,0,0,0.3143549263,1.904374599,-6.330011368,0.9936068058,29.8418223,0.7992160916,2.117179394,4.719464779,2.253401041,1.691660404,avg
SN3_avg,2,0.001,7,none,0.94663125,1,1,0,0,-0.09328913689,0.1412601322,-0.2404244095,0.6665427685,0.9028142691,13.85182199,0,0,-0.1674129516,0.234218508,-0.2588383555,0.6154511571,1.013949394,15.55000902,0,0,-0.09658254683,0.6203879118,-2.208744287,0.9693528414,57.4609299,0,0,0.5080430508,2.272989273,-6.745610237,0.9956504703,30.54969793,0.8451521993,2.257550478,5.076265812,2.431995869,1.601913452,avg
SN3_avg,2,0.001,8,none,0.9607291667,1,1,0,0,-0.08145248145,0.1311621517,-0.1605246067,0.6518478394,0.8521462083,14.03835702,0,0,-0.1234470904,0.2197430879,-0.2148065418,0.6688502431,1.163761377,15.62306816,0,0,-0.09264408052,0.6456602216,-1.714559793,0.976513505,67.22007492,0,0,0.4858749509,2.385499239,-7.205856323,0.9950631857,36.574253,0.8357482553,2.354637384,5.392991066,2.614477158,1.62209177,avg
SN3_avg,2,0.001,9,none,0.9606791667,1,1,0,0,-0.09159832448,0.1297943592,-0.207411781,0.6103083491,0.8234045506,13.93226297,0,0,-0.1248096749,0.2029215246,-0.2026992589,0.6287038326,1.08067441,15.55743852,0,0,-0.135233596,0.6394768357,-1.684375286,0.97067976,70.78368015,0,0,-0.035338521,2.465026379,-4.842874527,0.9955743551,40.85078928,0.858720839,2.448288918,5.728608608,2.798157454,1.711479306,avg
SN3_avg,2,0.001,10,none,0.9571666667,1,1,0,0,-0.09570706636,0.138413921,-0.2299846709,0.5902145505,0.785900116,13.62162782,0,0,-0.1283574253,0.2124760598,-0.243877545,0.6410317421,1.124452472,15.70376597,0,0,-0.1075569019,0.6439899802,-2.054703474,0.9774733782,72.05125201,0,0,-0.1301693767,2.558185101,-4.78856945,0.994484663,41.48978133,0.8838368654,2.560860157,6.010723114,2.891934872,1.723238945,avg
SN3_avg,2,0.001,11,none,0.95495,1,1,0,0,-0.1120267883,0.132661581,-0.1967231333,0.5948614478,0.8228029609,13.9920408,0,0,-0.146068275,0.2169557661,-0.2424377203,0.5910838246,0.9875263572,15.65204305,0,0,-0.1117230505,0.6767252088,-2.640333414,0.9821431637,69.930062,0,0,0.1988419294,2.860332251,-7.578732967,0.9977612495,40.24152944,0.8991059065,2.633958578,6.28455162,2.996221781,1.727064013,avg
SN3_avg,2,0.001,12,none,0.9561708333,1,1,0,0,-0.08899620175,0.1347507536,-0.3063029945,0.612731874,0.871555984,13.78944141,0,0,-0.1335977018,0.2264689952,-0.2292137891,0.664316535,1.139432549,15.66931748,0,0,-0.1724014282,0.7219682932,-1.920076132,0.985247314,74.18953858,0,0,-0.3311541378,3.018975258,-5.24841547,0.9935378432,43.64311422,0.9097940326,2.707187414,6.541494846,3.084444046,1.635039449,avg
SN3_avg,2,0.001,13,none,0.95396875,1,1,0,0,-0.1096985117,0.1331948787,-0.1709153354,0.5538926125,0.7974310517,13.98513795,0,0,-0.1278772056,0.2158954442,-0.2183787525,0.6434539557,1.116355181,15.75164254,0,0,0.002171560889,0.7300863266,-2.798800468,0.9782609344,71.20898432,0,0,-0.0563008897,3.096050978,-5.646300793,0.9938344359,44.31561182,0.9409606457,2.782123089,6.844531059,3.151160955,1.698659182,avg
SN3_avg,2,0.001,14,none,0.9572979167,1,1,0,0,-0.1227206737,0.1453450024,-0.2274876982,0.5503104925,0.8147236109,13.87448938,0,0,-0.1299574673,0.2202205062,-0.2382269353,0.6323084235,1.101786971,15.69702439,0,0,-0.2314241827,0.726289928,-2.314402342,0.9801098704,72.37064987,0,0,0.1354803443,3.160337687,-7.176629543,0.9925075769,45.07120003,0.9618347287,2.874846458,7.064388752,3.273986101,1.726461649,avg
SN3_avg,2,0.001,15,none,0.9570666667,1,1,0,0,-0.0997152552,0.1376410425,-0.1721766442,0.5550010204,0.8803483248,14.34257646,0,0,-0.1491580456,0.2222946286,-0.2310159355,0.6284506917,1.082995415,15.65782959,0,0,-0.1590765864,0.7967455387,-2.78756547,0.9892507195,71.25454758,0,0,-0.1371210068,3.453321934,-5.405230045,0.9991538525,46.15525348,0.9727899432,2.901944399,7.346252441,3.299509764,1.604932547,avg
SN3_avg,2,0.001,16,none,0.9514583333,1,1,0,0,-0.1325214207,0.1449777633,-0.1952463388,0.5370389819,0.7949939966,13.90746176,0,0,-0.1551710665,0.2260458767,-0.2485846579,0.5917509794,0.9985509515,15.58565402,0,0,-0.234314397,0.7808353901,-3.853592157,0.9845858216,72.170606,0,0,0.3635603786,3.496648073,-8.327180862,0.9972290397,45.64305324,1.019281149,2.979915142,7.546551228,3.383657217,1.718253016,avg
SN3_avg,2,0.001,17,none,0.9504708333,1,1,0,0,-0.1350279003,0.1606578827,-0.2090073675,0.5211611986,0.8064789176,14.05720715,0,0,-0.1159593239,0.2445597798,-0.2254940867,0.7096307278,1.197286606,15.63709123,0,0,-0.06397495419,0.8791472316,-2.238596201,0.991651535,78.05878497,0,0,0.349201262,3.870965004,-5.884313107,0.9943854213,49.3220584,1.078153491,3.037502289,7.746117592,3.4192698,1.622496486,avg
SN3_avg,2,0.001,18,none,0.96155,1,1,0,0,-0.1109505892,0.1394375563,-0.2150086462,0.6084339619,0.8341990113,13.89292391,0,0,-0.177951932,0.2460638881,-0.2254757732,0.6205736399,1.005165577,15.60671139,0,0,-0.1014487222,0.8887782693,-2.244929552,0.9860864282,75.93104108,0,0,-0.1221476793,3.842759848,-5.156013966,0.9897542596,49.53427252,1.066369414,3.061400652,7.95661068,3.460376263,1.669343591,avg
SN3_avg,2,0.001,19,none,0.95575625,1,1,0,0,-0.1258993,0.1411761642,-0.2403836399,0.5204005241,0.82320714,14.18436971,0,0,-0.1416599452,0.233726725,-0.1970997453,0.6749373674,1.139519453,15.72034272,0,0,-0.1732774377,0.925691247,-2.071672916,0.9942212105,78.34965179,0,0,0.2046201676,4.032390118,-4.217523098,0.9879959226,51.48411783,1.049912691,3.11537385,8.16024971,3.539008141,1.624402523,avg
SN3_avg,2,0.001,20,none,0.9573229167,1,1,0,0,-0.1129108965,0.1439375579,-0.2384893596,0.5760458112,0.8215729594,14.0974222,0,0,-0.1125739813,0.232055679,-0.2198274732,0.6853893995,1.170654297,15.7201868,0,0,-0.1507240832,0.9578690529,-2.280339718,0.987478435,82.30209279,0,0,0.4109715521,4.191484928,-5.639602184,0.9954339862,53.27716869,1.030267715,3.173957825,8.367976189,3.55866909,1.659532189,avg
SN3_avg,2,0.001,21,none,0.9505375,1,1,0,0,-0.1348936856,0.1494861543,-0.2204911858,0.4855978489,0.680591464,14.06107235,0,0,-0.1484829485,0.2562156916,-0.2027077675,0.6587789655,1.101491332,15.70123192,0,0,-0.2312934995,0.9801703691,-2.309212446,0.9943720698,80.94992083,0,0,-0.282986939,4.399171829,-6.444489956,0.9964100122,54.06128309,1.067107201,3.217442036,8.587454796,3.583461523,1.627280712,avg
SN3_avg,2,0.001,22,none,0.9542895833,1,1,0,0,-0.1317625493,0.1538846493,-0.2545599937,0.5114682317,0.7902806997,13.80842831,0,0,-0.1528657973,0.2337690592,-0.2509048581,0.6036770344,1.074218154,15.68362547,0,0,-0.2273077518,0.873290956,-1.981004477,0.9743273258,77.52260688,0,0,-0.01198092476,3.951277256,-7.054881573,0.9941155314,54.55791428,1.070757866,3.234618902,8.750082016,3.68686986,1.706247091,avg
SN3_avg,2,0.001,23,none,0.9603333333,1,1,0,0,-0.1500385255,0.1508106589,-0.2130078673,0.5044864416,0.7276977897,13.87366595,0,0,-0.1207558215,0.2174004316,-0.2187825888,0.6626980305,1.172490478,15.68973306,0,0,-0.1698147058,0.8881288767,-1.93445909,0.9839874506,80.40852136,0,0,-0.0571831651,4.033746719,-6.308063507,0.9972162247,55.76558592,1.108070016,3.26132679,8.94133091,3.687706709,1.710444808,avg
SN3_avg,2,0.001,24,none,0.9560708333,1,1,0,0,-0.1261105835,0.1362662315,-0.2136414647,0.5683412552,0.8699389696,14.07395949,0,0,-0.131796211,0.2494646311,-0.1769277006,0.6692665815,1.116335034,15.7026232,0,0,-0.08747132868,1.055785537,-1.540672183,0.9975585938,85.93593897,0,0,0.09265206009,4.768143177,-5.242965221,0.9899933338,58.352144,1.122702837,3.352911711,9.126416206,3.699450731,1.64270699,avg
SN3_avg,2,0.001,25,none,0.9543208333,1,1,0,0,-0.1079904065,0.1458205432,-0.2343588322,0.5664303303,0.7622276545,14.05463064,0,0,-0.116398558,0.2453055829,-0.2545672655,0.678632319,1.185009837,15.74255115,0,0,-0.1345054805,1.093117118,-1.596092343,0.9956173897,85.00132656,0,0,0.2811138034,4.980297089,-3.607931376,0.9917610884,58.84963667,1.107755542,3.336316109,9.313699722,3.727479696,1.541808009,avg
SN3_avg,2,0.001,26,none,0.95463125,1,1,0,0,-0.1013724878,0.1427983791,-0.2635477185,0.6033223867,0.8191787601,14.04395659,0,0,-0.1311110705,0.2676451802,-0.1950493604,0.7088524699,1.209864497,15.70010752,0,0,-0.001222035149,1.176006436,-1.691761851,0.9928427339,86.18695059,0,0,0.1277863532,5.340164185,-7.684034824,0.9973549843,57.9745785,1.117893696,3.393484354,9.539897919,3.72382021,1.543352723,avg
SN3_avg,2,0.001,27,none,0.9539895833,1,1,0,0,-0.1089515463,0.1305781603,-0.1946201324,0.5760002732,0.8295502067,14.12463136,0,0,-0.122211203,0.2743569016,-0.2198428959,0.735195756,1.201524734,15.67956778,0,0,-0.1824072748,1.224213839,-1.370660424,0.9928031564,88.24522487,0,0,0.1251384318,5.508571148,-5.2249403,0.9993866086,60.48847556,1.145022869,3.446026325,9.772975922,3.7517097,1.515268803,avg
SN3_avg,2,0.001,28,none,0.9564354167,1,1,0,0,-0.09333386272,0.145939365,-0.2457083166,0.622253418,0.9193333387,14.00247332,0,0,-0.1215846017,0.286391288,-0.2443464994,0.7178471684,1.227322459,15.65718123,0,0,-0.1144178063,1.28065002,-1.838376045,0.9939529896,87.48007202,0,0,0.3541036546,5.729824543,-5.54973793,0.9944005609,61.04106295,1.165163517,3.523157597,10.04423523,3.750756025,1.453381181,avg
SN3_avg,2,0.001,29,none,0.9508229167,1,1,0,0,-0.1402891725,0.1528120786,-0.2163524926,0.4750855565,0.7245594859,13.60172886,0,0,-0.1344085187,0.3044551909,-0.2011044174,0.7257905006,1.21097517,15.59713715,0,0,-0.1168761626,1.38507688,-1.561686397,0.9944193959,87.64385899,0,0,0.827914834,5.992649555,-9.411243439,0.9941572547,61.18459699,1.183633804,3.560049772,10.33745193,3.73768878,1.511582851,avg
SN3_avg,2,0.001,30,none,0.9461875,1,1,0,0,-0.1294210404,0.1443260759,-0.2235438526,0.5127956271,0.7197079659,13.78467463,0,0,-0.151175946,0.2919546664,-0.223483026,0.7051929832,1.091516972,15.63015485,0,0,-0.1118469536,1.348780632,-1.968308568,0.9969052076,86.90629937,0,0,-0.0698697269,5.94199276,-4.746995926,0.9850004315,63.29492291,1.184960365,3.550625086,10.53490543,3.747222662,1.511465669,avg
SN3_avg,2,0.001,31,none,0.94309375,1,1,0,0,-0.1388814896,0.1537981182,-0.2539578676,0.5060960054,0.7413902283,13.73275572,0,0,-0.1202060357,0.2921585441,-0.1851596087,0.7768263817,1.246614218,15.7083272,0,0,-0.08544420451,1.482018709,-1.65770638,0.9980415106,88.0942537,0,0,0.2506704032,6.370018005,-5.524753571,0.9927349091,62.64690334,1.203196287,3.623839378,10.79596996,3.697578192,1.493993521,avg
SN3_avg,2,0.001,32,none,0.9548291667,1,1,0,0,-0.1139543056,0.1477196813,-0.2392421961,0.5711739063,0.8256105781,13.90124318,0,0,-0.1577528119,0.3026259243,-0.2322288603,0.7290509939,1.134192348,15.70185663,0,0,-0.1189623326,1.530641913,-1.660628915,0.9982394576,88.04823043,0,0,0.5455942154,6.67280674,-5.25077486,0.9880140424,65.15663931,1.223801732,3.645614386,10.9692173,3.719472647,1.426593065,avg
SN3_avg,2,0.001,33,none,0.9548854167,1,1,0,0,-0.1266333014,0.1556235999,-0.2071505189,0.5465320945,0.8247557282,14.21925299,0,0,-0.1320324242,0.3115044236,-0.2546464205,0.764934063,1.169957519,15.72541584,0,0,-0.1687299311,1.648101449,-2.815496445,0.9971424341,87.7830384,0,0,0.59806633,7.096509933,-8.20755291,0.9885060787,64.9398447,1.258417845,3.653916121,11.16618538,3.719188929,1.3998456,avg
SN3_avg,2,0.001,34,none,0.9519270833,1,1,0,0,-0.1283146888,0.1456511617,-0.2252559662,0.5087020993,0.7644152045,13.98013567,0,0,-0.1469591558,0.3213678896,-0.2939666212,0.7439819574,1.176565051,15.71328448,0,0,-0.2320569605,1.651138425,-2.179161549,0.9975892305,88.09205227,0,0,0.617780447,6.94525671,-6.531394958,0.9940706491,66.43827073,1.283560872,3.709414959,11.37736225,3.705977917,1.367397308,avg
SN3_avg,2,0.001,35,none,0.9531291667,1,1,0,0,-0.148656413,0.1649568379,-0.2235383391,0.5275532603,0.7904886007,13.95296585,0,0,-0.155531913,0.3164692223,-0.2250788659,0.7406387925,1.157709837,15.74774586,0,0,-0.2468978912,1.640639305,-1.843865633,0.9950509071,89.52779217,0,0,0.6107513905,6.869441509,-6.204146385,0.9894620776,66.99412451,1.270180345,3.767855883,11.54978371,3.652860403,1.393236279,avg
SN3_avg,2,0.001,36,none,0.9562916667,1,1,0,0,-0.1348378509,0.1534733772,-0.2235206217,0.499928385,0.7730238438,14.1054904,0,0,-0.14269045,0.3226654232,-0.2345611602,0.7591682076,1.188149691,15.66930386,0,0,0.005396552384,1.690485716,-2.111069441,0.9974906445,89.32544213,0,0,0.9345524311,6.911659718,-7.747119427,0.9903591275,66.85969612,1.322062612,3.841340303,11.72599983,3.693781137,1.389380813,avg
SN3_avg,2,0.001,37,none,0.9475229167,1,1,0,0,-0.1162726358,0.1660054177,-0.2313342839,0.5438068509,0.7946054339,14.10486719,0,0,-0.1718183458,0.3297515512,-0.2171884924,0.7427378297,1.119948506,15.71488369,0,0,-0.1757200956,1.747146606,-2.074372292,0.9977229834,88.68643737,0,0,-0.1757573485,7.252718925,-8.146131516,0.9900860786,68.03791073,1.329357028,3.861650229,11.87902451,3.695902348,1.333067775,avg
SN3_avg,2,0.001,38,none,0.9524791667,1,1,0,0,-0.1292537153,0.1693377793,-0.2315323949,0.5322131515,0.7863398194,13.97230724,0,0,-0.1633510888,0.330632329,-0.2305878997,0.7538763881,1.146258473,15.70033539,0,0,-0.2578908503,1.806497812,-1.86835289,0.9999530315,89.64638699,0,0,0.1166291311,7.437574863,-9.743420601,0.9961446524,68.6292998,1.374028802,3.909734249,12.11965561,3.662362099,1.367486358,avg
SN3_avg,2,0.001,39,none,0.9536458333,1,1,0,0,-0.1526510715,0.1597928554,-0.2667711079,0.4908024073,0.7208802104,13.69641363,0,0,-0.1580767632,0.322434485,-0.2166145444,0.7333006859,1.154685616,15.72331563,0,0,-0.1836539954,1.732675314,-2.094238758,0.9992727637,90.56623648,0,0,0.1461475194,7.069671631,-5.101058006,0.9942374825,70.4914244,1.360404015,3.913139105,12.33024693,3.671308279,1.369009972,avg
SN3_avg,2,0.001,40,none,0.9534166667,1,1,0,0,-0.1278018802,0.1542853713,-0.2718981504,0.5241250992,0.7716525197,13.67677613,0,0,-0.1530108452,0.3341124356,-0.2585461438,0.7511944771,1.178385496,15.73435395,0,0,0.07368089259,1.75739181,-2.395469666,1.003762245,90.00718761,0,0,0.6454805732,7.290762424,-8.78164959,0.9925490618,69.76971502,1.376749277,3.955893755,12.49507427,3.672637463,1.375347137,avg
SN3_avg,2,0.001,41,none,0.9382083333,1,1,0,0,-0.1523393542,0.1589770615,-0.2675934434,0.5185592771,0.7043303847,13.69308985,0,0,-0.1806624383,0.3396734893,-0.3156943321,0.7219593525,1.106176615,15.67791052,0,0,-0.05293605477,1.890848637,-2.473381519,0.9992089868,88.23736919,0,0,0.4493789673,7.641311169,-12.34690094,0.9953981042,68.67971785,1.402745008,4.026952267,12.68247414,3.627817869,1.346380591,avg
SN3_avg,2,0.001,42,none,0.9546416667,1,1,0,0,-0.1457835883,0.1585653275,-0.2466493249,0.5062618852,0.7324879169,13.98649616,0,0,-0.1441932619,0.3457514942,-0.267952621,0.7743335366,1.172645926,15.66404179,0,0,-0.1907154322,1.872565389,-2.601388931,1.001390815,90.3610876,0,0,0.2268449962,7.602006435,-6.255038261,0.9825515151,71.9717627,1.405192375,4.009435177,12.84970284,3.656974792,1.338268518,avg
SN3_avg,2,0.001,43,none,0.9420458333,1,1,0,0,-0.1459728479,0.1530480683,-0.257864207,0.4977047443,0.7249013186,13.69908307,0,0,-0.161687538,0.3377704322,-0.2701252401,0.7783332467,1.168174028,15.6127236,0,0,-0.0284365695,1.964178562,-2.675740957,0.9957928658,90.21460876,0,0,0.3528740406,7.937392235,-6.405453205,0.998785615,71.55172098,1.405714512,4.038882256,13.02892113,3.671473265,1.404865146,avg
SN3_avg,2,0.001,44,none,0.9521458333,1,1,0,0,-0.1347004026,0.1514665037,-0.258828342,0.5233024955,0.790258944,13.84728264,0,0,-0.153172791,0.3501414657,-0.2671993077,0.7596982718,1.191834688,15.68888785,0,0,-0.1676939577,1.896058917,-2.55259347,0.9971032739,90.89637769,0,0,0.7432999611,7.586628437,-4.388177872,0.9938256145,73.06535668,1.401029825,4.08217144,13.15267277,3.615983009,1.370047092,avg
