act,reg,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,pen_l2_total,pen_l2init_total,pen_shell_total
R,l2,0.001,0.001,6,1,0.9491666667,0.834166646,0.834166646,0.3700000048,0.3700000048,-0.02976588532,0.8109423518,-3.349673748,0.2416666597,46.35730331,0.1199999973,0.1199999973,0.4064867795,0.3838198781,-0.4640117884,0.8558333516,23.3012286,1.283768535,0.9676523805,2.780689001,0.3015210996,0.3015210996,0.3293726211,0.09753471847
R,l2,0.001,0.001,6,2,0.9481875,1,1,0.2899999917,0.2899999917,-0.2928027511,0.8292921782,-1.794648647,0.2800000012,52.0649846,0.0700000003,0.0700000003,0.4161956608,0.3458617628,-0.007167333737,0.9083333611,20.06945974,1.32706368,0.9813207388,2.946600199,0.327534848,0.327534848,0.3662848042,0.1121033843
R,l2,0.001,0.001,6,3,0.940325,1,1,0.3000000119,0.3000000119,-0.2214242369,0.773626864,-1.127181292,0.2883333266,51.09986192,0.03999999911,0.03999999911,0.3769252896,0.3178572357,-0.0003023372847,0.9066666961,18.59100335,1.172141552,0.8560353518,2.818508625,0.3033709489,0.3033709489,0.3501061452,0.09887087753
R,l2,0.001,0.001,6,4,0.9360333333,1,1,0.2899999917,0.2899999917,-0.06310810149,0.7252029777,-0.7834904194,0.2775000036,50.50940886,0.02999999933,0.02999999933,0.3538535833,0.2984351814,-2.605233249e-06,0.9058333039,18.48109695,1.200550437,0.9121119976,2.899051666,0.2922371666,0.2922371666,0.3442609572,0.09389049037
R,l2,0.001,0.001,6,5,0.9454979167,1,1,0.2399999946,0.2399999946,-0.07563696057,0.6934030056,-1.426159978,0.2450000048,47.26663203,0.05999999866,0.05999999866,0.3733559549,0.294225961,-0.0002404235274,0.9283333421,16.17988147,1.124224901,0.835508585,2.855212688,0.2886077082,0.2886077082,0.3429602809,0.09187016381
R,l2,0.001,0.001,6,6,0.9471270833,1,1,0.3400000036,0.3400000036,-0.1580889374,0.3996241093,-0.9760538936,0.2175000012,44.33447982,0.01999999955,0.01999999955,0.3186048269,0.3007537723,-0.0002365927212,0.9141666889,15.37227724,0.4752795994,0.9069381356,2.917860508,0.2990256685,0.2990256685,0.3537633919,0.09798224605
R,l2,0.001,0.001,6,7,0.935175,1,1,0.4499999881,0.4499999881,-0.4052780271,0.7798051238,-3.018934011,0.006666666828,44.10529359,0.09000000358,0.09000000358,0.2994760275,0.2910550237,-0.01547431014,0.8583333492,17.63514233,0.5717568398,0.8542611003,2.959575891,0.3413026521,0.3413026521,0.3991134183,0.1196326869
R,l2,0.001,0.001,6,8,0.9266375,1,1,0.3600000143,0.3600000143,-0.3249245584,0.7773085833,-1.387383461,0.2258333266,49.13259887,0.09000000358,0.09000000358,0.358473599,0.2900553644,-0.01599097624,0.8949999809,14.44604957,1.383778811,0.8616834879,2.919662952,0.3311438197,0.3311438197,0.3883113293,0.1140499643
R,l2,0.001,0.001,6,9,0.9425375,1,1,0.2899999917,0.2899999917,-0.05458145216,0.7143551707,-0.9652978778,0.2391666621,48.61586275,0.0700000003,0.0700000003,0.3745425045,0.2919804156,-7.18330266e-05,0.9083333611,12.36917222,1.152875066,0.8850083351,2.778572321,0.2927579024,0.2927579024,0.3509553055,0.09341656285
R,l2,0.001,0.001,6,10,0.9374104167,1,1,0.3300000131,0.3300000131,-0.1835968643,0.7075310946,-0.8257604241,0.2408333272,50.32187082,0.0700000003,0.0700000003,0.3459507525,0.2739081681,-3.887238108e-06,0.9083333611,11.87883611,1.14657557,0.8133049607,2.87795186,0.2911278695,0.2911278695,0.3523817171,0.09338115315
