step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,579,308,74,71,1600,486,LR,l2,0,2
2,570,247,123,116,1600,629,LR,l2,0,2
3,616,304,188,153,1600,589,LR,l2,0,2
4,695,313,191,86,1600,561,LR,l2,0,2
5,770,340,220,98,1600,579,LR,l2,0,2
6,823,341,244,56,1600,654,LR,l2,0,2
7,838,382,275,70,1600,614,LR,l2,0,2
8,868,394,252,81,1600,584,LR,l2,0,2
9,901,405,241,77,1600,558,LR,l2,0,2
10,847,369,191,91,1600,574,LR,l2,0,2
11,892,384,201,136,1600,556,LR,l2,0,2
12,887,374,238,109,1600,599,LR,l2,0,2
13,861,365,188,86,1600,584,LR,l2,0,2
14,878,367,181,58,1600,564,LR,l2,0,2
15,851,338,174,114,1600,590,LR,l2,0,2
16,826,346,194,92,1600,670,LR,l2,0,2
17,787,387,208,95,1600,593,LR,l2,0,2
18,819,341,184,85,1600,675,LR,l2,0,2
19,757,338,168,69,1600,655,LR,l2,0,2
20,779,352,164,95,1600,634,LR,l2,0,2
1,628,293,135,133,1600,533,LR,l2,0,3
2,650,345,136,101,1600,523,LR,l2,0,3
3,730,338,185,139,1600,620,LR,l2,0,3
4,814,400,270,108,1600,651,LR,l2,0,3
5,871,417,255,115,1600,566,LR,l2,0,3
6,908,430,284,149,1600,635,LR,l2,0,3
7,1008,489,341,131,1600,612,LR,l2,0,3
8,1042,474,332,108,1600,630,LR,l2,0,3
9,1041,483,365,138,1600,602,LR,l2,0,3
10,1103,494,359,142,1600,602,LR,l2,0,3
11,1100,511,367,75,1600,626,LR,l2,0,3
12,1112,488,322,116,1600,627,LR,l2,0,3
13,1102,526,327,117,1600,636,LR,l2,0,3
14,1125,530,355,177,1600,707,LR,l2,0,3
15,1114,497,306,52,1600,651,LR,l2,0,3
16,1110,522,311,122,1600,652,LR,l2,0,3
17,1106,485,285,140,1600,606,LR,l2,0,3
18,1078,493,267,117,1600,601,LR,l2,0,3
19,1064,503,268,57,1600,688,LR,l2,0,3
20,1058,535,250,147,1600,659,LR,l2,0,3
1,710,330,188,168,1600,525,LR,l2,0,4
2,770,323,182,172,1600,545,LR,l2,0,4
3,770,357,215,171,1600,540,LR,l2,0,4
4,879,424,281,221,1600,578,LR,l2,0,4
5,923,451,300,151,1600,644,LR,l2,0,4
6,1024,485,335,145,1600,616,LR,l2,0,4
7,1058,523,376,124,1600,696,LR,l2,0,4
8,1074,540,403,114,1600,708,LR,l2,0,4
9,1149,564,384,102,1600,623,LR,l2,0,4
10,1153,544,413,93,1600,722,LR,l2,0,4
11,1168,521,421,134,1600,700,LR,l2,0,4
12,1184,565,458,153,1600,718,LR,l2,0,4
13,1212,551,402,121,1600,595,LR,l2,0,4
14,1196,524,408,111,1600,635,LR,l2,0,4
15,1231,567,413,183,1600,637,LR,l2,0,4
16,1184,602,440,129,1600,692,LR,l2,0,4
17,1239,569,404,123,1600,687,LR,l2,0,4
18,1210,579,401,129,1600,704,LR,l2,0,4
19,1203,583,352,61,1600,661,LR,l2,0,4
20,1196,561,346,173,1600,685,LR,l2,0,4
1,886,415,213,203,1600,521,LR,l2,0,5
2,899,421,304,265,1600,666,LR,l2,0,5
3,979,427,316,254,1600,574,LR,l2,0,5
4,1031,501,404,179,1600,688,LR,l2,0,5
5,1134,527,420,201,1600,678,LR,l2,0,5
6,1198,525,404,201,1600,657,LR,l2,0,5
7,1213,571,427,194,1600,662,LR,l2,0,5
8,1237,604,438,116,1600,692,LR,l2,0,5
9,1296,598,438,107,1600,710,LR,l2,0,5
10,1314,616,431,147,1600,690,LR,l2,0,5
11,1285,602,407,158,1600,627,LR,l2,0,5
12,1289,630,434,150,1600,653,LR,l2,0,5
13,1265,623,391,76,1600,648,LR,l2,0,5
14,1306,672,350,116,1600,557,LR,l2,0,5
15,1283,646,326,104,1600,626,LR,l2,0,5
16,1278,642,290,137,1600,576,LR,l2,0,5
17,1265,665,274,107,1600,590,LR,l2,0,5
18,1240,591,229,71,1600,633,LR,l2,0,5
19,1210,573,244,156,1600,653,LR,l2,0,5
20,1202,527,232,174,1600,641,LR,l2,0,5
1,969,503,193,192,1600,557,LR,l2,0,6
2,951,467,236,267,1600,641,LR,l2,0,6
3,959,469,272,227,1600,625,LR,l2,0,6
4,962,472,296,242,1600,605,LR,l2,0,6
5,1010,435,263,171,1600,615,LR,l2,0,6
6,1016,492,316,182,1600,660,LR,l2,0,6
7,1048,521,311,137,1600,626,LR,l2,0,6
8,1063,489,309,124,1600,663,LR,l2,0,6
9,1057,502,305,132,1600,662,LR,l2,0,6
10,1051,502,341,172,1600,632,LR,l2,0,6
11,1084,520,335,146,1600,627,LR,l2,0,6
12,1098,558,325,152,1600,652,LR,l2,0,6
13,1127,500,354,217,1600,636,LR,l2,0,6
14,1144,495,308,186,1600,631,LR,l2,0,6
15,1132,499,307,167,1600,627,LR,l2,0,6
16,1142,519,335,160,1600,643,LR,l2,0,6
