arm,iv,receiver,step,n_per_boundary,pos,pos_equalunit,neg,neg_equalunit,l2,l2_equalunit,pre,pre_equalunit,actual,actual_equalunit,rounding,rounding_equalunit,fraction_down_at20
LR,l2,negative,1,30951.684210526317,-0.0073443501166426586,-0.011265577341904835,0.0017686670542462692,0.0009884000927349497,4.3995102523830484e-05,3.3626895342985034e-05,0.0001237859337320633,0.00014286855910000166,-0.005406900479792945,-0.009961214262375201,-3.411686065195623e-10,-7.399203738288432e-10,0.6039210104157304
LR,l2,negative,2,30951.684210526317,-0.017692480181159535,-0.028583204878904943,0.0030918469128394955,0.001702452610327516,0.0001283710767028098,9.819588884637207e-05,0.00023103712248665154,0.0002698820248735645,-0.01424106059227107,-0.025472826621589766,-8.736192295448707e-10,-1.5978803198247478e-09,0.6039210104157304
LR,l2,negative,3,30951.684210526317,-0.030483444895781447,-0.049086373150793804,0.004304287883611708,0.002659964850221846,0.00024757602641315313,0.00019181738703118767,0.0003260729755853778,0.000381470916833641,-0.02560550923066654,-0.044402505367399064,-1.2204953306584374e-09,-2.1862182629709933e-09,0.6039210104157304
LR,l2,negative,4,30951.684210526317,-0.04241446409231914,-0.0700484450587558,0.0062089712136416475,0.004269089256780878,0.00040005938512099746,0.0003129686858289328,0.0004088810595525063,0.00048102827064319567,-0.035396553649637896,-0.06242845629236387,-1.2156339109058772e-09,-2.208436426413504e-09,0.6039210104157304
LR,l2,negative,5,30951.684210526317,-0.05415303848053146,-0.09198038224755382,0.007928686392097248,0.005599727275804916,0.0005831393378434956,0.00046039053339697056,0.00048065180584383764,0.0005711267939799106,-0.04516056193251491,-0.08075170872069115,-9.877680177893715e-10,-2.1527652439237454e-09,0.6039210104157304
LR,l2,negative,6,30951.684210526317,-0.0639120653989957,-0.11339815520688341,0.00935000460962226,0.007386071968249007,0.000794981505561178,0.0006331866148949792,0.0005437570506698117,0.0006518893367315707,-0.05322332262917113,-0.09798096485267083,-5.100931114405427e-10,-1.535814043489189e-09,0.6039210104157304
LR,l2,negative,7,30951.684210526317,-0.0731752134417154,-0.13229071474651358,0.01122752061837529,0.00944216258754516,0.001034110484175964,0.0008302453758222964,0.0005987629649117193,0.0007238195500496908,-0.060746400326579374,-0.11636284232012313,-1.3391530698264795e-10,-8.58799096756524e-10,0.6039210104157304
LR,l2,negative,8,30951.684210526317,-0.082779077402026,-0.14908486388039044,0.01356717080311364,0.011278701063985834,0.0012984547140595904,0.001049205760736314,0.0006469252451655857,0.0007879714440912387,-0.06897878985479952,-0.134758807567427,8.322462260535653e-11,3.5865879008253806e-10,0.6039210104157304
LR,l2,negative,9,30951.684210526317,-0.09295269981649308,-0.16510218587008454,0.015235700831454096,0.012553839196937353,0.0015871929898947342,0.0012881372003283218,0.0006893047642209924,0.0008451051069504188,-0.07680463389054555,-0.15069519037434592,8.059325704385571e-10,1.6041976462574002e-09,0.6039210104157304
LR,l2,negative,10,30951.684210526317,-0.10336080331323731,-0.18027870926845407,0.016212836173374476,0.013403663195147297,0.0018990596228785333,0.0015473813024574595,0.0007266254798028207,0.000896095892716202,-0.08589756307686135,-0.16472892305271633,1.774725070862655e-09,3.132306191669588e-09,0.6039210104157304
