step,mean,within,between,total,within_flow,between_flow,arm,iv,seed,task
0,0.12159841165473201,0.11951036585666092,0.29319139535640876,0.4127017612130757,0.0,0.0,LR,none,0,2
1,0.09190747576941223,0.11491929318847692,0.2519662401565796,0.3668855333450574,-0.00459107266818399,-0.04122515519982921,LR,none,0,2
2,0.04199600608221802,0.11227650334895042,0.21680454906819713,0.3290810524171464,-0.0026427898395265347,-0.03516169108838259,LR,none,0,2
3,-0.015227649710680018,0.11306986064846662,0.20018765586365714,0.3132575165121238,0.0007933572995162022,-0.016616893204539775,LR,none,0,2
4,-0.07232227036244582,0.11646107821434619,0.18528843580741083,0.3017495140217575,0.003391217565879574,-0.014899220056246476,LR,none,0,2
5,-0.12868335337849718,0.12388064740440717,0.18343495513202998,0.30731560253643525,0.007419569190061002,-0.001853480675380794,LR,none,0,2
6,-0.17351319935261844,0.135927518418571,0.19865608604848078,0.3345836044670529,0.01204687101416383,0.015221130916450741,LR,none,0,2
7,-0.2070359797667262,0.1504454945421052,0.21974621172373612,0.3701917062658479,0.014517976123534204,0.021090125675255353,LR,none,0,2
8,-0.24046659094959708,0.16676065840902168,0.24103360768747667,0.407794266096502,0.016315163866916452,0.021287395963740487,LR,none,0,2
9,-0.2628821294416797,0.1849808735633468,0.2655521952447786,0.45053306880812427,0.01822021515432508,0.02451858755730191,LR,none,0,2
10,-0.2807078557303568,0.20507908123000418,0.29280715694597953,0.4978862381759809,0.020098207666657427,0.02725496170120103,LR,none,0,2
11,-0.29424803846171516,0.22594789564300438,0.3208997113351998,0.5468476069782036,0.020868814413000206,0.02809255438922023,LR,none,0,2
12,-0.30533143166522736,0.2472096301455397,0.3451913656909671,0.5924009958365102,0.02126173450253531,0.024291654355767234,LR,none,0,2
13,-0.3140166261737425,0.2672228162767907,0.36373887111957964,0.6309616873963746,0.020013186131250967,0.01854750542861254,LR,none,0,2
14,-0.31466678609584525,0.2871538346671272,0.38408374706255527,0.6712375817296856,0.019931018390336532,0.020344875942975956,LR,none,0,2
15,-0.3097481942645021,0.3069707351816086,0.41424620139955165,0.7212169365811587,0.01981690051448144,0.030162454336996276,LR,none,0,2
16,-0.30265242829806505,0.3270787549904237,0.44796195751060996,0.7750407125010406,0.020108019808815138,0.03371575611105832,LR,none,0,2
17,-0.2913035473426629,0.3488150546985917,0.4866037782398635,0.8354188329384656,0.021736299708167924,0.03864182072925335,LR,none,0,2
18,-0.2757334194013052,0.37159469106715604,0.5252909857755533,0.89688567684271,0.022779636368564365,0.03868720753568987,LR,none,0,2
19,-0.2597442673693757,0.3944151570300183,0.5541732681000462,0.9485884251300631,0.022820465962862187,0.028882282324493018,LR,none,0,2
20,-0.24170024537733792,0.41723830889741903,0.5875615560806172,1.0047998649780332,0.022823151867400693,0.03338828798057109,LR,none,0,2
0,-0.11650302542281724,0.2178026329866717,0.6486550040899801,0.8664576370766471,0.0,0.0,LR,none,0,3
1,-0.15144080444945815,0.2134098400555947,0.6144028241767537,0.8278126642323475,-0.004392792931077006,-0.03425217991322675,LR,none,0,3
2,-0.1972619727791794,0.20823822524427754,0.5653866541933973,0.7736248794376805,-0.005171614811317109,-0.04901616998335629,LR,none,0,3
3,-0.24894555731831347,0.20450864324026255,0.5260381969444924,0.7305468401847639,-0.003729582004015054,-0.039348457248905,LR,none,0,3
4,-0.3066739790082515,0.2039147244528127,0.49723145004444425,0.7011461744972562,-0.0005939187874498675,-0.02880674690004807,LR,none,0,3
5,-0.36982532963848536,0.20725502447807487,0.47897129353368134,0.6862263180117558,0.003340300025262126,-0.018260156510762997,LR,none,0,3
6,-0.43196404170587904,0.21297731297644074,0.46452187075453816,0.6774991837309814,0.005722288498365873,-0.014449422779143224,LR,none,0,3
7,-0.4927320215924571,0.22188840362910164,0.45752725789689225,0.6794156615259962,0.008911090652660943,-0.006994612857645944,LR,none,0,3
8,-0.5447257266687988,0.23344551376255537,0.4603828658638809,0.6938283796264345,0.011557110133453705,0.0028556079669888376,LR,none,0,3
9,-0.5966174209625765,0.24737958594154072,0.46357645395026537,0.7109560398917982,0.013934072178985369,0.003193588086384555,LR,none,0,3
10,-0.6422667343416494,0.2628871021397215,0.47033452317234775,0.7332216253120697,0.015507516198180827,0.006758069222082185,LR,none,0,3
11,-0.6765176863994479,0.27979870642978094,0.48428819381803623,0.7640869002478249,0.0169116042900594,0.01395367064568852,LR,none,0,3
12,-0.7030332052391792,0.2969152279405499,0.4981980174959533,0.7951132454365115,0.01711652151076899,0.013909823677917255,LR,none,0,3
13,-0.7233398767299717,0.31445668251698217,0.5133144630237253,0.8277711455407187,0.017541454576432282,0.015116445527771865,LR,none,0,3
14,-0.7413692581309845,0.33186032907299334,0.5296722298903795,0.8615325589633634,0.017403646556011055,0.01635776686665405,LR,none,0,3
15,-0.7528519816036767,0.34994908517186346,0.5519295038245611,0.901878588996432,0.018088756098870274,0.02225727393418178,LR,none,0,3
16,-0.759272682877433,0.3677122442953488,0.5751186916944863,0.942830935989829,0.01776315912348533,0.023189187869925378,LR,none,0,3
17,-0.7612472295081915,0.38523660917245084,0.5997034215585454,0.9849400307310018,0.017524364877101913,0.024584729864058602,LR,none,0,3
18,-0.7613520123607062,0.40182624307850284,0.6185660827894904,1.0203923258679966,0.016589633906052035,0.018862661230945002,LR,none,0,3
19,-0.7565929777462159,0.4189511145560337,0.6417016811041947,1.0606527956602352,0.017124871477530924,0.023135598314704672,LR,none,0,3
20,-0.7525440404303498,0.4353371138042821,0.6581842563685515,1.0935213701728403,0.016385999248248396,0.016482575264356526,LR,none,0,3
0,-0.24961087063121012,0.3547310396927779,0.9161447565153409,1.2708757962081108,0.0,0.0,LR,none,0,4
1,-0.28609710030454183,0.35309034458455835,0.879774697079367,1.2328650416639142,-0.0016406951082196433,-0.036370059435973365,LR,none,0,4
2,-0.3429040400618957,0.3513156504083837,0.831861445386605,1.1831770957949788,-0.0017746941761746416,-0.04791325169276263,LR,none,0,4
3,-0.42188263897334016,0.34988923470955613,0.7687342295181757,1.1186234642277377,-0.0014264156988275448,-0.06312721586842912,LR,none,0,4
4,-0.5087947177495201,0.3500563008380386,0.7055119637736219,1.0555682646116535,0.00016706612848247594,-0.06322226574455378,LR,none,0,4
5,-0.5931560788542721,0.3522617007515486,0.6443353664434194,0.9965970671949677,0.0022053999135100465,-0.061176597330202316,LR,none,0,4
6,-0.6728646621005384,0.35652652872018264,0.5928370658224739,0.9493635945426543,0.004264827968633983,-0.051498300620945237,LR,none,0,4
7,-0.7472205164520231,0.36311969555925283,0.5525286278599951,0.9156483234192472,0.00659316683907015,-0.04030843796247871,LR,none,0,4
8,-0.8154471075069631,0.37198928550737376,0.5250138921338031,0.8970031776411713,0.008869589948120992,-0.02751473572619243,LR,none,0,4
9,-0.8790626627212397,0.38219026004846535,0.50532645217687,0.8875167122253432,0.010200974541091527,-0.019687439956932846,LR,none,0,4
10,-0.9361717088170394,0.3942569445670852,0.4977915988603084,0.892048543427405,0.0120666845186198,-0.007534853316561777,LR,none,0,4
11,-0.9872825420643454,0.4074646186723166,0.49946543981027425,0.9069300584825958,0.013207674105231519,0.0016738409499662305,LR,none,0,4
12,-1.0335110826426526,0.4209588557195738,0.5026347355911472,0.9235935913107152,0.01349423704725722,0.0031692957808725835,LR,none,0,4
