arm,iv,step,mean_before,mean,mean_delta,within_before,within,within_delta,within_ratio,between_before,between,between_delta,between_ratio,total_before,total,total_delta,total_ratio,within_unit_ratio,within_flow,between_flow
LR,l2,0,-0.03440557035206713,-0.03440557035206713,0.0,0.10234713029131637,0.10234713029131637,0.0,1.0,0.26778793221247477,0.26778793221247477,0.0,1.0,0.3712202387181939,0.3712202387181939,0.0,1.0,1.0,0.0,0.0
LR,l2,1,-0.03440557035206713,-0.04766623751520335,-0.013658593223267875,0.10234713029131637,0.10128115781268969,-0.0010813251969082679,0.9881645812467134,0.26778793221247477,0.2579792249221994,-0.010994504529568915,0.9577498192514657,0.3712202387181939,0.3603212469739395,-0.012060477008194298,0.9667390462175137,0.9941895757090969,-0.0010813251969082156,-0.010994504529568872
LR,l2,2,-0.03440557035206713,-0.0691983733564824,-0.034792803004415264,0.10234713029131637,0.10052465054973252,-0.001822479741583841,0.9819575233868468,0.26778793221247477,0.24858463987598728,-0.02322634459593507,0.92063338678089,0.3712202387181939,0.3502449639000494,-0.025048824337517376,0.9385447753151294,1.0017417646189302,-0.0007565072629571339,-0.01223184006636611
LR,l2,3,-0.03440557035206713,-0.09458610878368416,-0.060180538431617074,0.10234713029131637,0.10071014389682094,-0.0016369863944954261,0.9860887675219895,0.26778793221247477,0.24201369253723928,-0.03336778827662026,0.8993461686602379,0.3712202387181939,0.34360726754806914,-0.03500477467111387,0.9199531756620483,1.0282267280822595,0.00018549334708837937,-0.01014144368068511
LR,l2,4,-0.03440557035206713,-0.12095988927464667,-0.08655431892257955,0.10234713029131637,0.10217376679533155,-0.00017336349598481482,1.004248595794111,0.26778793221247477,0.23699105069334436,-0.0392738612345235,0.8958316301248421,0.3712202387181939,0.33916481748867616,-0.039447224730506894,0.9200030767271222,1.076907807079174,0.0015362413629323264,-0.004198855907067801
LR,l2,5,-0.03440557035206713,-0.1483265119004324,-0.11392094154836527,0.10234713029131637,0.10525897533615233,0.002911845044835954,1.0397210351179123,0.26778793221247477,0.23610836038525726,-0.0401565515426106,0.9079772599961777,0.3712202387181939,0.3413673357214093,-0.03724470649777366,0.9394350809443203,1.1484073785275173,0.003085208540820737,0.0011327730695222704
LR,l2,6,-0.03440557035206713,-0.1743914751127748,-0.1399859047607077,0.10234713029131637,0.10989525701496299,0.007548126723646616,1.0911360124314065,0.26778793221247477,0.23922986118731773,-0.03703505074055013,0.9346457255952745,0.3712202387181939,0.34912511820228037,-0.029486924016902602,0.9721065102486257,1.2427518565897075,0.004636281678810611,0.004583854197877558
LR,l2,7,-0.03440557035206713,-0.19924284322827376,-0.16483727287620664,0.10234713029131637,0.1159819715625814,0.013634841271265007,1.1579354182165895,0.26778793221247477,0.24536167140693968,-0.030903240520928164,0.9664293484656771,0.3712202387181939,0.36134364296952126,-0.017268399249661708,1.0177615988635302,1.3591389991766862,0.005904353789825668,0.006231812781276831
LR,l2,8,-0.03440557035206713,-0.222590577073814,-0.18818500672174687,0.10234713029131637,0.12329264414837882,0.02091213439677368,1.2374335308254854,0.26778793221247477,0.25436848160198183,-0.021896430325885997,0.9968742503222252,0.3712202387181939,0.3776611257503606,-0.0009509164688223396,1.0660126969138166,1.4948726805392198,0.007146069649339454,0.006705800551489353
LR,l2,9,-0.03440557035206713,-0.24366219869239145,-0.20925662834032432,0.10234713029131637,0.1319134370033012,0.029158980235638232,1.3305686118691935,0.26778793221247477,0.2648502461819174,-0.011414665745950524,1.0339919916851432,0.3712202387181939,0.39676368318521865,0.01815164096603568,1.1183944608399923,1.6505629412334228,0.008321014464724894,0.008226607399833158
LR,l2,10,-0.03440557035206713,-0.262117893290028,-0.2277123229379609,0.10234713029131637,0.14165833754868357,0.03845455278182469,1.4330675560875914,0.26778793221247477,0.2760587288418003,-0.00020618308606757427,1.0761670856347088,0.3712202387181939,0.4177170663904839,0.03910502417130084,1.1776822141189074,1.823532457771253,0.009295572546186407,0.009848586411759173
LR,l2,11,-0.03440557035206713,-0.2764354883666962,-0.24202991801462903,0.10234713029131637,0.15207465953269916,0.04864235302698059,1.5439460763296384,0.26778793221247477,0.288220280780693,0.012090757205256613,1.1262013582894406,0.3712202387181939,0.4402949403133919,0.0621043701705578,1.2453504052461526,2.0112214115330675,0.010401600622351393,0.012296940291324148
LR,l2,12,-0.03440557035206713,-0.2873679743444635,-0.2529624039923963,0.10234713029131637,0.16301894039278655,0.059586633887068016,1.6623651259564756,0.26778793221247477,0.30054931382889266,0.026011220335583528,1.1807297267329744,0.3712202387181939,0.4635682542216795,0.08761845771250672,1.3182761942693535,2.212562607949076,0.011303479703773364,0.013920463130326811
LR,l2,13,-0.03440557035206713,-0.29615229028968587,-0.2617467199376188,0.10234713029131637,0.17450834622959735,0.07148290420063376,1.7856510023745205,0.26778793221247477,0.31258975233943503,0.0417554575594257,1.235180528512948,0.3712202387181939,0.48709809856903324,0.11566457658882756,1.3924702593080318,2.4298721430584957,0.011976738836354348,0.014940299432018987
