arm,iv,seed,receiver,step,n_per_boundary,pos,pos_equalunit,neg,neg_equalunit,l2,l2_equalunit,pre,pre_equalunit,actual,actual_equalunit,rounding,rounding_equalunit,fraction_down_at20
SNA,none,0,positive,11,16357.263157894737,-0.38460076959286194,-0.2080781667055172,0.07285790773067077,0.08063094055730277,0.0,0.0,0.003630718649697129,0.0022928974150121548,-0.3081121353844808,-0.12515432661606707,7.828013247762573e-09,2.1171352238662643e-09,0.6796717653718073
SNA,none,0,positive,12,16357.263157894737,-0.41129485862514303,-0.223891589199823,0.0796378296984464,0.08542268286803276,0.0,0.0,0.0037904425019914174,0.0023942706846594246,-0.3278665753430304,-0.1360746321380513,1.1081674777681989e-08,3.509079499004528e-09,0.6796717653718073
SNA,none,0,positive,13,16357.263157894737,-0.43661526935272105,-0.2397409920531011,0.0865992150246918,0.08955865528150063,0.0,0.0,0.003933829808968699,0.002485147499436319,-0.3460822107421223,-0.14769718530600373,1.3776938126170304e-08,3.966160378065849e-09,0.6796717653718073
SNA,none,0,positive,14,16357.263157894737,-0.4599846204325149,-0.2552740931243472,0.09380919422013301,0.09339199792300627,0.0,0.0,0.004062655595259931,0.0025668451698680995,-0.3621127529534779,-0.15931524428439917,1.7663643979869786e-08,5.747073617940402e-09,0.6796717653718073
SNA,none,0,positive,15,16357.263157894737,-0.4821683782532517,-0.27087226866943803,0.09984688456370576,0.09641374252727503,0.0,0.0,0.004178214648406811,0.0026402807481153614,-0.37814325842749685,-0.17181823858539697,2.0613642356830328e-08,6.8086507219415235e-09,0.6796717653718073
SNA,none,0,positive,16,16357.263157894737,-0.5019751931851854,-0.28522701445753446,0.1054949213456919,0.09921514715215544,0.0,0.0,0.004281753661054458,0.0027061550027517823,-0.3921984941497489,-0.18330570418288042,2.4028690117605234e-08,8.119746752834368e-09,0.6796717653718073
SNA,none,0,positive,17,16357.263157894737,-0.5197050884038908,-0.2982489909770079,0.11053720838389798,0.10180624444397966,0.0,0.0,0.004374743130641104,0.002765320448665027,-0.40479310958823184,-0.1936774161242857,2.7301119960882307e-08,9.96007753926359e-09,0.6796717653718073
SNA,none,0,positive,18,16357.263157894737,-0.5354151027079409,-0.3097862473917292,0.11489831874310062,0.10386514020257909,0.0,0.0,0.004458249510819137,0.002818440762575934,-0.4160585043769758,-0.20310265519731932,3.0077045489041437e-08,1.1229254917747272e-08,0.6796717653718073
SNA,none,0,positive,19,16357.263157894737,-0.5485324106153818,-0.31900037127338166,0.11933358661786352,0.10652634214640316,0.0,0.0,0.004533279905337489,0.002866159818250769,-0.4246655098638723,-0.20960785550703945,3.422830857355083e-08,1.3801688258490247e-08,0.6796717653718073
SNA,none,0,positive,20,16357.263157894737,-0.5590673928002312,-0.32648248331441865,0.12307890876794038,0.10907315357405324,0.0,0.0,0.004600753884851506,0.00290911577796453,-0.4313876924962942,-0.21450019817460472,3.765114502156988e-08,1.5787796146243064e-08,0.6796717653718073
SNA,none,0,negative,1,34842.73684210526,-0.008654684762629213,-0.011882497386735774,0.008217324985383313,0.006612149998613898,0.0,0.0,0.0001235367222133175,0.0002617890348157095,-0.00031382318345263933,-0.005008558650388279,-1.284200560297994e-10,-2.970821119608876e-10,0.5303542544710503
SNA,none,0,negative,2,34842.73684210526,-0.018193521497977455,-0.02663177266355368,0.016967058218425975,0.014126863878485137,0.0,0.0,0.00023661775685646972,0.0004974861640498407,-0.000989845421215307,-0.012007422928205601,1.0147969858588128e-10,-3.07186893452295e-10,0.5303542544710503
SNA,none,0,negative,3,34842.73684210526,-0.029683258436851385,-0.04416420972364821,0.028032863808754974,0.02382403764453243,0.0,0.0,0.00033939348964938664,0.0007098221468417091,-0.0013110014111945417,-0.019630350765196487,-2.7274751747897474e-10,-8.329224192727801e-10,0.5303542544710503
SNA,none,0,negative,4,34842.73684210526,-0.04076418773089994,-0.0617339511930439,0.040273571883366645,0.034830676472098435,0.0,0.0,0.0004315375040193827,0.0008993134236625958,-5.9078435176406296e-05,-0.02600396223042128,-9.16624912636638e-11,-9.331383963844302e-10,0.5303542544710503
SNA,none,0,negative,5,34842.73684210526,-0.05162118680934401,-0.07975094565892665,0.05391600485060869,0.0469811973723499,0.0,0.0,0.0005124882591836169,0.0010665304622150327,0.0028073063586202956,-0.03170321886513959,5.817199641090387e-11,-1.0407778708703109e-09,0.5303542544710503
SNA,none,0,negative,6,34842.73684210526,-0.06158821114089095,-0.09727521448949007,0.06804854977468457,0.0595227724692832,0.0,0.0,0.0005848664883648869,0.0012154539092569968,0.007045204977973535,-0.03653698918170742,-1.4418496809230417e-10,-1.0707575297894028e-09,0.5303542544710503
SNA,none,0,negative,7,34842.73684210526,-0.06999930666572053,-0.1132927757078636,0.08192206974406097,0.07217088921495295,0.0,0.0,0.0006494097073419444,0.0013489189481419054,0.012572172901329273,-0.03977296781405129,1.1564688872061793e-10,-2.692825249578706e-10,0.5303542544710503
SNA,none,0,negative,8,34842.73684210526,-0.078462491380236,-0.1288869991014386,0.09425157660497599,0.08381450220729092,0.0,0.0,0.0007075607372016346,0.001468909046364211,0.01649664627146789,-0.04360358749195036,3.095262646708929e-10,3.558330836567122e-10,0.5303542544710503
SNA,none,0,negative,9,34842.73684210526,-0.08631827578883051,-0.1437890025938986,0.10477035022926942,0.09422312329739743,0.0,0.0,0.0007597357273245348,0.0015764458384013146,0.019211810480840034,-0.047989432346463676,3.130765989021811e-10,1.1116362035329204e-09,0.5303542544710503
SNA,none,0,negative,10,34842.73684210526,-0.09493609252857933,-0.15863183668782832,0.11279540206940555,0.10283385808754462,0.0,0.0,0.0008067299277684954,0.001673001331034826,0.01866603877773343,-0.05412497656661171,-6.908612755719e-10,7.026371858740606e-10,0.5303542544710503
SNA,none,0,negative,11,34842.73684210526,-0.1038963757184666,-0.17286117074471527,0.11892560585823646,0.10998781819188952,0.0,0.0,0.0008487787913324593,0.0017595900000999776,0.01587800750014427,-0.06111376157420545,-1.4309580237112298e-09,9.785203293652577e-10,0.5303542544710503
SNA,none,0,negative,12,34842.73684210526,-0.114337763829172,-0.187729816072396,0.12331514739977938,0.1158149102804843,0.0,0.0,0.000886680118782759,0.0018375524776499477,0.009864061810136333,-0.07007735191530227,-1.8792538105614827e-09,1.3989595167539783e-09,0.5303542544710503
SNA,none,0,negative,13,34842.73684210526,-0.1256258692155738,-0.20300595928618198,0.1261408583213578,0.12057106378404532,0.0,0.0,0.0009205401500616822,0.001907415259287959,0.001435526406822813,-0.08052747888895354,-2.8490228617545635e-09,1.3538951589724006e-09,0.5303542544710503
SNA,none,0,negative,14,34842.73684210526,-0.13754645837918403,-0.21830721830970357,0.12828519784712938,0.12489441945321514,0.0,0.0,0.0009510298487301005,0.001970217996404651,-0.008310233520081575,-0.09144257857708853,-2.8367570169458234e-09,2.2829952252941796e-09,0.5303542544710503
SNA,none,0,negative,15,34842.73684210526,-0.15023209606159363,-0.2339438539785518,0.1295906985524347,0.1281670034840441,0.0,0.0,0.0009787401534324537,0.002026816547549355,-0.019662660403094383,-0.10375003108345011,-3.0473679863998407e-09,2.863508202191921e-09,0.5303542544710503
SNA,none,0,negative,16,34842.73684210526,-0.16246095599680418,-0.24864778355973743,0.13079697303688884,0.13121341293476646,0.0,0.0,0.001003757906257096,0.002077651901369227,-0.030660228479774187,-0.11535671550822509,-3.426115942239399e-09,3.215376675892142e-09,0.5303542544710503
SNA,none,0,negative,17,34842.73684210526,-0.17379590950955703,-0.2621066761911539,0.1322906490384168,0.134189024515992,0.0,0.0,0.0010262941447667215,0.0021233563442394016,-0.0404789692032572,-0.1257942909182286,-2.8768837306398477e-09,4.412693870221978e-09,0.5303542544710503
SNA,none,0,negative,18,34842.73684210526,-0.18396657636995703,-0.27418651233157254,0.13366784003038584,0.13680037416314542,0.0,0.0,0.0010465110249979342,0.0021643803388702067,-0.0492522282470157,-0.13522175283534588,-2.932442439035678e-09,4.9942109563557425e-09,0.5303542544710503
SNA,none,0,negative,19,34842.73684210526,-0.19175561691388684,-0.28375761550052536,0.13605859785800792,0.14013728884167487,0.0,0.0,0.0010646688475619097,0.0022012440141475323,-0.05463235182744651,-0.14141907568095724,-1.6191295133130344e-09,6.963745689691569e-09,0.5303542544710503
SNA,none,0,negative,20,34842.73684210526,-0.19841795943502424,-0.29175626606068855,0.13894722089832076,0.1436065739525969,0.0,0.0,0.0010810785163504638,0.0022344645206679764,-0.05838966058277985,-0.14591521906005478,-5.624267953137794e-10,8.52736883776598e-09,0.5303542544710503
SNA,none,1,positive,1,14362.684210526315,-0.023229664303582632,-0.011805014718254186,0.0024726544633270602,0.004702054123798535,0.0,0.0,-2.645271584198388e-05,-7.174973953641634e-05,-0.020783464714648214,-0.0071747110787909185,-2.1585506643564954e-09,-7.447988507601027e-10,0.6850098209223074
SNA,none,1,positive,2,14362.684210526315,-0.05831828453877669,-0.028905561891890932,0.006731117155895122,0.012095790903941079,0.0,0.0,-4.607241685181525e-05,-0.00013513412091402927,-0.0516332431260701,-0.01694490604573195,-3.326336712164469e-09,-9.368680626035817e-10,0.6850098209223074
SNA,none,1,positive,3,14362.684210526315,-0.10033541584790222,-0.04940589483790727,0.01212561727341406,0.021039288859756016,0.0,0.0,-6.607781244337158e-05,-0.00019374090171780578,-0.08827588017809669,-0.028560347997922186,-3.7911651812460995e-09,-1.1180531241609477e-09,0.6850098209223074
SNA,none,1,positive,4,14362.684210526315,-0.14465229726776996,-0.07100480495391633,0.01811614183052234,0.030643871077878387,0.0,0.0,-8.427528625632637e-05,-0.0002473608919303376,-0.1266204349092574,-0.0406082960681865,-4.18575347006751e-09,-1.3002182172599518e-09,0.6850098209223074
SNA,none,1,positive,5,14362.684210526315,-0.18930747448333,-0.09358365055687254,0.02504059163108397,0.041036223228691805,0.0,0.0,-9.860528691294197e-05,-0.000293880928250479,-0.1643654915823866,-0.05284130952318093,-3.4432276134306842e-09,-1.2667497138241266e-09,0.6850098209223074
SNA,none,1,positive,6,14362.684210526315,-0.22923989126812053,-0.11397435175811205,0.03249964092033556,0.05124391884783191,0.0,0.0,-0.00011178619902634521,-0.00033607201007651376,-0.1968520390780121,-0.06306650559560613,-2.5312008421174088e-09,-6.752494558324754e-10,0.6850098209223074
SNA,none,1,positive,7,14362.684210526315,-0.2679361270951242,-0.13374012635972113,0.04020876261095475,0.06101773996980022,0.0,0.0,-0.00012263641079063718,-0.00037346085965745096,-0.22785000206386674,-0.07309584790863234,-1.1689066853054694e-09,-6.590539811832539e-10,0.6850098209223074
SNA,none,1,positive,8,14362.684210526315,-0.306620379042558,-0.15429870003099716,0.04899533856807572,0.0705880241827091,0.0,0.0,-0.0001329480135984352,-0.0004074096713865234,-0.2577579873622014,-0.08411808559036879,1.1258793169329118e-09,-7.069425390081174e-11,0.6850098209223074
SNA,none,1,positive,9,14362.684210526315,-0.34379174382731276,-0.17423347628236963,0.05742982348101087,0.07912341673952537,0.0,0.0,-0.00014206292198013195,-0.0004381047874834084,-0.28650398055580184,-0.09554816442148484,2.7124802127898474e-09,-9.115715504900108e-11,0.6850098209223074
SNA,none,1,positive,10,14362.684210526315,-0.3794501652991817,-0.1937655517541206,0.06578897785393065,0.08720125998852847,0.0,0.0,-0.00014989185297892464,-0.00046582976217908776,-0.31381107424750754,-0.107030121329111,5.050722390259028e-09,1.9866022759623103e-10,0.6850098209223074
SNA,none,1,positive,11,14362.684210526315,-0.41182110198478183,-0.21187374436256834,0.07394849020117726,0.09475404554485593,0.0,0.0,-0.00015659750383477963,-0.0004904955248604259,-0.33802920177658374,-0.11761019334956561,7.51085561116446e-09,9.930072259390977e-10,0.6850098209223074
SNA,none,1,positive,12,14362.684210526315,-0.44126359199861637,-0.2288566354700445,0.0809309507958357,0.10084252340778481,0.0,0.0,-0.00016296082229942947,-0.0005129223826478986,-0.3604955915366832,-0.1285270324307767,1.0488396831973697e-08,2.0141309002951916e-09,0.6850098209223074
SNA,none,1,positive,13,14362.684210526315,-0.46816367656362756,-0.2448461591971328,0.0874943022594315,0.10611031165777457,0.0,0.0,-0.00016813753363635427,-0.0005328873200021269,-0.3808374985930511,-0.1392687323159847,1.324478117773367e-08,2.5433757259184565e-09,0.6850098209223074
SNA,none,1,positive,14,14362.684210526315,-0.4933997436630796,-0.26050128475153644,0.09360951969714501,0.11033590234710462,0.0,0.0,-0.00017311502860765352,-0.0005511553350837114,-0.39996332213427754,-0.1507165339439917,1.6860264708253744e-08,3.795523817361273e-09,0.6850098209223074
SNA,none,1,positive,15,14362.684210526315,-0.5159880435449408,-0.2753388622615242,0.0990228951740458,0.11383958408415676,0.0,0.0,-0.00017744442015625583,-0.000567524934060456,-0.4171425724966233,-0.16206679809620536,2.029442785021268e-08,5.015222520103626e-09,0.6850098209223074
SNA,none,1,positive,16,14362.684210526315,-0.5367288689062338,-0.28892370423759367,0.10423995644923886,0.11713443694013642,0.0,0.0,-0.0001810166182889097,-0.0005820139541052214,-0.43266990531571925,-0.17237127501297655,2.37595645560816e-08,6.238585892354632e-09,0.6850098209223074
SNA,none,1,positive,17,14362.684210526315,-0.554561652087094,-0.3008992183389031,0.10896213847158313,0.12001609775006959,0.0,0.0,-0.00018418223100988797,-0.0005949851154262359,-0.4457836689755674,-0.1814780986045246,2.6870953167035335e-08,7.0997351691412115e-09,0.6850098209223074
SNA,none,1,positive,18,14362.684210526315,-0.5701413817127354,-0.3117474339545147,0.11308032392858451,0.12245572181532209,0.0,0.0,-0.0001870132085650496,-0.000606604111781464,-0.4572480404386543,-0.18989830743020833,3.0554061757496714e-08,8.820765786582156e-09,0.6850098209223074
SNA,none,1,positive,19,14362.684210526315,-0.5828446212758426,-0.3209840204636149,0.1168390588599811,0.1250337288750157,0.0,0.0,-0.00018946639670156028,-0.0006169909474780426,-0.466194994601953,-0.19656727213056158,3.421060992915594e-08,1.040551570159159e-08,0.6850098209223074
SNA,none,1,positive,20,14362.684210526315,-0.5938820882995902,-0.3293868264594321,0.12038116255778328,0.12725264649419812,0.0,0.0,-0.00019161173465909157,-0.0006263096902506877,-0.47369249951745895,-0.20276047728387828,3.7959007255295626e-08,1.23716063692976e-08,0.6850098209223074
SNA,none,1,negative,1,36837.31578947369,-0.005709692690008288,-0.009601607806204868,0.008234137650783555,0.006469224894584982,0.0,0.0,-0.00017339268939695854,-0.00015899830981022005,0.00235105241053017,-0.003291381691131298,1.3915186094011152e-10,-4.697011894925404e-10,0.5017099237169722
SNA,none,1,negative,2,36837.31578947369,-0.013526095560872902,-0.023770141864005532,0.020959247137584843,0.016762414881462306,0.0,0.0,-0.0003277610789296768,-0.0002990716734624038,0.007105390886727396,-0.007306799196349678,3.8894513169450994e-10,-5.403440501008239e-10,0.5017099237169722
SNA,none,1,negative,3,36837.31578947369,-0.023165338888954317,-0.040729619894494036,0.036527187477879156,0.029597053635204013,0.0,0.0,-0.00046788126244670615,-0.000425795154399529,0.01289396779475819,-0.011558361966231714,4.682800621147361e-10,-5.52542172587357e-10,0.5017099237169722
SNA,none,1,negative,4,36837.31578947369,-0.03330868074198914,-0.05860585018682607,0.05339440283824925,0.043665541352694986,0.0,0.0,-0.0005949255985360814,-0.0005403247785904866,0.01949079689477223,-0.015480634207647767,3.970481958824618e-10,-5.949262040041079e-10,0.5017099237169722
SNA,none,1,negative,5,36837.31578947369,-0.044715406510844956,-0.07750872197356905,0.07161579927345262,0.05901329552123644,0.0,0.0,-0.0007079548008774585,-0.0006417945826127175,0.026192438298745447,-0.019137221473778655,3.3701525628340003e-10,-4.388333401049359e-10,0.5017099237169722
SNA,none,1,negative,6,36837.31578947369,-0.055317236766289114,-0.09467504332035878,0.08912273400861104,0.0740790253713802,0.0,0.0,-0.0008099667452656672,-0.0007333566284060928,0.03299553072362804,-0.021329374879104954,2.2657179459224763e-10,-3.017202703737057e-10,0.5017099237169722
SNA,none,1,negative,7,36837.31578947369,-0.06582548800806964,-0.11147831255608442,0.1055099983288052,0.08849629818785071,0.0,0.0,-0.0009013185141190569,-0.0008151135615291928,0.038783191519273556,-0.023797128283839914,-2.8734293590164575e-10,-3.5407699592708313e-10,0.5017099237169722
SNA,none,1,negative,8,36837.31578947369,-0.07786375821213783,-0.1294665358453964,0.120241732727689,0.10205493788602879,0.0,0.0,-0.0009835433027327017,-0.0008886849913486494,0.041394430599597506,-0.02830028289873284,-6.132209489268549e-10,5.198341358787893e-11,0.5017099237169722
SNA,none,1,negative,9,36837.31578947369,-0.08993639298923478,-0.14717730120654188,0.13303212437006753,0.11409802002693274,0.0,0.0,-0.0010577056169816842,-0.0009549252640490099,0.04203802422667228,-0.03403420670856596,-1.5371788047669516e-09,-2.6490780847708225e-10,0.5017099237169722
SNA,none,1,negative,10,36837.31578947369,-0.10222253203369878,-0.16476974933375077,0.1449011832419492,0.12547162401821307,0.0,0.0,-0.0011246949157645116,-0.0010146074077007838,0.041553953758796745,-0.04031273317080242,-2.5336891241487673e-09,-4.4756393370765443e-10,0.5017099237169722
SNA,none,1,negative,11,36837.31578947369,-0.11414619265239126,-0.1814133397593267,0.15534881719642177,0.13570348929012213,0.0,0.0,-0.0011845795284922973,-0.0010678882136041592,0.040018041855790144,-0.04677773899600202,-3.159748095913588e-09,-3.1319334111813376e-10,0.5017099237169722
SNA,none,1,negative,12,36837.31578947369,-0.12622189676735338,-0.19739729003892761,0.16354662513466675,0.14394190662953893,0.0,0.0,-0.0012385683679869148,-0.0011159356597143467,0.03608615619451821,-0.05457131928127996,-3.804808271624548e-09,-2.1217690857698452e-10,0.5017099237169722
SNA,none,1,negative,13,36837.31578947369,-0.138210270759237,-0.21273731529354567,0.17000648779369715,0.15081990866617823,0.0,0.0,-0.0012870570939759042,-0.0011589562990710674,0.030509155278251102,-0.06307636309973882,-4.6622331219790505e-09,-1.733002596754615e-10,0.5017099237169722
SNA,none,1,negative,14,36837.31578947369,-0.1507094954623335,-0.22811406591887254,0.17434401740216238,0.15600149918769302,0.0,0.0,-0.0013309290592740898,-0.0011978905376028182,0.02230358776462248,-0.07331045689452459,-5.115932323755656e-09,3.742577669785542e-10,0.5017099237169722
SNA,none,1,negative,15,36837.31578947369,-0.16320816158779633,-0.2429022121042228,0.17752751684046092,0.16014159357337648,0.0,0.0,-0.0013703402180606835,-0.0012328261416487012,0.012949009688923815,-0.08399344365150674,-5.345680098524525e-09,1.0209882438366188e-09,0.5017099237169722
SNA,none,1,negative,16,36837.31578947369,-0.17464338648287617,-0.2565228402478069,0.18048329839056304,0.16402495130573497,0.0,0.0,-0.0014054898383641997,-0.0012639424900528053,0.0044344164349598356,-0.09376182988819375,-5.634362850262581e-09,1.5439309992900513e-09,0.5017099237169722
SNA,none,1,negative,17,36837.31578947369,-0.18493688787756338,-0.2686754116741905,0.18312973019302406,0.16750989850750184,0.0,0.0,-0.0014370001365705187,-0.0012918302841537312,-0.0032441637894039836,-0.10245734150276041,-5.968294131712461e-09,1.948082053388992e-09,0.5017099237169722
SNA,none,1,negative,18,36837.31578947369,-0.19465740532643278,-0.2798799870280445,0.18515311853791364,0.1704091720265292,0.0,0.0,-0.0014652866993937735,-0.0013168619140714998,-0.010969579126387515,-0.11078767378794249,-5.63847464298146e-09,3.127644326767971e-09,0.5017099237169722
SNA,none,1,negative,19,36837.31578947369,-0.20321121990020238,-0.28957408223137326,0.18796308797259864,0.17375879156552032,0.0,0.0,-0.0014906690348143326,-0.0013393087858372247,-0.01673880647478241,-0.11715459549138933,-5.512364320723925e-09,3.960300802662498e-09,0.5017099237169722
SNA,none,1,negative,20,36837.31578947369,-0.21118448932892908,-0.29848551874099083,0.19023531494115026,0.17660704770389232,0.0,0.0,-0.00151354572401686,-0.0013595014768425998,-0.022462725168414934,-0.12323796748818652,-5.056619260575138e-09,5.0257545814519324e-09,0.5017099237169722
SNA,none,2,positive,1,14924.842105263158,-0.026327772737484614,-0.014467842711620238,0.0024087850208988804,0.004164547027335625,0.0,0.0,6.269500663849343e-05,-0.00022766954843437336,-0.02385629384118788,-0.010530965482446168,-1.1312406400353492e-09,-2.497271808022495e-10,0.6964227564644702
SNA,none,2,positive,2,14924.842105263158,-0.0684772943852214,-0.037189008945483645,0.004271265904079217,0.008337387545672004,0.0,0.0,0.00010235376575832635,-0.0004386462289554473,-0.06410367752713758,-0.02929026873364249,-2.8117537292645738e-09,-1.1048754045441796e-09,0.6964227564644702
SNA,none,2,positive,3,14924.842105263158,-0.1154441678754049,-0.06206724829125449,0.006916089428967997,0.014296951083904368,0.0,0.0,0.00013827888565499236,-0.0006267407266852636,-0.10838980347225599,-0.04839703962853731,-3.911474100828402e-09,-1.6945019108047277e-09,0.6964227564644702
SNA,none,2,positive,4,14924.842105263158,-0.1644156424567824,-0.08778322850449186,0.010012651950559072,0.021010635600961457,0.0,0.0,0.00016749475026135732,-0.0007972903367166881,-0.15423549958771177,-0.0675698845568848,-3.8317497891808495e-09,-1.3166377026010235e-09,0.6964227564644702
SNA,none,2,positive,5,14924.842105263158,-0.2136913253325977,-0.11388480866702977,0.013163587412890853,0.027862899437605098,0.0,0.0,0.00019305703450436508,-0.000951361857245553,-0.20033468393993253,-0.08697327183670778,-3.0547300326981715e-09,-7.500375857735526e-10,0.6964227564644702
SNA,none,2,positive,6,14924.842105263158,-0.25898504941885947,-0.13843126521324095,0.0173689060209745,0.03508998849955181,0.0,0.0,0.00021523484196088772,-0.0010906109599033928,-0.2414009104418513,-0.1044318877493781,-1.885927175190873e-09,-7.578557035718479e-11,0.6964227564644702
SNA,none,2,positive,7,14924.842105263158,-0.3000325224554477,-0.16106448847968297,0.022949112363039197,0.04342320192367467,0.0,0.0,0.00023487113989210104,-0.0012159671608816826,-0.27684853843447305,-0.1188572525048169,5.180432997086028e-10,1.2120730778837562e-09,0.6964227564644702
SNA,none,2,positive,8,14924.842105263158,-0.3380214051734198,-0.18287670089722272,0.02948487513532213,0.0520777217344695,0.0,0.0,0.0002520563292516915,-0.001328800206975708,-0.30828447049727,-0.13212777666284886,3.2115759884549978e-09,2.706880112065573e-09,0.6964227564644702
SNA,none,2,positive,9,14924.842105263158,-0.3720010658984254,-0.20353099741208716,0.03674440349525375,0.06068259156310779,0.0,0.0,0.0002667718013844031,-0.0014308874736156448,-0.33498988403827573,-0.14427928932928316,6.5635114443805285e-09,3.993311854752702e-09,0.6964227564644702
SNA,none,2,positive,10,14924.842105263158,-0.4044673734557825,-0.22378132088748137,0.044161797908779145,0.0686103768026456,0.0,0.0,0.00027941981386444723,-0.0015232672577805226,-0.36002614590342946,-0.1566942061517004,9.829709516406705e-09,5.190915872385447e-09,0.6964227564644702
SNA,none,2,positive,11,14924.842105263158,-0.4358109758335539,-0.24382254884384738,0.05136909030896706,0.07550431007307468,0.0,0.0,0.00029088281435512946,-0.0016061831753106655,-0.38415098960686955,-0.16992441564977173,1.310336200805067e-08,6.296311619999362e-09,0.6964227564644702
SNA,none,2,positive,12,14924.842105263158,-0.4643306026968055,-0.2627297473449418,0.05847810121238966,0.08229264059456902,0.0,0.0,0.00030115609047358014,-0.0016809107259045913,-0.4055513278377257,-0.1821180091035645,1.7556216576056752e-08,8.372712887734464e-09,0.6964227564644702
SNA,none,2,positive,13,14924.842105263158,-0.4897890877929118,-0.2797262682406829,0.06533598800524006,0.0886361500542717,0.0,0.0,0.0003103090299676901,-0.0017481309650476849,-0.4241427685745906,-0.1928382387673024,2.2183113408047786e-08,1.038415645227164e-08,0.6964227564644702
SNA,none,2,positive,14,14924.842105263158,-0.5136813194032784,-0.29596908689210766,0.07111452885856308,0.09393573513445652,0.0,0.0,0.0003188175323701047,-0.0018083800069045501,-0.4422479467408962,-0.20384171973572038,2.6271449074267645e-08,1.2028835308155266e-08,0.6964227564644702
SNA,none,2,positive,15,14924.842105263158,-0.5358973235780836,-0.3115962688791162,0.07653205996340305,0.09928761478119391,0.0,0.0,0.0003266839568880189,-0.0018624453507830902,-0.45903854916331055,-0.2141710856981773,3.0494481959818586e-08,1.375052795805292e-08,0.6964227564644702
SNA,none,2,positive,16,14924.842105263158,-0.5567714370838004,-0.32647901039106747,0.08149625192968524,0.10400706754057262,0.0,0.0,0.00033366772265279107,-0.0019111043266100594,-0.47494148265219754,-0.22438303122048134,3.477926472483285e-08,1.595662360795264e-08,0.6964227564644702
SNA,none,2,positive,17,14924.842105263158,-0.5763960998453509,-0.34009806974564116,0.08583775203527652,0.1078469933076813,0.0,0.0,0.00034014409042351364,-0.001954817103165532,-0.49021816443422533,-0.23420587580334384,3.9285425636707206e-08,1.7737781515914807e-08,0.6964227564644702
SNA,none,2,positive,18,14924.842105263158,-0.5931359689579194,-0.35147820408506253,0.08961656833417628,0.11128766016320035,0.0,0.0,0.00034589823548433144,-0.0019942079774520694,-0.5031734597278379,-0.2421847325335864,4.266042111025004e-08,1.9365727846711765e-08,0.6964227564644702
