step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,545,286,138,139,1600,492,LR,none,1,2
2,570,301,83,66,1600,405,LR,none,1,2
3,619,291,132,107,1600,543,LR,none,1,2
4,692,306,163,119,1600,603,LR,none,1,2
5,770,375,268,151,1600,632,LR,none,1,2
6,844,399,318,120,1600,670,LR,none,1,2
7,930,402,317,94,1600,607,LR,none,1,2
8,963,429,347,93,1600,618,LR,none,1,2
9,1020,438,336,90,1600,604,LR,none,1,2
10,1050,464,332,130,1600,547,LR,none,1,2
11,1045,504,372,81,1600,644,LR,none,1,2
12,1037,456,284,77,1600,590,LR,none,1,2
13,1025,477,308,98,1600,644,LR,none,1,2
14,1026,464,293,132,1600,646,LR,none,1,2
15,1020,463,309,106,1600,666,LR,none,1,2
16,1050,482,295,117,1600,676,LR,none,1,2
17,1005,444,290,150,1600,651,LR,none,1,2
18,1005,457,277,116,1600,640,LR,none,1,2
19,999,456,269,90,1600,634,LR,none,1,2
20,1011,467,271,118,1600,657,LR,none,1,2
1,788,385,181,171,1600,550,LR,none,1,3
2,807,417,185,175,1600,477,LR,none,1,3
3,858,409,227,200,1600,602,LR,none,1,3
4,924,402,237,184,1600,645,LR,none,1,3
5,981,447,239,186,1600,534,LR,none,1,3
6,1033,467,316,173,1600,687,LR,none,1,3
7,1056,477,299,157,1600,607,LR,none,1,3
8,1099,538,421,117,1600,803,LR,none,1,3
9,1110,517,380,140,1600,672,LR,none,1,3
10,1124,552,406,197,1600,649,LR,none,1,3
11,1150,527,389,158,1600,639,LR,none,1,3
12,1192,540,342,121,1600,565,LR,none,1,3
13,1186,553,326,99,1600,562,LR,none,1,3
14,1188,517,325,83,1600,631,LR,none,1,3
15,1190,550,353,168,1600,632,LR,none,1,3
16,1203,531,321,128,1600,600,LR,none,1,3
17,1160,528,315,136,1600,631,LR,none,1,3
18,1191,549,316,167,1600,610,LR,none,1,3
19,1151,527,292,100,1600,655,LR,none,1,3
20,1205,547,286,166,1600,609,LR,none,1,3
1,967,467,148,132,1600,540,LR,none,1,4
2,954,466,203,205,1600,548,LR,none,1,4
3,991,453,224,245,1600,579,LR,none,1,4
4,1035,473,296,268,1600,651,LR,none,1,4
5,1095,507,317,196,1600,617,LR,none,1,4
6,1139,542,364,280,1600,616,LR,none,1,4
7,1185,550,355,193,1600,611,LR,none,1,4
8,1208,577,415,175,1600,694,LR,none,1,4
9,1248,571,409,149,1600,678,LR,none,1,4
10,1264,584,443,203,1600,677,LR,none,1,4
11,1281,589,420,223,1600,633,LR,none,1,4
12,1276,588,434,194,1600,634,LR,none,1,4
13,1302,633,469,170,1600,709,LR,none,1,4
14,1305,591,425,194,1600,635,LR,none,1,4
15,1298,632,456,193,1600,696,LR,none,1,4
16,1312,628,457,172,1600,697,LR,none,1,4
17,1313,599,425,184,1600,655,LR,none,1,4
18,1307,634,427,133,1600,660,LR,none,1,4
19,1318,625,437,231,1600,676,LR,none,1,4
20,1306,608,386,96,1600,654,LR,none,1,4
1,1189,597,193,188,1600,438,LR,none,1,5
2,1174,594,256,242,1600,591,LR,none,1,5
3,1201,572,270,283,1600,601,LR,none,1,5
4,1232,591,316,268,1600,663,LR,none,1,5
5,1242,602,348,257,1600,606,LR,none,1,5
6,1270,606,324,218,1600,577,LR,none,1,5
7,1314,608,332,208,1600,565,LR,none,1,5
8,1291,615,339,203,1600,576,LR,none,1,5
9,1314,586,341,213,1600,553,LR,none,1,5
10,1341,637,365,154,1600,570,LR,none,1,5
11,1331,667,370,144,1600,613,LR,none,1,5
12,1355,663,354,117,1600,605,LR,none,1,5
13,1348,648,298,175,1600,527,LR,none,1,5
14,1362,622,361,228,1600,658,LR,none,1,5
15,1336,610,343,206,1600,620,LR,none,1,5
16,1354,647,343,170,1600,623,LR,none,1,5
17,1348,659,343,176,1600,643,LR,none,1,5
18,1360,627,321,223,1600,598,LR,none,1,5
19,1358,658,308,159,1600,557,LR,none,1,5
20,1365,645,329,183,1600,629,LR,none,1,5
1,1197,605,201,204,1600,482,LR,none,1,6
