step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,421,219,84,85,1600,413,LR,l2,2,2
2,457,239,154,154,1600,545,LR,l2,2,2
3,535,253,185,114,1600,572,LR,l2,2,2
4,625,268,173,99,1600,533,LR,l2,2,2
5,688,328,265,110,1600,628,LR,l2,2,2
6,802,411,328,65,1600,634,LR,l2,2,2
7,857,412,323,83,1600,606,LR,l2,2,2
8,837,425,344,124,1600,656,LR,l2,2,2
9,899,432,320,55,1600,615,LR,l2,2,2
10,918,416,294,73,1600,606,LR,l2,2,2
11,907,443,300,80,1600,633,LR,l2,2,2
12,919,438,315,104,1600,707,LR,l2,2,2
13,862,390,237,37,1600,576,LR,l2,2,2
14,834,386,234,39,1600,651,LR,l2,2,2
15,861,409,243,131,1600,616,LR,l2,2,2
16,842,379,216,98,1600,582,LR,l2,2,2
17,818,408,250,110,1600,662,LR,l2,2,2
18,822,368,204,92,1600,601,LR,l2,2,2
19,803,359,190,96,1600,608,LR,l2,2,2
20,816,358,179,64,1600,628,LR,l2,2,2
1,630,307,180,169,1600,592,LR,l2,2,3
2,670,334,201,157,1600,559,LR,l2,2,3
3,705,360,230,127,1600,629,LR,l2,2,3
4,780,343,238,190,1600,569,LR,l2,2,3
5,804,417,307,150,1600,627,LR,l2,2,3
6,933,477,356,87,1600,671,LR,l2,2,3
7,962,487,348,88,1600,648,LR,l2,2,3
8,1030,516,363,117,1600,637,LR,l2,2,3
9,1035,485,292,59,1600,583,LR,l2,2,3
10,980,433,275,184,1600,570,LR,l2,2,3
11,1026,476,298,133,1600,582,LR,l2,2,3
12,1016,483,289,158,1600,575,LR,l2,2,3
13,997,467,257,109,1600,556,LR,l2,2,3
14,1059,490,222,111,1600,518,LR,l2,2,3
15,990,455,235,89,1600,644,LR,l2,2,3
16,946,443,217,144,1600,614,LR,l2,2,3
17,953,431,197,106,1600,603,LR,l2,2,3
18,942,451,208,114,1600,624,LR,l2,2,3
19,914,408,174,122,1600,583,LR,l2,2,3
20,858,390,189,69,1600,641,LR,l2,2,3
1,647,280,125,126,1600,473,LR,l2,2,4
2,712,308,199,147,1600,587,LR,l2,2,4
3,739,368,243,157,1600,648,LR,l2,2,4
4,756,400,258,145,1600,625,LR,l2,2,4
5,847,418,236,106,1600,559,LR,l2,2,4
6,849,424,264,130,1600,657,LR,l2,2,4
7,906,416,230,123,1600,578,LR,l2,2,4
8,886,442,247,133,1600,592,LR,l2,2,4
9,924,441,263,171,1600,639,LR,l2,2,4
10,906,427,244,122,1600,621,LR,l2,2,4
11,935,420,285,153,1600,663,LR,l2,2,4
12,932,476,294,118,1600,618,LR,l2,2,4
13,921,436,250,126,1600,619,LR,l2,2,4
14,907,413,269,175,1600,632,LR,l2,2,4
15,914,400,259,151,1600,584,LR,l2,2,4
16,907,426,271,184,1600,562,LR,l2,2,4
17,905,459,284,142,1600,643,LR,l2,2,4
18,927,405,223,113,1600,644,LR,l2,2,4
19,922,391,211,151,1600,526,LR,l2,2,4
20,937,429,271,120,1600,654,LR,l2,2,4
1,817,362,174,176,1600,531,LR,l2,2,5
2,810,445,224,163,1600,561,LR,l2,2,5
3,912,438,260,223,1600,625,LR,l2,2,5
4,963,484,303,217,1600,689,LR,l2,2,5
5,1000,483,332,165,1600,678,LR,l2,2,5
6,1045,499,335,205,1600,632,LR,l2,2,5
7,1117,530,391,194,1600,689,LR,l2,2,5
8,1152,533,415,240,1600,686,LR,l2,2,5
9,1173,626,395,106,1600,618,LR,l2,2,5
10,1180,573,380,121,1600,644,LR,l2,2,5
11,1189,595,360,83,1600,662,LR,l2,2,5
12,1178,594,368,154,1600,665,LR,l2,2,5
13,1192,553,334,151,1600,646,LR,l2,2,5
14,1176,567,306,116,1600,600,LR,l2,2,5
15,1153,562,310,154,1600,646,LR,l2,2,5
