step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,447,241,76,73,1600,485,LR,l2,1,2
2,458,266,71,40,1600,416,LR,l2,1,2
3,467,221,90,58,1600,558,LR,l2,1,2
4,560,236,121,68,1600,650,LR,l2,1,2
5,638,281,217,80,1600,648,LR,l2,1,2
6,729,326,283,78,1600,625,LR,l2,1,2
7,789,324,266,62,1600,574,LR,l2,1,2
8,780,349,270,58,1600,536,LR,l2,1,2
9,826,358,265,81,1600,538,LR,l2,1,2
10,838,372,245,97,1600,563,LR,l2,1,2
11,867,383,253,59,1600,577,LR,l2,1,2
12,854,356,230,69,1600,634,LR,l2,1,2
13,834,366,235,61,1600,641,LR,l2,1,2
14,840,370,217,108,1600,622,LR,l2,1,2
15,817,363,252,107,1600,679,LR,l2,1,2
16,828,352,222,103,1600,635,LR,l2,1,2
17,847,356,239,121,1600,658,LR,l2,1,2
18,829,355,240,127,1600,671,LR,l2,1,2
19,794,346,215,118,1600,672,LR,l2,1,2
20,815,355,207,90,1600,661,LR,l2,1,2
1,585,283,93,100,1600,529,LR,l2,1,3
2,612,340,106,105,1600,483,LR,l2,1,3
3,655,295,135,128,1600,631,LR,l2,1,3
4,743,318,182,114,1600,618,LR,l2,1,3
5,746,315,175,118,1600,575,LR,l2,1,3
6,815,346,274,137,1600,650,LR,l2,1,3
7,851,372,270,129,1600,616,LR,l2,1,3
8,857,415,335,106,1600,681,LR,l2,1,3
9,898,413,320,56,1600,643,LR,l2,1,3
10,881,426,313,79,1600,666,LR,l2,1,3
11,899,391,282,91,1600,634,LR,l2,1,3
12,917,395,260,85,1600,615,LR,l2,1,3
13,888,404,252,45,1600,620,LR,l2,1,3
14,880,384,240,77,1600,659,LR,l2,1,3
15,856,365,231,104,1600,620,LR,l2,1,3
16,845,350,215,111,1600,579,LR,l2,1,3
17,837,386,255,98,1600,642,LR,l2,1,3
18,875,411,265,161,1600,622,LR,l2,1,3
19,834,402,233,89,1600,646,LR,l2,1,3
20,884,400,241,126,1600,598,LR,l2,1,3
1,711,350,103,100,1600,506,LR,l2,1,4
2,738,345,143,148,1600,565,LR,l2,1,4
3,784,370,180,209,1600,561,LR,l2,1,4
4,890,414,279,219,1600,622,LR,l2,1,4
5,986,459,318,174,1600,612,LR,l2,1,4
6,1033,503,378,172,1600,664,LR,l2,1,4
7,1096,511,358,104,1600,596,LR,l2,1,4
8,1094,520,366,120,1600,633,LR,l2,1,4
9,1132,518,366,110,1600,662,LR,l2,1,4
10,1114,513,376,145,1600,702,LR,l2,1,4
11,1113,498,378,160,1600,666,LR,l2,1,4
12,1132,519,372,78,1600,652,LR,l2,1,4
13,1117,563,411,126,1600,714,LR,l2,1,4
14,1125,499,344,115,1600,596,LR,l2,1,4
15,1113,541,382,158,1600,682,LR,l2,1,4
16,1135,535,370,148,1600,707,LR,l2,1,4
