step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,646,375,90,91,1600,483,SNA,l2,1,2
2,650,336,68,42,1600,397,SNA,l2,1,2
3,703,327,163,95,1600,592,SNA,l2,1,2
4,785,320,202,88,1600,675,SNA,l2,1,2
5,795,390,301,71,1600,622,SNA,l2,1,2
6,861,415,298,69,1600,575,SNA,l2,1,2
7,916,408,285,67,1600,590,SNA,l2,1,2
8,942,397,240,56,1599,546,SNA,l2,1,2
9,961,406,260,80,1600,578,SNA,l2,1,2
10,980,414,256,114,1600,546,SNA,l2,1,2
11,976,438,268,54,1600,579,SNA,l2,1,2
12,951,420,254,121,1600,626,SNA,l2,1,2
13,948,419,243,97,1599,609,SNA,l2,1,2
14,941,436,235,103,1600,602,SNA,l2,1,2
15,982,438,239,113,1599,633,SNA,l2,1,2
16,915,376,202,123,1598,617,SNA,l2,1,2
17,940,387,209,120,1600,624,SNA,l2,1,2
18,935,383,217,178,1600,676,SNA,l2,1,2
19,928,395,224,153,1598,703,SNA,l2,1,2
20,935,401,213,120,1598,647,SNA,l2,1,2
1,810,433,83,84,1599,506,SNA,l2,1,3
2,807,464,91,98,1600,482,SNA,l2,1,3
3,803,373,155,163,1600,705,SNA,l2,1,3
4,837,372,212,152,1600,657,SNA,l2,1,3
5,896,388,223,132,1600,600,SNA,l2,1,3
6,953,419,323,106,1600,681,SNA,l2,1,3
7,977,475,360,92,1599,662,SNA,l2,1,3
8,1012,498,416,93,1600,704,SNA,l2,1,3
9,988,473,388,76,1599,673,SNA,l2,1,3
10,1023,516,385,107,1600,672,SNA,l2,1,3
11,1053,475,333,80,1600,663,SNA,l2,1,3
12,1073,475,311,115,1599,635,SNA,l2,1,3
13,1038,456,266,109,1600,594,SNA,l2,1,3
14,1049,457,257,85,1600,634,SNA,l2,1,3
15,1079,518,300,153,1599,643,SNA,l2,1,3
16,1021,445,250,140,1600,547,SNA,l2,1,3
17,1006,452,263,147,1600,628,SNA,l2,1,3
18,1060,465,231,166,1600,566,SNA,l2,1,3
19,1029,474,264,159,1600,661,SNA,l2,1,3
20,1101,484,265,177,1598,625,SNA,l2,1,3
1,918,478,89,98,1600,505,SNA,l2,1,4
2,881,449,118,147,1600,496,SNA,l2,1,4
3,906,439,175,184,1600,591,SNA,l2,1,4
4,954,460,274,216,1599,679,SNA,l2,1,4
5,990,465,299,157,1600,650,SNA,l2,1,4
6,1042,509,368,168,1599,676,SNA,l2,1,4
7,1077,527,384,149,1600,622,SNA,l2,1,4
8,1088,550,396,137,1600,611,SNA,l2,1,4
9,1134,502,376,132,1598,651,SNA,l2,1,4
10,1147,526,402,160,1599,676,SNA,l2,1,4
11,1147,541,415,166,1599,656,SNA,l2,1,4
12,1183,544,401,154,1600,621,SNA,l2,1,4
13,1161,577,401,129,1600,684,SNA,l2,1,4
14,1180,522,331,194,1600,571,SNA,l2,1,4
15,1206,606,410,163,1600,645,SNA,l2,1,4
16,1215,577,338,164,1600,606,SNA,l2,1,4
17,1167,491,288,158,1599,618,SNA,l2,1,4
18,1181,552,296,95,1597,653,SNA,l2,1,4
19,1182,541,279,244,1600,658,SNA,l2,1,4
20,1173,478,250,189,1598,627,SNA,l2,1,4
1,965,552,122,133,1600,378,SNA,l2,1,5
2,974,508,204,207,1598,603,SNA,l2,1,5
3,975,463,233,225,1600,629,SNA,l2,1,5
4,1014,473,291,244,1600,632,SNA,l2,1,5
5,1014,477,332,163,1600,599,SNA,l2,1,5
6,1066,543,347,183,1600,623,SNA,l2,1,5
7,1112,519,308,157,1600,569,SNA,l2,1,5
8,1120,547,350,182,1600,574,SNA,l2,1,5
9,1143,511,331,191,1600,598,SNA,l2,1,5
10,1165,536,296,148,1600,537,SNA,l2,1,5
11,1153,562,310,73,1600,595,SNA,l2,1,5
12,1167,538,285,47,1599,618,SNA,l2,1,5
13,1178,548,227,81,1599,576,SNA,l2,1,5
14,1174,531,237,145,1600,637,SNA,l2,1,5
15,1166,484,232,176,1600,586,SNA,l2,1,5
