step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,769,417,183,180,1600,452,SNA,none,2,2
2,845,482,277,211,1599,556,SNA,none,2,2
3,897,448,283,167,1599,615,SNA,none,2,2
4,1005,479,259,136,1600,546,SNA,none,2,2
5,1047,523,356,162,1600,677,SNA,none,2,2
6,1083,546,374,132,1599,613,SNA,none,2,2
7,1141,572,414,139,1600,648,SNA,none,2,2
8,1140,573,405,178,1600,649,SNA,none,2,2
9,1164,547,389,129,1600,647,SNA,none,2,2
10,1163,547,372,118,1599,639,SNA,none,2,2
11,1158,552,375,155,1597,635,SNA,none,2,2
12,1164,578,399,170,1600,665,SNA,none,2,2
13,1127,562,337,76,1599,603,SNA,none,2,2
14,1119,521,289,131,1599,600,SNA,none,2,2
15,1128,571,290,163,1598,627,SNA,none,2,2
16,1107,553,259,189,1600,605,SNA,none,2,2
17,1104,520,221,166,1599,641,SNA,none,2,2
18,1087,466,206,117,1598,628,SNA,none,2,2
19,1088,519,245,172,1599,651,SNA,none,2,2
20,1097,517,239,192,1599,678,SNA,none,2,2
1,842,432,147,142,1600,535,SNA,none,2,3
2,893,455,135,123,1600,437,SNA,none,2,3
3,915,467,244,262,1600,645,SNA,none,2,3
4,984,489,300,183,1599,663,SNA,none,2,3
5,1033,557,356,209,1600,674,SNA,none,2,3
6,1101,585,415,172,1600,704,SNA,none,2,3
7,1128,587,415,139,1600,711,SNA,none,2,3
8,1187,622,435,156,1600,697,SNA,none,2,3
9,1206,571,369,163,1599,624,SNA,none,2,3
10,1217,593,384,216,1600,642,SNA,none,2,3
11,1219,600,421,184,1600,694,SNA,none,2,3
12,1231,644,439,170,1600,710,SNA,none,2,3
13,1250,605,370,140,1599,616,SNA,none,2,3
14,1240,598,375,161,1597,641,SNA,none,2,3
15,1246,580,363,140,1598,656,SNA,none,2,3
16,1235,578,344,167,1599,658,SNA,none,2,3
17,1254,598,298,138,1599,596,SNA,none,2,3
18,1253,580,237,131,1598,554,SNA,none,2,3
19,1252,586,253,173,1598,576,SNA,none,2,3
20,1252,572,264,207,1599,659,SNA,none,2,3
1,1033,505,216,219,1600,534,SNA,none,2,4
2,1074,518,284,294,1600,637,SNA,none,2,4
3,1098,543,308,226,1600,674,SNA,none,2,4
4,1079,527,274,160,1600,634,SNA,none,2,4
5,1098,560,294,180,1598,626,SNA,none,2,4
6,1111,582,343,244,1600,730,SNA,none,2,4
7,1150,552,301,174,1600,623,SNA,none,2,4
8,1166,593,298,188,1600,601,SNA,none,2,4
9,1201,603,294,230,1600,655,SNA,none,2,4
10,1153,563,267,124,1599,638,SNA,none,2,4
11,1193,563,295,201,1600,675,SNA,none,2,4
12,1184,598,280,217,1600,644,SNA,none,2,4
13,1180,566,256,174,1599,653,SNA,none,2,4
14,1180,578,304,264,1600,682,SNA,none,2,4
15,1179,552,286,191,1599,610,SNA,none,2,4
16,1156,538,265,221,1600,622,SNA,none,2,4
17,1140,579,283,243,1600,641,SNA,none,2,4
18,1153,552,280,215,1596,639,SNA,none,2,4
19,1172,550,279,216,1600,619,SNA,none,2,4
20,1185,551,265,171,1599,630,SNA,none,2,4
1,1057,519,319,300,1600,609,SNA,none,2,5
2,1035,534,314,203,1600,584,SNA,none,2,5
3,1073,553,340,256,1600,588,SNA,none,2,5
4,1104,531,342,283,1600,621,SNA,none,2,5
5,1151,584,372,218,1599,636,SNA,none,2,5
6,1147,589,377,302,1599,593,SNA,none,2,5
7,1188,589,425,283,1599,647,SNA,none,2,5
8,1219,598,447,295,1600,679,SNA,none,2,5
9,1183,604,388,173,1600,646,SNA,none,2,5
10,1228,619,401,175,1600,648,SNA,none,2,5
11,1215,610,394,158,1599,681,SNA,none,2,5
12,1216,604,384,241,1600,659,SNA,none,2,5
13,1255,604,387,219,1600,662,SNA,none,2,5
14,1250,591,366,233,1599,627,SNA,none,2,5
15,1254,625,338,230,1598,603,SNA,none,2,5
16,1242,615,313,201,1600,603,SNA,none,2,5
17,1212,603,313,176,1600,607,SNA,none,2,5
18,1263,634,315,218,1600,620,SNA,none,2,5
19,1256,596,309,263,1600,606,SNA,none,2,5
20,1194,618,282,172,1599,621,SNA,none,2,5
1,1115,577,182,185,1600,531,SNA,none,2,6
2,1129,585,232,191,1600,541,SNA,none,2,6
3,1161,605,264,164,1600,670,SNA,none,2,6
4,1203,648,259,208,1599,583,SNA,none,2,6
5,1126,541,274,283,1600,673,SNA,none,2,6
6,1135,589,303,141,1599,641,SNA,none,2,6
7,1186,603,317,221,1599,644,SNA,none,2,6
8,1224,606,362,191,1599,711,SNA,none,2,6
9,1211,599,349,227,1599,608,SNA,none,2,6
10,1211,572,353,230,1599,653,SNA,none,2,6
11,1220,608,390,221,1600,668,SNA,none,2,6
12,1247,587,356,190,1600,639,SNA,none,2,6
13,1261,609,390,209,1599,706,SNA,none,2,6
14,1254,607,389,225,1600,707,SNA,none,2,6
15,1254,609,363,195,1598,661,SNA,none,2,6
16,1269,621,372,227,1600,717,SNA,none,2,6
17,1263,625,294,193,1599,586,SNA,none,2,6
18,1259,628,344,184,1600,684,SNA,none,2,6
19,1273,635,332,184,1599,673,SNA,none,2,6
20,1247,630,291,179,1598,623,SNA,none,2,6
1,1140,629,141,121,1600,493,SNA,none,2,7
2,1168,630,199,185,1600,659,SNA,none,2,7
3,1196,647,167,162,1600,552,SNA,none,2,7
4,1194,623,210,205,1599,664,SNA,none,2,7
5,1186,609,222,244,1600,634,SNA,none,2,7
6,1198,598,276,222,1600,731,SNA,none,2,7
7,1216,612,270,222,1600,691,SNA,none,2,7
8,1226,597,261,221,1599,674,SNA,none,2,7
