arm,iv,seed,step,mean_before,mean,mean_delta,within_before,within,within_delta,within_ratio,between_before,between,between_delta,between_ratio,total_before,total,total_delta,total_ratio,within_unit_ratio,within_flow,between_flow
SNA,none,0,0,-0.4703262243105783,-0.4703262243105783,0.0,0.46112720946624025,0.46112720946624025,0.0,1.0,0.6600819437545048,0.6600819437545048,0.0,1.0,1.121209153220746,1.121209153220746,0.0,1.0,1.0,0.0,0.0
SNA,none,0,1,-0.4703262243105783,-0.4769809068382139,-0.006654682527635676,0.46112720946624025,0.45937220761649616,-0.0017550018497439843,0.9938712115133354,0.6600819437545048,0.64369530326778,-0.016386640486724797,0.9709087840978682,1.121209153220746,1.1030675108842778,-0.018141642336468068,0.979523889840247,0.99509176419892,-0.0017550018497439633,-0.016386640486724807
SNA,none,0,2,-0.4703262243105783,-0.48630761657034643,-0.015981392259768135,0.46112720946624025,0.457611599031179,-0.00351561043506117,0.9889150683134217,0.6600819437545048,0.6262426773521343,-0.03383926640237047,0.9419725923217023,1.121209153220746,1.0838542763833126,-0.03735487683743303,0.9597968801238452,0.9928397803275733,-0.0017606085853171425,-0.017452625915645604
SNA,none,0,3,-0.4703262243105783,-0.496887563995373,-0.0265613396847947,0.46112720946624025,0.4564502478830117,-0.0046769615832285266,0.9868459186473594,0.6600819437545048,0.6120360653004899,-0.048045878454014875,0.9210227011702976,1.121209153220746,1.0684863131834998,-0.05272284003724587,0.9460744113888976,0.9951933078934723,-0.001161351148167321,-0.014206612051644316
SNA,none,0,4,-0.4703262243105783,-0.5066924026734908,-0.03636617836291257,0.46112720946624025,0.45657749949951526,-0.004549709966724898,0.9898924670940062,0.6600819437545048,0.6051768311192866,-0.054905112635218266,0.9125705290291123,1.121209153220746,1.061754330618803,-0.05945482260194259,0.9421071699981788,1.0041585914195998,0.00012725161650364216,-0.006859234181203463
SNA,none,0,5,-0.4703262243105783,-0.515812424036646,-0.045486199726067766,0.46112720946624025,0.4580705002127982,-0.0030567092534420095,0.9978931215121503,0.6600819437545048,0.6037644562656472,-0.05631748748885749,0.9118084861680597,1.121209153220746,1.061834956478447,-0.0593741967422988,0.9445915691210904,1.0188070881246742,0.0014930007132828334,-0.0014123748536391627
SNA,none,0,6,-0.4703262243105783,-0.5240285759605977,-0.05370235165001943,0.46112720946624025,0.4610064611496447,-0.00012074831659541676,1.0113263819892924,0.6600819437545048,0.6077633763931164,-0.05231856736138838,0.9200117879337111,1.121209153220746,1.0687698375427606,-0.05243931567798562,0.9545622971225627,1.0398438876343101,0.002935960936846542,0.003998920127469121
SNA,none,0,7,-0.4703262243105783,-0.5303894039405195,-0.06006317962994129,0.46112720946624025,0.46544367972243406,0.004316470256193862,1.0296094092275827,0.6600819437545048,0.6174558996579175,-0.042626044096587344,0.9368959715651455,1.121209153220746,1.0828995793803524,-0.038309573840393116,0.9714787525456859,1.0662277593928016,0.004437218572789227,0.009692523264801021
SNA,none,0,8,-0.4703262243105783,-0.5369432842841872,-0.06661705997360895,0.46112720946624025,0.4712990921596911,0.01017188269345086,1.0519757977763187,0.6600819437545048,0.6300552231707951,-0.030026720583709757,0.9567234306301085,1.121209153220746,1.1013543153304877,-0.01985483789025809,0.9913780403851259,1.096385742036237,0.005855412437256963,0.012599323512877543
SNA,none,0,9,-0.4703262243105783,-0.5437057106099139,-0.07337948629933576,0.46112720946624025,0.478623101742164,0.01749589227592386,1.0785249693769907,0.6600819437545048,0.6463501881510548,-0.013731755603449957,0.9825213939034846,1.121209153220746,1.124973289893216,0.00376413667247062,1.0163613921462256,1.130561263651672,0.007324009582472932,0.01629496498025968
SNA,none,0,10,-0.4703262243105783,-0.5517465275984687,-0.08142030328789031,0.46112720946624025,0.4872026671680271,0.02607545770178701,1.1085359400552441,0.6600819437545048,0.6640240507556106,0.003942107001105772,1.0104565901767206,1.121209153220746,1.1512267179236364,0.03001756470289063,1.043720299363197,1.167447428636924,0.008579565425863096,0.017673862604555734
SNA,none,0,11,-0.4703262243105783,-0.5602758171407669,-0.08994959283018868,0.46112720946624025,0.49675056356329605,0.0356233540970559,1.1415020112262155,0.6600819437545048,0.6823214242102787,0.022239480455773813,1.0409463371876961,1.121209153220746,1.1790719877735734,0.05786283455282749,1.0738837271490385,1.2070207974576705,0.009547896395268846,0.018297373454667955
SNA,none,0,12,-0.4703262243105783,-0.5704090884417216,-0.10008286413114327,0.46112720946624025,0.5072245259523244,0.0460973164860842,1.176966007393298,0.6600819437545048,0.6991916931567276,0.039109749402222775,1.0703178043384416,1.121209153220746,1.206416219109054,0.08520706588830844,1.10427319226328,1.2487821254399891,0.010473962389028237,0.01687026894644901
SNA,none,0,13,-0.4703262243105783,-0.5817480087274751,-0.11142178441689683,0.46112720946624025,0.5184141987544779,0.057286989288237736,1.213912373382781,0.6600819437545048,0.7141527259212135,0.054070782166708624,1.0972745353871949,1.121209153220746,1.2325669246756912,0.11135777145494542,1.1337986594540126,1.2917600146029615,0.01118967280215348,0.014961032764485733
SNA,none,0,14,-0.4703262243105783,-0.5933352039962848,-0.12300897968570641,0.46112720946624025,0.5301445308406096,0.06901732137436949,1.2523598872088508,0.6600819437545048,0.7274536902106634,0.06737174645615868,1.1229202606176745,1.121209153220746,1.2575982210512746,0.13638906783052887,1.1633569184486103,1.3364703265079698,0.01173033208613173,0.013300964289450084
SNA,none,0,15,-0.4703262243105783,-0.6060945474048222,-0.13576832309424394,0.46112720946624025,0.5425526930684769,0.08142548360223661,1.2922021372084944,0.6600819437545048,0.7387412145765438,0.07865927082203894,1.1453885963335544,1.121209153220746,1.2812939076450214,0.16008475442427553,1.1915647649820655,1.3825452866819088,0.012408162227867019,0.01128752436588014
SNA,none,0,16,-0.4703262243105783,-0.6179623256855293,-0.1476361013749511,0.46112720946624025,0.5553115945756218,0.09418438510938164,1.3326788161291447,0.6600819437545048,0.7493971029334264,0.08931515917892166,1.166472508078492,1.121209153220746,1.3047086975090487,0.18349954428830287,1.2192074140858231,1.4292808481245705,0.012758901507145011,0.010655888356882727
SNA,none,0,17,-0.4703262243105783,-0.6286712888171411,-0.15834506450656285,0.46112720946624025,0.5683668409126373,0.10723963144639719,1.3740513690413612,0.6600819437545048,0.7594338192893058,0.09935187553480097,1.1865552305054052,1.121209153220746,1.3278006602019432,0.20659150698119752,1.2464620053801267,1.4771940451835686,0.013055246337015469,0.010036716355879301
