step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,619,327,151,153,1600,430,LR,none,2,2
2,672,375,244,202,1600,571,LR,none,2,2
3,731,345,231,141,1600,590,LR,none,2,2
4,815,377,215,112,1600,493,LR,none,2,2
5,877,429,311,197,1600,635,LR,none,2,2
6,961,459,379,147,1600,662,LR,none,2,2
7,1037,479,377,134,1600,630,LR,none,2,2
8,1020,500,422,165,1600,668,LR,none,2,2
9,1094,535,422,126,1600,631,LR,none,2,2
10,1098,519,398,112,1600,615,LR,none,2,2
11,1124,539,406,105,1600,649,LR,none,2,2
12,1156,570,431,121,1600,699,LR,none,2,2
13,1110,526,341,81,1600,572,LR,none,2,2
14,1073,492,324,64,1600,648,LR,none,2,2
15,1092,523,345,138,1600,640,LR,none,2,2
16,1090,526,315,92,1600,627,LR,none,2,2
17,1069,512,325,114,1600,648,LR,none,2,2
18,1047,503,298,87,1600,624,LR,none,2,2
19,1036,502,295,98,1600,643,LR,none,2,2
20,1041,488,266,76,1600,619,LR,none,2,2
1,804,418,105,104,1600,535,LR,none,2,3
2,819,435,117,121,1600,466,LR,none,2,3
3,805,420,150,143,1600,582,LR,none,2,3
4,856,373,198,158,1600,598,LR,none,2,3
5,899,437,295,202,1600,665,LR,none,2,3
6,999,479,327,149,1600,712,LR,none,2,3
7,1063,532,386,154,1600,719,LR,none,2,3
8,1138,562,436,172,1600,691,LR,none,2,3
9,1167,550,414,192,1600,640,LR,none,2,3
10,1185,560,433,204,1600,650,LR,none,2,3
11,1213,569,446,179,1600,648,LR,none,2,3
12,1250,575,471,160,1600,696,LR,none,2,3
13,1264,613,475,128,1600,649,LR,none,2,3
14,1275,628,466,136,1600,649,LR,none,2,3
15,1268,642,451,71,1600,678,LR,none,2,3
16,1297,612,375,107,1600,637,LR,none,2,3
17,1292,658,373,129,1600,650,LR,none,2,3
18,1277,640,335,154,1600,627,LR,none,2,3
19,1288,626,297,169,1600,589,LR,none,2,3
20,1251,610,295,101,1600,597,LR,none,2,3
1,987,428,193,180,1600,494,LR,none,2,4
2,1007,441,231,241,1600,570,LR,none,2,4
3,1039,513,309,158,1600,655,LR,none,2,4
4,1039,519,318,201,1600,660,LR,none,2,4
5,1091,525,306,152,1600,609,LR,none,2,4
6,1084,537,378,235,1600,723,LR,none,2,4
7,1126,547,344,145,1600,615,LR,none,2,4
8,1143,563,355,228,1600,614,LR,none,2,4
9,1138,553,370,210,1600,653,LR,none,2,4
10,1145,566,365,220,1600,690,LR,none,2,4
11,1191,555,378,175,1600,711,LR,none,2,4
12,1178,605,386,183,1600,658,LR,none,2,4
13,1217,617,335,167,1600,634,LR,none,2,4
14,1202,569,375,249,1600,720,LR,none,2,4
15,1220,605,370,192,1600,628,LR,none,2,4
16,1233,575,418,295,1600,655,LR,none,2,4
17,1216,597,402,176,1600,614,LR,none,2,4
18,1242,582,360,182,1600,617,LR,none,2,4
19,1236,578,354,201,1600,578,LR,none,2,4
20,1228,560,350,200,1600,615,LR,none,2,4
1,1069,481,215,202,1600,531,LR,none,2,5
2,1064,579,256,153,1600,573,LR,none,2,5
3,1107,525,256,238,1600,591,LR,none,2,5
4,1121,550,277,233,1600,637,LR,none,2,5
5,1152,565,327,262,1600,645,LR,none,2,5
6,1191,618,332,230,1600,587,LR,none,2,5
7,1235,584,391,262,1600,712,LR,none,2,5
8,1271,589,425,280,1600,712,LR,none,2,5
9,1263,679,433,140,1600,670,LR,none,2,5
10,1294,656,436,152,1600,649,LR,none,2,5
11,1329,681,421,167,1600,639,LR,none,2,5
12,1318,646,437,268,1600,674,LR,none,2,5
13,1336,626,387,149,1600,634,LR,none,2,5
14,1354,696,393,103,1600,603,LR,none,2,5
15,1347,671,409,114,1600,643,LR,none,2,5
16,1362,691,367,156,1600,614,LR,none,2,5
17,1357,668,359,214,1600,638,LR,none,2,5
18,1354,647,370,218,1600,649,LR,none,2,5
19,1355,617,350,253,1600,579,LR,none,2,5
20,1321,669,399,195,1600,634,LR,none,2,5
1,1247,622,208,209,1600,500,LR,none,2,6
2,1226,604,257,213,1600,582,LR,none,2,6
3,1235,676,280,196,1600,600,LR,none,2,6
4,1260,671,258,140,1600,570,LR,none,2,6
5,1254,564,298,284,1600,700,LR,none,2,6
6,1237,684,266,151,1600,577,LR,none,2,6
7,1279,683,285,171,1600,637,LR,none,2,6
8,1287,639,327,222,1600,709,LR,none,2,6
9,1280,634,318,263,1600,665,LR,none,2,6
10,1282,564,346,296,1600,673,LR,none,2,6
11,1294,634,371,238,1600,643,LR,none,2,6
12,1310,588,389,191,1600,615,LR,none,2,6
13,1338,632,386,244,1600,588,LR,none,2,6
14,1342,608,388,239,1600,586,LR,none,2,6
15,1339,642,395,140,1600,632,LR,none,2,6
16,1363,666,388,157,1600,638,LR,none,2,6
17,1370,662,330,98,1600,571,LR,none,2,6
18,1335,696,347,124,1600,618,LR,none,2,6
19,1344,691,327,164,1600,626,LR,none,2,6
20,1338,725,287,91,1600,593,LR,none,2,6
1,1269,693,186,153,1600,518,LR,none,2,7
2,1290,661,199,206,1600,607,LR,none,2,7
3,1299,696,199,159,1600,551,LR,none,2,7
4,1331,646,210,176,1600,612,LR,none,2,7
5,1297,646,212,222,1600,556,LR,none,2,7
6,1315,654,310,278,1600,727,LR,none,2,7
7,1333,674,247,219,1600,632,LR,none,2,7
8,1361,646,266,214,1600,680,LR,none,2,7
9,1323,601,275,196,1600,648,LR,none,2,7
10,1328,733,253,149,1600,601,LR,none,2,7
11,1307,600,249,240,1600,686,LR,none,2,7
12,1327,586,272,208,1600,717,LR,none,2,7
13,1326,587,299,262,1600,651,LR,none,2,7
14,1332,598,328,199,1600,696,LR,none,2,7
15,1327,639,385,170,1600,729,LR,none,2,7
16,1309,618,366,184,1600,647,LR,none,2,7
17,1342,562,337,254,1600,635,LR,none,2,7
18,1300,619,326,200,1600,580,LR,none,2,7
19,1329,625,342,215,1600,605,LR,none,2,7
20,1342,676,383,188,1600,685,LR,none,2,7
1,1235,610,261,267,1600,559,LR,none,2,8
2,1244,577,221,203,1600,502,LR,none,2,8
3,1276,660,317,193,1600,658,LR,none,2,8
4,1266,714,328,184,1600,647,LR,none,2,8
5,1287,653,305,153,1600,662,LR,none,2,8
6,1295,626,286,194,1600,701,LR,none,2,8
7,1277,702,304,132,1600,665,LR,none,2,8
8,1290,644,321,201,1600,694,LR,none,2,8
9,1304,641,316,206,1600,688,LR,none,2,8
10,1316,625,322,244,1600,658,LR,none,2,8
11,1301,634,335,261,1600,598,LR,none,2,8
12,1305,570,353,264,1600,622,LR,none,2,8
13,1322,659,438,285,1600,729,LR,none,2,8
14,1288,649,397,287,1600,650,LR,none,2,8
15,1344,597,398,276,1600,693,LR,none,2,8
16,1356,631,441,266,1600,681,LR,none,2,8
17,1352,632,423,265,1600,626,LR,none,2,8
18,1374,694,528,296,1600,754,LR,none,2,8
19,1383,561,390,253,1600,579,LR,none,2,8
20,1387,650,486,235,1600,666,LR,none,2,8
1,1286,724,174,147,1600,483,LR,none,2,9
2,1266,698,155,158,1600,514,LR,none,2,9
3,1271,679,177,173,1600,577,LR,none,2,9
4,1278,706,167,145,1600,554,LR,none,2,9
5,1279,624,230,267,1600,650,LR,none,2,9
6,1269,611,235,177,1600,679,LR,none,2,9
7,1304,627,230,201,1600,625,LR,none,2,9
8,1266,603,239,261,1600,650,LR,none,2,9
9,1298,592,267,321,1600,629,LR,none,2,9
10,1286,611,322,298,1600,667,LR,none,2,9
11,1300,642,319,194,1600,615,LR,none,2,9
