step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,789,427,115,121,1600,514,SNA,none,0,2
2,825,387,171,159,1600,594,SNA,none,0,2
3,873,449,238,149,1600,548,SNA,none,0,2
4,923,421,203,137,1600,537,SNA,none,0,2
5,1005,476,289,129,1600,591,SNA,none,0,2
6,1010,449,294,131,1600,638,SNA,none,0,2
7,1069,517,322,87,1599,640,SNA,none,0,2
8,1032,460,271,118,1599,557,SNA,none,0,2
9,1060,507,290,127,1598,610,SNA,none,0,2
10,1032,459,249,154,1599,557,SNA,none,0,2
11,1040,420,208,127,1600,508,SNA,none,0,2
12,1057,464,284,140,1599,609,SNA,none,0,2
13,1048,456,239,109,1600,563,SNA,none,0,2
14,1040,412,225,150,1600,567,SNA,none,0,2
15,1020,424,224,131,1599,564,SNA,none,0,2
16,1049,464,263,126,1600,653,SNA,none,0,2
17,1029,480,275,126,1599,657,SNA,none,0,2
18,990,389,200,96,1600,655,SNA,none,0,2
19,974,439,179,86,1600,665,SNA,none,0,2
20,996,439,177,117,1600,682,SNA,none,0,2
1,947,474,201,204,1600,570,SNA,none,0,3
2,945,478,171,126,1600,507,SNA,none,0,3
3,983,504,256,178,1600,599,SNA,none,0,3
4,987,500,275,192,1598,618,SNA,none,0,3
5,1020,531,302,152,1600,592,SNA,none,0,3
6,1060,541,296,157,1599,588,SNA,none,0,3
7,1120,554,343,180,1600,650,SNA,none,0,3
8,1103,517,331,188,1600,678,SNA,none,0,3
9,1141,580,358,165,1600,632,SNA,none,0,3
10,1170,541,341,225,1599,629,SNA,none,0,3
11,1127,524,339,94,1599,672,SNA,none,0,3
12,1154,497,333,187,1599,643,SNA,none,0,3
13,1162,554,380,170,1599,664,SNA,none,0,3
14,1162,567,406,188,1600,653,SNA,none,0,3
15,1186,550,407,164,1600,669,SNA,none,0,3
16,1213,603,418,186,1599,669,SNA,none,0,3
17,1221,593,377,171,1600,635,SNA,none,0,3
18,1187,528,278,154,1598,601,SNA,none,0,3
19,1176,549,285,167,1599,622,SNA,none,0,3
20,1169,577,290,193,1599,628,SNA,none,0,3
1,944,484,194,189,1600,516,SNA,none,0,4
2,967,474,202,190,1599,551,SNA,none,0,4
3,1009,498,233,228,1600,528,SNA,none,0,4
4,1027,553,298,309,1600,594,SNA,none,0,4
5,1065,558,338,189,1600,687,SNA,none,0,4
6,1118,561,385,200,1600,694,SNA,none,0,4
7,1125,597,404,162,1600,725,SNA,none,0,4
8,1154,596,392,167,1600,709,SNA,none,0,4
9,1187,603,369,185,1599,622,SNA,none,0,4
10,1217,572,358,184,1600,609,SNA,none,0,4
11,1229,596,401,205,1600,652,SNA,none,0,4
12,1251,623,420,193,1600,645,SNA,none,0,4
13,1255,592,370,230,1600,622,SNA,none,0,4
14,1238,532,337,150,1600,618,SNA,none,0,4
15,1266,595,432,210,1600,726,SNA,none,0,4
16,1266,689,408,132,1599,676,SNA,none,0,4
17,1298,636,380,188,1600,646,SNA,none,0,4
18,1289,615,313,165,1600,658,SNA,none,0,4
19,1269,564,253,135,1600,633,SNA,none,0,4
20,1300,596,287,216,1599,684,SNA,none,0,4
1,1060,559,171,157,1599,555,SNA,none,0,5
2,1060,601,231,247,1598,572,SNA,none,0,5
3,1081,542,188,181,1600,496,SNA,none,0,5
4,1119,581,312,220,1599,661,SNA,none,0,5
5,1120,578,305,231,1599,663,SNA,none,0,5
6,1148,540,315,255,1600,699,SNA,none,0,5
7,1141,576,332,174,1599,632,SNA,none,0,5
8,1125,562,364,187,1600,768,SNA,none,0,5
9,1164,569,367,254,1599,681,SNA,none,0,5
10,1134,563,377,179,1598,645,SNA,none,0,5
11,1145,573,367,207,1600,643,SNA,none,0,5
12,1152,572,359,208,1599,630,SNA,none,0,5
13,1169,580,357,241,1599,644,SNA,none,0,5
14,1158,544,308,189,1598,576,SNA,none,0,5
15,1181,572,345,213,1599,667,SNA,none,0,5
16,1218,594,296,164,1600,575,SNA,none,0,5
17,1176,577,266,182,1600,578,SNA,none,0,5
18,1236,576,305,201,1599,654,SNA,none,0,5
19,1209,571,292,200,1599,639,SNA,none,0,5
20,1239,573,294,175,1598,676,SNA,none,0,5
1,1087,613,126,144,1600,510,SNA,none,0,6
2,1075,578,193,209,1599,600,SNA,none,0,6
3,1081,619,228,231,1600,589,SNA,none,0,6
4,1034,556,210,189,1599,585,SNA,none,0,6
5,1073,547,250,205,1600,634,SNA,none,0,6
6,1107,557,253,226,1600,662,SNA,none,0,6
7,1076,540,223,153,1600,604,SNA,none,0,6
8,1122,537,284,205,1599,723,SNA,none,0,6
9,1065,527,274,172,1599,665,SNA,none,0,6
10,1076,533,304,189,1598,703,SNA,none,0,6
11,1076,546,349,203,1600,685,SNA,none,0,6
12,1103,542,328,192,1599,670,SNA,none,0,6
13,1085,514,324,227,1600,617,SNA,none,0,6
14,1128,502,270,198,1600,616,SNA,none,0,6
15,1123,548,316,161,1599,630,SNA,none,0,6
16,1127,528,320,133,1600,680,SNA,none,0,6
17,1128,542,252,149,1598,576,SNA,none,0,6
18,1124,526,283,246,1600,646,SNA,none,0,6
19,1116,519,289,264,1600,630,SNA,none,0,6
20,1126,519,316,209,1599,720,SNA,none,0,6
1,1155,628,233,217,1600,555,SNA,none,0,7
2,1154,619,236,219,1600,568,SNA,none,0,7
3,1171,616,217,221,1599,546,SNA,none,0,7
4,1177,626,268,231,1600,616,SNA,none,0,7
5,1174,577,298,287,1600,649,SNA,none,0,7
