step,mean,within,between,total,within_flow,between_flow,arm,iv,seed,task
0,0.20711997308551788,0.05287843079287906,0.06348419817161062,0.11636262896448973,0.0,0.0,LR,l2,2,2
1,0.17719388893968838,0.0523619502168548,0.0633327801403681,0.11569473035722283,-0.0005164805760242564,-0.00015141803124249682,LR,l2,2,2
2,0.13599263984876012,0.05361081375662355,0.07344404997710051,0.12705486373372393,0.0012488635397687501,0.010111269836732446,LR,l2,2,2
3,0.08868238007273142,0.05744183883978142,0.08538620437889068,0.1428280432186726,0.003831025083157866,0.011942154401790127,LR,l2,2,2
4,0.0448474385635937,0.06497944384948774,0.10763048101307605,0.17260992486256366,0.007537605009706327,0.022244276634185434,LR,l2,2,2
5,0.0022030458267320884,0.07523200380033324,0.1352086841876149,0.21044068798794807,0.010252559950845487,0.02757820317453881,LR,l2,2,2
6,-0.036610792370197244,0.08725233212267725,0.15909041216454767,0.24634274428722475,0.012020328322344008,0.023881727976932696,LR,l2,2,2
7,-0.06618331728656876,0.10165082942262259,0.18396124901799232,0.2856120784406173,0.01439849729994537,0.02487083685344474,LR,l2,2,2
8,-0.08951735057938272,0.11753511704750014,0.21170464001736447,0.32923975706486325,0.015884287624877542,0.02774339099937211,LR,l2,2,2
9,-0.10657969957664763,0.13498428930162334,0.23683069519878677,0.37181498450041284,0.017449172254123173,0.02512605518142228,LR,l2,2,2
10,-0.11470809059594131,0.1544068729461904,0.26278743719941805,0.4171943101456098,0.01942258364456707,0.02595674200063121,LR,l2,2,2
11,-0.11361875756845827,0.1750547282259406,0.2914539368096491,0.466508665035589,0.020647855279750216,0.02866649961023121,LR,l2,2,2
12,-0.10933183829071132,0.1966394649285268,0.3245685908223742,0.5212080557508993,0.021584736702586177,0.03311465401272504,LR,l2,2,2
13,-0.09696837094384762,0.21917236482578636,0.35977106851989743,0.5789434333456834,0.02253289989725956,0.03520247769752336,LR,l2,2,2
14,-0.08141910763761785,0.24234430280618594,0.39254304464991663,0.6348873474560985,0.0231719379803996,0.03277197613001908,LR,l2,2,2
15,-0.06830192451418837,0.2648647377269477,0.4266731361904767,0.6915378739174275,0.02252043492076175,0.034130091540559904,LR,l2,2,2
