step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,692,358,74,75,1600,502,LR,none,0,2
2,702,331,142,159,1600,583,LR,none,0,2
3,735,338,195,156,1600,611,LR,none,0,2
4,824,383,225,122,1600,544,LR,none,0,2
5,928,433,282,149,1600,616,LR,none,0,2
6,1012,422,272,106,1600,592,LR,none,0,2
7,1058,482,330,74,1600,685,LR,none,0,2
8,1066,485,349,146,1600,658,LR,none,0,2
9,1110,500,336,95,1600,649,LR,none,0,2
10,1071,481,327,128,1600,636,LR,none,0,2
11,1085,477,306,136,1600,575,LR,none,0,2
12,1105,510,336,99,1600,597,LR,none,0,2
13,1077,515,302,109,1600,574,LR,none,0,2
14,1079,501,276,75,1600,552,LR,none,0,2
15,1084,471,280,104,1600,627,LR,none,0,2
16,1069,473,299,124,1600,710,LR,none,0,2
17,1046,482,275,112,1600,691,LR,none,0,2
18,1064,456,242,85,1600,615,LR,none,0,2
19,1018,465,242,105,1600,644,LR,none,0,2
20,1016,463,232,121,1600,633,LR,none,0,2
1,881,423,217,219,1600,554,LR,none,0,3
2,881,437,160,114,1600,488,LR,none,0,3
3,977,460,195,156,1600,556,LR,none,0,3
4,1010,470,281,237,1600,646,LR,none,0,3
5,1059,488,333,187,1600,614,LR,none,0,3
6,1113,524,373,214,1600,644,LR,none,0,3
7,1189,579,441,206,1600,692,LR,none,0,3
8,1228,555,410,137,1600,650,LR,none,0,3
9,1267,595,475,201,1600,645,LR,none,0,3
10,1296,576,444,123,1600,632,LR,none,0,3
11,1289,596,429,105,1599,590,LR,none,0,3
12,1288,582,388,106,1600,572,LR,none,0,3
13,1301,612,382,130,1600,588,LR,none,0,3
14,1302,613,424,177,1600,691,LR,none,0,3
15,1333,624,380,86,1600,614,LR,none,0,3
16,1310,614,376,131,1600,656,LR,none,0,3
17,1298,623,346,126,1600,624,LR,none,0,3
18,1304,605,298,131,1600,598,LR,none,0,3
19,1292,632,317,55,1600,651,LR,none,0,3
20,1274,624,316,159,1600,683,LR,none,0,3
1,991,471,266,262,1600,528,LR,none,0,4
2,1041,477,277,276,1600,533,LR,none,0,4
3,1054,489,302,247,1600,510,LR,none,0,4
4,1113,520,344,297,1600,606,LR,none,0,4
5,1115,546,384,211,1600,688,LR,none,0,4
6,1211,584,393,206,1600,633,LR,none,0,4
7,1253,604,436,181,1600,692,LR,none,0,4
8,1290,621,454,182,1600,702,LR,none,0,4
9,1324,648,431,189,1600,619,LR,none,0,4
