step,n_negative,n_neg_local_up,n_neg_local_up_actual_down,n_neg_local_up_current_down,n_valid,n_opposed,arm,iv,seed,task
1,631,347,110,109,1599,402,SNA,l2,2,2
2,705,382,226,162,1600,563,SNA,l2,2,2
3,733,341,189,97,1600,526,SNA,l2,2,2
4,854,374,183,100,1600,521,SNA,l2,2,2
5,910,431,264,108,1600,602,SNA,l2,2,2
6,978,486,314,125,1599,597,SNA,l2,2,2
7,1021,503,329,122,1600,598,SNA,l2,2,2
8,1004,480,318,140,1599,616,SNA,l2,2,2
9,1043,469,308,73,1600,598,SNA,l2,2,2
10,1046,469,284,98,1600,578,SNA,l2,2,2
11,1031,477,291,105,1598,600,SNA,l2,2,2
12,1026,495,299,135,1600,625,SNA,l2,2,2
13,984,470,211,81,1599,540,SNA,l2,2,2
14,947,405,176,71,1598,543,SNA,l2,2,2
15,953,453,187,140,1599,621,SNA,l2,2,2
16,946,449,187,131,1598,579,SNA,l2,2,2
17,934,427,178,159,1598,638,SNA,l2,2,2
18,896,380,182,138,1599,672,SNA,l2,2,2
19,895,377,193,139,1599,669,SNA,l2,2,2
20,927,415,203,135,1600,698,SNA,l2,2,2
1,775,411,127,132,1600,537,SNA,l2,2,3
2,826,441,130,136,1600,472,SNA,l2,2,3
3,873,469,200,162,1600,612,SNA,l2,2,3
4,938,447,261,210,1600,593,SNA,l2,2,3
5,979,539,328,172,1600,620,SNA,l2,2,3
6,1055,542,365,102,1600,653,SNA,l2,2,3
7,1068,539,308,95,1600,617,SNA,l2,2,3
8,1131,559,329,105,1600,615,SNA,l2,2,3
9,1151,529,295,76,1600,596,SNA,l2,2,3
10,1131,531,332,186,1600,630,SNA,l2,2,3
11,1113,526,323,154,1600,598,SNA,l2,2,3
12,1129,540,336,145,1600,610,SNA,l2,2,3
13,1127,521,250,104,1600,497,SNA,l2,2,3
14,1107,501,207,105,1599,486,SNA,l2,2,3
15,1113,482,216,92,1599,583,SNA,l2,2,3
16,1123,524,258,190,1599,580,SNA,l2,2,3
17,1104,491,234,112,1600,566,SNA,l2,2,3
18,1101,480,205,91,1600,570,SNA,l2,2,3
19,1100,504,228,153,1599,608,SNA,l2,2,3
20,1089,488,215,193,1600,656,SNA,l2,2,3
1,882,445,180,183,1600,541,SNA,l2,2,4
2,923,432,216,203,1600,615,SNA,l2,2,4
3,938,462,252,144,1600,616,SNA,l2,2,4
4,918,474,213,106,1599,589,SNA,l2,2,4
5,948,458,168,116,1600,539,SNA,l2,2,4
6,947,467,214,144,1599,661,SNA,l2,2,4
