arm,task,unit,m0,dm,cnorm0,fossil,zbar0,pos0,dep_task,align_task,dnorm2,cos_task,gpos,gneg,dm20,dm100,gpos20,gneg20,split_identity
LR,21,0,-0.0346775621181557,-0.0015304026756726965,3.4967722717243395,0.6976482417159146,-3.745066096102295,0.0,0.4674194129336369,-0.40044998069464405,0.06696943223899154,-0.08375245745420137,0.011295713963066589,-0.006616284174473789,0.0040667600171998075,0.00030306566576636786,0.0037793312256275066,-0.006037110921076683,1.2434497875801753e-14
LR,21,1,-0.025223878154009775,-0.0048966844041369376,3.7173175722157166,1.01217042805226,-1.2932917538235045,0.115234375,1.1382826296404283,0.19067086816270085,1.3289534978031323,0.024038071876012163,0.02330207245688501,0.004652483500172713,-0.0007930135762038912,0.0005390601230160706,0.012787965243657013,-0.00046922904248297335,1.2434497875801753e-14
LR,21,2,-0.029013533609416726,-6.95358911083786e-05,4.061540125854967,0.7836215323742846,-3.403276671687334,0.0,0.13466374055329283,-0.1340671355431074,0.0005966050101875453,-0.04497552584291013,0.0075436886808356515,-0.004228656646040134,0.0013158564979629758,0.0008373637634085015,-9.010227724013525e-05,-0.0036061626665674254,1.2434497875801753e-14
LR,21,3,-0.027782410815030297,-0.00012947489896611886,3.326253871915589,0.3955960975031293,-3.304238691785482,0.0,0.5326700254761986,-0.09841244886436748,0.43425757661182907,-0.020269149252937237,0.004577088554521591,-0.0010782716346759477,0.001021013187598829,-0.00042866223686026085,0.0,0.0010409956642265324,1.2434497875801753e-14
LR,21,4,-0.018595444428664988,0.004266111640390584,3.8762579057110242,0.7950591022079012,-1.1412855126728672,0.107421875,1.3442202263929195,-0.6482684910442308,0.6959517353486895,-0.0721235408123808,-0.01943230366508095,0.004572873633084516,0.002809434897003206,0.01012647802554985,-0.01605054939297439,0.0015613291719397426,1.2434497875801753e-14
LR,21,5,-0.024887297488225605,0.004503080905254005,3.605373997590314,0.5717756821875748,-2.563883512380091,0.001953125,1.2852202438700284,-0.6040369753319064,0.6811832685381205,-0.07389149058448456,-0.0025006391646941184,0.008563957254043755,0.0024143984905725924,0.0027444698365477935,-0.00042585421922691237,-0.0026529289117477976,1.2434497875801753e-14
LR,21,6,-0.052012241845510954,-0.0029068409208701565,3.8934330206930197,0.7503756297965685,-5.132750135424682,0.0,0.5524723715984925,-0.5812580203216025,-0.02878564872310463,-0.10042711174586433,0.007255135331499411,-0.0010635591860845802,0.006027142167354494,0.0007863109678918602,0.0,-0.009380750493897336,1.2434497875801753e-14
LR,21,7,0.002950754754182322,-0.008993555487849128,3.7598375928299745,0.6228112891214612,0.4431670886973275,0.724609375,0.2433218133809494,-0.2359360799219097,0.007385733459045696,-0.06360697698605018,0.09668820715275789,-0.013306661139191713,-0.0071248870992015,-0.008329514643079091,0.08778324853433615,-0.011796581641405113,1.2434497875801753e-14
LR,21,8,-0.017511844314422164,-0.003953945185290949,3.9022408121186882,1.5256733444853907,-1.6799797741428701,0.083984375,0.3882598626578584,-0.21770030963817527,0.17055955301968417,-0.044766561330853466,0.03244109705879914,-0.01107000756499954,0.00151822043643065,-0.0008118905819554474,0.0005395295113621468,-0.007837246977845344,1.2434497875801753e-14
LR,21,9,-0.009083323238363456,-0.01133900843657955,3.77226395449729,1.0809389648115055,0.008876220467374728,0.498046875,0.65746831991995,-0.34303341952161037,0.3144349003983482,-0.05607469855097586,0.05839595008112171,-0.002659174668686823,-0.0045160592510780735,-0.0080432978157864,0.02515844950390056,-0.0019529050465652428,1.2434497875801753e-14
