arm,window,dnorm2_task,align_task,dep_task,dep_diag_only,cos_task,dmbar_task,dmbar_task_z,cov2_task,vdm_task,fr_row_adam,fr_row_grad,amp_row,amp_ctr,sign_agree,rectification,grow_pos,grow_neg,pos_frac,zero_grad_units,dmbar_z_by20,dmbar_z_by100,dmbar_z_by300,dmbar_z_by625,dep_share_by20,dep_share_by100,dep_share_by300,sp_dm_m0,sp_dm_cnorm,sp_dm_fossil,sp_dm_zbar0,sp_dm_pos0,frac_units_sinking,deep_zbar0,deep_dm_z,deep_gpos,deep_gneg,shallow_zbar0,shallow_dm_z,shallow_gpos,shallow_gneg,split_identity,side_identity
LR,t21-25,0.5907836967354456,-0.36726909164448446,0.95805278837993,0.025978119171453595,-0.0501965636284942,-0.00029486825107127,-0.03058963236613355,-2.5882229073894738e-05,2.5223980205650163e-05,0.09647826760351493,0.13069610725781985,56.67479376773264,71.06034549898779,0.2462848,0.008284624185406061,0.005677751721429128,-0.0006431270284611188,0.18217339999999996,0.0,0.044024486501950184,0.018758048066850035,4.8996900785912986e-05,-0.030589632366133546,0.23089052585779318,0.512689893340452,0.7551991121147832,-0.18120034080136319,-0.10997583190332762,-0.09680265921063684,-0.2649795879183517,-0.2896463105852423,0.568,-3.7473391654034773,0.09913004922298986,0.001471203492907613,-0.0014328364841029058,0.11688545917768822,-0.27307737207938987,0.01795372690957034,-0.0004753459711208092,1.7486012637846216e-14,6.4880888508978e-10
LR,t96-100,0.5781949479698375,-0.7793296521762838,1.3575246001461203,0.026965929549590928,-0.04667755494189445,-0.0003805206373935428,-0.039475210923206126,-2.3644365338183113e-05,4.06835311381859e-05,0.09529077612419816,0.12794419733568102,71.60414544993866,90.33559921737975,0.250272,0.01069853272184765,0.004073757825338346,5.274437766201354e-05,0.1419226,0.0,0.02511308136202669,-0.02875404942067581,-0.028916558095246746,-0.03947521092320614,0.2651676225487153,0.5419996749447565,0.7648960116665793,-0.12491886767547068,-0.04514206856827427,0.015912831651326606,-0.16223882495529984,-0.16471793887175548,0.586,-7.27600897730975,-0.031292716856216776,-0.00010880833915606745,0.00038945882511883504,-0.3894528810752537,-0.28518353685707515,0.01743056660929891,-0.0004408628437268733,5.639932965095795e-14,4.5409352146530413e-10
ELU1,t21-25,0.6217544553988881,-0.31376789835526353,0.9355223537541518,0.023163738371029006,-0.04225471920454636,-0.0013076397878279537,-0.13565455158927192,5.0318750331562746e-05,2.514769199774802e-05,0.08892691800346605,0.12103841111621648,53.4621272206377,68.30701545776807,0.2351936,0.04097713484032244,0.000993224031844164,0.003185458314509948,0.2434932,0.0,-0.0984358331646399,-0.09060313491792901,-0.10334735906007528,-0.13565455158927192,0.27286844767197466,0.5156299423342634,0.744875809971403,0.05297646790587162,0.10230818523274093,0.07868047472189889,0.030746714986859946,-0.0015359101436405746,0.614,-6.1248250149498835,-0.17278003374242668,-0.002617799848859185,0.001436527226083486,0.6969213150085392,-0.15935755792112125,0.012112617915109754,-0.00148854756311271,1.8596235662471372e-14,4.4870874203739586e-10
ELU1,t96-100,0.5386767629382382,-0.6045336098470269,1.143210372785265,0.023846364961330312,-0.03549146042568582,-0.0002659211342513801,-0.027586658467238172,-5.1482097138843186e-05,5.6234039653050467e-05,0.08714721958913947,0.11848097833517299,64.89464320957916,80.73595319652638,0.21226880000000004,0.008629064999269496,0.007920928668922122,-0.00584706156715112,0.1880118,6.31808,-0.06915433342113775,-0.061742337914645604,-0.03749817701588571,-0.027586658467238213,0.2541997713881967,0.51701900859743,0.749364292993016,-0.1428376273505094,0.01699878799515198,-0.0698198312793251,-0.11955753423013692,-0.11687595550382203,0.594,-18.41480513634466,0.034488905206301226,-0.00018313378334904284,-0.0004863927906318937,0.3355775081005314,-0.17809720652154096,0.01872720106750281,-0.00996920821454201,7.482903185973555e-14,5.582089651623434e-10
SNA,t21-25,0.3649709776032093,-0.2762526943629727,0.6412236719661821,0.023386768801699907,-0.056985076143296086,-0.000266798469561696,-0.027677673232330342,-1.264858470605316e-05,1.3760102682888715e-05,0.11316768869197909,0.1369450421468389,39.9002963350123,47.55537099255725,0.2328,0.006646230435229655,0.02567872097193346,-0.022421070735305408,0.269274,0.0,-0.06294181240128667,-0.03418310836544348,-0.017665299688413794,-0.027677673232330315,0.2295456828401392,0.47071217231549956,0.7251605419448561,-0.2262219288877155,-0.058682346729386915,-0.037835383341533364,-0.479308797235189,-0.4917441109764439,0.534,-1.8370182020830743,0.20428468198588812,0.01345114438565,-0.023413522403735326,0.4244834858763045,-0.2680220080595781,0.04043457606335593,-0.020027577883719026,1.2712053631958042e-14,7.337845157884271e-10
SNA,t96-100,0.24364961827747414,-0.45708214147780085,0.7007317597552752,0.02366784973769264,-0.04753176841279891,0.0002540415134853879,0.026354266608974136,-1.4440787384807448e-05,2.1651290111708023e-05,0.11185868215371902,0.134101816608966,49.41343941115501,58.172851497743686,0.23930879999999996,0.006393911714495965,0.018723526382954252,-0.018309473293233063,0.3013534,0.0,-0.021229368378118056,-0.003680628963589513,0.02090398781801564,0.02635426660897413,0.26543503417126424,0.496317550172164,0.7378003494035879,-0.2893534134136536,-0.07433626534506137,-0.0239563198252793,-0.5660735602942412,-0.5644886899547599,0.488,-2.6086982079131587,0.3978817430736198,0.014043556754623881,-0.0292482528866329,0.7187430135094981,-0.3358725452340583,0.027151340063628144,-0.009985470613977034,3.447242491461111e-14,8.420595973973599e-10
