arm,task,unit,m0,dm,cnorm0,fossil,zbar0,pos0,dep_task,align_task,dnorm2,cos_task,gpos,gneg,split_identity
SNA,21,37,-0.008524615730976268,-0.0032820214085924333,3.12804764866646,0.5327532469492875,-0.37857689045261533,0.30859375,0.6429563908146665,-0.15968978671366416,0.48326660410100253,-0.03183340001058312,0.029487415732059173,-0.014089439129497243,1.0436096431476471e-14
SNA,21,38,-0.007209704370872752,0.0033471006996125875,3.3382534694467596,0.7574661122621947,-0.936171736424147,0.154296875,0.1846896493586196,-0.19622793581565992,-0.011538286457037472,-0.06838962971311678,0.014787760331305971,-0.028587616202423543,1.0436096431476471e-14
SNA,21,39,0.005546821256998834,-0.00012198557565356223,3.1892351841828646,0.6739646043660157,-0.2340180014930959,0.40625,0.2769340832099454,-0.41499583175520915,-0.13806174854526354,-0.12363430384462704,0.07422566674951628,-0.07220142512414093,1.0436096431476471e-14
SNA,21,40,0.00016423933088009684,-0.0008544454776339885,3.216691481774743,0.7386294911601071,-0.0434301299301412,0.46875,1.0576040856362487,-0.20418629955053996,0.8534177860857106,-0.030862111355665044,0.06164666698515245,-0.025163738109040858,1.0436096431476471e-14
SNA,21,41,-0.013154156311689544,0.002818496675408078,3.0882724624198805,0.8743840502128714,-1.2294321074326353,0.09765625,0.7784939608717536,0.030167240510917424,0.8086612013826748,0.0055355701301689885,-0.031551719353276955,0.0167966790662317,1.0436096431476471e-14
SNA,21,42,-0.0042395241151339455,-0.0025789525809103726,3.2878905929254207,0.5368348956353787,0.22843330107216714,0.638671875,0.28888191001912333,-0.4019153687119962,-0.11303345869286296,-0.11371744322233417,0.030396892751361648,-0.02022360329727659,1.0436096431476471e-14
SNA,21,43,-0.001755498001218758,-0.00032033843566454376,2.887468450455108,0.3462376815130963,-0.35936540200373307,0.28515625,1.4850734800250116,-0.09974553202219821,1.3853279480028124,-0.014173341013021177,-0.007314514144236596,0.028949819329146906,1.0436096431476471e-14
SNA,21,44,0.0044879512735805085,-0.0036199530800888344,2.9987510229098673,0.6967295428111542,0.18768405940835658,0.6171875,0.3811188939117591,-0.42729543968461825,-0.046176545772857125,-0.11540579400901305,0.08003339013526888,-0.054816825054511055,1.0436096431476471e-14
SNA,21,45,-0.00518485396431209,0.00015234368888462959,3.1006073445869586,0.9336915093815037,-1.3356807313313661,0.087890625,0.4030482671346043,-0.3399422964612886,0.06310597067331081,-0.08634752776361788,0.03240463608208314,-0.028918094313373045,1.0436096431476471e-14
SNA,21,46,-0.020865191936516855,-0.0009503290603493966,3.0827659423258282,0.4937252753925114,-1.4705241275451533,0.025390625,0.7299384451388058,-0.4110284348364196,0.31891001030238364,-0.0780293879175293,0.0453675260375913,-0.03691118341562281,1.0436096431476471e-14
SNA,21,47,-0.005411904299911171,-0.0001095460477662704,2.927397548093185,0.5200115053363038,-1.4023831505814566,0.037109375,0.36230254440182574,0.06867599171769742,0.43097853611952,0.01948756367105473,0.026928472446188158,-0.033464758185351585,1.0436096431476471e-14
SNA,21,48,-0.010772539203775968,0.0020339087859494987,2.9542269450666234,0.6603449280428114,-0.616855601072896,0.251953125,0.24847395501743924,-0.2445809916866809,0.003892963330757837,-0.08304402959464606,0.03676286756151527,-0.039509474083986015,1.0436096431476471e-14
SNA,21,49,-0.0033607003999201637,-0.001600216924061344,2.9361012010120597,0.7164022184290662,-0.5156167470100821,0.283203125,0.3529308371450744,-0.07732674992478378,0.2756040872202927,-0.022165826906751906,0.023718995174638508,-0.018714896054901498,1.0436096431476471e-14
SNA,21,50,-0.022778340837620058,0.004231617144295325,2.9719252846264292,0.6161280172412145,-2.007798547034711,0.0,0.4891595972660931,0.15073855278005488,0.6398981500461485,0.03626028133973133,-0.017018313369477553,0.008481504059393023,1.0436096431476471e-14
SNA,21,51,0.0001865331366518928,-0.0010112855887720246,3.252489263232378,0.6713093954682706,0.664820723956866,0.796875,0.8958653173706621,-0.4078313128837181,0.48803400448694845,-0.06623893457207167,0.07214668788366052,-0.039545625409277994,1.0436096431476471e-14
SNA,21,52,-0.0023534923058498546,0.002306829308063426,3.119071675034252,0.5570674789585122,-0.4406622544179747,0.287109375,1.0965983704622242,-0.29186167776844335,0.8047366926937798,-0.04467843231837601,-0.0087355297711603,-0.002693665840922849,1.0436096431476471e-14
SNA,21,53,-0.006032856779312374,-0.004307110796626333,3.2118318521572418,0.5345173137898235,-0.17642913633827506,0.423828125,0.5285367867812585,-0.1949080683368753,0.3336287184443858,-0.04173586422902885,0.04625673094859181,-0.025125616543250073,1.0436096431476471e-14
SNA,21,54,-0.0062513748026522455,0.0023509199539761046,3.0263867372707396,0.8236094001117691,-0.6348620255035344,0.216796875,0.5179661131189053,-0.15451034732193322,0.36345576579697436,-0.03546928828389912,-0.004948914577466903,-0.002694887648285921,1.0436096431476471e-14
SNA,21,55,-0.015188983863555798,-0.0038637745650406453,3.1175136075254373,0.6382282716431738,-1.546315512044453,0.03125,0.276114728575275,-0.08312586164325797,0.1929888669320139,-0.02537190168303791,0.041996306681288495,-0.015509337682748136,1.0436096431476471e-14
SNA,21,56,0.0005451013285098772,-0.005801928924504832,3.0737964425214503,0.5090173454140485,0.3252674730327305,0.671875,0.5262982344086875,-0.2820860571701766,0.24421217723850752,-0.06325000508071651,0.07521079541973776,-0.022526266342637203,1.0436096431476471e-14
SNA,21,57,-0.0028205464203688744,0.002833673703913076,3.15169786164663,0.46068736189549314,-0.06228662302538378,0.44921875,0.7884691342482351,-0.20838467447283798,0.5800844597753958,-0.03723049879336335,0.017749658403259417,-0.024800590514776892,1.0436096431476471e-14
SNA,21,58,-0.007594075908405195,-0.001964846394239616,3.148574554591674,0.6556516367167909,-0.35779645368239743,0.35546875,0.4994294695485622,-0.06910358462723899,0.4303258849213325,-0.015528142817201164,0.03658335854549493,-0.03102777958564741,1.0436096431476471e-14
SNA,21,59,-0.009137744036122188,0.0005690486554882153,2.921200390209938,0.5243823814919127,-0.8493490606283232,0.111328125,0.5561186002364046,-0.3361273811948174,0.2199912190415887,-0.07714873968455875,0.03271430944498851,-0.02117011868790151,1.0436096431476471e-14
SNA,21,60,-0.018541353099528944,-0.0016812338947472317,3.2586048060212303,0.5997623013774309,-1.6995993669018885,0.015625,0.45256792358662684,-0.06829805845483002,0.38426986513179706,-0.015577751939463853,0.011304961082731473,-0.012027793761172065,1.0436096431476471e-14
SNA,21,61,-0.01141529058646966,-0.006642748267096283,2.9415800735397486,0.7945020201689745,-0.909112163633108,0.14453125,0.9115017706171848,0.3139195513190499,1.225421321936233,0.05588933421189,-0.014755125655888225,0.034035985498973347,1.0436096431476471e-14
SNA,21,62,-0.020091001837239934,-0.0009975274180240913,3.1211382376856283,0.5468752941363907,-3.003464135646476,0.0,0.6090213144545117,0.0747198397954578,0.6837411542499652,0.015338280860967725,0.00932473942631218,-0.009563272174251368,1.0436096431476471e-14
SNA,21,63,-0.009461625322190378,0.0038681020442356668,2.8510740972550863,0.5061390821705734,-1.5533714421923914,0.0234375,1.0743965043065018,-0.18604108408002942,0.888355420226473,-0.031476618334186066,-0.016515098452454816,-0.00235247118160248,1.0436096431476471e-14
SNA,21,64,-0.0011533446229025554,0.001190583111899603,3.0250933867792655,0.4089106138746491,-0.07976064219231724,0.4375,0.8362019127097108,-0.12435002261631174,0.7118518900933974,-0.022476128607736862,0.025851959670321754,-0.0218352984561183,1.0436096431476471e-14
SNA,21,65,-0.004779282125638224,-0.0028204603441476473,3.0936439364098844,0.8448055748358324,-1.2068386359477477,0.064453125,0.43362535888799597,-0.27272800885812737,0.16089735002987204,-0.06693789993157373,0.06222454949439985,-0.05717409792860703,1.0436096431476471e-14
SNA,21,66,-0.006274144246923911,0.002750353490098081,3.392421003091388,0.7586260810149077,-0.35605121631344705,0.3828125,1.0948887338213402,-0.600907175401618,0.4939815584197227,-0.08464136478072444,-0.028755130715599878,-0.00473585885055286,1.0436096431476471e-14
SNA,21,67,-0.009365736819170113,-0.002167736305117226,3.334844432808471,0.7319658344293366,-1.2888324635922768,0.091796875,0.43820572213814846,-0.7176159293667921,-0.2794102072286435,-0.16253521620857622,0.06891983224820934,-0.06482865416931119,1.0436096431476471e-14
SNA,21,68,-0.004618446686960424,0.0016455659605090103,3.4659803969211063,0.9819140979271027,-0.6424597988349396,0.232421875,0.6665997178157373,-0.1053942415389891,0.5612054762767471,-0.018622081471273963,0.010615559913156674,-0.012455467489653538,1.0436096431476471e-14
SNA,21,69,0.01493700582259593,-0.00230083540085319,3.4692014990481037,0.8580104188352682,1.9201574263357821,0.96484375,0.6485304269450084,-0.24575036711844941,0.4027800598265614,-0.04398144318175895,0.004345119599220612,0.011671309977818409,1.0436096431476471e-14
SNA,21,70,0.0006435063472480931,-0.0050236011584460375,3.454680348732663,0.8825526070965483,0.4324086304549352,0.666015625,0.8201608355286062,-0.337925733488491,0.4822351020401108,-0.05400498955296504,0.11093975905915765,-0.06943010910872116,1.0436096431476471e-14
SNA,21,71,-0.01189926579679325,0.0044092492035463044,2.9244122073624306,0.4986784690326565,-2.1665323150796074,0.005859375,0.43266696657566217,-0.2139931187996355,0.21867384777602794,-0.05562299315217291,0.04259179524317074,-0.060184764727991266,1.0436096431476471e-14
SNA,21,72,-0.02027225293913572,0.006613467434734211,2.766702713331537,0.38473994822169244,-2.473308774174245,0.001953125,0.3825979609070677,-0.1758673859619279,0.20673057494513536,-0.051383240676979386,0.012830168521465232,-0.03452885603707329,1.0436096431476471e-14
SNA,21,73,-0.012449137368984876,-0.002178077545791814,3.1702385702517324,0.6302227204126178,-0.5752765380629375,0.275390625,0.4985410245190656,-0.40809228912867884,0.09044873539038889,-0.09115615471900407,0.027084004081587957,-0.01303196763423118,1.0436096431476471e-14
SNA,21,74,-0.01407608056326019,-0.0019137265176976481,2.871091617604817,0.5509282074207676,-1.9205986204386527,0.009765625,0.5781964118745986,0.0026460885724341777,0.5808425004470354,0.000606023735728526,0.0008948660634351393,-0.004494500330481998,1.0436096431476471e-14
SNA,21,75,-0.001413387580465051,0.004466167680452688,3.222083303455155,0.5479092823746465,-1.1272341771375112,0.0546875,0.42678200830646107,-0.456060882269108,-0.029278873962651275,-0.10833106472484878,0.050265598552290694,-0.06794815474761823,1.0436096431476471e-14
SNA,21,76,-0.010818238955505653,-0.002668770127656341,2.930681477759623,1.1483747071265114,-0.5129082887148992,0.3046875,1.027064138705188,0.10770255609724068,1.1347666948024315,0.01813128617067146,-0.004952331969750671,0.027315636807174117,1.0436096431476471e-14
SNA,21,77,-0.010951548656205942,0.004329707151017076,3.164896725385887,1.0009470540487495,-1.116817974008196,0.142578125,0.5543795432119389,-0.31744113287584474,0.2369384103361014,-0.06735503459965542,0.01361084237457778,-0.04219758444773335,1.0436096431476471e-14
SNA,21,78,-0.011782583274610688,-0.0056142974312840994,3.0615957422566735,0.8159063360440996,-0.11830992856969208,0.4453125,0.44321525408100276,-0.3038948672086187,0.13932038687238268,-0.07454837384960432,0.03330108327231599,-7.38548483551725e-05,1.0436096431476471e-14
SNA,21,79,-0.014675349752108059,0.008510271641780157,2.8760429811052837,0.5589607369299893,-1.713918392035922,0.013671875,0.670131719508807,0.07182136095329689,0.7419530804621068,0.015252750811697647,-0.009047256556951417,-0.017758841799109946,1.0436096431476471e-14
SNA,21,80,-0.013159295520195808,-0.0007251327161073406,3.091765954627767,0.5209209814990181,-0.5526848936963877,0.23828125,0.49258208442907797,-0.4419932202991684,0.0505888641299066,-0.10184499599884758,0.06147116071187363,-0.05301250877293971,1.0436096431476471e-14
SNA,21,81,-0.004590656667260748,-0.0016949882169358555,3.212347380804347,0.47836775134418863,-0.7047665543664424,0.173828125,0.3177720763195636,-0.2454119406880775,0.07236013563148269,-0.06776186100222192,0.07417277188865308,-0.06978155488728698,1.0436096431476471e-14
SNA,21,82,0.0036985321251876836,-0.007440565671106232,3.122204375262065,0.7327359585241465,0.7154678028505381,0.80078125,0.30337375880565143,-0.3342663515565143,-0.03089259275085965,-0.0971879297862225,0.12906713256616828,-0.05801280955356718,1.0436096431476471e-14
SNA,21,83,-0.0074850892601623815,-0.0025788682737305714,3.0537868826671515,1.0254661025582577,-1.2612011398431755,0.123046875,0.7827963819839143,0.14000685220888973,0.9228032341928056,0.025909328990545148,0.016709065300444574,-0.0028214861649330726,1.0436096431476471e-14
SNA,21,84,-0.009075819039796387,-0.0008022819378942456,3.065191618745626,0.7826288765525824,-0.006966348522268021,0.494140625,0.5086674399827193,-0.14756555155372666,0.3611018884289905,-0.0337505139647407,0.01953165435875668,-0.010369760300379546,1.0436096431476471e-14
SNA,21,85,-0.0032418605414746633,-0.001403723741458057,3.176488749521705,0.650126600331495,0.916131313369613,0.880859375,0.9729846781372398,-0.5740130905715081,0.39897158756572715,-0.09159915744287812,0.041921939968627926,-0.0048807495167358375,1.0436096431476471e-14
SNA,21,86,-0.011714765358563603,-0.0029393969786297514,3.1827089005408835,0.6890033710916134,0.49945295586330685,0.79296875,0.37511165566420435,-0.3184937149935194,0.056617940670685485,-0.0816946605899539,0.0493307962954811,-0.030842530468588206,1.0436096431476471e-14
SNA,21,87,-0.012066457270372425,-0.0021331937910612675,3.014257253583877,0.6581788577825635,-0.7663870114339192,0.220703125,0.3985797409986,-0.23526087728170042,0.16331886371690096,-0.061813280330314,0.041460640925558095,-0.022811884171464805,1.0436096431476471e-14
SNA,21,88,-0.01323718698294753,-0.005838151054840831,3.08773310840054,0.46546634741640297,-0.9400422544933859,0.12109375,0.7838836016627908,-0.06906237942380497,0.7148212222389887,-0.012631240295932562,0.021269235922402017,-0.004303025625081344,1.0436096431476471e-14
SNA,21,89,-0.010431244990861753,-0.0015839218999923236,2.9478153370184934,0.5255440860886379,-1.0932207060929302,0.0625,0.6838475370286488,-0.6987064464010382,-0.014858909372390983,-0.14331275237114457,0.04966515262350298,-0.041386575092974776,1.0436096431476471e-14
SNA,21,90,-0.01386441029934554,0.0010186082206984082,3.0999349677797783,1.0224347416331931,-1.7837597337186588,0.048828125,0.34193534403574366,-0.30917602899284835,0.032759315042897086,-0.08528079480121845,0.0563490311236233,-0.05993661996186937,1.0436096431476471e-14
SNA,21,91,0.0012936543641945738,-0.002843338096941552,3.275648681082529,1.007042702596004,-0.35738752955712894,0.326171875,0.9345725599564247,-0.25072970330738087,0.68384285664904,-0.03958876570556522,0.051278381709027224,-0.023011896908370556,1.0436096431476471e-14
SNA,21,92,-0.014699685956842661,0.0023273111120052227,3.1551345681800553,0.7878385883738555,-1.2714028955716938,0.111328125,0.4449813586052147,-0.3822033701205544,0.06277798848465643,-0.0907978825763253,0.05278702911203517,-0.05097347293340971,1.0436096431476471e-14
SNA,21,93,0.016938471131958736,0.003057117625990123,3.2901655503067326,0.6951778340661728,1.455848494768806,0.912109375,0.49703484077519433,-0.223609433619459,0.27342540715573627,-0.048200213156389365,-0.04389203810032951,-0.008415461200471009,1.0436096431476471e-14
SNA,21,94,-0.013959367456541073,0.002336072238790617,2.986539062650737,0.4992336548103129,-1.2620362876508175,0.05078125,0.4560330216930456,-0.2452063542413639,0.21082666745168055,-0.06079045295594059,0.02284868175280954,-0.04498629309024037,1.0436096431476471e-14
SNA,21,95,0.00036794291651060526,-0.005116990559646194,3.1038713799308892,0.37138158135577687,0.5933433772551939,0.85546875,0.32366832173441934,-0.46674103769175357,-0.1430727159573344,-0.1321576104025011,0.09672672443933888,-0.07051388674567241,1.0436096431476471e-14
SNA,21,96,-0.0030775638217758624,0.003942826203437646,3.0431230157182076,0.6226935810831997,-0.6554922826797336,0.212890625,1.0891569807581087,-0.3839666852980619,0.7051902954600457,-0.060450347336960523,-0.04355173477920872,0.0269325770202198,1.0436096431476471e-14
SNA,21,97,-0.00719061179763824,-0.0026754333572375343,3.1761532466362796,0.8240567024555038,-1.7603822888090752,0.037109375,0.22247108214115513,-0.1446312475884856,0.0778398345526714,-0.048271845690336955,0.034539089682325594,-0.0195754216264105,1.0436096431476471e-14
SNA,21,98,-0.013834824010515074,0.00022468388290374262,3.275013683051543,0.9559050434735377,-0.8695378304265016,0.244140625,0.36546431759841835,-0.49651472596565543,-0.13105040836723703,-0.12539104702786713,0.048495994808780675,-0.051071299979425895,1.0436096431476471e-14
SNA,21,99,-0.005670259743055794,-0.0013732641009297298,2.9209784230535787,0.5160677850253452,-0.44660131446897533,0.265625,0.5108217517804539,-0.19956981444074223,0.31125193733971734,-0.04779712977137544,0.03056430185352728,-0.02332537860187714,1.0436096431476471e-14
SNA,22,0,-0.012751412420491723,0.001529950723287197,3.209953780032696,0.6585128407881615,-1.7660024709321185,0.029296875,0.6882147611744839,0.027587879911482732,0.7158026410859719,0.005179973768298336,-0.0008598163674905876,-0.01339258113806817,1.0935696792557792e-14
SNA,22,1,-0.004751191855631282,0.0020303341007464194,3.3359310936003443,0.6640198069442993,-0.2810184438500434,0.388671875,0.9204350463922553,-0.1396867449485101,0.7807483014437366,-0.021822854499055834,-0.03268978792021029,0.026202198223773985,1.0935696792557792e-14
SNA,22,2,0.006299576135554199,-0.006435855217390868,3.3448685139151686,0.6658676695060861,0.8767267902038258,0.841796875,0.40434824292182786,-0.31707749526844003,0.08727074765338116,-0.07453814709593938,0.10309665390791149,-0.03212685532245333,1.0935696792557792e-14
SNA,22,3,-0.011183965839856163,-0.005072928376263782,3.1302647852775913,1.0777142091232332,-0.3545161650313421,0.3828125,0.37260782202699333,-0.2572994092049036,0.11530841282209003,-0.067328933305693,0.06318476190193377,-0.017284946005661602,1.0935696792557792e-14
SNA,22,4,0.0009951080904111408,-0.0024169706106365613,3.050602038630458,0.7051225533626638,0.32353593338950165,0.6640625,0.3110308605683235,-0.2670946773078938,0.04393618326042947,-0.07849607484709877,0.08644023628718332,-0.06653345268296434,1.0935696792557792e-14
SNA,22,5,-0.01028950135533167,0.004513980261825572,3.2353475907820215,0.7558684086175618,-1.340960742574374,0.09765625,0.6207581437830612,-0.687717698477655,-0.06695955469459136,-0.1348956814591571,0.04759051545495135,-0.07539373688766128,1.0935696792557792e-14
