arm,task,unit,m0,dm,cnorm0,fossil,zbar0,pos0,dep_task,align_task,dnorm2,cos_task,gpos,gneg,split_identity
ELU1,21,0,-0.0057297929948729185,0.0008479067554436426,3.960997620472453,1.0408241058360177,-0.10216794610541437,0.4296875,1.6059179637016237,-0.8995237238292507,0.7063942398723722,-0.08960172414641504,0.07548605887782833,-0.05893133091681089,1.5765166949677223e-14
ELU1,21,1,-0.028378683599431517,0.0007527691820532501,3.6245017309101115,0.743193541038329,-2.5062538830450194,0.0078125,1.1624572109330131,-0.0532227759026147,1.1092344350303982,-0.0068097430782676,-0.021924621186648487,0.020847426585809882,1.5765166949677223e-14
ELU1,21,2,-0.039016510034779996,-0.005067545183270075,3.681545499827738,1.042011676915262,-5.097089340324492,0.0,0.15780962744695057,-0.09287393730094812,0.06493569014599743,-0.03175169705186209,0.0,0.003904420710496771,1.5765166949677223e-14
ELU1,21,3,-0.0018999752262191447,0.002242217175488782,3.968210519437388,0.9029787742116318,0.31786693922757203,0.634765625,1.7126970865520752,-1.1103217424915897,0.6023753440604853,-0.10690151625055527,0.01481610391188905,-0.018363381357348087,1.5765166949677223e-14
ELU1,21,4,-0.00279877371674873,0.0042683054906825476,3.7873807983037664,0.5544525092625117,-0.2664942454116019,0.3515625,0.99352118748836,-0.4576474278891183,0.5358737595992427,-0.06061407619858871,-0.03353103249570133,0.0030404592421954487,1.5765166949677223e-14
ELU1,21,5,-0.10135164038052719,-0.004628107076741239,2.103317788099889,0.20965271752520231,-11.267232974302878,0.0,0.10300709760754956,0.03626327521264765,0.1392703728201976,0.026859539366488504,0.0,5.6297348726507117e-05,1.5765166949677223e-14
ELU1,21,6,-0.039212383637797235,-0.007511039100865342,3.6413793682525766,0.7487124132882457,-2.9742231157737926,0.01171875,1.4935837742794256,-0.6780921897930462,0.8154915844863755,-0.0761865005796125,0.034848212810706186,-0.01914998110266982,1.5765166949677223e-14
ELU1,21,7,0.014584490073558503,-0.0007025992503301091,3.815576977399049,0.821870494864823,1.5147965698862866,0.93359375,1.2182949802085106,-0.40594321847206905,0.8123517617364442,-0.04819465191578661,0.009543235441811859,-0.004972321839868631,1.5765166949677223e-14
ELU1,21,8,-0.020582322136115924,0.0036622306683548912,4.103904905177345,0.9202550941692873,-2.9802004751378206,0.001953125,0.4936681549678737,-0.10053356484477467,0.3931345901230969,-0.017432763626271552,-0.023725358385086912,0.007775741918934958,1.5765166949677223e-14
ELU1,21,9,-0.0020992760732116613,-0.0008078899453981371,3.989010655802419,0.9601761765446692,-0.4615532254385641,0.302734375,0.7517226277540111,-0.278076175252386,0.4736464525016295,-0.040201270421538836,0.006978094635581522,-0.008884240756443581,1.5765166949677223e-14
