step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,A_w5_T10000_std_lr0.01_b128_s0,0.4,0,0.2,1.79302,1.53523,0.22322,0.46,0,7.83354
0,A_w5_T10000_std_lr0.01_b128_s1,0.2,0,0.2,2.41309,2.39323,0.137762,0.49,0,3.89734
0,A_w5_T10000_std_lr0.01_b128_s2,0.6,0,0.6,1.96437,1.88486,0.198586,0.5,0,0.899085
0,A_w5_T10000_std_lr0.01_b128_s3,0,0,0,2.27068,2.72769,0.157881,0.46,0,6.26086
0,A_w5_T10000_std_lr0.01_b128_s4,0.2,0,0.2,3.36879,1.8104,0.176508,0.52,0,3.93087
10000,A_w5_T10000_std_lr0.01_b128_s0,0.6,0,0.4,1.87646,1.58574,0.201308,0.45,0,0.965045
10000,A_w5_T10000_std_lr0.01_b128_s1,0.4,0,0.4,2.1373,2.17534,0.143147,0.49,0,0.465888
10000,A_w5_T10000_std_lr0.01_b128_s2,0.6,0,0.6,1.68692,1.7077,0.203672,0.52,0,0.232552
10000,A_w5_T10000_std_lr0.01_b128_s3,0.2,0.1,0.2,2.35226,1.74266,0.122136,0.46,0,1.17049
10000,A_w5_T10000_std_lr0.01_b128_s4,0.2,0,0.2,2.47723,1.39769,0.256634,0.53,0,0.515705
20000,A_w5_T10000_std_lr0.01_b128_s0,0.6,0,0.4,1.9906,1.42721,0.237407,0.45,0,0.756873
20000,A_w5_T10000_std_lr0.01_b128_s1,0.4,0,0.4,2.36936,1.52287,0.148775,0.49,0,0.406765
20000,A_w5_T10000_std_lr0.01_b128_s2,0.4,0,0.4,2.36276,2.13233,0.157803,0.53,0,0.482356
20000,A_w5_T10000_std_lr0.01_b128_s3,0.2,0,0.2,2.56057,1.98066,0.286366,0.43,0,0.370537
20000,A_w5_T10000_std_lr0.01_b128_s4,0.4,0,0.4,2.01891,1.45284,0.218543,0.5,0,0.906243
30000,A_w5_T10000_std_lr0.01_b128_s0,0.4,0,0.4,2.31228,1.51649,0.278383,0.44,0,0.263236
30000,A_w5_T10000_std_lr0.01_b128_s1,0.4,0,0.4,2.50099,1.23369,0.32662,0.49,0,0.145177
30000,A_w5_T10000_std_lr0.01_b128_s2,0.4,0,0.4,2.52532,2.17509,0.188482,0.49,0,0.311082
30000,A_w5_T10000_std_lr0.01_b128_s3,0.2,0,0.2,2.71907,2.00003,0.246385,0.48,0,0.274537
30000,A_w5_T10000_std_lr0.01_b128_s4,0.2,0,0.2,2.63752,1.36742,0.293967,0.51,0,0.253899
40000,A_w5_T10000_std_lr0.01_b128_s0,0.4,0,0.4,1.98731,1.44994,0.22521,0.45,0,0.184321
40000,A_w5_T10000_std_lr0.01_b128_s1,0.4,0.1,0.4,1.93155,1.49737,0.286555,0.51,0,0.266717
40000,A_w5_T10000_std_lr0.01_b128_s2,0.4,0,0.4,2.69947,2.09621,0.165958,0.49,0,0.640047
40000,A_w5_T10000_std_lr0.01_b128_s3,0.2,0,0.2,2.61573,1.82651,0.33478,0.46,0,0.317179
40000,A_w5_T10000_std_lr0.01_b128_s4,0.4,0,0.4,2.28491,1.23907,0.354051,0.5,0,0.463572
50000,A_w5_T10000_std_lr0.01_b128_s0,0.2,0,0.2,2.5562,2.51088,0.259388,0.46,0,0.201558
50000,A_w5_T10000_std_lr0.01_b128_s1,0.4,0,0.4,1.85802,1.62166,0.206765,0.53,0,0.0797941
50000,A_w5_T10000_std_lr0.01_b128_s2,0.4,0,0.4,2.49808,1.72525,0.185519,0.48,0,0.332589
50000,A_w5_T10000_std_lr0.01_b128_s3,0.2,0,0.2,2.60325,1.98231,0.243189,0.46,0,0.470472
50000,A_w5_T10000_std_lr0.01_b128_s4,0.4,0.1,0.4,1.6305,1.06207,0.354493,0.5,0,0.265825
60000,A_w5_T10000_std_lr0.01_b128_s0,0.2,0,0.2,2.61405,1.94728,0.281599,0.46,0,0.280803
60000,A_w5_T10000_std_lr0.01_b128_s1,0.2,0,0.2,2.89896,1.58128,0.357144,0.53,0,0.0570304
60000,A_w5_T10000_std_lr0.01_b128_s2,0.2,0,0.2,2.40604,1.71473,0.173248,0.48,0,0.496529
60000,A_w5_T10000_std_lr0.01_b128_s3,0.4,0,0.2,2.09455,1.94143,0.225804,0.47,0,1.12633
60000,A_w5_T10000_std_lr0.01_b128_s4,0.4,0.1,0.4,1.69697,1.12852,0.318039,0.51,0,0.945466
70000,A_w5_T10000_std_lr0.01_b128_s0,0.2,0,0.2,2.76341,2.19507,0.333404,0.47,0,0.122083
70000,A_w5_T10000_std_lr0.01_b128_s1,0.2,0.1,0.2,2.87924,1.7992,0.242598,0.53,0,0.143496
70000,A_w5_T10000_std_lr0.01_b128_s2,0.2,0,0.2,2.9026,2.03622,0.204284,0.48,0,0.302478
70000,A_w5_T10000_std_lr0.01_b128_s3,0.4,0,0.4,2.13983,2.09732,0.271292,0.46,0,0.672736
