step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,A_w5_T10000_std_lr0.01_s0,0.4,0,0.2,1.82804,1.55535,0.223209,0.46,0,8.09569
0,A_w5_T10000_std_lr0.01_s1,0.2,0,0.2,2.35741,2.30647,0.135152,0.5,0,3.05418
0,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.96811,1.88248,0.198467,0.5,0,0.912821
0,A_w5_T10000_std_lr0.01_s3,0.4,0.1,0.2,1.91915,2.61144,0.161373,0.45,0,4.8361
0,A_w5_T10000_std_lr0.01_s4,0.2,0,0.2,3.32572,1.78232,0.176737,0.52,0,4.01171
10000,A_w5_T10000_std_lr0.01_s0,0.6,0.1,0.6,1.45103,1.14964,0.234667,0.48,0,1.02403
10000,A_w5_T10000_std_lr0.01_s1,0.4,0,0.4,2.38149,1.60422,0.265761,0.49,0,0.312156
10000,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.65725,1.57883,0.184349,0.52,0,0.309453
10000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.81721,1.97024,0.267286,0.45,0,1.16715
10000,A_w5_T10000_std_lr0.01_s4,0.2,0.1,0.2,2.54393,1.48246,0.305919,0.53,0,0.467228
20000,A_w5_T10000_std_lr0.01_s0,0.6,0,0.4,1.58645,1.20373,0.229494,0.47,0,0.620321
20000,A_w5_T10000_std_lr0.01_s1,0.2,0,0.2,3.39562,2.19042,0.345182,0.5,0,0.144827
20000,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.73678,1.66925,0.177858,0.52,0,0.463574
20000,A_w5_T10000_std_lr0.01_s3,0.6,0,0.4,2.17275,1.94261,0.182264,0.47,0,0.916624
20000,A_w5_T10000_std_lr0.01_s4,0.4,0,0.4,2.43396,1.61529,0.29111,0.51,0,0.272259
30000,A_w5_T10000_std_lr0.01_s0,0.4,0,0.4,1.96733,1.19676,0.157608,0.47,0,0.987337
30000,A_w5_T10000_std_lr0.01_s1,0.6,0,0.6,1.99525,1.84293,0.249889,0.54,0,0.276177
30000,A_w5_T10000_std_lr0.01_s2,0.4,0,0.4,2.89025,2.63727,0.182541,0.54,0,0.144861
30000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.79008,2.03711,0.289186,0.47,0,0.568393
30000,A_w5_T10000_std_lr0.01_s4,0.6,0,0.6,1.27796,1.02539,0.229855,0.5,0,0.382036
40000,A_w5_T10000_std_lr0.01_s0,0.8,0,0.6,1.00206,1,0.194466,0.46,0,0.970379
40000,A_w5_T10000_std_lr0.01_s1,0.6,0,0.6,1.59482,1.17554,0.286001,0.56,0,0.278624
40000,A_w5_T10000_std_lr0.01_s2,0.4,0,0.4,2.64724,2.08484,0.204854,0.46,0,0.354772
40000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.12381,1.24571,0.293458,0.47,0,0.929295
40000,A_w5_T10000_std_lr0.01_s4,0.8,0,0.8,1,1,0.338037,0.49,0,0.902545
