step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.78125,4.64296,0.145138,0.447619,0,1.3843
0,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.71417,4.08579,0.21571,0.466667,0,1.16779
0,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.81246,4.32585,0.218281,0.466667,0,1.93337
0,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.75925,4.58869,0.183447,0.485714,0,2.48308
0,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.65948,4.2607,0.187638,0.580952,0,1.54601
0,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.59836,4.09836,0.243274,0.504762,0,1.86301
0,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.84787,2.77668,0.29933,0.466667,0,3.51902
0,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.56447,3.80392,0.197311,0.485714,0,3.31684
0,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.28226,3.33021,0.119409,0.495238,0,2.76987
0,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.64579,4.41864,0.19801,0.52381,0,2.73438
10000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.63741,4.05896,0.164061,0.504762,0,0.0131691
10000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.74459,4.11032,0.262693,0.504762,0,0.00741117
10000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.77498,4.32751,0.162078,0.466667,0,0.00879545
10000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.64295,3.22393,0.261234,0.466667,0,0.089554
10000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.58904,3.71502,0.266304,0.466667,0,0.0286821
10000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.39079,3.36196,0.276275,0.504762,0,0.0255244
10000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,3.9435,2.9582,0.175833,0.495238,0,0.0230763
10000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.37031,3.3853,0.181699,0.533333,0,0.00435592
10000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,3.9601,2.58969,0.151628,0.495238,0,0.011274
10000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.39161,3.30827,0.268619,0.495238,0,0.00991628
20000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.77324,4.47037,0.141268,0.485714,0,0.0226105
20000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.73997,4.12088,0.269041,0.52381,0,0.016366
20000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.43346,3.32425,0.233259,0.447619,0,0.160386
20000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.61658,3.79034,0.129262,0.552381,0,0.0510474
20000,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.66489,4.07017,0.158901,0.47619,0,0.0713423
20000,B_w5_K10000_c2.0_lr0.01_s0,0,0,0,4.40598,3.5795,0.268667,0.485714,0,0.0154251
20000,B_w5_K10000_c2.0_lr0.01_s1,0,0,0,4.03526,2.55833,0.234773,0.485714,0,0.0383667
20000,B_w5_K10000_c2.0_lr0.01_s2,0,0,0,4.11361,2.47224,0.21997,0.504762,0,0.0366438
20000,B_w5_K10000_c2.0_lr0.01_s3,0,0,0,4.13503,3.0753,0.162555,0.466667,0,0.0280673
20000,B_w5_K10000_c2.0_lr0.01_s4,0,0,0,4.02858,2.5497,0.282009,0.447619,0,0.111488
30000,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.65368,3.88596,0.110759,0.495238,0,0.0108145
30000,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.67164,3.81598,0.172462,0.495238,0,0.0501605
30000,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.55422,3.60296,0.270592,0.504762,0,0.00447908
30000,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.65952,3.81185,0.19688,0.419048,0,0.00540299
