step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,A_w100_T10000_std_lr0.01_b128_s0,0.32,0.0143434,0.31,7.72088,5.13993,0.180479,0.503232,0,1.70595
0,A_w100_T10000_std_lr0.01_b128_s1,0.17,0.0165657,0.15,8.30121,4.94853,0.181948,0.499061,0.00020202,1.10809
0,A_w100_T10000_std_lr0.01_b128_s2,0.22,0.00505051,0.2,9.66848,5.11498,0.177062,0.500747,0,2.06356
0,A_w100_T10000_std_lr0.01_b128_s3,0.21,0.0280808,0.2,7.12111,4.9632,0.180111,0.498939,0,1.08975
0,A_w100_T10000_std_lr0.01_b128_s4,0.32,0.0230303,0.26,6.8367,5.08076,0.180264,0.499152,0,0.888628
10000,A_w100_T10000_std_lr0.01_b128_s0,0.34,0.0133333,0.33,9.64419,5.51671,0.182227,0.503455,0,0.00022032
10000,A_w100_T10000_std_lr0.01_b128_s1,0.19,0.0153535,0.17,9.69423,5.29792,0.183354,0.499343,0.00020202,0.000375729
10000,A_w100_T10000_std_lr0.01_b128_s2,0.21,0.00626263,0.22,11.9493,5.62844,0.178511,0.500737,0,2.08618e-06
10000,A_w100_T10000_std_lr0.01_b128_s3,0.23,0.0258586,0.24,8.17698,5.33925,0.180269,0.498768,0,0.000565109
10000,A_w100_T10000_std_lr0.01_b128_s4,0.32,0.0193939,0.32,8.01545,5.26973,0.180237,0.499182,0,0.000894155
20000,A_w100_T10000_std_lr0.01_b128_s0,0.35,0.00484848,0.31,11.9876,5.93088,0.183888,0.503242,0,8.32794e-06
20000,A_w100_T10000_std_lr0.01_b128_s1,0.23,0.0123232,0.2,10.0879,5.56437,0.183523,0.499,0,4.01495e-05
20000,A_w100_T10000_std_lr0.01_b128_s2,0.22,0.00383838,0.35,12.7893,5.54772,0.181295,0.500707,0,5.60274e-09
20000,A_w100_T10000_std_lr0.01_b128_s3,0.26,0.020202,0.24,9.62381,5.15055,0.180611,0.49904,0,6.8634e-05
20000,A_w100_T10000_std_lr0.01_b128_s4,0.26,0.00828283,0.24,10.7424,5.1245,0.181375,0.499172,0,0.000149049
30000,A_w100_T10000_std_lr0.01_b128_s0,0.26,0.00444444,0.32,12.5978,6.2849,0.184351,0.502303,0,1.52282e-08
30000,A_w100_T10000_std_lr0.01_b128_s1,0.23,0.010303,0.27,10.9243,5.54208,0.184118,0.499101,0,7.214e-08
30000,A_w100_T10000_std_lr0.01_b128_s2,0.23,0.00464646,0.95,13.2392,5.74917,0.182069,0.500707,0,7.12575e-12
30000,A_w100_T10000_std_lr0.01_b128_s3,0.26,0.0159596,0.28,9.23985,5.29296,0.180573,0.498848,0,1.23489e-07
30000,A_w100_T10000_std_lr0.01_b128_s4,0.27,0.00747475,0.32,10.9086,5.21653,0.18175,0.498919,0,1.66124e-07
40000,A_w100_T10000_std_lr0.01_b128_s0,0.3,0.00242424,0.58,13.3618,6.16947,0.186353,0.50303,0,2.5027e-10
40000,A_w100_T10000_std_lr0.01_b128_s1,0.26,0.00787879,0.83,11.0551,5.56146,0.184341,0.499556,0,2.17593e-11
40000,A_w100_T10000_std_lr0.01_b128_s2,0.25,0.00424242,0.74,13.2784,5.72587,0.182223,0.500667,0,1.28402e-11
40000,A_w100_T10000_std_lr0.01_b128_s3,0.28,0.0175758,0.26,9.30697,5.19959,0.180794,0.498505,0,0.000111919
40000,A_w100_T10000_std_lr0.01_b128_s4,0.3,0.0040404,0.65,13.5326,5.72524,0.183902,0.498414,0,2.09633e-10
50000,A_w100_T10000_std_lr0.01_b128_s0,0.41,0.00323232,0.36,12.6351,5.97011,0.18726,0.503838,0,6.18031e-07
50000,A_w100_T10000_std_lr0.01_b128_s1,0.31,0.00686869,0.53,10.7622,5.63511,0.184395,0.499333,0,6.4506e-10
50000,A_w100_T10000_std_lr0.01_b128_s2,0.25,0.00262626,0.4,13.1666,6.00456,0.182502,0.50099,0,4.92491e-09
50000,A_w100_T10000_std_lr0.01_b128_s3,0.26,0.0117172,0.27,10.0413,5.18368,0.181095,0.498364,0,2.94101e-06
50000,A_w100_T10000_std_lr0.01_b128_s4,0.26,0.00282828,0.87,13.2286,5.70843,0.184288,0.498404,0,8.90074e-12
60000,A_w100_T10000_std_lr0.01_b128_s0,0.33,0.00222222,0.32,13.6849,6.00587,0.188281,0.50397,0,5.34743e-08
60000,A_w100_T10000_std_lr0.01_b128_s1,0.3,0.00606061,0.34,11.1007,5.21074,0.184785,0.499293,0,2.01485e-07
60000,A_w100_T10000_std_lr0.01_b128_s2,0.31,0.00424242,0.6,12.2229,5.85156,0.182557,0.50104,0,1.5427e-10
60000,A_w100_T10000_std_lr0.01_b128_s3,0.3,0.00747475,0.32,10.8057,4.91619,0.182868,0.497949,0,1.542e-06
60000,A_w100_T10000_std_lr0.01_b128_s4,0.26,0.00383838,0.84,13.5779,5.62622,0.184029,0.498232,0,1.23102e-11
70000,A_w100_T10000_std_lr0.01_b128_s0,0.37,0.00121212,0.61,13.3102,6.15702,0.189018,0.504364,0,2.47426e-10
70000,A_w100_T10000_std_lr0.01_b128_s1,0.29,0.00585859,0.86,11.219,5.2434,0.184792,0.499293,0,2.45129e-12
70000,A_w100_T10000_std_lr0.01_b128_s2,0.32,0.00383838,0.49,12.1372,5.96408,0.183639,0.501677,0,2.49599e-09
70000,A_w100_T10000_std_lr0.01_b128_s3,0.31,0.00545455,0.26,11.3495,4.86923,0.18294,0.497818,0,5.47004e-06
70000,A_w100_T10000_std_lr0.01_b128_s4,0.25,0.00262626,0.85,13.6843,5.81179,0.184177,0.498424,0,1.05168e-11
80000,A_w100_T10000_std_lr0.01_b128_s0,0.34,0.00141414,0.89,13.9275,5.91342,0.189202,0.50395,0,8.22307e-12
80000,A_w100_T10000_std_lr0.01_b128_s1,0.35,0.00585859,0.5,11.6712,5.2539,0.186021,0.499091,0,2.99768e-09
80000,A_w100_T10000_std_lr0.01_b128_s2,0.32,0.00343434,0.56,12.0833,5.45607,0.183642,0.501192,0,2.6152e-10
80000,A_w100_T10000_std_lr0.01_b128_s3,0.32,0.00444444,0.78,11.6285,4.88443,0.18296,0.49801,0,3.12264e-11
80000,A_w100_T10000_std_lr0.01_b128_s4,0.25,0.00242424,0.9,13.2839,5.64164,0.184601,0.498283,0,1.11667e-11
90000,A_w100_T10000_std_lr0.01_b128_s0,0.28,0.00141414,0.86,15.0081,6.11256,0.189832,0.504141,0,8.39631e-12
90000,A_w100_T10000_std_lr0.01_b128_s1,0.27,0.0040404,0.78,12.1212,5.44813,0.186553,0.499414,0,1.9048e-11
90000,A_w100_T10000_std_lr0.01_b128_s2,0.35,0.0020202,0.31,12.4857,5.5335,0.185031,0.501374,0,7.94767e-06
90000,A_w100_T10000_std_lr0.01_b128_s3,0.27,0.00525253,0.31,11.8084,4.54517,0.18416,0.49796,0,7.42774e-07
90000,A_w100_T10000_std_lr0.01_b128_s4,0.26,0.00323232,0.78,13.9503,5.79854,0.184946,0.498212,0,3.22075e-11
100000,A_w100_T10000_std_lr0.01_b128_s0,0.35,0.00161616,0.93,13.8273,6.01085,0.190154,0.503687,0,5.53541e-12
100000,A_w100_T10000_std_lr0.01_b128_s1,0.24,0.00363636,0.21,12.4586,5.4224,0.187066,0.499828,0,2.27753e-07
100000,A_w100_T10000_std_lr0.01_b128_s2,0.35,0.00161616,0.53,12.9081,5.7565,0.185675,0.501576,0,6.28479e-10
100000,A_w100_T10000_std_lr0.01_b128_s3,0.27,0.0030303,0.45,12.1398,4.81909,0.184537,0.498162,0,1.10454e-09
100000,A_w100_T10000_std_lr0.01_b128_s4,0.27,0.00181818,0.53,14.3798,6.19896,0.186142,0.499162,0,1.13136e-09
110000,A_w100_T10000_std_lr0.01_b128_s0,0.3,0.0010101,0.61,14.3181,6.37266,0.191012,0.503717,0,9.04878e-11
110000,A_w100_T10000_std_lr0.01_b128_s1,0.2,0.00484848,0.76,13.0031,5.27935,0.187533,0.499687,0,1.22019e-11
110000,A_w100_T10000_std_lr0.01_b128_s2,0.35,0.00181818,0.86,12.4274,5.84898,0.186115,0.501444,0,1.88796e-12
110000,A_w100_T10000_std_lr0.01_b128_s3,0.34,0.0040404,0.7,11.9827,4.96471,0.185036,0.497808,0,1.54691e-10
110000,A_w100_T10000_std_lr0.01_b128_s4,0.3,0.00141414,0.9,15.2873,5.78643,0.185968,0.499162,0,2.19856e-12
120000,A_w100_T10000_std_lr0.01_b128_s0,0.34,0.00161616,0.89,13.9805,6.20427,0.190976,0.50403,0,3.45275e-12
120000,A_w100_T10000_std_lr0.01_b128_s1,0.27,0.00363636,0.75,12.92,5.33249,0.187824,0.500121,0,1.16167e-11
120000,A_w100_T10000_std_lr0.01_b128_s2,0.41,0.00121212,0.91,13.2823,5.72108,0.186218,0.501626,0,1.05861e-11
