run_id,ckpt,M,n_periods,noise_floor,snr_all,snr_W,snr_b,snr_v,snr_c
A_w100_T10000_std_lr0.01_bfull_s0,0,500000,50.0,0.001414213445968926,0.6174909472465515,0.47592827677726746,0.6302888989448547,0.6279194355010986,0.7818877696990967
A_w100_T10000_std_lr0.01_bfull_s1,0,500000,50.0,0.001414213445968926,0.46535977721214294,0.3834936320781708,0.4666394293308258,0.4720274806022644,0.5468850135803223
A_w100_T10000_std_lr0.01_bfull_s2,0,500000,50.0,0.001414213445968926,0.9003956317901611,0.6724177598953247,0.9660304188728333,0.9202662110328674,1.3476237058639526
A_w100_T10000_std_lr0.01_bfull_s3,0,500000,50.0,0.001414213445968926,0.826137363910675,0.5860273241996765,0.8835198283195496,0.8419569730758667,1.2511337995529175
A_w100_T10000_std_lr0.01_bfull_s4,0,500000,50.0,0.001414213445968926,0.5013585090637207,0.38015425205230713,0.5105547308921814,0.5068799257278442,0.6252575516700745
A_w100_T10000_std_lr0.01_bfull_s0,10000,500000,50.0,0.001414213445968926,0.2805834412574768,0.26879334449768066,0.29879435896873474,0.3008183538913727,0.3289158344268799
A_w100_T10000_std_lr0.01_bfull_s1,10000,500000,50.0,0.001414213445968926,0.5390687584877014,0.464417964220047,0.6053732633590698,0.6283093094825745,0.7998190522193909
A_w100_T10000_std_lr0.01_bfull_s2,10000,500000,50.0,0.001414213445968926,0.2797965407371521,0.26863187551498413,0.2868058979511261,0.3040812313556671,0.3283464312553406
A_w100_T10000_std_lr0.01_bfull_s3,10000,500000,50.0,0.001414213445968926,0.3480173349380493,0.3116479814052582,0.34436655044555664,0.38157522678375244,0.4127351641654968
A_w100_T10000_std_lr0.01_bfull_s4,10000,500000,50.0,0.001414213445968926,0.38104045391082764,0.360549658536911,0.4085080921649933,0.4028220772743225,0.42989683151245117
A_w100_T10000_std_lr0.01_bfull_s0,50000,500000,50.0,0.001414213445968926,0.3143889307975769,0.3050704002380371,0.3632081151008606,0.3361242115497589,0.4356235861778259
A_w100_T10000_std_lr0.01_bfull_s1,50000,500000,50.0,0.001414213445968926,0.18252164125442505,0.17212359607219696,0.1669193059206009,0.21182803809642792,0.20070157945156097
A_w100_T10000_std_lr0.01_bfull_s2,50000,500000,50.0,0.001414213445968926,0.48347586393356323,0.4264141619205475,0.5974144339561462,0.6169925332069397,0.9607682824134827
A_w100_T10000_std_lr0.01_bfull_s3,50000,500000,50.0,0.001414213445968926,0.17847397923469543,0.1702711284160614,0.14874471724033356,0.20727665722370148,0.1655551642179489
A_w100_T10000_std_lr0.01_bfull_s4,50000,500000,50.0,0.001414213445968926,0.15581978857517242,0.15727953612804413,0.14313779771327972,0.15553990006446838,0.14934369921684265
A_w100_T10000_std_lr0.01_bfull_s0,100000,500000,50.0,0.001414213445968926,0.22002805769443512,0.21172074973583221,0.25338366627693176,0.25852805376052856,0.2526068687438965
A_w100_T10000_std_lr0.01_bfull_s1,100000,500000,50.0,0.001414213445968926,0.20900391042232513,0.20033511519432068,0.211332768201828,0.24379295110702515,0.2505400776863098
A_w100_T10000_std_lr0.01_bfull_s2,100000,500000,50.0,0.001414213445968926,0.15394766628742218,0.15656019747257233,0.1284695267677307,0.15344025194644928,0.08731743693351746
A_w100_T10000_std_lr0.01_bfull_s3,100000,500000,50.0,0.001414213445968926,0.11609714478254318,0.11410675942897797,0.09115157276391983,0.1344364732503891,0.03008156828582287
A_w100_T10000_std_lr0.01_bfull_s4,100000,500000,50.0,0.001414213445968926,0.38675475120544434,0.34848329424858093,0.4356521666049957,0.5200298428535461,0.6671645045280457
A_w100_T10000_std_lr0.01_bfull_s0,300000,500000,50.0,0.001414213445968926,0.4041512906551361,0.3819289207458496,0.4903941750526428,0.5193656086921692,0.890349268913269
A_w100_T10000_std_lr0.01_bfull_s1,300000,500000,50.0,0.001414213445968926,0.18486768007278442,0.17692148685455322,0.19827011227607727,0.2303873747587204,0.30573639273643494
A_w100_T10000_std_lr0.01_bfull_s2,300000,500000,50.0,0.001414213445968926,0.2587618827819824,0.24609830975532532,0.2886553406715393,0.3244500458240509,0.4130455553531647
A_w100_T10000_std_lr0.01_bfull_s3,300000,500000,50.0,0.001414213445968926,0.42720773816108704,0.4080989956855774,0.5006635785102844,0.5082119107246399,1.0766489505767822
A_w100_T10000_std_lr0.01_bfull_s4,300000,500000,50.0,0.001414213445968926,0.19279424846172333,0.19288496673107147,0.1490827202796936,0.21331636607646942,0.09232500940561295
A_w100_T10000_std_lr0.01_bfull_s0,1000000,500000,50.0,0.001414213445968926,0.2848406732082367,0.27194494009017944,0.3176635503768921,0.3659340441226959,0.4330688416957855
A_w100_T10000_std_lr0.01_bfull_s1,1000000,500000,50.0,0.001414213445968926,0.28835368156433105,0.2668014168739319,0.34181979298591614,0.41203734278678894,0.5952954292297363
A_w100_T10000_std_lr0.01_bfull_s2,1000000,500000,50.0,0.001414213445968926,0.17532798647880554,0.16772912442684174,0.18903443217277527,0.24487751722335815,0.21953518688678741
A_w100_T10000_std_lr0.01_bfull_s3,1000000,500000,50.0,0.001414213445968926,0.135132297873497,0.1336851418018341,0.13757124543190002,0.15375488996505737,0.03644409775733948
A_w100_T10000_std_lr0.01_bfull_s4,1000000,500000,50.0,0.001414213445968926,0.28043198585510254,0.27571821212768555,0.2965320944786072,0.30329442024230957,0.47140705585479736
