step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,70.7718,27.2198,0.174438,0.500317,0,1.76192
0,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,71.0859,27.2094,0.176655,0.501174,0,0.917667
0,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,71.0281,27.4517,0.174303,0.498865,0,3.42817
0,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,70.9316,27.1475,0.17668,0.497258,0,0.991772
0,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,71.0979,27.5994,0.175781,0.500144,0,2.8956
0,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,65.8993,23.619,0.176438,0.498105,0.00020202,0.925406
0,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,66.4736,24.5641,0.174403,0.500394,0,1.52549
0,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,65.4007,24.0217,0.173749,0.500721,0,1.8426
0,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,64.7464,23.9469,0.175109,0.498682,0,1.31249
0,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,66.8656,24.4555,0.175992,0.500327,0,8.11476
10000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,78.5644,33.1845,0.174102,0.504579,0,0.0737099
10000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,77.6052,32.7083,0.173225,0.498865,0,0.0608611
10000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,77.9581,32.9228,0.173798,0.499375,0,0.0658513
10000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,77.4097,33.0031,0.172872,0.497874,0,0.0690967
10000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,78.7091,33.5267,0.174326,0.503117,0,0.055635
10000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.2635,33.3119,0.178393,0.507484,0,0.0739592
10000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.5642,34.0927,0.176089,0.509707,0,0.058929
10000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,79.3902,29.1033,0.200308,0.53619,0.00020202,0.0803795
10000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.0704,31.5052,0.196179,0.53216,0.00020202,0.0851605
10000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.7822,33.1012,0.176418,0.509899,0,0.0656228
20000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,80.1997,35.4986,0.172691,0.501183,0,0.0701674
20000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,79.2515,34.952,0.171282,0.49798,0,0.0563115
20000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,79.5762,34.8665,0.174084,0.498191,0,0.0721188
20000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,79.0497,34.695,0.171816,0.497951,0,0.0574411
20000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,80.2902,35.2376,0.174353,0.501049,0.00020202,0.054933
20000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,81.3746,33.7708,0.179448,0.512208,0,0.067235
20000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.9471,35.1002,0.176045,0.511631,0,0.062668
20000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,78.6324,27.9062,0.203963,0.536556,0,0.0634591
20000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,77.2827,24.9228,0.20216,0.532371,0,0.0752519
20000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,80.9217,33.5085,0.177229,0.513391,0,0.105336
30000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,81.0917,37.3035,0.170342,0.499654,0,0.0546435
30000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,80.1154,35.7648,0.171,0.499346,0,0.044289
30000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,80.2344,35.0657,0.172415,0.499769,0,0.0493441
30000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,79.829,35.6138,0.170787,0.498288,0,0.0528931
30000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,81.4818,37.4949,0.172943,0.499942,0,0.0471056
30000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.6748,32.9888,0.180658,0.512362,0,0.0706855
30000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,80.3186,34.1999,0.180267,0.514228,0,0.0728662
30000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,78.8664,27.0377,0.207826,0.535257,0,0.0739911
30000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,80.3465,30.8353,0.200954,0.529351,0,0.0942122
30000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,81.1031,32.5854,0.179478,0.518653,0.00040404,0.0615337
40000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,82.008,38.109,0.170245,0.498624,0,0.0610083
40000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,80.8795,36.9047,0.169201,0.499336,0,0.0454035
40000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,80.9,36.5038,0.168879,0.498038,0,0.0467337
40000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,80.7488,37.2655,0.168562,0.497855,0,0.0531182
40000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,81.543,37.0438,0.171401,0.497922,0,0.0516467
40000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.9121,32.0449,0.182212,0.516344,0.00020202,0.0627884
40000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,79.6957,32.2068,0.1795,0.51823,0,0.0749027
40000,B_w100_K10000_c2.0_lr0.01_s2,0.01,0,0,79.7837,30.6077,0.204629,0.534276,0,0.0629618
40000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,78.4598,26.1201,0.202904,0.532217,0,0.0680132
40000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,79.0714,26.0489,0.182508,0.51849,0,0.0677962
50000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,81.7129,36.7766,0.171104,0.498393,0,0.0575541
50000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,80.2524,35.3224,0.17107,0.499038,0,0.0488082
50000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,80.7535,35.1357,0.171208,0.498817,0,0.0503276
50000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,80.6025,36.7409,0.167823,0.5,0,0.0421634
50000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,82,38.7418,0.169435,0.497412,0,0.052721
50000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.511,32.6098,0.182521,0.516816,0,0.0429653
50000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,79.4247,32.1296,0.1816,0.51594,0,0.0609824
50000,B_w100_K10000_c2.0_lr0.01_s2,0.02,0,0,78.7318,27.885,0.20676,0.533112,0,0.0681902
50000,B_w100_K10000_c2.0_lr0.01_s3,0.01,0,0,79.4584,29.2568,0.199603,0.531332,0,0.0644137
50000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,80.5942,32.6738,0.180964,0.517787,0,0.0549412
60000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,81.2491,36.0149,0.170373,0.498028,0,0.0552509
60000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,80.0321,35.3435,0.169686,0.498874,0,0.0567461
60000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,81.1394,36.3312,0.169529,0.500144,0,0.054947
60000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,80.9669,36.8845,0.167852,0.498846,0,0.0536634
60000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,81.8178,37.199,0.170315,0.498971,0,0.0631728
60000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.968,30.9815,0.181778,0.514266,0.00020202,0.0528139
60000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,79.6314,32.2333,0.179313,0.521203,0,0.0695422
60000,B_w100_K10000_c2.0_lr0.01_s2,0.02,0,0,78.8158,29.6258,0.208293,0.536864,0,0.0618237
60000,B_w100_K10000_c2.0_lr0.01_s3,0.02,0,0,79.7729,29.117,0.200582,0.535132,0,0.0738343
60000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,78.933,28.1365,0.182237,0.519202,0,0.0747718
70000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,81.6704,36.5657,0.168613,0.497836,0,0.054901
70000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,80.2429,35.1192,0.169689,0.498788,0,0.0457638
70000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,80.8817,35.5145,0.16917,0.498249,0,0.0397804
70000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,81.1604,36.5472,0.16994,0.498711,0,0.0387034
70000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,82.1135,37.5749,0.171537,0.497162,0,0.0429602
70000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,80.3835,33.2261,0.180971,0.512862,0.00020202,0.0438158
70000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,79.3564,31.4079,0.180733,0.522338,0,0.0574142
70000,B_w100_K10000_c2.0_lr0.01_s2,0.02,0,0,76.9863,24.0766,0.208244,0.530524,0,0.059867
70000,B_w100_K10000_c2.0_lr0.01_s3,0.02,0,0,78.0578,26.8856,0.199374,0.529899,0,0.0616832
70000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,78.9664,26.8842,0.182478,0.521414,0,0.063397
80000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,81.8742,37.4283,0.168177,0.497508,0,0.0470327
80000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,80.8332,36.9555,0.167681,0.497201,0,0.0406468
80000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,79.7219,32.5055,0.170718,0.499923,0,0.0477899
80000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,80.0032,33.9715,0.169724,0.497797,0,0.0456956
80000,B_w100_K10000_c0.0_lr0.01_s4,0,0,0,81.7222,36.7689,0.171892,0.497893,0,0.0492432
80000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.9082,30.2564,0.178924,0.518249,0,0.0612496
80000,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,78.1912,30.3278,0.178528,0.515507,0,0.0866261
80000,B_w100_K10000_c2.0_lr0.01_s2,0.02,0,0,78.9452,28.8585,0.205899,0.539933,0,0.0639109
80000,B_w100_K10000_c2.0_lr0.01_s3,0.02,0,0,78.9909,28.5137,0.197858,0.534796,0,0.0773245
80000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,78.2061,21.7524,0.185785,0.517316,0,0.0557844
90000,B_w100_K10000_c0.0_lr0.01_s0,0,0,0,80.5789,33.8664,0.170598,0.496758,0,0.0538422
90000,B_w100_K10000_c0.0_lr0.01_s1,0,0,0,80.4157,36.3551,0.168606,0.498201,0,0.0502002
90000,B_w100_K10000_c0.0_lr0.01_s2,0,0,0,79.6529,33.0807,0.172047,0.499615,0,0.0534972
90000,B_w100_K10000_c0.0_lr0.01_s3,0,0,0,79.9679,35.2649,0.167561,0.497614,0,0.0547815
