step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,A_w5_T10000_std_lr0.01_bfull_s0,0.4,0,0.2,1.78984,1.53304,0.223282,0.46,0,7.81666
0,A_w5_T10000_std_lr0.01_bfull_s1,0.2,0,0.2,2.41727,2.39944,0.137951,0.49,0,3.94798
0,A_w5_T10000_std_lr0.01_bfull_s2,0.6,0,0.6,1.96442,1.88511,0.198605,0.5,0,0.89947
0,A_w5_T10000_std_lr0.01_bfull_s3,0,0,0,2.25915,2.716,0.15729,0.46,0,6.36442
0,A_w5_T10000_std_lr0.01_bfull_s4,0.2,0,0.2,3.36967,1.81126,0.176438,0.52,0,3.92222
10000,A_w5_T10000_std_lr0.01_bfull_s0,0.4,0.1,0.4,1.6979,1.34557,0.230684,0.47,0,1.00567
10000,A_w5_T10000_std_lr0.01_bfull_s1,0.4,0,0.4,2.14451,2.17581,0.145883,0.49,0,0.458079
10000,A_w5_T10000_std_lr0.01_bfull_s2,0.6,0,0.6,1.69701,1.71834,0.204193,0.52,0,0.232257
10000,A_w5_T10000_std_lr0.01_bfull_s3,0.2,0.1,0.2,2.37237,1.65407,0.155154,0.45,0,1.26422
10000,A_w5_T10000_std_lr0.01_bfull_s4,0.2,0,0.2,2.47115,1.39434,0.256008,0.53,0,0.511044
20000,A_w5_T10000_std_lr0.01_bfull_s0,0.4,0.1,0.4,1.94035,1.62719,0.204963,0.47,0,0.676499
20000,A_w5_T10000_std_lr0.01_bfull_s1,0.2,0,0.2,3.14311,2.07926,0.322478,0.49,0,0.132189
20000,A_w5_T10000_std_lr0.01_bfull_s2,0.8,0,0.6,1.34673,1.08611,0.216335,0.53,0,0.640151
20000,A_w5_T10000_std_lr0.01_bfull_s3,0,0,0,3.27964,1.85331,0.307183,0.47,0,0.955124
20000,A_w5_T10000_std_lr0.01_bfull_s4,0.4,0.1,0.4,1.81942,1.07452,0.34233,0.49,0,0.629818
30000,A_w5_T10000_std_lr0.01_bfull_s0,0.4,0.1,0.4,1.83562,1.35909,0.239981,0.49,0,0.557924
30000,A_w5_T10000_std_lr0.01_bfull_s1,0.2,0,0.2,3.12416,1.77031,0.346876,0.52,0,0.22558
30000,A_w5_T10000_std_lr0.01_bfull_s2,0.8,0,0.8,1,1,0.203139,0.53,0,0.723164
30000,A_w5_T10000_std_lr0.01_bfull_s3,0.2,0,0.2,2.69925,1.98526,0.185107,0.45,0,0.674834
30000,A_w5_T10000_std_lr0.01_bfull_s4,0.2,0.1,0.2,1.69423,1.03711,0.34847,0.49,0,0.706771
40000,A_w5_T10000_std_lr0.01_bfull_s0,0.4,0,0.4,2.23253,1.73624,0.241782,0.49,0,0.4045
40000,A_w5_T10000_std_lr0.01_bfull_s1,0,0,0,3.5289,1.62916,0.560859,0.52,0,0.419069
40000,A_w5_T10000_std_lr0.01_bfull_s2,0.8,0,0.6,1.05605,1.00679,0.20551,0.51,0,0.654261
40000,A_w5_T10000_std_lr0.01_bfull_s3,0.2,0.1,0.2,2.4577,1.62696,0.195123,0.48,0,0.63886
40000,A_w5_T10000_std_lr0.01_bfull_s4,0.4,0.1,0.2,1.72298,1.05236,0.394003,0.5,0,0.420859
50000,A_w5_T10000_std_lr0.01_bfull_s0,0.2,0.1,0.2,2.08252,1.33808,0.257867,0.51,0,0.522887
50000,A_w5_T10000_std_lr0.01_bfull_s1,0,0,0,3.06844,1.59585,0.600305,0.46,0,0.498526
50000,A_w5_T10000_std_lr0.01_bfull_s2,0.8,0,0.8,1,1,0.191656,0.51,0,0.752898
50000,A_w5_T10000_std_lr0.01_bfull_s3,0.2,0.1,0.2,2.40757,1.85781,0.150915,0.48,0,0.793695
50000,A_w5_T10000_std_lr0.01_bfull_s4,0,0.1,0,2.07891,1.06589,0.45261,0.5,0,0.515629
60000,A_w5_T10000_std_lr0.01_bfull_s0,0.4,0.1,0.4,2.25763,1.6374,0.228166,0.51,0,0.431434
60000,A_w5_T10000_std_lr0.01_bfull_s1,0,0.1,0,2.92936,1.38176,0.600488,0.49,0,0.203219
60000,A_w5_T10000_std_lr0.01_bfull_s2,0.6,0,0.6,1.6513,1.20918,0.204606,0.5,0,0.152202
60000,A_w5_T10000_std_lr0.01_bfull_s3,0,0.1,0,3.09413,2.02949,0.261624,0.48,0,0.712454
60000,A_w5_T10000_std_lr0.01_bfull_s4,0,0.1,0,2.7874,1.2327,0.415969,0.5,0,0.232751
70000,A_w5_T10000_std_lr0.01_bfull_s0,0.4,0.1,0.4,2.11969,1.50549,0.238199,0.5,0,0.196387
70000,A_w5_T10000_std_lr0.01_bfull_s1,0,0.1,0,2.83367,1.51295,0.551217,0.5,0,0.309121
70000,A_w5_T10000_std_lr0.01_bfull_s2,0.6,0,0.4,1.98497,1.09001,0.211072,0.48,0,0.348619
70000,A_w5_T10000_std_lr0.01_bfull_s3,0.2,0.1,0,2.66671,1.76953,0.341382,0.47,0,1.03879
70000,A_w5_T10000_std_lr0.01_bfull_s4,0,0.1,0,2.75031,1.28685,0.403525,0.5,0,0.218069
80000,A_w5_T10000_std_lr0.01_bfull_s0,0.4,0.1,0.2,2.09761,1.42883,0.228853,0.48,0,0.340269
