run_id,ckpt,M,n_periods,noise_floor,snr_all,snr_W,snr_b,snr_v,snr_c
B_w100_K10000_c0.0_lr0.01_s0,0,500000,50.0,0.001414213445968926,0.08142862468957901,0.07867944985628128,0.06883085519075394,0.08210019022226334,0.009032941423356533
B_w100_K10000_c0.0_lr0.01_s1,0,500000,50.0,0.001414213445968926,0.1485462188720703,0.0795147716999054,0.16929136216640472,0.15351428091526031,0.2225918471813202
B_w100_K10000_c0.0_lr0.01_s2,0,500000,50.0,0.001414213445968926,0.2471136450767517,0.09468680620193481,0.31814923882484436,0.2564290761947632,0.43942776322364807
B_w100_K10000_c0.0_lr0.01_s3,0,500000,50.0,0.001414213445968926,0.12937568128108978,0.07717262953519821,0.14305301010608673,0.1327999085187912,0.1816110461950302
B_w100_K10000_c0.0_lr0.01_s4,0,500000,50.0,0.001414213445968926,0.31552854180336,0.09541989117860794,0.4278501868247986,0.3286956250667572,0.6626546382904053
B_w100_K10000_c2.0_lr0.01_s0,0,500000,50.0,0.001414213445968926,0.46389058232307434,0.2395608276128769,0.5892027616500854,0.4792114496231079,0.9214975237846375
B_w100_K10000_c2.0_lr0.01_s1,0,500000,50.0,0.001414213445968926,0.11405476182699203,0.09666676819324493,0.09963125735521317,0.1160755455493927,0.06191125512123108
B_w100_K10000_c2.0_lr0.01_s2,0,500000,50.0,0.001414213445968926,0.25802186131477356,0.16132250428199768,0.2911364436149597,0.2657791078090668,0.3722817003726959
B_w100_K10000_c2.0_lr0.01_s3,0,500000,50.0,0.001414213445968926,0.32494157552719116,0.19043980538845062,0.39128929376602173,0.3348050117492676,0.5226808190345764
B_w100_K10000_c2.0_lr0.01_s4,0,500000,50.0,0.001414213445968926,0.26256683468818665,0.16581271588802338,0.31922879815101624,0.27013957500457764,0.3941585123538971
B_w100_K10000_c0.0_lr0.01_s0,10000,500000,50.0,0.001414213445968926,0.15095306932926178,0.08194627612829208,0.20178839564323425,0.1597147285938263,0.2518077790737152
B_w100_K10000_c0.0_lr0.01_s1,10000,500000,50.0,0.001414213445968926,0.08579141646623611,0.063569575548172,0.08522183448076248,0.09030843526124954,0.012892325408756733
B_w100_K10000_c0.0_lr0.01_s2,10000,500000,50.0,0.001414213445968926,0.15265999734401703,0.08331513404846191,0.22174939513206482,0.16081224381923676,0.2750130593776703
B_w100_K10000_c0.0_lr0.01_s3,10000,500000,50.0,0.001414213445968926,0.09996248036623001,0.07617034018039703,0.10923977941274643,0.10480596125125885,0.03998637944459915
B_w100_K10000_c0.0_lr0.01_s4,10000,500000,50.0,0.001414213445968926,0.1044907495379448,0.07669349014759064,0.1279805600643158,0.10999424755573273,0.05375935509800911
B_w100_K10000_c2.0_lr0.01_s0,10000,500000,50.0,0.001414213445968926,0.16896073520183563,0.1240725889801979,0.2525182366371155,0.17403867840766907,0.3193981945514679
B_w100_K10000_c2.0_lr0.01_s1,10000,500000,50.0,0.001414213445968926,0.11464878171682358,0.07660792768001556,0.1254884898662567,0.12490861862897873,0.07346606254577637
