run_id,ckpt,M,n_periods,noise_floor,snr_all,snr_W,snr_b,snr_v,snr_c
A_w100_T10000_std_lr0.01_s0,0,500000,50.0,0.001414213445968926,0.6174909472465515,0.47592827677726746,0.6302888989448547,0.6279194355010986,0.7818877696990967
A_w100_T10000_std_lr0.01_s1,0,500000,50.0,0.001414213445968926,0.46535977721214294,0.3834936320781708,0.4666394293308258,0.4720274806022644,0.5468850135803223
A_w100_T10000_std_lr0.01_s2,0,500000,50.0,0.001414213445968926,0.9003956317901611,0.6724177598953247,0.9660304188728333,0.9202662110328674,1.3476237058639526
A_w100_T10000_std_lr0.01_s3,0,500000,50.0,0.001414213445968926,0.826137363910675,0.5860273241996765,0.8835198283195496,0.8419569730758667,1.2511337995529175
A_w100_T10000_std_lr0.01_s4,0,500000,50.0,0.001414213445968926,0.5013585090637207,0.38015425205230713,0.5105547308921814,0.5068799257278442,0.6252575516700745
A_w100_T10000_std_lr0.01_s0,10000,500000,50.0,0.001414213445968926,0.2206021100282669,0.2163219302892685,0.23959535360336304,0.2277870625257492,0.22675293684005737
A_w100_T10000_std_lr0.01_s1,10000,500000,50.0,0.001414213445968926,0.21522189676761627,0.19868631660938263,0.19141526520252228,0.24401329457759857,0.19276300072669983
A_w100_T10000_std_lr0.01_s2,10000,500000,50.0,0.001414213445968926,0.4516355097293854,0.4167470932006836,0.5276806950569153,0.5065413117408752,0.7050426602363586
A_w100_T10000_std_lr0.01_s3,10000,500000,50.0,0.001414213445968926,0.4894108176231384,0.456200510263443,0.55242520570755,0.5224794149398804,0.7366332411766052
A_w100_T10000_std_lr0.01_s4,10000,500000,50.0,0.001414213445968926,0.4406207203865051,0.3949940502643585,0.48601436614990234,0.4903848171234131,0.6379137635231018
A_w100_T10000_std_lr0.01_s0,50000,500000,50.0,0.001414213445968926,0.3734559118747711,0.3461649417877197,0.44881168007850647,0.42929086089134216,0.7883378267288208
A_w100_T10000_std_lr0.01_s1,50000,500000,50.0,0.001414213445968926,0.1688058078289032,0.15902620553970337,0.1903674453496933,0.18866176903247833,0.2564370036125183
A_w100_T10000_std_lr0.01_s2,50000,500000,50.0,0.001414213445968926,0.3816654682159424,0.3433796465396881,0.439298152923584,0.4728120267391205,0.6725955605506897
A_w100_T10000_std_lr0.01_s3,50000,500000,50.0,0.001414213445968926,0.29707932472229004,0.2598860561847687,0.31253835558891296,0.3670122027397156,0.3867826759815216
A_w100_T10000_std_lr0.01_s4,50000,500000,50.0,0.001414213445968926,0.35817819833755493,0.33641862869262695,0.39629900455474854,0.4227678179740906,0.6501674652099609
A_w100_T10000_std_lr0.01_s0,100000,500000,50.0,0.001414213445968926,0.19380925595760345,0.17591466009616852,0.20309026539325714,0.25407874584198,0.23058448731899261
A_w100_T10000_std_lr0.01_s1,100000,500000,50.0,0.001414213445968926,0.1538575440645218,0.14704862236976624,0.1627383679151535,0.18844562768936157,0.05840161070227623
A_w100_T10000_std_lr0.01_s2,100000,500000,50.0,0.001414213445968926,0.3086482286453247,0.28911644220352173,0.37099552154541016,0.3742111027240753,0.49599695205688477
A_w100_T10000_std_lr0.01_s3,100000,500000,50.0,0.001414213445968926,0.2784416079521179,0.2617461085319519,0.32141464948654175,0.31424662470817566,0.5802242159843445
A_w100_T10000_std_lr0.01_s4,100000,500000,50.0,0.001414213445968926,0.37025192379951477,0.3496340811252594,0.4151882827281952,0.4504638910293579,0.7497367858886719
A_w100_T10000_std_lr0.01_s0,300000,500000,50.0,0.001414213445968926,0.10294290632009506,0.09744810312986374,0.09971299767494202,0.1363859921693802,0.18278808891773224
A_w100_T10000_std_lr0.01_s1,300000,500000,50.0,0.001414213445968926,0.15209639072418213,0.14589856564998627,0.15243370831012726,0.18584458529949188,0.26470404863357544
A_w100_T10000_std_lr0.01_s2,300000,500000,50.0,0.001414213445968926,0.16353203356266022,0.15964050590991974,0.16553333401679993,0.18889088928699493,0.20988915860652924
A_w100_T10000_std_lr0.01_s3,300000,500000,50.0,0.001414213445968926,0.19075384736061096,0.17167818546295166,0.19368766248226166,0.27187785506248474,0.49548888206481934
A_w100_T10000_std_lr0.01_s4,300000,500000,50.0,0.001414213445968926,0.11695114523172379,0.11615784466266632,0.11537986993789673,0.1385374665260315,0.09497524052858353
A_w100_T10000_std_lr0.01_s0,1000000,500000,50.0,0.001414213445968926,0.09445346891880035,0.09606966376304626,0.0937369093298912,0.09273281693458557,0.040345754474401474
A_w100_T10000_std_lr0.01_s1,1000000,500000,50.0,0.001414213445968926,0.09633170068264008,0.0847778171300888,0.08353272825479507,0.14634612202644348,0.062275584787130356
A_w100_T10000_std_lr0.01_s2,1000000,500000,50.0,0.001414213445968926,0.13684937357902527,0.10554192960262299,0.11716926097869873,0.12092682719230652,0.34404104948043823
A_w100_T10000_std_lr0.01_s3,1000000,500000,50.0,0.001414213445968926,0.22857576608657837,0.18010082840919495,0.21304067969322205,0.3528796434402466,0.41843467950820923
A_w100_T10000_std_lr0.01_s4,1000000,500000,50.0,0.001414213445968926,0.07734838128089905,0.07423301786184311,0.0817665383219719,0.09611508250236511,0.12203487008810043
