step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,B_w100_K10000_c0.0_lr0.01_b128_s0,0,0,0,70.7737,27.2195,0.174435,0.500317,0,1.41975
0,B_w100_K10000_c0.0_lr0.01_b128_s1,0,0,0,71.0888,27.2108,0.176651,0.500904,0,0.737559
0,B_w100_K10000_c0.0_lr0.01_b128_s2,0,0,0,71.0271,27.4575,0.174296,0.498874,0,1.40272
0,B_w100_K10000_c0.0_lr0.01_b128_s3,0,0,0,70.9317,27.1474,0.176682,0.497287,0,0.92738
0,B_w100_K10000_c0.0_lr0.01_b128_s4,0,0,0,71.0942,27.6063,0.175735,0.50077,0,1.36043
0,B_w100_K10000_c2.0_lr0.01_b128_s0,0,0,0,65.9131,23.6202,0.176443,0.498105,0.00020202,0.800474
0,B_w100_K10000_c2.0_lr0.01_b128_s1,0,0,0,66.484,24.5674,0.174391,0.500394,0,1.26981
0,B_w100_K10000_c2.0_lr0.01_b128_s2,0,0,0,65.404,24.0258,0.173748,0.500721,0,1.53095
0,B_w100_K10000_c2.0_lr0.01_b128_s3,0,0,0,64.7666,23.9554,0.175114,0.498692,0,0.978573
0,B_w100_K10000_c2.0_lr0.01_b128_s4,0,0,0,66.8214,24.4524,0.175883,0.500741,0,0.951828
10000,B_w100_K10000_c0.0_lr0.01_b128_s0,0,0,0,70.9309,27.5575,0.173388,0.498692,0,0.039475
10000,B_w100_K10000_c0.0_lr0.01_b128_s1,0,0,0,71.2941,27.6184,0.175465,0.499827,0,0.0366828
10000,B_w100_K10000_c0.0_lr0.01_b128_s2,0,0,0.01,71.2684,27.718,0.173377,0.497672,0,0.0391777
10000,B_w100_K10000_c0.0_lr0.01_b128_s3,0,0,0,70.9748,27.3914,0.175546,0.498172,0,0.0332586
10000,B_w100_K10000_c0.0_lr0.01_b128_s4,0,0,0,71.2551,27.9191,0.174507,0.499038,0,0.0360362
10000,B_w100_K10000_c2.0_lr0.01_b128_s0,0,0,0,66.2848,24.0665,0.175321,0.49925,0,0.0422605
10000,B_w100_K10000_c2.0_lr0.01_b128_s1,0,0,0,66.9589,24.9903,0.173969,0.499625,0,0.0384615
10000,B_w100_K10000_c2.0_lr0.01_b128_s2,0,0,0,65.5551,24.366,0.173032,0.500317,0,0.0437206
10000,B_w100_K10000_c2.0_lr0.01_b128_s3,0,0,0,65.4377,24.7637,0.173522,0.498788,0,0.0425372
10000,B_w100_K10000_c2.0_lr0.01_b128_s4,0,0,0,67.224,25.0856,0.174313,0.500385,0,0.0377593
20000,B_w100_K10000_c0.0_lr0.01_b128_s0,0,0,0,71.0164,27.8547,0.171953,0.49923,0,0.0414654
20000,B_w100_K10000_c0.0_lr0.01_b128_s1,0,0,0,71.4241,27.87,0.172974,0.497941,0,0.0360812
20000,B_w100_K10000_c0.0_lr0.01_b128_s2,0,0,0,71.3419,28.0181,0.172791,0.499057,0,0.0357668
20000,B_w100_K10000_c0.0_lr0.01_b128_s3,0,0,0,71.1091,27.8355,0.174108,0.497181,0,0.0344491
20000,B_w100_K10000_c0.0_lr0.01_b128_s4,0,0,0,71.3116,28.0436,0.174187,0.498586,0.00020202,0.0371931
20000,B_w100_K10000_c2.0_lr0.01_b128_s0,0,0,0,66.6666,24.3219,0.174557,0.498749,0,0.0375167
20000,B_w100_K10000_c2.0_lr0.01_b128_s1,0,0,0,67.5533,25.6171,0.172881,0.498865,0,0.0438378
20000,B_w100_K10000_c2.0_lr0.01_b128_s2,0,0,0.01,66.1576,24.9511,0.172906,0.500558,0,0.0430949
20000,B_w100_K10000_c2.0_lr0.01_b128_s3,0,0,0,66.1527,25.4788,0.172494,0.499933,0,0.0466357
20000,B_w100_K10000_c2.0_lr0.01_b128_s4,0,0,0,67.7511,25.4591,0.172932,0.499307,0,0.0422091
30000,B_w100_K10000_c0.0_lr0.01_b128_s0,0,0,0,71.0658,27.9402,0.172434,0.499529,0,0.0380189
30000,B_w100_K10000_c0.0_lr0.01_b128_s1,0,0,0,71.3788,27.9289,0.172354,0.49823,0,0.0350469
30000,B_w100_K10000_c0.0_lr0.01_b128_s2,0,0,0,71.3715,28.2449,0.171826,0.499077,0,0.0337245
30000,B_w100_K10000_c0.0_lr0.01_b128_s3,0,0,0,71.1489,28.0184,0.173148,0.497662,0,0.039374
30000,B_w100_K10000_c0.0_lr0.01_b128_s4,0,0,0,71.4909,28.5956,0.171445,0.498807,0,0.0347102
30000,B_w100_K10000_c2.0_lr0.01_b128_s0,0,0,0,67.2306,25.0941,0.174287,0.499105,0,0.0392744
30000,B_w100_K10000_c2.0_lr0.01_b128_s1,0,0,0,67.2092,25.7205,0.173015,0.497999,0,0.0405525
30000,B_w100_K10000_c2.0_lr0.01_b128_s2,0,0,0.01,66.2396,24.8311,0.172943,0.501231,0,0.0432072
30000,B_w100_K10000_c2.0_lr0.01_b128_s3,0,0,0,66.2912,25.5843,0.171241,0.501058,0,0.0414664
30000,B_w100_K10000_c2.0_lr0.01_b128_s4,0,0,0,68.4735,25.7934,0.17275,0.498211,0,0.0430514
40000,B_w100_K10000_c0.0_lr0.01_b128_s0,0,0,0,71.2805,28.1158,0.170981,0.498932,0,0.0425046
40000,B_w100_K10000_c0.0_lr0.01_b128_s1,0,0,0,71.4188,28.1356,0.172088,0.49797,0,0.0407333
40000,B_w100_K10000_c0.0_lr0.01_b128_s2,0,0,0,71.5286,28.7257,0.169775,0.497355,0,0.0392991
40000,B_w100_K10000_c0.0_lr0.01_b128_s3,0,0,0,71.4237,28.5408,0.171187,0.497162,0,0.0358678
40000,B_w100_K10000_c0.0_lr0.01_b128_s4,0,0,0,71.5989,28.8806,0.169834,0.498124,0,0.0388702
40000,B_w100_K10000_c2.0_lr0.01_b128_s0,0,0,0,67.6878,25.6698,0.172994,0.498547,0,0.0377363
40000,B_w100_K10000_c2.0_lr0.01_b128_s1,0,0,0,67.4059,26.0241,0.1716,0.499134,0,0.0441756
40000,B_w100_K10000_c2.0_lr0.01_b128_s2,0,0,0,66.4864,25.3633,0.170712,0.500789,0,0.0463893
40000,B_w100_K10000_c2.0_lr0.01_b128_s3,0,0,0,67.0324,25.9652,0.171286,0.499721,0,0.0390814
40000,B_w100_K10000_c2.0_lr0.01_b128_s4,0,0,0,67.4548,25.6061,0.172441,0.498355,0,0.0380701
50000,B_w100_K10000_c0.0_lr0.01_b128_s0,0,0,0,71.3033,28.2987,0.16999,0.499,0,0.038074
50000,B_w100_K10000_c0.0_lr0.01_b128_s1,0,0,0,71.3216,28.2407,0.170799,0.49721,0,0.0383102
50000,B_w100_K10000_c0.0_lr0.01_b128_s2,0,0,0,71.456,28.6932,0.17008,0.498355,0,0.0393939
50000,B_w100_K10000_c0.0_lr0.01_b128_s3,0,0,0,71.346,28.5267,0.171378,0.49671,0,0.0329341
50000,B_w100_K10000_c0.0_lr0.01_b128_s4,0,0,0,71.7468,29.1666,0.168626,0.498461,0,0.0398125
50000,B_w100_K10000_c2.0_lr0.01_b128_s0,0,0,0.01,67.9183,25.8793,0.172393,0.497672,0,0.0346052
50000,B_w100_K10000_c2.0_lr0.01_b128_s1,0,0,0,67.8267,26.243,0.17159,0.498105,0,0.0404629
50000,B_w100_K10000_c2.0_lr0.01_b128_s2,0,0,0,66.6465,25.803,0.170064,0.501328,0,0.0394567
50000,B_w100_K10000_c2.0_lr0.01_b128_s3,0,0,0,67.366,26.145,0.171918,0.49925,0,0.0418789
50000,B_w100_K10000_c2.0_lr0.01_b128_s4,0,0,0,67.3676,25.6221,0.172449,0.49797,0,0.0429466
60000,B_w100_K10000_c0.0_lr0.01_b128_s0,0,0,0,71.3939,28.6607,0.169487,0.499548,0,0.0371373
60000,B_w100_K10000_c0.0_lr0.01_b128_s1,0,0,0,71.3116,28.4751,0.169897,0.497816,0,0.03871
60000,B_w100_K10000_c0.0_lr0.01_b128_s2,0,0,0,71.584,28.9594,0.169167,0.497922,0,0.0339762
60000,B_w100_K10000_c0.0_lr0.01_b128_s3,0,0,0,71.4504,28.8027,0.170391,0.496556,0,0.0373235
60000,B_w100_K10000_c0.0_lr0.01_b128_s4,0,0,0,71.6618,29.0156,0.170178,0.49797,0,0.0428044
60000,B_w100_K10000_c2.0_lr0.01_b128_s0,0,0,0,68.2099,26.2234,0.173507,0.497787,0,0.0393248
60000,B_w100_K10000_c2.0_lr0.01_b128_s1,0,0,0,68.0559,26.5176,0.170941,0.497662,0,0.0424837
60000,B_w100_K10000_c2.0_lr0.01_b128_s2,0,0,0,67.1048,25.9773,0.170018,0.501039,0,0.0418172
60000,B_w100_K10000_c2.0_lr0.01_b128_s3,0,0,0,67.8914,26.7765,0.171164,0.498374,0,0.0439509
60000,B_w100_K10000_c2.0_lr0.01_b128_s4,0,0,0,66.9401,25.6499,0.171728,0.499028,0,0.0380029
70000,B_w100_K10000_c0.0_lr0.01_b128_s0,0,0,0,71.4748,28.9003,0.169406,0.497768,0,0.038082
70000,B_w100_K10000_c0.0_lr0.01_b128_s1,0,0,0,71.3123,28.4959,0.170017,0.497605,0,0.0347539
70000,B_w100_K10000_c0.0_lr0.01_b128_s2,0,0,0,71.5402,29.0461,0.168721,0.497412,0,0.0326413
70000,B_w100_K10000_c0.0_lr0.01_b128_s3,0,0,0,71.5249,28.7099,0.171235,0.497027,0,0.0311778
70000,B_w100_K10000_c0.0_lr0.01_b128_s4,0,0,0,71.671,29.0224,0.170768,0.498817,0,0.0319189
70000,B_w100_K10000_c2.0_lr0.01_b128_s0,0,0,0,68.3114,26.3113,0.17196,0.496979,0,0.0381314
70000,B_w100_K10000_c2.0_lr0.01_b128_s1,0,0,0,68.3833,26.7353,0.171997,0.497066,0,0.0446263
70000,B_w100_K10000_c2.0_lr0.01_b128_s2,0,0,0.01,67.2087,26.3539,0.169465,0.500058,0.00020202,0.0399423
70000,B_w100_K10000_c2.0_lr0.01_b128_s3,0,0,0,67.7877,26.8328,0.171015,0.499961,0,0.0426416
