step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,B_w5_K10000_c0.0_lr0.01_bfull_s0,0,0,0,4.78239,4.64824,0.145419,0.447619,0,1.28256
0,B_w5_K10000_c0.0_lr0.01_bfull_s1,0,0,0,4.71319,4.07759,0.215633,0.466667,0,1.1462
0,B_w5_K10000_c0.0_lr0.01_bfull_s2,0,0,0,4.81114,4.31836,0.220658,0.47619,0,1.98304
0,B_w5_K10000_c0.0_lr0.01_bfull_s3,0,0,0,4.76156,4.58849,0.181599,0.485714,0,2.37294
0,B_w5_K10000_c0.0_lr0.01_bfull_s4,0,0,0,4.66448,4.2815,0.183197,0.561905,0,1.58018
0,B_w5_K10000_c2.0_lr0.01_bfull_s0,0,0,0,4.59899,4.08651,0.243752,0.504762,0,1.78588
0,B_w5_K10000_c2.0_lr0.01_bfull_s1,0,0,0,3.90001,2.82811,0.295124,0.466667,0,2.41883
0,B_w5_K10000_c2.0_lr0.01_bfull_s2,0,0,0,4.56889,3.79712,0.199164,0.485714,0,3.16781
0,B_w5_K10000_c2.0_lr0.01_bfull_s3,0,0,0,4.23264,3.29354,0.111772,0.485714,0,3.82886
0,B_w5_K10000_c2.0_lr0.01_bfull_s4,0,0,0,4.59436,4.41255,0.167001,0.52381,0,2.04732
10000,B_w5_K10000_c0.0_lr0.01_bfull_s0,0,0,0,4.59725,4.04323,0.173851,0.542857,0,0.0140928
10000,B_w5_K10000_c0.0_lr0.01_bfull_s1,0,0,0,4.70569,4.08947,0.257552,0.504762,0,0.00779787
10000,B_w5_K10000_c0.0_lr0.01_bfull_s2,0,0,0,4.77297,4.38843,0.15386,0.447619,0,0.00832014
10000,B_w5_K10000_c0.0_lr0.01_bfull_s3,0,0,0,4.75735,4.08943,0.246063,0.447619,0,0.0849257
10000,B_w5_K10000_c0.0_lr0.01_bfull_s4,0,0,0,4.69158,4.17368,0.18433,0.495238,0,0.0292049
10000,B_w5_K10000_c2.0_lr0.01_bfull_s0,0,0,0,4.60328,4.00627,0.196949,0.514286,0,0.0286774
10000,B_w5_K10000_c2.0_lr0.01_bfull_s1,0,0,0,3.666,2.83264,0.205394,0.533333,0,0.0254805
10000,B_w5_K10000_c2.0_lr0.01_bfull_s2,0,0,0,4.54209,3.84329,0.20531,0.552381,0,0.00550046
10000,B_w5_K10000_c2.0_lr0.01_bfull_s3,0,0,0,4.21276,3.03094,0.140113,0.504762,0,0.00618814
10000,B_w5_K10000_c2.0_lr0.01_bfull_s4,0,0,0,4.20419,2.88169,0.273216,0.476191,0,0.00917754
20000,B_w5_K10000_c0.0_lr0.01_bfull_s0,0,0,0,4.79748,4.68732,0.145165,0.504762,0,0.0195357
20000,B_w5_K10000_c0.0_lr0.01_bfull_s1,0,0,0,4.73379,4.00332,0.264573,0.495238,0,0.0153379
20000,B_w5_K10000_c0.0_lr0.01_bfull_s2,0,0,0,4.57003,4.07897,0.22161,0.447619,0,0.144829
20000,B_w5_K10000_c0.0_lr0.01_bfull_s3,0,0,0,4.71566,4.54284,0.110287,0.514286,0,0.0355866
20000,B_w5_K10000_c0.0_lr0.01_bfull_s4,0,0,0,4.7715,4.49099,0.19966,0.47619,0,0.0162993
20000,B_w5_K10000_c2.0_lr0.01_bfull_s0,0,0,0,4.41117,3.73305,0.165953,0.447619,0,0.0052537
20000,B_w5_K10000_c2.0_lr0.01_bfull_s1,0,0,0,3.50753,2.78852,0.274898,0.485714,0,0.0407944
20000,B_w5_K10000_c2.0_lr0.01_bfull_s2,0,0,0,4.45756,3.45893,0.224368,0.52381,0,0.0332564
20000,B_w5_K10000_c2.0_lr0.01_bfull_s3,0,0,0,4.24358,3.39459,0.149153,0.466667,0,0.0273314
20000,B_w5_K10000_c2.0_lr0.01_bfull_s4,0,0,0,4.03906,2.75575,0.323831,0.514286,0,0.0748815
30000,B_w5_K10000_c0.0_lr0.01_bfull_s0,0,0,0,4.631,4.22414,0.220207,0.533333,0,0.00616745
30000,B_w5_K10000_c0.0_lr0.01_bfull_s1,0,0,0,4.81076,4.48446,0.145035,0.495238,0,0.0417551
30000,B_w5_K10000_c0.0_lr0.01_bfull_s2,0,0,0,4.6725,4.22093,0.223258,0.485714,0,0.0103085
30000,B_w5_K10000_c0.0_lr0.01_bfull_s3,0,0,0,4.79771,4.43826,0.131307,0.438095,0,0.0301248
30000,B_w5_K10000_c0.0_lr0.01_bfull_s4,0,0,0,4.72977,4.4037,0.181485,0.533333,0,0.0572846
30000,B_w5_K10000_c2.0_lr0.01_bfull_s0,0,0,0.2,4.76734,4.47283,0.161026,0.457143,0,0.0179414
30000,B_w5_K10000_c2.0_lr0.01_bfull_s1,0,0,0,3.7239,3.2636,0.158693,0.466667,0,0.0468728
30000,B_w5_K10000_c2.0_lr0.01_bfull_s2,0,0,0,4.4901,3.86809,0.154815,0.495238,0,0.0188352
30000,B_w5_K10000_c2.0_lr0.01_bfull_s3,0,0,0,4.5701,3.9632,0.253146,0.533333,0,0.0479571
30000,B_w5_K10000_c2.0_lr0.01_bfull_s4,0,0,0,4.45068,4.22364,0.201692,0.457143,0,0.0210805
40000,B_w5_K10000_c0.0_lr0.01_bfull_s0,0,0,0,4.64199,3.83452,0.272571,0.466667,0,0.0268481
40000,B_w5_K10000_c0.0_lr0.01_bfull_s1,0,0,0,4.33513,3.30256,0.416577,0.476191,0.1,0.0203191
40000,B_w5_K10000_c0.0_lr0.01_bfull_s2,0,0,0,4.70949,4.21667,0.219716,0.504762,0,0.0121126
40000,B_w5_K10000_c0.0_lr0.01_bfull_s3,0,0,0,4.61484,4.05609,0.262252,0.561905,0,0.119494
40000,B_w5_K10000_c0.0_lr0.01_bfull_s4,0,0,0,4.53637,3.7278,0.264488,0.561905,0,0.018511
40000,B_w5_K10000_c2.0_lr0.01_bfull_s0,0,0,0,4.65283,4.31989,0.110808,0.47619,0,0.0301362
40000,B_w5_K10000_c2.0_lr0.01_bfull_s1,0,0,0,4.2727,3.70126,0.187705,0.495238,0,0.0337581
40000,B_w5_K10000_c2.0_lr0.01_bfull_s2,0,0,0,4.47418,3.94525,0.1849,0.466667,0,0.0145082
40000,B_w5_K10000_c2.0_lr0.01_bfull_s3,0,0,0,4.40314,3.86553,0.193437,0.552381,0,0.0620124
