run_id,ckpt,M,n_periods,noise_floor,snr_all,snr_W,snr_b,snr_v,snr_c
A_w5_T10000_std_lr0.01_b32_s0,0,500000,50.0,0.001414213445968926,0.22728106379508972,0.24937419593334198,0.23633800446987152,0.12942546606063843,0.2589789628982544
A_w5_T10000_std_lr0.01_b32_s1,0,500000,50.0,0.001414213445968926,0.32784366607666016,0.3011273145675659,0.3490200340747833,0.3883672058582306,0.36201077699661255
A_w5_T10000_std_lr0.01_b32_s2,0,500000,50.0,0.001414213445968926,0.5239002704620361,0.35774657130241394,0.4711856245994568,0.5364803075790405,0.8407759070396423
A_w5_T10000_std_lr0.01_b32_s3,0,500000,50.0,0.001414213445968926,0.8174012303352356,0.6193103194236755,1.0002390146255493,1.0012606382369995,1.306095838546753
A_w5_T10000_std_lr0.01_b32_s4,0,500000,50.0,0.001414213445968926,0.31024572253227234,0.2282317727804184,0.2364557683467865,0.24103263020515442,0.45707958936691284
A_w5_T10000_std_lr0.01_b32_s0,10000,500000,50.0,0.001414213445968926,0.3455530107021332,0.28856420516967773,0.34557315707206726,0.433063805103302,0.44241535663604736
A_w5_T10000_std_lr0.01_b32_s1,10000,500000,50.0,0.001414213445968926,0.2146947830915451,0.1854579746723175,0.18961913883686066,0.33869048953056335,0.25599703192710876
A_w5_T10000_std_lr0.01_b32_s2,10000,500000,50.0,0.001414213445968926,0.24656912684440613,0.24090252816677094,0.259416788816452,0.07327824831008911,0.4542039930820465
A_w5_T10000_std_lr0.01_b32_s3,10000,500000,50.0,0.001414213445968926,0.40572240948677063,0.38125696778297424,0.4955490827560425,0.47272807359695435,0.5887439846992493
A_w5_T10000_std_lr0.01_b32_s4,10000,500000,50.0,0.001414213445968926,0.20014795660972595,0.19606509804725647,0.17309445142745972,0.28278279304504395,0.09286139160394669
A_w5_T10000_std_lr0.01_b32_s0,50000,500000,50.0,0.001414213445968926,0.5471373796463013,0.5171655416488647,0.6743763089179993,0.5875594615936279,0.7843606472015381
A_w5_T10000_std_lr0.01_b32_s1,50000,500000,50.0,0.001414213445968926,0.3976447284221649,0.3787372410297394,0.49978235363960266,0.4278677701950073,0.834388017654419
A_w5_T10000_std_lr0.01_b32_s2,50000,500000,50.0,0.001414213445968926,0.1831105500459671,0.17589601874351501,0.22730454802513123,0.18205466866493225,0.258859246969223
A_w5_T10000_std_lr0.01_b32_s3,50000,500000,50.0,0.001414213445968926,0.4543927013874054,0.4078183174133301,0.5108816623687744,0.5937222838401794,0.7643527388572693
A_w5_T10000_std_lr0.01_b32_s4,50000,500000,50.0,0.001414213445968926,0.3379466235637665,0.30204471945762634,0.42408427596092224,0.41510361433029175,0.5333136916160583
A_w5_T10000_std_lr0.01_b32_s0,100000,500000,50.0,0.001414213445968926,0.1963188499212265,0.1560380905866623,0.17365020513534546,0.2523826062679291,0.30801448225975037
A_w5_T10000_std_lr0.01_b32_s1,100000,500000,50.0,0.001414213445968926,0.30886244773864746,0.24639935791492462,0.28296685218811035,0.41548025608062744,0.3340582847595215
A_w5_T10000_std_lr0.01_b32_s2,100000,500000,50.0,0.001414213445968926,0.15617235004901886,0.16524873673915863,0.15117387473583221,0.11087611317634583,0.13734044134616852
A_w5_T10000_std_lr0.01_b32_s3,100000,500000,50.0,0.001414213445968926,0.49119916558265686,0.4775082468986511,0.5898476839065552,0.48942509293556213,0.7672584652900696
A_w5_T10000_std_lr0.01_b32_s4,100000,500000,50.0,0.001414213445968926,0.4419679343700409,0.41017138957977295,0.542504608631134,0.43607190251350403,0.895675778388977
A_w5_T10000_std_lr0.01_b32_s0,300000,500000,50.0,0.001414213445968926,0.6141392588615417,0.5480553507804871,0.6681607365608215,0.6741566061973572,0.7282580137252808
A_w5_T10000_std_lr0.01_b32_s1,300000,500000,50.0,0.001414213445968926,0.5632352828979492,0.3683187663555145,0.4629274010658264,0.6679337620735168,0.7399610877037048
A_w5_T10000_std_lr0.01_b32_s2,300000,500000,50.0,0.001414213445968926,0.3592897951602936,0.3221447765827179,0.4235225319862366,0.3596188426017761,0.7815171480178833
A_w5_T10000_std_lr0.01_b32_s3,300000,500000,50.0,0.001414213445968926,0.2065490186214447,0.22366702556610107,0.2712435722351074,0.11595474183559418,0.21631357073783875
A_w5_T10000_std_lr0.01_b32_s4,300000,500000,50.0,0.001414213445968926,0.16202478110790253,0.09868381917476654,0.08318335562944412,0.1782703846693039,0.3373650908470154
A_w5_T10000_std_lr0.01_b32_s0,1000000,500000,50.0,0.001414213445968926,0.5073291659355164,0.3814797103404999,0.36096152663230896,0.6113883852958679,0.34531253576278687
A_w5_T10000_std_lr0.01_b32_s1,1000000,500000,50.0,0.001414213445968926,0.7546889781951904,0.5589497089385986,0.7014496922492981,0.8985450267791748,0.9292809367179871
A_w5_T10000_std_lr0.01_b32_s2,1000000,500000,50.0,0.001414213445968926,0.5000015497207642,0.4427019953727722,0.6296442151069641,0.4945183992385864,1.1830769777297974
A_w5_T10000_std_lr0.01_b32_s3,1000000,500000,50.0,0.001414213445968926,0.6286491751670837,0.49201327562332153,0.6709243655204773,0.7966683506965637,1.1933863162994385
A_w5_T10000_std_lr0.01_b32_s4,1000000,500000,50.0,0.001414213445968926,0.16867904365062714,0.1500607281923294,0.10795513540506363,0.2099631428718567,0.07496649771928787
