step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,eval_loss
0,A_w5_T10000_std_lr0.01_b32_s0,0.4,0,0.2,1.77847,1.53274,0.223374,0.46,0,7.61376
0,A_w5_T10000_std_lr0.01_b32_s1,0.2,0,0.2,2.39966,2.37968,0.138327,0.49,0,4.12901
0,A_w5_T10000_std_lr0.01_b32_s2,0.6,0,0.6,1.96461,1.8848,0.198611,0.5,0,0.899439
0,A_w5_T10000_std_lr0.01_b32_s3,0,0,0,2.29531,2.75303,0.158021,0.46,0,6.43163
0,A_w5_T10000_std_lr0.01_b32_s4,0.2,0,0.2,3.3612,1.804,0.176474,0.52,0,3.95669
10000,A_w5_T10000_std_lr0.01_b32_s0,0.6,0,0.4,1.84624,1.72566,0.193483,0.47,0,0.966042
10000,A_w5_T10000_std_lr0.01_b32_s1,0.4,0,0.4,2.18269,2.15278,0.130294,0.5,0,0.447745
10000,A_w5_T10000_std_lr0.01_b32_s2,0.6,0,0.6,1.66337,1.65787,0.20228,0.52,0,0.235471
10000,A_w5_T10000_std_lr0.01_b32_s3,0.2,0,0.2,2.64912,1.80628,0.181989,0.48,0,0.763082
10000,A_w5_T10000_std_lr0.01_b32_s4,0.2,0,0.2,2.50111,1.82954,0.181413,0.54,0,0.46151
20000,A_w5_T10000_std_lr0.01_b32_s0,0.4,0,0.4,2.07244,1.7998,0.117853,0.45,0,0.701235
20000,A_w5_T10000_std_lr0.01_b32_s1,0.4,0,0.4,2.30814,1.68845,0.235243,0.5,0,0.163234
20000,A_w5_T10000_std_lr0.01_b32_s2,0.6,0,0.6,1.44077,1.13056,0.197765,0.52,0,0.351367
20000,A_w5_T10000_std_lr0.01_b32_s3,0.2,0,0.2,2.81351,2.37975,0.237035,0.45,0,0.446145
20000,A_w5_T10000_std_lr0.01_b32_s4,0.4,0,0.4,2.09943,2.12543,0.289454,0.47,0,0.474232
30000,A_w5_T10000_std_lr0.01_b32_s0,0.4,0,0.4,2.43396,1.33437,0.274981,0.44,0,0.492453
30000,A_w5_T10000_std_lr0.01_b32_s1,0,0,0,3.90555,2.0425,0.267213,0.49,0,0.169385
30000,A_w5_T10000_std_lr0.01_b32_s2,0.2,0,0.2,3.18424,2.13899,0.281223,0.52,0,0.11234
30000,A_w5_T10000_std_lr0.01_b32_s3,0.2,0,0,2.81495,1.77057,0.208989,0.5,0,0.314914
30000,A_w5_T10000_std_lr0.01_b32_s4,0.4,0,0.4,2.13962,1.9091,0.259026,0.49,0,0.392514
40000,A_w5_T10000_std_lr0.01_b32_s0,0.2,0,0.2,2.99437,1.52793,0.36462,0.44,0,0.113505
40000,A_w5_T10000_std_lr0.01_b32_s1,0,0,0,3.86504,2.58659,0.367476,0.5,0,0.0361628
40000,A_w5_T10000_std_lr0.01_b32_s2,0.2,0,0.2,3.10148,2.40336,0.24856,0.53,0,0.124987
